Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'CROMPTON.NS')","('High', 'CROMPTON.NS')","('Low', 'CROMPTON.NS')","('Open', 'CROMPTON.NS')","('Volume', 'CROMPTON.NS')","('Date', '')","('Close', 'CROMPTON.NS')","('High', 'CROMPTON.NS')","('Low', 'CROMPTON.NS')","('Open', 'CROMPTON.NS')","('Volume', 'CROMPTON.NS')"
2019-12-30,227.42686462402344,240.6499938964844,243.1999969482422,238.0,239.9499969482422,4859104.0,,,,,,,,,,,,
2020-01-06,225.44224548339844,238.5500030517578,242.3500061035156,235.8999938964844,240.5,4310893.0,,,,,,,,,,,,
2020-01-13,240.2322998046875,254.1999969482422,258.3999938964844,238.5,238.5,6448072.0,,,,,,,,,,,,
2020-01-20,247.9817047119141,262.3999938964844,264.5,252.1499938964844,255.5,2914577.0,,,,,,,,,,,,
2020-01-27,263.433349609375,278.75,293.79998779296875,255.0,262.3999938964844,6182331.0,,,,,,,,,,,,
2020-02-03,269.0091552734375,284.6499938964844,301.3999938964844,277.0,278.0,4368516.0,,,,,,,,,,,,
2020-02-10,266.4102478027344,281.8999938964844,290.0,272.0,285.5,4381208.0,,,,,,,,,,,,
2020-02-17,274.9630126953125,290.95001220703125,301.45001220703125,281.54998779296875,282.8999938964844,5469892.0,,,,,,,,,,,,
2020-02-24,263.66961669921875,279.0,299.0,260.1000061035156,288.0,7518187.0,,,,,,,,,,,,
2020-03-02,256.7234802246094,271.6499938964844,285.8500061035156,262.70001220703125,281.5,4666212.0,,,,,,,,,,,,
2020-03-09,233.0499267578125,246.6000061035156,269.95001220703125,224.0,266.20001220703125,6788232.0,,,,,,,,,,,,
2020-03-16,202.09945678710932,213.8500061035156,244.25,185.5,235.5,10293338.0,,,,,,,,,,,,
2020-03-23,182.01708984375,192.6000061035156,208.8000030517578,177.3000030517578,200.0,5481458.0,,,,,,,,,,,,
2020-03-30,195.62583923339844,207.0,218.3000030517578,186.0,193.3999938964844,4352610.0,,,,,,,,,,,,
2020-04-06,211.69174194335932,224.0,230.8000030517578,202.0,207.0,3259473.0,,,,,,,,,,,,
2020-04-13,206.0214080810547,218.0,227.75,210.0,225.8000030517578,2729214.0,,,,,,,,,,,,
2020-04-20,207.53350830078125,219.6000061035156,237.0,200.3000030517578,221.5,3508210.0,,,,,,,,,,,,
2020-04-27,209.9906463623047,222.1999969482422,239.6499938964844,210.1000061035156,223.6999969482422,4961093.0,,,,,,,,,,,,
2020-05-04,191.9401397705078,203.1000061035156,226.3999938964844,202.5,219.8999938964844,2916711.0,,,,,,,,,,,,
2020-05-11,196.4291381835937,207.8500061035156,224.0,205.1999969482422,207.0,2373863.0,,,,,,,,,,,,
2020-05-18,201.2961578369141,213.0,222.75,196.5500030517578,209.0,5502351.0,,,,,,,,,,,,
2020-05-25,212.0225067138672,224.3500061035156,227.8999938964844,210.1000061035156,213.0,7227644.0,,,,,,,,,,,,
2020-06-01,215.66094970703125,228.1999969482422,247.75,226.0,228.0,6136552.0,,,,,,,,,,,,
2020-06-08,212.6840362548828,225.0500030517578,241.8000030517578,217.1999969482422,231.8999938964844,3532645.0,,,,,,,,,,,,
2020-06-15,217.0785369873047,229.6999969482422,232.6499938964844,220.6499938964844,225.0,3589391.0,,,,,,,,,,,,
2020-06-22,223.26861572265625,236.25,238.8999938964844,224.3000030517578,229.0,4426413.0,,,,,,,,,,,,
2020-06-29,223.41036987304688,236.3999938964844,244.0,228.5,234.6000061035156,2942829.0,,,,,,,,,,,,
2020-07-06,227.61587524414065,240.8500061035156,250.1999969482422,234.3000030517578,239.8000030517578,7416456.0,,,,,,,,,,,,
2020-07-13,229.60047912597656,242.9499969482422,254.0,238.0500030517578,240.0500030517578,3115112.0,,,,,,,,,,,,
2020-07-20,236.68836975097656,250.4499969482422,254.9499969482422,240.1499938964844,241.8999938964844,3686297.0,,,,,,,,,,,,
2020-07-27,230.6873016357422,244.1000061035156,253.4499969482422,239.0500030517578,250.0,4201554.0,,,,,,,,,,,,
2020-08-03,246.3278961181641,260.6499938964844,266.79998779296875,238.0,244.1000061035156,4660226.0,,,,,,,,,,,,
2020-08-10,236.68836975097656,250.4499969482422,269.0,246.6000061035156,258.04998779296875,3787506.0,,,,,,,,,,,,
2020-08-17,249.49383544921875,264.0,266.79998779296875,249.3500061035156,251.9499969482422,3911779.0,,,,,,,,,,,,
2020-08-24,255.400390625,270.25,272.54998779296875,258.6499938964844,266.0,2201455.0,,,,,,,,,,,,
2020-08-31,248.9740600585937,263.45001220703125,278.0,258.3500061035156,272.29998779296875,3290914.0,,,,,,,,,,,,
2020-09-07,240.3268280029297,254.3000030517578,264.25,249.0,262.1499938964844,4085126.0,,,,,,,,,,,,
2020-09-14,264.3311462402344,279.70001220703125,285.45001220703125,257.0,258.0,8903345.0,,,,,,,,,,,,
2020-09-21,246.5641632080078,260.8999938964844,282.8500061035156,252.6499938964844,280.0,3073199.0,,,,,,,,,,,,
2020-09-28,273.7344055175781,289.6499938964844,300.5,256.79998779296875,264.95001220703125,4271821.0,,,,,,,,,,,,
2020-10-05,259.03887939453125,274.1000061035156,292.1000061035156,268.79998779296875,291.95001220703125,3450429.0,,,,,,,,,,,,
2020-10-12,265.60699462890625,281.04998779296875,284.70001220703125,267.3999938964844,274.1000061035156,3737692.0,,,,,,,,,,,,
2020-10-19,288.4300231933594,305.20001220703125,329.0,279.0,282.0,10747792.0,,,,,,,,,,,,
2020-10-26,282.8541564941406,299.29998779296875,319.70001220703125,290.20001220703125,305.1499938964844,9552753.0,,,,,,,,,,,,
2020-11-02,291.97393798828125,308.95001220703125,316.6000061035156,285.70001220703125,300.8999938964844,5572592.0,,,,,,,,,,,,
2020-11-09,286.0849914550781,299.6000061035156,314.0,291.1000061035156,311.79998779296875,66440904.0,,,,,,,,,,,,
2020-11-16,290.0954895019531,303.79998779296875,307.79998779296875,288.20001220703125,297.3999938964844,7015094.0,,,,,,,,,,,,
2020-11-23,291.52783203125,305.29998779296875,314.5,296.25,305.75,7313373.0,,,,,,,,,,,,
2020-11-30,317.7873229980469,332.79998779296875,336.79998779296875,302.25,305.29998779296875,7926979.0,,,,,,,,,,,,
2020-12-07,316.1163024902344,331.04998779296875,341.79998779296875,325.25,331.8999938964844,5316076.0,,,,,,,,,,,,
2020-12-14,358.6088562011719,375.5499877929688,393.6499938964844,320.5,331.04998779296875,13780452.0,,,,,,,,,,,,
2020-12-21,340.2749938964844,356.3500061035156,376.5,346.04998779296875,368.3999938964844,5032121.0,,,,,,,,,,,,
2020-12-28,360.99609375,378.0499877929688,385.8999938964844,352.1000061035156,359.6000061035156,6091870.0,,,,,,,,,,,,
2021-01-04,382.0991516113281,400.1499938964844,405.3999938964844,367.0499877929688,380.0,6452356.0,,,,,,,,,,,,
2021-01-11,369.5423583984375,387.0,417.7999877929688,378.4500122070313,404.3999938964844,5630888.0,,,,,,,,,,,,
2021-01-18,410.3161315917969,429.7000122070313,456.0,375.2999877929688,387.0499877929688,11271346.0,,,,,,,,,,,,
2021-01-25,408.4541320800781,427.75,442.0,400.6000061035156,433.1000061035156,9182177.0,,,,,,,,,,,,
2021-02-01,391.5525512695313,410.0499877929688,426.0,402.1000061035156,426.0,8881919.0,,,,,,,,,,,,
2021-02-08,380.905517578125,398.8999938964844,416.6499938964844,391.5,414.4500122070313,14555603.0,,,,,,,,,,,,
2021-02-15,378.7570495605469,396.6499938964844,407.9500122070313,392.0,399.8500061035156,11786990.0,,,,,,,,,,,,
2021-02-22,367.77581787109375,385.1499938964844,399.75,371.25,396.6499938964844,10409369.0,,,,,,,,,,,,
