Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VGUARD.NS')","('High', 'VGUARD.NS')","('Low', 'VGUARD.NS')","('Open', 'VGUARD.NS')","('Volume', 'VGUARD.NS')","('Date', '')","('Close', 'VGUARD.NS')","('High', 'VGUARD.NS')","('Low', 'VGUARD.NS')","('Open', 'VGUARD.NS')","('Volume', 'VGUARD.NS')"
2019-12-30,211.16510009765625,215.8999938964844,219.1000061035156,212.0,212.1000061035156,490259.0,,,,,,,,,,,,
2020-01-06,211.75192260742188,216.5,218.3000030517578,207.0,216.8999938964844,1117665.0,,,,,,,,,,,,
2020-01-13,224.80914306640625,229.8500061035156,231.3999938964844,216.1499938964844,218.5,2042108.0,,,,,,,,,,,,
2020-01-20,223.3420562744141,228.3500061035156,233.9499969482422,224.0,230.8999938964844,664170.0,,,,,,,,,,,,
2020-01-27,217.76705932617188,222.6499938964844,233.0,220.5,228.3500061035156,2262380.0,,,,,,,,,,,,
2020-02-03,208.5242919921875,213.1999969482422,224.4499969482422,211.0,222.8000030517578,989378.0,,,,,,,,,,,,
2020-02-10,199.232650756836,203.6999969482422,214.25,201.1999969482422,213.6999969482422,1961272.0,,,,,,,,,,,,
2020-02-17,198.45016479492188,202.8999938964844,206.0,199.3000030517578,204.75,948620.0,,,,,,,,,,,,
2020-02-24,198.49908447265625,202.9499969482422,208.5,198.0,202.0,2767361.0,,,,,,,,,,,,
2020-03-02,194.56301879882807,198.0500030517578,205.9499969482422,195.0,203.1000061035156,1183033.0,,,,,,,,,,,,
2020-03-09,170.34701538085938,173.39999389648438,200.0,155.0,195.0,1806132.0,,,,,,,,,,,,
2020-03-16,176.14315795898438,179.3000030517578,186.25,156.64999389648438,173.0,1980722.0,,,,,,,,,,,,
2020-03-23,154.62872314453125,157.39999389648438,175.0,149.0,152.0,1825603.0,,,,,,,,,,,,
2020-03-30,151.28860473632812,154.0,164.0,151.0,152.0,1077889.0,,,,,,,,,,,,
2020-04-06,161.16165161132812,164.0500030517578,167.5,154.0,154.0,788732.0,,,,,,,,,,,,
2020-04-13,164.25619506835938,167.1999969482422,169.39999389648438,158.25,164.75,1334427.0,,,,,,,,,,,,
2020-04-20,166.9086456298828,169.89999389648438,195.0,163.0500030517578,168.6999969482422,5880390.0,,,,,,,,,,,,
2020-04-27,173.5889129638672,176.6999969482422,190.0,168.1999969482422,173.6999969482422,3355792.0,,,,,,,,,,,,
2020-05-04,166.8595428466797,169.85000610351562,175.0,167.0500030517578,175.0,912020.0,,,,,,,,,,,,
2020-05-11,175.16075134277344,178.3000030517578,185.6000061035156,166.14999389648438,171.0,2587769.0,,,,,,,,,,,,
2020-05-18,167.35073852539062,170.35000610351562,180.0,170.0,178.4499969482422,768121.0,,,,,,,,,,,,
2020-05-25,173.93276977539062,177.0500030517578,178.64999389648438,169.1999969482422,170.35000610351562,1964131.0,,,,,,,,,,,,
2020-06-01,181.93927001953125,185.1999969482422,192.0,178.5500030517578,180.0,4456163.0,,,,,,,,,,,,
2020-06-08,173.4415740966797,176.5500030517578,190.3999938964844,170.10000610351562,187.8999938964844,1457194.0,,,,,,,,,,,,
2020-06-15,169.75759887695312,172.8000030517578,179.5,170.8000030517578,175.5,1779037.0,,,,,,,,,,,,
2020-06-22,172.2135772705078,175.3000030517578,182.0,171.75,172.9499969482422,2349779.0,,,,,,,,,,,,
2020-06-29,166.8595428466797,169.85000610351562,175.25,168.0,174.89999389648438,1788629.0,,,,,,,,,,,,
2020-07-06,169.46287536621094,172.5,176.89999389648438,168.5500030517578,171.3000030517578,2839734.0,,,,,,,,,,,,
2020-07-13,167.05599975585938,170.0500030517578,173.9499969482422,165.64999389648438,173.10000610351562,1545832.0,,,,,,,,,,,,
2020-07-20,165.82801818847656,168.8000030517578,174.60000610351562,168.39999389648438,170.5,1302351.0,,,,,,,,,,,,
2020-07-27,159.9827880859375,162.85000610351562,170.9499969482422,162.0,168.8000030517578,1364005.0,,,,,,,,,,,,
2020-08-03,161.50547790527344,164.39999389648438,167.0,161.5,162.85000610351562,1107276.0,,,,,,,,,,,,
2020-08-10,157.0355987548828,159.85000610351562,166.0,159.60000610351562,165.0,4244512.0,,,,,,,,,,,,
2020-08-17,170.00318908691406,173.0500030517578,174.8000030517578,159.35000610351562,161.8000030517578,15738113.0,,,,,,,,,,,,
2020-08-24,172.2626953125,175.35000610351562,182.6000061035156,170.0,173.0,7994884.0,,,,,,,,,,,,
2020-08-31,165.97537231445312,168.9499969482422,179.8000030517578,165.0,179.8000030517578,2891951.0,,,,,,,,,,,,
2020-09-07,165.28770446777344,168.25,172.5,163.0,167.5,2306249.0,,,,,,,,,,,,
2020-09-14,170.05230712890625,173.10000610351562,180.0,169.0,169.0,3558583.0,,,,,,,,,,,,
2020-09-21,162.19317626953125,165.10000610351562,178.10000610351562,162.60000610351562,172.0,2284728.0,,,,,,,,,,,,
2020-09-28,165.82801818847656,168.8000030517578,173.35000610351562,164.5,167.25,1395854.0,,,,,,,,,,,,
2020-10-05,162.34051513671875,165.25,170.85000610351562,163.3000030517578,169.25,1677725.0,,,,,,,,,,,,
2020-10-12,164.1088409423828,167.0500030517578,168.0,163.5,166.10000610351562,1591052.0,,,,,,,,,,,,
2020-10-19,161.65284729003906,164.5500030517578,168.6999969482422,163.5,168.5,1517902.0,,,,,,,,,,,,
2020-10-26,166.7612762451172,169.75,173.89999389648438,164.0500030517578,164.89999389648438,3994850.0,,,,,,,,,,,,
2020-11-02,165.92623901367188,168.89999389648438,172.4499969482422,167.5,172.4499969482422,852377.0,,,,,,,,,,,,
2020-11-09,170.49440002441406,173.5500030517578,174.60000610351562,163.85000610351562,170.89999389648438,4570154.0,,,,,,,,,,,,
2020-11-16,173.78541564941406,176.89999389648438,179.89999389648438,168.0,171.85000610351562,4242778.0,,,,,,,,,,,,
