Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'GLENMARK.NS')","('High', 'GLENMARK.NS')","('Low', 'GLENMARK.NS')","('Open', 'GLENMARK.NS')","('Volume', 'GLENMARK.NS')","('Date', '')","('Close', 'GLENMARK.NS')","('High', 'GLENMARK.NS')","('Low', 'GLENMARK.NS')","('Open', 'GLENMARK.NS')","('Volume', 'GLENMARK.NS')"
2019-12-30,344.9412841796875,352.1000061035156,358.8999938964844,344.0,347.70001220703125,4455899.0,,,,,,,,,,,,
2020-01-06,339.35723876953125,346.3999938964844,354.20001220703125,337.29998779296875,352.0,5115153.0,,,,,,,,,,,,
2020-01-13,352.6317138671875,359.95001220703125,365.2000122070313,337.25,347.0,10326604.0,,,,,,,,,,,,
2020-01-20,343.61871337890625,350.75,364.7999877929688,345.6000061035156,362.9500122070313,7385210.0,,,,,,,,,,,,
2020-01-27,295.90887451171875,302.04998779296875,362.3999938964844,298.1499938964844,349.6499938964844,13803975.0,,,,,,,,,,,,
2020-02-03,319.8128356933594,326.45001220703125,329.25,298.20001220703125,301.3999938964844,6930027.0,,,,,,,,,,,,
2020-02-10,327.01336669921875,333.79998779296875,337.29998779296875,319.0,327.5,7265557.0,,,,,,,,,,,,
2020-02-17,315.01239013671875,321.54998779296875,346.45001220703125,303.1499938964844,342.0,14446240.0,,,,,,,,,,,,
2020-02-24,271.9070129394531,277.54998779296875,318.0,275.0,318.0,16137444.0,,,,,,,,,,,,
2020-03-02,273.6214294433594,279.29998779296875,294.8999938964844,271.8999938964844,279.5,9243609.0,,,,,,,,,,,,
2020-03-09,205.3385162353516,209.6000061035156,274.5,161.64999389648438,270.1499938964844,17634799.0,,,,,,,,,,,,
2020-03-16,207.3958282470703,211.6999969482422,245.0,185.3500061035156,203.0,22561592.0,,,,,,,,,,,,
2020-03-23,195.1009826660156,199.1499938964844,216.3500061035156,184.4499969482422,196.0,10936484.0,,,,,,,,,,,,
2020-03-30,208.7183990478516,213.0500030517578,219.5,190.0,197.0,9790190.0,,,,,,,,,,,,
2020-04-06,242.61489868164065,247.6499938964844,250.75,213.0500030517578,213.0500030517578,14467021.0,,,,,,,,,,,,
2020-04-13,308.05682373046875,314.45001220703125,342.5,253.0,258.8999938964844,55476059.0,,,,,,,,,,,,
2020-04-20,337.8387145996094,344.8500061035156,360.9500122070313,304.5,315.1499938964844,58433851.0,,,,,,,,,,,,
2020-04-27,330.197265625,337.04998779296875,359.0,325.5,352.0,26054746.0,,,,,,,,,,,,
2020-05-04,326.9643859863281,333.75,347.29998779296875,322.8999938964844,337.5,24343547.0,,,,,,,,,,,,
2020-05-11,332.744384765625,339.6499938964844,353.75,329.04998779296875,338.0,22490159.0,,,,,,,,,,,,
2020-05-18,344.8433532714844,352.0,363.6000061035156,325.54998779296875,341.0,20565601.0,,,,,,,,,,,,
2020-05-25,347.83135986328125,355.04998779296875,360.5,341.5,352.0,17096399.0,,,,,,,,,,,,
2020-06-01,394.3655700683594,402.5499877929688,413.9500122070313,356.25,358.0,31716958.0,,,,,,,,,,,,
2020-06-08,395.6391296386719,403.8500061035156,412.7999877929688,371.0,405.9500122070313,20349922.0,,,,,,,,,,,,
2020-06-15,401.02734375,409.3500061035156,417.0,387.0499877929688,404.0,19291985.0,,,,,,,,,,,,
2020-06-22,457.2113342285156,466.7000122070313,573.0499877929688,434.0,450.25,207293753.0,,,,,,,,,,,,
2020-06-29,423.9025573730469,432.7000122070313,484.7000122070313,423.8999938964844,474.8999938964844,56003966.0,,,,,,,,,,,,
2020-07-06,417.9755859375,426.6499938964844,439.3500061035156,415.0,433.0,19560248.0,,,,,,,,,,,,
2020-07-13,421.0125427246094,429.75,435.7999877929688,405.0,428.8999938964844,23880487.0,,,,,,,,,,,,
2020-07-20,416.5550842285156,425.2000122070313,430.7000122070313,405.0,411.0,17713605.0,,,,,,,,,,,,
2020-07-27,443.153076171875,452.3500061035156,458.5,414.0,425.2000122070313,30796054.0,,,,,,,,,,,,
2020-08-03,444.230712890625,453.4500122070313,466.8999938964844,442.2999877929688,455.3999938964844,21323611.0,,,,,,,,,,,,
2020-08-10,466.0283203125,475.7000122070313,485.0,454.0,454.0,26420432.0,,,,,,,,,,,,
2020-08-17,482.0459289550781,492.0499877929688,509.0,471.0,495.0,28394669.0,,,,,,,,,,,,
2020-08-24,483.9073181152344,493.9500122070313,506.5,475.0,492.0499877929688,13233382.0,,,,,,,,,,,,
2020-08-31,466.95904541015625,476.6499938964844,501.4500122070313,460.7000122070313,490.5,12224010.0,,,,,,,,,,,,
2020-09-07,475.2862243652344,485.1499938964844,487.7000122070313,450.1000061035156,476.75,11395341.0,,,,,,,,,,,,
2020-09-14,498.5533447265625,508.8999938964844,518.4500122070312,476.0,487.0,19781706.0,,,,,,,,,,,,
2020-09-21,475.1156005859375,482.5499877929688,514.0,441.7000122070313,508.0,16704713.0,,,,,,,,,,,,
2020-09-28,483.484619140625,491.0499877929688,501.0,471.25,483.0,10543970.0,,,,,,,,,,,,
2020-10-05,484.7153625488281,492.2999877929688,506.1499938964844,483.3999938964844,491.0,14386980.0,,,,,,,,,,,,
2020-10-12,483.33697509765625,490.8999938964844,509.5499877929688,469.0,486.2999877929688,18152260.0,,,,,,,,,,,,
2020-10-19,477.970947265625,485.4500122070313,496.0,472.5,493.3999938964844,12739369.0,,,,,,,,,,,,
2020-10-26,467.4849853515625,474.7999877929688,493.7999877929688,464.25,484.0,8927406.0,,,,,,,,,,,,
2020-11-02,503.9149475097656,511.7999877929688,515.6500244140625,467.7999877929688,474.0,17076281.0,,,,,,,,,,,,
2020-11-09,477.970947265625,485.4500122070313,498.7999877929688,467.5,494.0,21709729.0,,,,,,,,,,,,
2020-11-16,474.4263916015625,481.8500061035156,491.8999938964844,478.0,486.5499877929688,6016330.0,,,,,,,,,,,,
