Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SANOFI.NS')","('High', 'SANOFI.NS')","('Low', 'SANOFI.NS')","('Open', 'SANOFI.NS')","('Volume', 'SANOFI.NS')","('Date', '')","('Close', 'SANOFI.NS')","('High', 'SANOFI.NS')","('Low', 'SANOFI.NS')","('Open', 'SANOFI.NS')","('Volume', 'SANOFI.NS')"
2019-12-30,5679.458984375,6899.5498046875,7040.2998046875,6876.0,7025.85009765625,8049.0,,,,,,,,,,,,
2020-01-06,5575.08154296875,6772.75,6932.7001953125,6725.0498046875,6890.0,36709.0,,,,,,,,,,,,
2020-01-13,5534.2529296875,6723.14990234375,6845.0,6654.2001953125,6845.0,26797.0,,,,,,,,,,,,
2020-01-20,5455.60009765625,6627.60009765625,6736.39990234375,6605.0,6725.0,105882.0,,,,,,,,,,,,
2020-01-27,5525.19775390625,6712.14990234375,6844.9501953125,6505.60009765625,6627.60009765625,40696.0,,,,,,,,,,,,
2020-02-03,5617.638671875,6824.4501953125,6997.89990234375,6575.2001953125,6700.0,48341.0,,,,,,,,,,,,
2020-02-10,6064.8642578125,7367.75,7475.0,6824.4501953125,6878.0,138630.0,,,,,,,,,,,,
2020-02-17,6018.10791015625,7310.9501953125,7410.0,6990.0,7360.0,48471.0,,,,,,,,,,,,
2020-02-24,6003.4560546875,7293.14990234375,7640.0,6971.25,7320.0,280349.0,,,,,,,,,,,,
2020-03-02,6206.24169921875,7539.5,7649.9501953125,7215.0,7349.0,207858.0,,,,,,,,,,,,
2020-03-09,5905.046875,7173.60009765625,7598.4501953125,6255.0,7542.0,130972.0,,,,,,,,,,,,
2020-03-16,5240.6298828125,6366.4501953125,7099.9501953125,6084.25,7090.10009765625,238689.0,,,,,,,,,,,,
2020-03-23,5021.25732421875,6099.9501953125,6432.0,5900.0,6012.0,112203.0,,,,,,,,,,,,
2020-03-30,5478.68896484375,6655.64990234375,7281.0,6027.0498046875,6130.0,171791.0,,,,,,,,,,,,
2020-04-06,6075.1943359375,7380.2998046875,7512.14990234375,6655.64990234375,6655.64990234375,172092.0,,,,,,,,,,,,
2020-04-13,6530.6923828125,7933.64990234375,8583.9501953125,7159.0,7420.0,492485.0,,,,,,,,,,,,
2020-04-20,6423.7626953125,7565.85009765625,8080.0,7405.0498046875,7934.0,275124.0,,,,,,,,,,,,
2020-04-27,6604.14306640625,7778.2998046875,7996.0,7560.75,7610.0,188628.0,,,,,,,,,,,,
2020-05-04,6746.0615234375,7945.4501953125,8180.0,7565.0,7632.35009765625,208145.0,,,,,,,,,,,,
2020-05-11,6543.7333984375,7707.14990234375,8050.0,7680.0,7945.4501953125,205779.0,,,,,,,,,,,,
2020-05-18,6401.09326171875,7539.14990234375,7770.0,7306.0,7770.0,172672.0,,,,,,,,,,,,
2020-05-25,6565.341796875,7732.60009765625,8080.0,7539.14990234375,7539.14990234375,158969.0,,,,,,,,,,,,
2020-06-01,6897.9560546875,8124.35009765625,8343.0,7700.0498046875,7825.0,124639.0,,,,,,,,,,,,
2020-06-08,6755.826171875,7956.9501953125,8255.0,7800.0,8135.0,136649.0,,,,,,,,,,,,
2020-06-15,6792.4189453125,8000.0498046875,8049.0,7806.0,8000.0,103504.0,,,,,,,,,,,,
2020-06-22,6947.32763671875,8182.5,8500.0,7980.0,8040.0,173432.0,,,,,,,,,,,,
2020-06-29,6619.29833984375,7796.14990234375,7999.0,7751.0,7822.0,105688.0,,,,,,,,,,,,
2020-07-06,6564.54296875,7631.5,7889.0,7481.9501953125,7805.0,142677.0,,,,,,,,,,,,
2020-07-13,6676.5830078125,7761.75,7837.0,7575.0,7640.0,124281.0,,,,,,,,,,,,
2020-07-20,6636.369140625,7715.0,7900.0,7675.0,7794.0,134912.0,,,,,,,,,,,,
2020-07-27,6681.744140625,7767.75,7960.0,7570.0,7671.7001953125,143859.0,,,,,,,,,,,,
2020-08-03,7028.5732421875,8170.9501953125,8446.9501953125,7849.0,7868.0,167338.0,,,,,,,,,,,,
2020-08-10,7157.94482421875,8321.349609375,8528.7998046875,8130.0,8178.0,178919.0,,,,,,,,,,,,
2020-08-17,7575.912109375,8807.25,8948.0,8225.0498046875,8350.0,139617.0,,,,,,,,,,,,
2020-08-24,7453.76513671875,8665.25,8989.0,8590.0498046875,8988.0,92109.0,,,,,,,,,,,,
2020-08-31,7231.44921875,8406.7998046875,8756.9501953125,7650.0,8669.400390625,100207.0,,,,,,,,,,,,
2020-09-07,7101.60205078125,8255.849609375,8850.0,8159.89990234375,8400.0,119395.0,,,,,,,,,,,,
2020-09-14,7293.51171875,8478.9501953125,8918.9501953125,8274.75,8389.849609375,102693.0,,,,,,,,,,,,
2020-09-21,7320.60791015625,8510.4501953125,8631.650390625,8170.0,8539.0,67884.0,,,,,,,,,,,,
2020-09-28,7485.591796875,8702.25,8740.0,8401.0,8510.0,95516.0,,,,,,,,,,,,
2020-10-05,7422.712890625,8629.150390625,8786.849609375,8551.099609375,8702.25,80223.0,,,,,,,,,,,,
2020-10-12,7446.96826171875,8657.349609375,8703.9501953125,8412.2998046875,8703.9501953125,61391.0,,,,,,,,,,,,
2020-10-19,7249.34033203125,8427.599609375,8730.0,8320.0,8657.0,99702.0,,,,,,,,,,,,
2020-10-26,6881.73828125,8000.25,8497.9501953125,7880.0,8431.0,90628.0,,,,,,,,,,,,
2020-11-02,7154.9345703125,8317.849609375,8410.400390625,7915.25,8070.64990234375,69996.0,,,,,,,,,,,,
2020-11-09,7016.91748046875,8157.39990234375,8368.0,7955.0,8300.0,109232.0,,,,,,,,,,,,
2020-11-16,7062.16357421875,8210.0,8240.0,7973.0,8075.39990234375,95998.0,,,,,,,,,,,,
2020-11-23,7111.4951171875,8267.349609375,8365.0498046875,8022.0498046875,8210.0498046875,171286.0,,,,,,,,,,,,
2020-11-30,6795.41845703125,7899.89990234375,8267.349609375,7811.75,8267.349609375,127443.0,,,,,,,,,,,,
2020-12-07,6816.49267578125,7924.39990234375,8099.9501953125,7818.5498046875,7948.9501953125,186508.0,,,,,,,,,,,,
2020-12-14,6873.65234375,7990.85009765625,8036.0,7786.25,7900.0498046875,182276.0,,,,,,,,,,,,
2020-12-21,7015.41162109375,8155.64990234375,8169.35009765625,7840.0,8005.0,78986.0,,,,,,,,,,,,
2020-12-28,7114.8935546875,8271.2998046875,8397.9501953125,8102.0,8214.0,86947.0,,,,,,,,,,,,
2021-01-04,7059.0234375,8206.349609375,8400.0,8105.0,8320.0,98221.0,,,,,,,,,,,,
2021-01-11,7173.85888671875,8339.849609375,8493.5,8165.0,8252.0,190375.0,,,,,,,,,,,,
2021-01-18,7230.8896484375,8406.150390625,8525.0,8201.25,8410.0,111599.0,,,,,,,,,,,,
2021-01-25,6723.1201171875,7815.85009765625,8456.099609375,7786.25,8380.0,90387.0,,,,,,,,,,,,
2021-02-01,6743.29052734375,7839.2998046875,8035.85009765625,7780.0,7850.0,167211.0,,,,,,,,,,,,
2021-02-08,6691.76513671875,7779.39990234375,7999.0,7750.0,7910.0,134250.0,,,,,,,,,,,,
2021-02-15,6797.86962890625,7902.75,7980.0,7761.2998046875,7832.0,116117.0,,,,,,,,,,,,
2021-02-22,7113.5166015625,8269.7001953125,8354.7001953125,7871.0,7902.0,166656.0,,,,,,,,,,,,
2021-03-01,7079.02294921875,8229.599609375,8400.0,8200.0,8349.900390625,116937.0,,,,,,,,,,,,
2021-03-08,7148.52734375,8310.400390625,8375.75,8236.2001953125,8278.0,59930.0,,,,,,,,,,,,
2021-03-15,6662.2607421875,7745.10009765625,8338.900390625,7676.0,8315.0,120537.0,,,,,,,,,,,,
2021-03-22,6747.763671875,7844.5,7945.0,7620.0,7790.0,147773.0,,,,,,,,,,,,
2021-03-29,6876.61962890625,7994.2998046875,8040.0,7844.5,7844.5,138138.0,,,,,,,,,,,,
2021-04-05,7069.21728515625,8218.2001953125,8251.0,7940.89990234375,8037.5,179091.0,,,,,,,,,,,,
2021-04-12,6922.5537109375,8047.7001953125,8259.9501953125,7990.0,8249.0,141129.0,,,,,,,,,,,,
2021-04-19,6517.36181640625,7576.64990234375,7840.0,7560.0,7840.0,79844.0,,,,,,,,,,,,
2021-04-26,6695.22216796875,7551.2998046875,7625.75,7424.0,7599.0,191199.0,,,,,,,,,,,,
2021-05-03,6872.23828125,7750.9501953125,7768.0,7500.0498046875,7540.0,139415.0,,,,,,,,,,,,
2021-05-10,6871.484375,7750.10009765625,7880.0,7726.9501953125,7795.0,59340.0,,,,,,,,,,,,
2021-05-17,6908.05810546875,7791.35009765625,7890.0,7700.0,7794.0,103779.0,,,,,,,,,,,,
2021-05-24,6842.048828125,7716.89990234375,7800.0,7700.0,7800.0,53955.0,,,,,,,,,,,,
2021-05-31,6879.0205078125,7758.60009765625,7795.5,7703.0498046875,7747.0,38401.0,,,,,,,,,,,,
2021-06-07,6841.294921875,7716.0498046875,7820.0,7710.0,7791.9501953125,73443.0,,,,,,,,,,,,
2021-06-14,6747.04541015625,7609.75,7905.0,7511.5498046875,7740.0,109249.0,,,,,,,,,,,,
2021-06-21,6825.556640625,7698.2998046875,7790.0,7565.0,7600.0498046875,69602.0,,,,,,,,,,,,
2021-06-28,6824.9365234375,7697.60009765625,7749.85009765625,7601.0,7735.0,72719.0,,,,,,,,,,,,
2021-07-05,6995.302734375,7889.75,7950.0,7640.0,7705.0,78680.0,,,,,,,,,,,,
2021-07-12,7058.7412109375,7961.2998046875,8090.0,7870.0,7930.0,117949.0,,,,,,,,,,,,
