Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'UPL.NS')","('High', 'UPL.NS')","('Low', 'UPL.NS')","('Open', 'UPL.NS')","('Volume', 'UPL.NS')","('Date', '')","('Close', 'UPL.NS')","('High', 'UPL.NS')","('Low', 'UPL.NS')","('Open', 'UPL.NS')","('Volume', 'UPL.NS')"
2019-12-30,559.1651611328125,590.75,597.2000122070312,580.7000122070312,585.0,3172958.0,,,,,,,,,,,,
2020-01-06,568.20458984375,600.2999877929688,614.9000244140625,579.0,589.0,12273184.0,,,,,,,,,,,,
2020-01-13,557.745361328125,589.25,605.75,573.7999877929688,604.0,12025108.0,,,,,,,,,,,,
2020-01-20,514.2521362304688,543.2999877929688,590.8499755859375,540.2999877929688,590.0,27335647.0,,,,,,,,,,,,
2020-01-27,476.7220458984375,503.6499938964844,551.3499755859375,498.7000122070313,545.4000244140625,21113364.0,,,,,,,,,,,,
2020-02-03,514.0628662109375,543.0999755859375,555.4500122070312,505.0,506.75,16124958.0,,,,,,,,,,,,
2020-02-10,560.0170288085938,591.6500244140625,601.4000244140625,555.7000122070312,570.2999877929688,32842387.0,,,,,,,,,,,,
2020-02-17,553.1073608398438,584.3499755859375,599.7999877929688,574.0,593.0,10037302.0,,,,,,,,,,,,
2020-02-24,491.9139099121094,519.7000122070312,590.75,514.0,586.9500122070312,12415519.0,,,,,,,,,,,,
2020-03-02,486.1400146484375,513.5999755859375,541.5999755859375,491.3500061035156,527.0,14806462.0,,,,,,,,,,,,
2020-03-09,388.8836669921875,410.8500061035156,523.4500122070312,377.1000061035156,504.6499938964844,27971515.0,,,,,,,,,,,,
2020-03-16,284.102294921875,300.1499938964844,394.9500122070313,287.0,392.2999877929688,34748782.0,,,,,,,,,,,,
2020-03-23,304.973388671875,322.20001220703125,336.0,240.1499938964844,270.1499938964844,21757517.0,,,,,,,,,,,,
2020-03-30,282.1618957519531,298.1000061035156,331.75,293.70001220703125,317.20001220703125,11848228.0,,,,,,,,,,,,
2020-04-06,301.9444580078125,319.0,337.5,298.1000061035156,298.1000061035156,12947706.0,,,,,,,,,,,,
2020-04-13,343.8759460449219,363.2999877929688,381.75,316.5,321.0,42561775.0,,,,,,,,,,,,
2020-04-20,317.89361572265625,335.8500061035156,369.7999877929688,334.20001220703125,369.7999877929688,20087564.0,,,,,,,,,,,,
2020-04-27,397.59173583984375,420.0499877929688,429.3500061035156,340.5,343.3999938964844,33410417.0,,,,,,,,,,,,
2020-05-04,345.1064453125,364.6000061035156,419.5,363.0,394.8500061035156,37237769.0,,,,,,,,,,,,
2020-05-11,358.6418762207031,378.8999938964844,398.7999877929688,363.8999938964844,367.0,31742556.0,,,,,,,,,,,,
2020-05-18,351.3062438964844,371.1499938964844,384.7000122070313,336.0,381.3999938964844,59620887.0,,,,,,,,,,,,
2020-05-25,384.1509704589844,405.8500061035156,419.75,365.6499938964844,371.1499938964844,61679665.0,,,,,,,,,,,,
2020-06-01,415.9071960449219,439.3999938964844,445.9500122070313,410.75,411.0,39878500.0,,,,,,,,,,,,
2020-06-08,389.640869140625,411.6499938964844,449.7000122070313,400.0499877929688,449.0,21770181.0,,,,,,,,,,,,
2020-06-15,413.5408630371094,436.8999938964844,439.5499877929688,398.0499877929688,405.6499938964844,32833024.0,,,,,,,,,,,,
2020-06-22,416.7117614746094,440.25,470.0,432.1000061035156,436.9500122070313,22881194.0,,,,,,,,,,,,
2020-06-29,420.4505920410156,444.2000122070313,453.75,422.0,440.0,23300258.0,,,,,,,,,,,,
2020-07-06,413.1622619628906,436.5,464.0,433.5,447.0,27574004.0,,,,,,,,,,,,
2020-07-13,413.1149597167969,436.4500122070313,444.9500122070313,423.5499877929688,440.0,18862515.0,,,,,,,,,,,,
2020-07-20,429.8685607910156,454.1499938964844,478.0,439.2999877929688,440.0,33506434.0,,,,,,,,,,,,
2020-07-27,452.58538818359375,478.1499938964844,486.0,440.25,455.7999877929688,32002128.0,,,,,,,,,,,,
2020-08-03,454.6204223632813,480.2999877929688,484.8999938964844,445.2000122070313,484.0,39564731.0,,,,,,,,,,,,
2020-08-10,459.6844177246094,485.6499938964844,499.8999938964844,471.0499877929688,483.8500061035156,23277494.0,,,,,,,,,,,,
2020-08-17,467.0200500488281,493.3999938964844,508.9500122070313,487.25,489.5,23034492.0,,,,,,,,,,,,
2020-08-24,497.4556274414063,519.25,521.0999755859375,488.3500061035156,496.0,22549213.0,,,,,,,,,,,,
2020-08-31,487.1089782714844,508.4500122070313,534.9000244140625,491.25,524.0,31316982.0,,,,,,,,,,,,
2020-09-07,478.05560302734375,499.0,510.4500122070313,467.0499877929688,509.5,23593480.0,,,,,,,,,,,,
2020-09-14,514.748046875,537.2999877929688,540.0,502.0,507.9500122070313,23950725.0,,,,,,,,,,,,
2020-09-21,483.4684143066406,504.6499938964844,546.5,500.75,537.0,22155618.0,,,,,,,,,,,,
2020-09-28,484.4264526367188,505.6499938964844,517.75,490.6000061035156,506.3999938964844,15774540.0,,,,,,,,,,,,
2020-10-05,476.4269409179688,497.2999877929688,524.9000244140625,495.8999938964844,509.5,17719239.0,,,,,,,,,,,,
2020-10-12,447.350830078125,466.9500122070313,520.0,458.25,499.8999938964844,38658354.0,,,,,,,,,,,,
2020-10-19,432.0223693847656,450.9500122070313,474.7999877929688,446.75,474.7999877929688,34940851.0,,,,,,,,,,,,
2020-10-26,434.2258605957031,453.25,457.5,429.3500061035156,454.9500122070313,26679617.0,,,,,,,,,,,,
2020-11-02,404.6706848144531,422.3999938964844,465.0,399.0,465.0,65317916.0,,,,,,,,,,,,
2020-11-09,411.2331848144531,429.25,442.9500122070313,423.0,426.6000061035156,29000082.0,,,,,,,,,,,,
2020-11-16,402.7546691894531,420.3999938964844,434.5,406.5499877929688,425.3500061035156,29439595.0,,,,,,,,,,,,
2020-11-23,400.1679992675781,417.7000122070313,431.5,414.1499938964844,423.0,25385988.0,,,,,,,,,,,,
2020-11-30,436.572998046875,455.7000122070313,463.0,417.7000122070313,417.7000122070313,50087844.0,,,,,,,,,,,,
2020-12-07,416.7418212890625,435.0,495.0,416.1000061035156,455.0,178466636.0,,,,,,,,,,,,
2020-12-14,440.97991943359375,460.2999877929688,466.3999938964844,431.7999877929688,433.0,48051604.0,,,,,,,,,,,,
2020-12-21,430.5374145507813,449.3999938964844,460.75,417.0,460.0,23159966.0,,,,,,,,,,,,
2020-12-28,449.6021728515625,469.2999877929688,476.6000061035156,445.3999938964844,452.0499877929688,41202062.0,,,,,,,,,,,,
2021-01-04,482.5104064941406,503.6499938964844,506.0,466.3500061035156,473.3999938964844,35929775.0,,,,,,,,,,,,
2021-01-11,500.61712646484375,522.5499877929688,527.9000244140625,484.3999938964844,506.0,50436731.0,,,,,,,,,,,,
2021-01-18,543.153564453125,566.9500122070312,594.0,524.0,524.9500122070312,85047956.0,,,,,,,,,,,,
2021-01-25,537.117919921875,560.6500244140625,601.1500244140625,557.0,571.7000122070312,46471948.0,,,,,,,,,,,,
2021-02-01,513.9816284179688,536.5,579.9500122070312,510.0,548.9000244140625,54064927.0,,,,,,,,,,,,
2021-02-08,513.3109130859375,535.7999877929688,556.0,528.1500244140625,538.0,30857637.0,,,,,,,,,,,,
