Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BATAINDIA.NS')","('High', 'BATAINDIA.NS')","('Low', 'BATAINDIA.NS')","('Open', 'BATAINDIA.NS')","('Volume', 'BATAINDIA.NS')","('Date', '')","('Close', 'BATAINDIA.NS')","('High', 'BATAINDIA.NS')","('Low', 'BATAINDIA.NS')","('Open', 'BATAINDIA.NS')","('Volume', 'BATAINDIA.NS')"
2019-12-30,1679.2039794921875,1740.0999755859375,1764.699951171875,1730.1500244140625,1751.550048828125,716526.0,,,,,,,,,,,,
2020-01-06,1694.258056640625,1755.699951171875,1771.75,1686.5,1738.0,2120558.0,,,,,,,,,,,,
2020-01-13,1727.0682373046875,1789.699951171875,1803.0,1751.25,1758.300048828125,2022792.0,,,,,,,,,,,,
2020-01-20,1782.1702880859375,1846.800048828125,1850.4000244140625,1757.6500244140625,1789.0,2650486.0,,,,,,,,,,,,
2020-01-27,1735.9945068359375,1798.949951171875,1866.0,1752.550048828125,1839.0,2640862.0,,,,,,,,,,,,
2020-02-03,1777.97216796875,1842.449951171875,1895.449951171875,1783.199951171875,1795.0,4231958.0,,,,,,,,,,,,
2020-02-10,1720.8441162109375,1783.25,1844.800048828125,1772.550048828125,1842.0,2341016.0,,,,,,,,,,,,
2020-02-17,1740.578369140625,1803.699951171875,1824.8499755859373,1763.0,1789.4000244140625,2105665.0,,,,,,,,,,,,
2020-02-24,1592.8843994140625,1650.6500244140625,1806.5999755859373,1600.0,1797.0,3607041.0,,,,,,,,,,,,
2020-03-02,1495.081298828125,1549.300048828125,1690.25,1536.050048828125,1670.0,4373415.0,,,,,,,,,,,,
2020-03-09,1411.753173828125,1462.949951171875,1540.949951171875,1272.0,1510.0,4309313.0,,,,,,,,,,,,
2020-03-16,1190.1400146484375,1233.300048828125,1457.4000244140625,1000.0,1400.0,6376347.0,,,,,,,,,,,,
2020-03-23,1183.0953369140625,1226.0,1293.949951171875,1031.9000244140625,1120.0,4374765.0,,,,,,,,,,,,
2020-03-30,1149.0789794921875,1190.75,1275.0,1146.300048828125,1165.0,2408781.0,,,,,,,,,,,,
2020-04-06,1198.969482421875,1242.449951171875,1339.0,1190.75,1190.75,3228749.0,,,,,,,,,,,,
2020-04-13,1195.7369384765625,1239.0999755859375,1287.949951171875,1152.6500244140625,1240.0,5090074.0,,,,,,,,,,,,
2020-04-20,1196.17138671875,1239.550048828125,1313.0,1158.0,1239.9000244140625,9403410.0,,,,,,,,,,,,
2020-04-27,1317.375732421875,1365.1500244140625,1382.0,1245.0,1248.800048828125,6676260.0,,,,,,,,,,,,
2020-05-04,1247.8472900390625,1293.0999755859375,1346.25,1245.6500244140625,1318.0,4698066.0,,,,,,,,,,,,
