Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NMDC.NS')","('High', 'NMDC.NS')","('Low', 'NMDC.NS')","('Open', 'NMDC.NS')","('Volume', 'NMDC.NS')","('Date', '')","('Close', 'NMDC.NS')","('High', 'NMDC.NS')","('Low', 'NMDC.NS')","('Open', 'NMDC.NS')","('Volume', 'NMDC.NS')"
2019-12-30,13.039344787597656,33.11568069458008,33.730594635009766,32.57762908935547,33.06443786621094,52569112.0,,,,,,,,,,,,
2020-01-06,12.212088584899902,31.01472282409668,33.53843307495117,30.25889015197754,32.89789581298828,196770059.0,,,,,,,,,,,,
2020-01-13,13.089786529541016,33.2437858581543,34.07648086547852,31.11720848083496,31.11720848083496,113674882.0,,,,,,,,,,,,
2020-01-20,12.99898910522461,33.01319122314453,35.79311752319336,32.398277282714844,34.396751403808594,450244787.0,,,,,,,,,,,,
2020-01-27,10.582801818847656,26.87686347961425,32.79541015625,26.06978988647461,32.79541015625,162358003.0,,,,,,,,,,,,
2020-02-03,11.475630760192873,29.144359588623047,30.09235191345215,26.2491397857666,27.04340362548828,167836799.0,,,,,,,,,,,,
2020-02-10,10.729084968566896,27.248374938964844,29.567113876342773,27.06902503967285,28.95219993591309,152389299.0,,,,,,,,,,,,
2020-02-17,10.592891693115234,26.90248680114746,27.607074737548828,24.82715034484864,27.350860595703125,133895567.0,,,,,,,,,,,,
2020-02-24,11.419809341430664,23.366729736328125,26.90248680114746,22.64933013916016,26.64627265930176,132498930.0,,,,,,,,,,,,
2020-03-02,11.74537467956543,24.03288650512696,24.955257415771484,22.687763214111328,23.80229377746582,145037543.0,,,,,,,,,,,,
2020-03-09,9.453899383544922,19.344167709350582,23.35391998291016,15.769981384277344,22.64933013916016,211232275.0,,,,,,,,,,,,
2020-03-16,9.003117561340332,18.42179679870605,21.637285232543945,16.397705078125,18.93422508239746,312746412.0,,,,,,,,,,,,
2020-03-23,9.209726333618164,18.84455108642578,19.062332153320312,15.898088455200195,16.653919219970703,134954837.0,,,,,,,,,,,,
2020-03-30,9.92346477508545,20.30497169494629,21.009559631347656,17.665964126586914,18.19120407104492,99916406.0,,,,,,,,,,,,
2020-04-06,9.986074447631836,20.43307876586914,20.881452560424805,19.087953567504883,20.30497169494629,70930393.0,,,,,,,,,,,,
2020-04-13,10.073725700378418,20.612428665161133,22.11128044128418,19.856595993041992,20.47150993347168,85030726.0,,,,,,,,,,,,
2020-04-20,9.241029739379885,18.90860366821289,20.996749877929688,18.473039627075195,20.98393821716309,168982121.0,,,,,,,,,,,,
2020-04-27,10.086246490478516,20.638050079345703,20.894264221191406,18.408985137939453,19.01108932495117,69871981.0,,,,,,,,,,,,
2020-05-04,9.159640312194824,18.7420654296875,19.946271896362305,18.293689727783203,19.421031951904297,97080193.0,,,,,,,,,,,,
2020-05-11,9.247291564941406,18.92141532897949,19.63881492614746,17.89655876159668,18.90860366821289,71119042.0,,,,,,,,,,,,
2020-05-18,9.071988105773926,18.562715530395508,19.395410537719727,18.06309700012207,19.100765228271484,94134996.0,,,,,,,,,,,,
2020-05-25,10.161377906799316,20.791778564453125,21.03518295288086,18.562715530395508,18.562715530395508,96246230.0,,,,,,,,,,,,
2020-06-01,11.12554931640625,22.76462745666504,23.123327255249023,21.15047836303711,21.27858543395996,124019049.0,,,,,,,,,,,,
2020-06-08,10.95024585723877,22.40592765808105,24.314722061157227,20.843021392822266,23.187379837036133,131283514.0,,,,,,,,,,,,
2020-06-15,10.324159622192385,21.12485694885254,22.90554428100586,20.90707397460937,22.380306243896484,151966555.0,,,,,,,,,,,,
2020-06-22,10.537028312683104,21.560420989990234,22.99522018432617,21.137666702270508,21.521987915039062,194079908.0,,,,,,,,,,,,
2020-06-29,10.33668327331543,21.15047836303711,21.624473571777344,20.39464569091797,21.45793533325196,116000897.0,,,,,,,,,,,,
2020-07-06,10.555810928344728,21.598852157592773,22.418737411499023,21.03518295288086,21.30420684814453,158489524.0,,,,,,,,,,,,
2020-07-13,10.799983978271484,22.09847068786621,22.39311790466309,20.59961700439453,21.573230743408203,121073703.0,,,,,,,,,,,,
2020-07-20,10.637202262878418,21.7653923034668,22.329063415527344,21.137666702270508,22.303442001342773,142499413.0,,,,,,,,,,,,
2020-07-27,10.493202209472656,21.47074508666992,22.674951553344727,21.0736141204834,21.752580642700195,175803298.0,,,,,,,,,,,,
2020-08-03,11.156854629516602,22.82868194580078,22.91835594177246,21.41950225830078,21.44512367248535,125354180.0,,,,,,,,,,,,
2020-08-10,11.657722473144531,23.85353660583496,24.46845054626465,22.64933013916016,22.99522018432617,176533289.0,,,,,,,,,,,,
2020-08-17,12.033374786376951,24.622180938720703,25.416444778442383,23.95602226257324,24.135372161865234,120469466.0,,,,,,,,,,,,
2020-08-24,13.46084976196289,27.54302024841309,28.02982711791992,24.007265090942383,24.72466468811035,354875423.0,,,,,,,,,,,,
2020-08-31,11.732852935791016,24.007265090942383,26.81281089782715,23.82791519165039,26.64627265930176,245536675.0,,,,,,,,,,,,
2020-09-07,11.2445068359375,23.008031845092773,24.75028610229492,22.04722785949707,24.186616897583008,165749974.0,,,,,,,,,,,,
2020-09-14,10.881376266479492,22.2650089263916,24.26347923278809,22.13690185546875,23.315488815307617,236509897.0,,,,,,,,,,,,
2020-09-21,9.929725646972656,20.31778144836425,22.380306243896484,19.36978912353516,22.380306243896484,172887324.0,,,,,,,,,,,,
2020-09-28,10.342941284179688,21.16328811645508,21.483556747436523,20.47150993347168,20.50994300842285,94354036.0,,,,,,,,,,,,
2020-10-05,10.211464881896973,20.894264221191406,21.880687713623047,20.843021392822266,21.38107109069824,106597874.0,,,,,,,,,,,,
2020-10-12,10.399291038513184,21.27858543395996,21.41950225830078,19.971893310546875,20.919885635375977,132158442.0,,,,,,,,,,,,
2020-10-19,10.62468147277832,21.739770889282227,22.341873168945312,21.17609977722168,21.41950225830078,109924295.0,,,,,,,,,,,,
2020-10-26,10.324159622192385,21.12485694885254,21.7653923034668,20.343402862548828,21.739770889282227,85862222.0,,,,,,,,,,,,
2020-11-02,11.319635391235352,23.16175842285156,23.315488815307617,20.95831680297852,21.18890953063965,154716645.0,,,,,,,,,,,,
2020-11-09,11.770419120788574,24.084129333496094,24.44282913208008,22.598087310791016,23.366729736328125,237588035.0,,,,,,,,,,,,
2020-11-16,11.70154857635498,23.94321250915528,25.36520195007324,23.73824119567871,23.73824119567871,222127996.0,,,,,,,,,,,,
2020-11-23,12.070940017700195,24.69904327392578,25.3011474609375,23.59732246398925,24.084129333496094,209228907.0,,,,,,,,,,,,
2020-11-30,13.379461288452148,27.37648200988769,27.6198844909668,24.57093620300293,24.69904327392578,246196049.0,,,,,,,,,,,,
