Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BAJFINANCE.NS')","('High', 'BAJFINANCE.NS')","('Low', 'BAJFINANCE.NS')","('Open', 'BAJFINANCE.NS')","('Volume', 'BAJFINANCE.NS')","('Date', '')","('Close', 'BAJFINANCE.NS')","('High', 'BAJFINANCE.NS')","('Low', 'BAJFINANCE.NS')","('Open', 'BAJFINANCE.NS')","('Volume', 'BAJFINANCE.NS')"
2020-06-01,2355.94775390625,2390.35009765625,2496.85009765625,1997.050048828125,1997.050048828125,93229018.0,,,,,,,,,,,,
2020-06-08,2414.88671875,2450.14990234375,2547.699951171875,2199.0,2505.0,63172247.0,,,,,,,,,,,,
2020-06-15,2659.76123046875,2698.60009765625,2714.550048828125,2285.0,2420.0,65977070.0,,,,,,,,,,,,
2020-06-22,2861.712158203125,2903.5,3125.0,2728.0,2740.0,78789715.0,,,,,,,,,,,,
2020-06-29,2889.30908203125,2931.5,3016.0,2770.0,2834.0,54185283.0,,,,,,,,,,,,
2020-07-06,3266.451904296875,3314.14990234375,3419.64990234375,2955.0,2970.0,88348366.0,,,,,,,,,,,,
2020-07-13,3253.786865234375,3301.300048828125,3378.0,3102.300048828125,3360.0,54946702.0,,,,,,,,,,,,
2020-07-20,3205.048583984375,3251.85009765625,3519.5,3193.60009765625,3344.949951171875,68940920.0,,,,,,,,,,,,
2020-07-27,3204.506591796875,3251.300048828125,3329.0,3152.199951171875,3263.0,37115261.0,,,,,,,,,,,,
2020-08-03,3414.441162109375,3464.300048828125,3481.449951171875,3142.85009765625,3244.0,36452618.0,,,,,,,,,,,,
2020-08-10,3283.157958984375,3331.10009765625,3556.85009765625,3306.199951171875,3494.0,28558284.0,,,,,,,,,,,,
2020-08-17,3340.52001953125,3389.300048828125,3465.0,3312.39990234375,3350.0,19880558.0,,,,,,,,,,,,
2020-08-24,3617.968994140625,3670.800048828125,3707.0,3401.050048828125,3403.0,31587109.0,,,,,,,,,,,,
2020-08-31,3545.033935546875,3596.800048828125,3749.85009765625,3465.0,3715.0,27011974.0,,,,,,,,,,,,
2020-09-07,3493.38818359375,3544.39990234375,3629.0,3392.449951171875,3607.0,23047784.0,,,,,,,,,,,,
2020-09-14,3424.789794921875,3474.800048828125,3575.050048828125,3420.0,3557.0,18883107.0,,,,,,,,,,,,
2020-09-21,3093.773681640625,3138.949951171875,3467.0,3006.89990234375,3462.800048828125,24293085.0,,,,,,,,,,,,
2020-09-28,3393.250244140625,3442.800048828125,3460.0,3162.75,3178.0,19217783.0,,,,,,,,,,,,
2020-10-05,3270.147705078125,3317.89990234375,3519.0,3285.300048828125,3465.0,25682936.0,,,,,,,,,,,,
2020-10-12,3184.84375,3231.35009765625,3382.35009765625,3170.10009765625,3350.0,22631011.0,,,,,,,,,,,,
2020-10-19,3269.162109375,3316.89990234375,3356.800048828125,3101.35009765625,3255.10009765625,25285733.0,,,,,,,,,,,,
2020-10-26,3261.3759765625,3309.0,3489.89990234375,3236.64990234375,3330.0,22284268.0,,,,,,,,,,,,
2020-11-02,3726.336669921875,3780.75,3827.300048828125,3274.64990234375,3325.550048828125,25181930.0,,,,,,,,,,,,
2020-11-09,4311.8369140625,4374.7998046875,4435.0,3786.050048828125,3810.0,41935976.0,,,,,,,,,,,,
2020-11-16,4647.978515625,4715.85009765625,4785.0,4345.0,4376.0498046875,30451957.0,,,,,,,,,,,,
2020-11-23,4838.1513671875,4908.7998046875,4960.0,4640.0,4769.0,35023660.0,,,,,,,,,,,,
2020-11-30,4805.1826171875,4875.35009765625,4958.0,4785.0,4908.7998046875,14228619.0,,,,,,,,,,,,
2020-12-07,4774.13671875,4843.85009765625,4924.9501953125,4775.0,4870.0,12648174.0,,,,,,,,,,,,
2020-12-14,5176.90478515625,5252.5,5303.14990234375,4848.0,4857.5,17980523.0,,,,,,,,,,,,
2020-12-21,5110.2783203125,5184.89990234375,5234.7001953125,4826.35009765625,5228.0,15082107.0,,,,,,,,,,,,
2020-12-28,5204.15673828125,5280.14990234375,5372.5,5167.5,5184.89990234375,12083234.0,,,,,,,,,,,,
2021-01-04,5008.8583984375,5082.0,5324.0,4990.2998046875,5324.0,15929183.0,,,,,,,,,,,,
2021-01-11,4813.31396484375,4883.60009765625,5110.9501953125,4826.25,5108.0,14755172.0,,,,,,,,,,,,
2021-01-18,4900.9833984375,4972.5498046875,5225.0,4686.0,4870.0,21932190.0,,,,,,,,,,,,
2021-01-25,4666.4091796875,4734.5498046875,5163.0,4707.10009765625,5049.0,14211677.0,,,,,,,,,,,,
2021-02-01,5458.837890625,5538.5498046875,5627.0,4666.5,4775.0,21053396.0,,,,,,,,,,,,
2021-02-08,5497.177734375,5577.4501953125,5665.0,5382.60009765625,5542.0,11356940.0,,,,,,,,,,,,
2021-02-15,5418.82275390625,5497.9501953125,5822.2001953125,5425.0,5605.35009765625,12704000.0,,,,,,,,,,,,
2021-02-22,5189.1259765625,5264.89990234375,5619.9501953125,5221.0,5480.0,11397524.0,,,,,,,,,,,,
2021-03-01,5366.5361328125,5444.89990234375,5573.35009765625,5195.0,5315.0,10803386.0,,,,,,,,,,,,
2021-03-08,5477.8603515625,5557.85009765625,5670.0,5311.0,5469.0,8231801.0,,,,,,,,,,,,
2021-03-15,5374.76513671875,5453.25,5585.64990234375,5190.0498046875,5571.0498046875,10342439.0,,,,,,,,,,,,
2021-03-22,5108.4541015625,5183.0498046875,5497.0,5103.14990234375,5446.5,10215873.0,,,,,,,,,,,,
2021-03-29,5196.271484375,5272.14990234375,5288.5,5122.9501953125,5183.0498046875,5839489.0,,,,,,,,,,,,
2021-04-05,4802.17626953125,4872.2998046875,5259.0,4845.0,5259.0,12523893.0,,,,,,,,,,,,
2021-04-12,4550.15673828125,4616.60009765625,4774.89990234375,4400.0,4740.0,12714898.0,,,,,,,,,,,,
2021-04-19,4600.61962890625,4667.7998046875,4759.7998046875,4362.0,4450.0,12114168.0,,,,,,,,,,,,
2021-04-26,5373.43505859375,5451.89990234375,5525.0,4690.0,4690.0,25508814.0,,,,,,,,,,,,
2021-05-03,5414.7314453125,5493.7998046875,5749.9501953125,5291.25,5316.2998046875,17324775.0,,,,,,,,,,,,
2021-05-10,5253.63427734375,5330.35009765625,5575.0,5267.0,5575.0,6679685.0,,,,,,,,,,,,
2021-05-17,5550.6962890625,5631.75,5722.89990234375,5315.0498046875,5350.0,11156165.0,,,,,,,,,,,,
2021-05-24,5529.9990234375,5610.75,5794.7998046875,5582.0,5634.0,9126317.0,,,,,,,,,,,,
2021-05-31,5907.1904296875,5993.4501953125,6010.0,5560.0,5620.0,11338202.0,,,,,,,,,,,,
2021-06-07,6031.91943359375,6120.0,6230.0,5627.2998046875,5800.0,15161765.0,,,,,,,,,,,,
2021-06-14,5999.443359375,6087.0498046875,6249.0,5920.0,6069.7001953125,10220392.0,,,,,,,,,,,,
2021-06-21,5988.35546875,6075.7998046875,6189.0,5987.10009765625,6000.0,6095203.0,,,,,,,,,,,,
2021-06-28,5911.4287109375,5997.75,6137.64990234375,5940.0,6100.0,5296253.0,,,,,,,,,,,,
2021-07-05,6047.83740234375,6136.14990234375,6342.7998046875,6006.0498046875,6029.0,8880601.0,,,,,,,,,,,,
2021-07-12,6047.04638671875,6125.4501953125,6225.0,6097.2001953125,6175.0,4591552.0,,,,,,,,,,,,
2021-07-19,6101.78662109375,6180.89990234375,6244.0,5868.0,6088.0,7134699.0,,,,,,,,,,,,
2021-07-26,6148.38330078125,6228.10009765625,6430.0,6130.0,6150.0,6842732.0,,,,,,,,,,,,
2021-08-02,6144.630859375,6224.2998046875,6477.4501953125,6170.0,6270.0,5332592.0,,,,,,,,,,,,
2021-08-09,6077.748046875,6156.5498046875,6269.9501953125,6057.0,6225.0,3866651.0,,,,,,,,,,,,
2021-08-16,6575.84033203125,6661.10009765625,6732.7001953125,6103.85009765625,6149.0,7344573.0,,,,,,,,,,,,
2021-08-23,6877.43017578125,6966.60009765625,7054.0,6697.0,6740.0,8041491.0,,,,,,,,,,,,
2021-08-30,7427.103515625,7523.39990234375,7674.5,6980.0,6995.9501953125,8742234.0,,,,,,,,,,,,
2021-09-06,7335.54052734375,7430.64990234375,7615.0,7380.0,7550.0,3292776.0,,,,,,,,,,,,
2021-09-13,7333.7138671875,7428.7998046875,7679.9501953125,7330.5,7430.64990234375,6231204.0,,,,,,,,,,,,
2021-09-20,7693.6474609375,7793.39990234375,7999.0,7320.75,7360.0,7815973.0,,,,,,,,,,,,
2021-09-27,7426.46142578125,7522.75,7860.0,7425.0498046875,7849.0,5597401.0,,,,,,,,,,,,
2021-10-04,7633.23095703125,7732.2001953125,7885.0,7560.14990234375,7588.0,5325193.0,,,,,,,,,,,,
2021-10-11,7762.25732421875,7862.89990234375,8010.0,7750.0,7773.89990234375,4195384.0,,,,,,,,,,,,
2021-10-18,7611.5126953125,7710.2001953125,8050.0,7575.0,8050.0,5359823.0,,,,,,,,,,,,
2021-10-25,7305.48046875,7400.2001953125,7919.9501953125,7313.0498046875,7750.0,8463173.0,,,,,,,,,,,,
2021-11-01,7428.78173828125,7525.10009765625,7569.0,7220.0,7430.0,2487167.0,,,,,,,,,,,,
2021-11-08,7482.09033203125,7579.10009765625,7754.39990234375,7410.0,7543.89990234375,3297065.0,,,,,,,,,,,,
2021-11-15,7389.1455078125,7484.9501953125,7697.7001953125,7440.0,7579.0,2418680.0,,,,,,,,,,,,
2021-11-22,6719.921875,6807.0498046875,7514.5,6775.0,7492.0,6526780.0,,,,,,,,,,,,
2021-11-29,6978.76611328125,7069.25,7233.7998046875,6678.2998046875,6767.0,6488237.0,,,,,,,,,,,,
2021-12-06,7357.11083984375,7452.5,7468.10009765625,6938.10009765625,7069.25,5096647.0,,,,,,,,,,,,
2021-12-13,6812.7685546875,6901.10009765625,7477.0,6831.0,7470.0,7841437.0,,,,,,,,,,,,
2021-12-20,6764.296875,6852.0,6993.5,6492.60009765625,6850.0,7189981.0,,,,,,,,,,,,
2021-12-27,6887.99267578125,6977.2998046875,6999.0,6654.0498046875,6751.0,3736102.0,,,,,,,,,,,,
2022-01-03,7561.3134765625,7659.35009765625,7785.0,6975.0,6975.0,7514097.0,,,,,,,,,,,,
2022-01-10,7731.95068359375,7832.2001953125,7869.0,7571.0,7686.0,4321385.0,,,,,,,,,,,,
2022-01-17,7279.36865234375,7373.75,8045.0,7305.85009765625,7819.5,11090948.0,,,,,,,,,,,,
2022-01-24,6779.35205078125,6867.25,7350.0,6708.10009765625,7350.0,8257066.0,,,,,,,,,,,,
2022-01-31,7066.77490234375,7158.39990234375,7287.0498046875,6886.0,6979.89990234375,5637583.0,,,,,,,,,,,,
2022-02-07,6921.8544921875,7011.60009765625,7240.0,6881.0,7165.0,5993381.0,,,,,,,,,,,,
2022-02-14,6940.11767578125,7030.10009765625,7224.9501953125,6744.0498046875,6810.0,5236760.0,,,,,,,,,,,,
2022-02-21,6880.1943359375,6969.39990234375,7117.35009765625,6592.4501953125,7000.0,6213945.0,,,,,,,,,,,,
2022-02-28,6454.21728515625,6537.89990234375,7025.0,6500.0,6860.0,6519408.0,,,,,,,,,,,,
2022-03-07,6543.16357421875,6628.0,6794.0,5912.89990234375,6350.0,11365834.0,,,,,,,,,,,,
2022-03-14,6904.8740234375,6994.39990234375,7056.89990234375,6500.0,6601.0,6050390.0,,,,,,,,,,,,
2022-03-21,6884.24169921875,6973.5,7104.0,6767.0,7000.0,4898654.0,,,,,,,,,,,,
2022-03-28,7313.27880859375,7408.10009765625,7449.0,6870.0,6990.0,5429701.0,,,,,,,,,,,,
2022-04-04,7272.310546875,7366.60009765625,7590.89990234375,7260.0,7449.0,4489111.0,,,,,,,,,,,,
2022-04-11,7234.64892578125,7328.4501953125,7384.0,7220.0,7345.0498046875,2075423.0,,,,,,,,,,,,
2022-04-18,7019.7353515625,7110.75,7443.2998046875,6960.0,7265.5,5190843.0,,,,,,,,,,,,
2022-04-25,6586.4033203125,6671.7998046875,7262.9501953125,6580.0,7000.0,9518340.0,,,,,,,,,,,,
2022-05-02,5923.498046875,6000.2998046875,6667.7998046875,5975.0,6550.0,7438749.0,,,,,,,,,,,,
2022-05-09,5445.14990234375,5515.75,6135.25,5500.0,5961.0,9574279.0,,,,,,,,,,,,
2022-05-16,5695.75146484375,5769.60009765625,5956.7001953125,5488.0,5575.0,6635454.0,,,,,,,,,,,,
2022-05-23,5916.78564453125,5993.5,6077.0,5653.39990234375,5825.0,5805039.0,,,,,,,,,,,,
2022-05-30,5951.04150390625,6028.2001953125,6169.2001953125,5949.2001953125,6088.0,5048344.0,,,,,,,,,,,,
2022-06-06,5594.95849609375,5667.5,6054.0,5652.39990234375,6008.2001953125,6358350.0,,,,,,,,,,,,
2022-06-13,5350.181640625,5419.5498046875,5614.9501953125,5220.0,5525.0498046875,9594894.0,,,,,,,,,,,,
2022-06-20,5516.228515625,5587.75,5616.64990234375,5343.0,5428.0,5426951.0,,,,,,,,,,,,
2022-06-27,5542.53759765625,5614.39990234375,5725.0,5335.0498046875,5700.0,4964655.0,,,,,,,,,,,,
2022-07-04,5819.13671875,5873.2001953125,5986.89990234375,5541.0,5612.89990234375,6379752.0,,,,,,,,,,,,
2022-07-11,5860.75,5915.2001953125,5979.0,5784.0,5850.0,3886496.0,,,,,,,,,,,,
2022-07-18,6200.64208984375,6258.25,6325.0,5931.35009765625,5969.89990234375,5050872.0,,,,,,,,,,,,
2022-07-25,7142.7392578125,7209.10009765625,7260.0,6185.0,6240.0,12791962.0,,,,,,,,,,,,
2022-08-01,7237.45947265625,7304.7001953125,7385.0,7182.2001953125,7251.0498046875,5402381.0,,,,,,,,,,,,
2022-08-08,7242.1162109375,7309.39990234375,7398.0,7105.0,7300.0,4927997.0,,,,,,,,,,,,
2022-08-15,7234.4873046875,7301.7001953125,7638.0,7271.0,7309.39990234375,5084659.0,,,,,,,,,,,,
2022-08-22,6997.0927734375,7062.10009765625,7279.7998046875,7025.10009765625,7261.0,5215996.0,,,,,,,,,,,,
2022-08-29,7124.162109375,7190.35009765625,7335.0,6861.35009765625,6881.0,5097065.0,,,,,,,,,,,,
2022-09-05,7114.798828125,7180.89990234375,7324.0,7070.0,7190.7001953125,3712782.0,,,,,,,,,,,,
2022-09-12,7207.14111328125,7274.10009765625,7560.0,7187.85009765625,7216.85009765625,5615260.0,,,,,,,,,,,,
2022-09-19,7438.0458984375,7507.14990234375,7778.0,7190.9501953125,7275.0,7194199.0,,,,,,,,,,,,
2022-09-26,7268.22314453125,7335.75,7460.0,7026.7998046875,7437.0,6475400.0,,,,,,,,,,,,
2022-10-03,7277.53662109375,7345.14990234375,7599.0,7144.60009765625,7337.0,4512949.0,,,,,,,,,,,,
2022-10-10,7205.5556640625,7272.5,7352.5,7114.7001953125,7265.0,3573717.0,,,,,,,,,,,,
2022-10-17,7126.53955078125,7192.75,7490.0,7153.0498046875,7254.9501953125,5564567.0,,,,,,,,,,,,
2022-10-24,6942.35107421875,7006.85009765625,7310.0,6931.0,7310.0,3618910.0,,,,,,,,,,,,
2022-10-31,7145.6123046875,7212.0,7240.0,7046.0,7094.0,3721880.0,,,,,,,,,,,,
2022-11-07,6986.541015625,7051.4501953125,7250.64990234375,6964.5498046875,7248.10009765625,3653652.0,,,,,,,,,,,,
2022-11-14,6728.9833984375,6791.5,7107.0,6750.0,7054.89990234375,4972418.0,,,,,,,,,,,,
2022-11-21,6685.38818359375,6747.5,6839.85009765625,6610.35009765625,6747.0,4537853.0,,,,,,,,,,,,
2022-11-28,6614.298828125,6675.75,6832.7998046875,6647.0,6729.0,5188963.0,,,,,,,,,,,,
2022-12-05,6457.4560546875,6517.4501953125,6735.0,6490.0,6674.5498046875,5100333.0,,,,,,,,,,,,
2022-12-12,6536.1748046875,6596.89990234375,6714.0,6392.0,6508.10009765625,4474906.0,,,,,,,,,,,,
2022-12-19,6315.92138671875,6374.60009765625,6705.0,6340.0498046875,6600.10009765625,3733674.0,,,,,,,,,,,,
2022-12-26,6514.6748046875,6575.2001953125,6719.89990234375,6300.0,6374.64990234375,4109650.0,,,,,,,,,,,,
2023-01-02,5925.349609375,5980.39990234375,6660.0,5941.60009765625,6565.0,10026896.0,,,,,,,,,,,,
2023-01-09,5922.7734375,5977.7998046875,6078.0,5857.0,6020.0,6215253.0,,,,,,,,,,,,
2023-01-16,5806.4541015625,5860.39990234375,6072.2001953125,5837.2001953125,6000.0,3902857.0,,,,,,,,,,,,
2023-01-23,5707.67236328125,5760.7001953125,5935.0,5680.0,5881.0,3913398.0,,,,,,,,,,,,
2023-01-30,5958.88818359375,6014.25,6066.2001953125,5645.0,5770.0498046875,10591750.0,,,,,,,,,,,,
2023-02-06,6376.2607421875,6435.5,6527.60009765625,5955.60009765625,6000.0,7578657.0,,,,,,,,,,,,
2023-02-13,6357.6337890625,6416.7001953125,6524.75,6297.0498046875,6434.9501953125,3534718.0,,,,,,,,,,,,
2023-02-20,6178.8447265625,6236.25,6443.5498046875,6122.64990234375,6425.0,3266470.0,,,,,,,,,,,,
2023-02-27,6043.89794921875,6100.0498046875,6246.60009765625,6070.0498046875,6215.0,3411995.0,,,,,,,,,,,,
2023-03-06,5820.07763671875,5874.14990234375,6183.0,5781.0,6140.0,3662991.0,,,,,,,,,,,,
2023-03-13,5679.5830078125,5732.35009765625,5947.5,5665.0,5869.0,4777508.0,,,,,,,,,,,,
2023-03-20,5597.248046875,5649.25,5900.0,5485.7001953125,5739.0,6417865.0,,,,,,,,,,,,
2023-03-27,5565.046875,5616.75,5725.0,5522.7001953125,5698.0,4444319.0,,,,,,,,,,,,
2023-04-03,5877.59326171875,5932.2001953125,5959.0,5632.2001953125,5655.0,4919217.0,,,,,,,,,,,,
2023-04-10,5850.0986328125,5904.4501953125,5969.89990234375,5786.0,5944.9501953125,3595952.0,,,,,,,,,,,,
2023-04-17,5883.24072265625,5937.89990234375,5998.0,5828.0,5998.0,2948506.0,,,,,,,,,,,,
2023-04-24,6222.29052734375,6280.10009765625,6296.0,5877.0,5940.0,7330178.0,,,,,,,,,,,,
2023-05-01,6331.03076171875,6389.85009765625,6448.0,6155.9501953125,6280.10009765625,4064686.0,,,,,,,,,,,,
2023-05-08,6652.59326171875,6714.39990234375,6739.85009765625,6388.0,6394.4501953125,6670398.0,,,,,,,,,,,,
2023-05-15,6721.7509765625,6784.2001953125,6849.0,6662.0,6714.39990234375,4444546.0,,,,,,,,,,,,
2023-05-22,6840.943359375,6904.5,6920.0,6729.75,6784.2001953125,2988257.0,,,,,,,,,,,,
2023-05-29,6959.24365234375,7023.89990234375,7100.0,6901.7998046875,6940.2001953125,4924513.0,,,,,,,,,,,,
2023-06-05,6972.3720703125,7037.14990234375,7141.0,6995.14990234375,7070.0,2704952.0,,,,,,,,,,,,
2023-06-12,7136.8935546875,7203.2001953125,7218.60009765625,7041.60009765625,7050.14990234375,3566785.0,,,,,,,,,,,,
2023-06-19,6925.3095703125,6989.64990234375,7398.85009765625,6956.10009765625,7211.9501953125,4237640.0,,,,,,,,,,,,
2023-06-26,7094.68603515625,7160.60009765625,7195.0,6945.0,6990.0,2871018.0,,,,,,,,,,,,
2023-07-03,7584.27587890625,7622.35009765625,7999.89990234375,7160.0,7160.60009765625,9491000.0,,,,,,,,,,,,
2023-07-10,7444.9755859375,7482.35009765625,7680.0,7381.0,7622.35009765625,5731968.0,,,,,,,,,,,,
2023-07-17,7543.87890625,7581.75,7657.7001953125,7373.10009765625,7520.0,4115226.0,,,,,,,,,,,,
2023-07-24,7344.728515625,7381.60009765625,7734.0,7210.0,7581.64990234375,6818299.0,,,,,,,,,,,,
2023-07-31,7112.9921875,7148.7001953125,7369.89990234375,7018.0498046875,7345.0,4213863.0,,,,,,,,,,,,
2023-08-07,7025.33203125,7060.60009765625,7214.0,7031.0498046875,7162.0,3283869.0,,,,,,,,,,,,
2023-08-14,6827.82373046875,6862.10009765625,7058.89990234375,6845.0,7040.0,2748231.0,,,,,,,,,,,,
2023-08-21,7175.47802734375,7211.5,7278.10009765625,6801.0,6801.0,5496495.0,,,,,,,,,,,,
2023-08-28,7284.033203125,7320.60009765625,7330.89990234375,7135.0,7224.9501953125,4671255.0,,,,,,,,,,,,
2023-09-04,7373.63330078125,7410.64990234375,7449.9501953125,7258.39990234375,7370.0,3582137.0,,,,,,,,,,,,
2023-09-11,7454.7763671875,7492.2001953125,7565.14990234375,7305.5,7425.0,3388078.0,,,,,,,,,,,,
2023-09-18,7434.0302734375,7471.35009765625,7647.0,7425.0,7488.89990234375,2752837.0,,,,,,,,,,,,
2023-09-25,7771.73486328125,7810.75,7899.9501953125,7510.0,7575.0,5688973.0,,,,,,,,,,,,
2023-10-02,8127.74755859375,8168.5498046875,8192.0,7755.0,7810.75,5061034.0,,,,,,,,,,,,
2023-10-09,8011.431640625,8051.64990234375,8173.0,7956.0498046875,8102.0498046875,3851570.0,,,,,,,,,,,,
2023-10-16,7730.392578125,7769.2001953125,8159.0,7722.5,8044.2998046875,4653777.0,,,,,,,,,,,,
2023-10-23,7469.701171875,7507.2001953125,7884.89990234375,7401.2001953125,7800.0,3827578.0,,,,,,,,,,,,
2023-10-30,7374.47900390625,7411.5,7615.0,7352.5,7505.7998046875,4005249.0,,,,,,,,,,,,
2023-11-06,7407.61279296875,7444.7998046875,7640.0,7346.4501953125,7456.0,4381819.0,,,,,,,,,,,,
2023-11-13,7184.9306640625,7221.0,7476.2001953125,6931.25,7447.7998046875,9292757.0,,,,,,,,,,,,
2023-11-20,6985.73046875,7020.7998046875,7239.0,7011.0,7151.0,5943226.0,,,,,,,,,,,,
2023-11-27,7223.08935546875,7259.35009765625,7279.85009765625,7020.7998046875,7020.7998046875,3582999.0,,,,,,,,,,,,
2023-12-04,7271.09814453125,7307.60009765625,7459.0,7274.0,7340.0,5138718.0,,,,,,,,,,,,
2023-12-11,7477.51171875,7515.0498046875,7528.89990234375,7207.0,7325.0,4809827.0,,,,,,,,,,,,
2023-12-18,7258.859375,7295.2998046875,7695.0,7243.0,7548.0,4791319.0,,,,,,,,,,,,
2023-12-25,7291.1474609375,7327.75,7344.0,7145.25,7295.2998046875,5599989.0,,,,,,,,,,,,
2024-01-01,7672.63232421875,7711.14990234375,7789.0,7273.0,7336.9501953125,5962364.0,,,,,,,,,,,,
2024-01-08,7622.78271484375,7661.0498046875,7830.0,7617.0,7677.0,4387743.0,,,,,,,,,,,,
2024-01-15,7282.541015625,7319.10009765625,7697.9501953125,7234.0,7697.9501953125,6090020.0,,,,,,,,,,,,
2024-01-22,7050.107421875,7085.5,7355.0,6996.7998046875,7319.10009765625,5765321.0,,,,,,,,,,,,
2024-01-29,6814.09228515625,6848.2998046875,7224.9501953125,6733.0,7085.5,11102665.0,,,,,,,,,,,,
2024-02-05,6621.26025390625,6654.5,6895.0,6535.0,6894.0,9152075.0,,,,,,,,,,,,
2024-02-12,6586.13720703125,6619.2001953125,6677.39990234375,6550.0,6669.4501953125,4039214.0,,,,,,,,,,,,
2024-02-19,6664.39404296875,6697.85009765625,6806.89990234375,6561.0,6648.89990234375,5580219.0,,,,,,,,,,,,
2024-02-26,6538.62548828125,6571.4501953125,6708.0,6366.2001953125,6690.0,5195861.0,,,,,,,,,,,,
2024-03-04,6388.9765625,6421.0498046875,6639.9501953125,6187.7998046875,6588.0,5688889.0,,,,,,,,,,,,
2024-03-11,6481.810546875,6514.35009765625,6578.0,6297.7998046875,6550.0,6621196.0,,,,,,,,,,,,
2024-03-18,6727.12890625,6760.89990234375,6803.0,6456.10009765625,6514.35009765625,6506673.0,,,,,,,,,,,,
2024-03-25,7209.0595703125,7245.25,7349.2998046875,6745.0,6760.89990234375,6976114.0,,,,,,,,,,,,
2024-04-01,7139.80712890625,7175.64990234375,7350.0,7135.0,7261.25,5292879.0,,,,,,,,,,,,
2024-04-08,7193.43798828125,7229.5498046875,7264.0,7124.5,7215.0,2889065.0,,,,,,,,,,,,
2024-04-15,7083.93798828125,7119.5,7198.7998046875,6810.0498046875,7145.0498046875,4325249.0,,,,,,,,,,,,
2024-04-22,6697.57763671875,6731.2001953125,7419.4501953125,6691.5,7167.2998046875,10121845.0,,,,,,,,,,,,
2024-04-29,6896.876953125,6931.5,7400.0,6713.0498046875,6789.9501953125,11437878.0,,,,,,,,,,,,
2024-05-06,6650.76220703125,6684.14990234375,7019.9501953125,6585.0,7007.9501953125,5460062.0,,,,,,,,,,,,
2024-05-13,6704.34326171875,6738.0,6780.0,6620.0,6684.0,3453056.0,,,,,,,,,,,,
2024-05-20,6802.7490234375,6836.89990234375,6910.0,6705.0,6727.39990234375,2629030.0,,,,,,,,,,,,
2024-05-27,6664.24462890625,6697.7001953125,6959.5498046875,6594.0498046875,6859.0,6126977.0,,,,,,,,,,,,
