Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NTPC.NS')","('High', 'NTPC.NS')","('Low', 'NTPC.NS')","('Open', 'NTPC.NS')","('Volume', 'NTPC.NS')","('Date', '')","('Close', 'NTPC.NS')","('High', 'NTPC.NS')","('Low', 'NTPC.NS')","('Open', 'NTPC.NS')","('Volume', 'NTPC.NS')"
2019-12-30,91.0394515991211,119.3499984741211,122.1500015258789,118.25,119.0500030517578,26078007.0,,,,,,,,,,,,
2020-01-06,91.76412200927734,120.3000030517578,121.8000030517578,116.5,119.0,35827437.0,,,,,,,,,,,,
2020-01-13,92.45063018798828,121.1999969482422,125.0,120.0999984741211,120.4000015258789,34321462.0,,,,,,,,,,,,
2020-01-20,87.53059387207031,114.75,121.75,111.5,121.0,67886429.0,,,,,,,,,,,,
2020-01-27,83.3733901977539,109.3000030517578,115.3000030517578,108.0500030517578,115.0,144573252.0,,,,,,,,,,,,
2020-02-03,88.17898559570312,115.5999984741211,116.25,107.1999969482422,109.4499969482422,65604332.0,,,,,,,,,,,,
2020-02-10,85.96688842773438,112.6999969482422,118.9000015258789,111.9000015258789,115.8000030517578,110984756.0,,,,,,,,,,,,
2020-02-17,84.9371337890625,111.3499984741211,113.75,103.8000030517578,113.0999984741211,94194960.0,,,,,,,,,,,,
2020-02-24,81.27570343017578,106.5500030517578,112.4499969482422,105.3499984741211,110.75,85451005.0,,,,,,,,,,,,
2020-03-02,80.2077865600586,105.1500015258789,111.0,102.6999969482422,109.3499984741211,75018172.0,,,,,,,,,,,,
2020-03-09,74.79194641113281,98.0500030517578,104.8000030517578,81.25,104.0,172576073.0,,,,,,,,,,,,
2020-03-16,61.97700881958008,81.25,96.0,74.9000015258789,96.0,236892114.0,,,,,,,,,,,,
2020-03-23,63.31190490722656,83.0,84.4000015258789,73.19999694824219,74.9000015258789,147174362.0,,,,,,,,,,,,
2020-03-30,61.06335067749024,79.55000305175781,84.80000305175781,78.8499984741211,79.9000015258789,78002539.0,,,,,,,,,,,,
2020-04-06,66.85879516601562,87.0999984741211,88.3499984741211,79.55000305175781,79.55000305175781,95081661.0,,,,,,,,,,,,
2020-04-13,73.30671691894531,95.5,101.0,84.75,87.0999984741211,95240670.0,,,,,,,,,,,,
2020-04-20,71.69474029541016,93.4000015258789,99.3000030517578,91.9499969482422,97.0,67294489.0,,,,,,,,,,,,
