Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')","('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')"
2020-04-06,787.8615112304688,801.375,912.5,692.7750244140625,692.7750244140625,14088754.0,,,,,,,,,,,,
2020-04-13,736.3943481445312,749.0250244140625,812.0,720.0,811.5499877929688,6784916.0,,,,,,,,,,,,
2020-04-20,793.6865844726562,807.2999877929688,814.9500122070312,731.3250122070312,755.0,8239108.0,,,,,,,,,,,,
2020-04-27,795.7019653320312,809.3499755859375,845.0,765.5250244140625,779.5,6301832.0,,,,,,,,,,,,
2020-05-04,763.0618896484375,776.1500244140625,819.9249877929688,755.5,790.0,3848430.0,,,,,,,,,,,,
2020-05-11,782.380615234375,795.7999877929688,809.4000244140625,759.9249877929688,775.0,2778056.0,,,,,,,,,,,,
2020-05-18,783.6339721679688,797.0750122070312,828.8499755859375,771.0,795.0,2804580.0,,,,,,,,,,,,
2020-05-25,734.6983642578125,747.2999877929688,819.5,735.8499755859375,797.0750122070312,5217666.0,,,,,,,,,,,,
2020-06-01,737.8443603515625,750.5,781.75,733.0,748.0,4410358.0,,,,,,,,,,,,
2020-06-08,776.629150390625,789.9500122070312,802.7000122070312,747.5,753.0,3694980.0,,,,,,,,,,,,
2020-06-15,794.1781616210938,807.7999877929688,812.5,755.5499877929688,794.9000244140625,4689664.0,,,,,,,,,,,,
2020-06-22,835.838623046875,850.1749877929688,854.2249755859375,810.5,815.5,2756548.0,,,,,,,,,,,,
2020-06-29,817.3311157226562,831.3499755859375,859.4749755859375,807.5,854.25,2278396.0,,,,,,,,,,,,
2020-07-06,818.14208984375,832.1749877929688,855.0,811.0,830.0,2110154.0,,,,,,,,,,,,
2020-07-13,888.2398071289062,903.4749755859376,922.3499755859376,815.9749755859375,830.0499877929688,3273676.0,,,,,,,,,,,,
2020-07-20,876.3438720703125,891.375,915.4500122070312,865.5250244140625,900.0250244140625,2104608.0,,,,,,,,,,,,
2020-07-27,921.4944458007812,937.2999877929688,951.0,857.5,892.0,3149710.0,,,,,,,,,,,,
2020-08-03,961.8521728515624,978.3499755859376,1017.4500122070312,927.5250244140624,949.5,3203302.0,,,,,,,,,,,,
2020-08-10,989.6258544921876,1006.5999755859376,1087.449951171875,972.5,991.0999755859376,10002240.0,,,,,,,,,,,,
2020-08-17,985.4230346679688,1002.3250122070312,1035.0,990.0250244140624,1012.5,2858306.0,,,,,,,,,,,,
2020-08-24,983.3583374023438,1000.2249755859376,1047.5,995.0499877929688,1000.5250244140624,2645880.0,,,,,,,,,,,,
2020-08-31,994.3203125,1011.375,1034.0,930.1749877929688,1004.0,3009718.0,,,,,,,,,,,,
2020-09-07,989.72412109375,1006.7000122070312,1042.0,966.9000244140624,1011.4500122070312,3118150.0,,,,,,,,,,,,
2020-09-14,1065.302734375,1083.574951171875,1118.050048828125,1025.0,1025.0,4524782.0,,,,,,,,,,,,
2020-09-21,1016.195068359375,1033.625,1091.699951171875,994.0,1085.0,2181674.0,,,,,,,,,,,,
2020-09-28,1107.8480224609375,1126.8499755859375,1133.9749755859375,1019.0,1050.949951171875,1910144.0,,,,,,,,,,,,
2020-10-05,1035.1695556640625,1052.925048828125,1125.0,1048.0,1124.199951171875,2065492.0,,,,,,,,,,,,
2020-10-12,1037.82421875,1055.625,1069.5,1030.925048828125,1056.125,1413490.0,,,,,,,,,,,,
2020-10-19,1069.358154296875,1087.699951171875,1099.0,1016.5,1061.0,1933336.0,,,,,,,,,,,,
2020-10-26,1137.04736328125,1156.550048828125,1230.0,1040.875,1087.699951171875,7650214.0,,,,,,,,,,,,
2020-11-02,1148.697509765625,1168.4000244140625,1225.0,1132.5,1136.0250244140625,3843404.0,,,,,,,,,,,,
2020-11-09,1029.836181640625,1047.5,1184.0,981.0499877929688,1155.0,11611144.0,,,,,,,,,,,,
2020-11-16,1055.3538818359375,1069.3499755859375,1079.8499755859375,1023.5499877929688,1039.7750244140625,6399440.0,,,,,,,,,,,,
2020-11-23,1069.1954345703125,1083.375,1143.5,1040.5,1074.5,24764070.0,,,,,,,,,,,,
2020-11-30,1110.892333984375,1125.625,1149.5,1083.375,1083.375,4166450.0,,,,,,,,,,,,
2020-12-07,1091.12939453125,1105.5999755859375,1139.699951171875,1102.5,1124.0250244140625,2773638.0,,,,,,,,,,,,
2020-12-14,1102.503662109375,1117.125,1142.875,1051.5250244140625,1114.949951171875,4764878.0,,,,,,,,,,,,
2020-12-21,1067.93701171875,1082.0999755859375,1119.25,1072.5250244140625,1116.0999755859375,2275574.0,,,,,,,,,,,,
2020-12-28,1075.75830078125,1090.0250244140625,1099.5,1073.550048828125,1082.0,1657094.0,,,,,,,,,,,,
2021-01-04,1057.377197265625,1071.4000244140625,1094.9000244140625,1055.0250244140625,1094.9000244140625,2416102.0,,,,,,,,,,,,
2021-01-11,1040.37744140625,1054.175048828125,1084.925048828125,1045.0,1077.5,2565102.0,,,,,,,,,,,,
2021-01-18,1008.9443969726562,1022.3250122070312,1074.125,1006.4000244140624,1054.0,2098466.0,,,,,,,,,,,,
2021-01-25,913.9048461914062,926.0250244140624,1023.4749755859376,916.4749755859376,1018.5,3134700.0,,,,,,,,,,,,
2021-02-01,953.4058837890624,966.0499877929688,1027.75,910.1749877929688,932.5,4644776.0,,,,,,,,,,,,
2021-02-08,936.5543823242188,948.9749755859376,999.5,945.625,967.0,1955738.0,,,,,,,,,,,,
2021-02-15,912.671142578125,924.7750244140624,969.2249755859376,920.0,947.5,2090310.0,,,,,,,,,,,,
2021-02-22,912.671142578125,924.7750244140624,942.25,892.7000122070312,919.9500122070312,2617536.0,,,,,,,,,,,,
2021-03-01,949.1375122070312,961.7249755859376,986.375,911.125,920.2750244140624,2952146.0,,,,,,,,,,,,
2021-03-08,963.5464477539062,976.3250122070312,982.5,957.25,964.9000244140624,1278630.0,,,,,,,,,,,,
2021-03-15,907.5391845703124,919.5750122070312,976.3250122070312,900.1500244140625,973.5999755859376,2546198.0,,,,,,,,,,,,
2021-03-22,917.7785034179688,929.9500122070312,947.5,908.0750122070312,927.5250244140624,2170988.0,,,,,,,,,,,,
2021-03-29,928.683837890625,941.0,972.5,929.9500122070312,929.9500122070312,1121958.0,,,,,,,,,,,,
2021-04-05,1029.348876953125,1043.0,1057.5,916.6749877929688,941.0,3388298.0,,,,,,,,,,,,
2021-04-12,1056.95751953125,1070.9749755859375,1107.5,1017.5250244140624,1045.0,3670930.0,,,,,,,,,,,,
2021-04-19,1036.92333984375,1050.675048828125,1110.0,1041.0,1070.0,2129736.0,,,,,,,,,,,,
2021-04-26,1038.87255859375,1052.6500244140625,1072.0,1016.2750244140624,1062.0,1329050.0,,,,,,,,,,,,
2021-05-03,1014.6931762695312,1028.1500244140625,1074.0,1023.5750122070312,1050.0,1110582.0,,,,,,,,,,,,
2021-05-10,1060.3624267578125,1074.425048828125,1089.4749755859375,1027.5,1028.5,1927828.0,,,,,,,,,,,,
2021-05-17,1099.12353515625,1113.699951171875,1129.3499755859375,1073.449951171875,1074.425048828125,3434074.0,,,,,,,,,,,,
2021-05-24,1000.3829956054688,1013.6500244140624,1154.5,998.0499877929688,1121.5,6053454.0,,,,,,,,,,,,
2021-05-31,1015.9515991210938,1029.425048828125,1067.5,1011.0,1024.5,3068100.0,,,,,,,,,,,,
2021-06-07,1010.0299682617188,1023.4249877929688,1032.949951171875,1015.4249877929688,1030.0,3032396.0,,,,,,,,,,,,
2021-06-14,983.3833618164062,996.4249877929688,1056.550048828125,982.0499877929688,1025.4749755859375,2772776.0,,,,,,,,,,,,
2021-06-21,996.1146240234376,1009.3250122070312,1028.949951171875,987.9500122070312,996.0,1718998.0,,,,,,,,,,,,
2021-06-28,994.4368286132812,1007.625,1020.0,997.5250244140624,1014.0,1043384.0,,,,,,,,,,,,
2021-07-05,1031.1005859375,1044.7750244140625,1070.0,1000.0,1007.4500122070312,2042852.0,,,,,,,,,,,,
2021-07-12,1035.0975341796875,1048.824951171875,1074.5,1034.2750244140625,1047.5,1001866.0,,,,,,,,,,,,
2021-07-19,1087.4036865234375,1101.824951171875,1105.5250244140625,1024.625,1045.574951171875,1397450.0,,,,,,,,,,,,
2021-07-26,1038.4283447265625,1052.199951171875,1122.5,1042.0,1101.824951171875,1291056.0,,,,,,,,,,,,
2021-08-02,1071.46533203125,1085.675048828125,1122.074951171875,1025.5,1046.625,3031150.0,,,,,,,,,,,,
2021-08-09,1177.1141357421875,1192.7249755859375,1217.5,1081.0,1099.5,3681082.0,,,,,,,,,,,,
2021-08-16,1245.6304931640625,1262.1500244140625,1274.4749755859375,1176.25,1194.7249755859375,2800452.0,,,,,,,,,,,,
2021-08-23,1213.8519287109375,1229.949951171875,1294.9000244140625,1220.125,1263.5,2404762.0,,,,,,,,,,,,
2021-08-30,1251.57666015625,1268.175048828125,1332.1500244140625,1215.5,1230.0999755859375,3473736.0,,,,,,,,,,,,
2021-09-06,1245.0628662109375,1261.574951171875,1278.0,1224.0250244140625,1278.0,1157288.0,,,,,,,,,,,,
2021-09-13,1230.3826904296875,1246.699951171875,1383.0999755859375,1236.0250244140625,1267.5,4104524.0,,,,,,,,,,,,
2021-09-20,1184.7625732421875,1200.4749755859375,1258.925048828125,1158.625,1240.0250244140625,1819182.0,,,,,,,,,,,,
2021-09-27,1195.9395751953125,1211.800048828125,1218.4749755859375,1161.6500244140625,1204.949951171875,1725200.0,,,,,,,,,,,,
2021-10-04,1152.0712890625,1167.3499755859375,1226.5,1128.5999755859375,1220.0,2650012.0,,,,,,,,,,,,
2021-10-11,1195.24853515625,1211.0999755859375,1222.574951171875,1147.0250244140625,1169.0,1392606.0,,,,,,,,,,,,
2021-10-18,1125.0052490234375,1139.925048828125,1228.3499755859375,1082.25,1215.0,2605646.0,,,,,,,,,,,,
2021-10-25,1057.1796875,1071.199951171875,1142.5,1041.0,1139.925048828125,2247460.0,,,,,,,,,,,,
2021-11-01,1052.93603515625,1066.9000244140625,1095.0,1047.1500244140625,1087.0999755859375,1201122.0,,,,,,,,,,,,
2021-11-08,1094.9537353515625,1109.4749755859375,1117.0,1033.675048828125,1072.5,3545666.0,,,,,,,,,,,,
2021-11-15,1024.9815673828125,1038.574951171875,1128.5,1022.5250244140624,1100.0,5182732.0,,,,,,,,,,,,
2021-11-22,994.8809204101562,1008.0750122070312,1070.2249755859375,997.9000244140624,1047.824951171875,8197986.0,,,,,,,,,,,,
2021-11-29,1010.0712890625,1019.5250244140624,1078.5,982.5,1002.5,25875446.0,,,,,,,,,,,,
2021-12-06,1019.1859130859376,1028.7249755859375,1042.5999755859375,997.5,1019.5,7779736.0,,,,,,,,,,,,
2021-12-13,986.9378051757812,996.1749877929688,1028.574951171875,965.0250244140624,1024.5,4682872.0,,,,,,,,,,,,
2021-12-20,1002.1454467773438,1011.5250244140624,1032.5,962.5250244140624,987.5,2342092.0,,,,,,,,,,,,
2021-12-27,1073.35400390625,1083.4000244140625,1099.7249755859375,991.0,1013.9749755859376,3325692.0,,,,,,,,,,,,
2022-01-03,1089.7010498046875,1099.9000244140625,1111.0,1060.625,1085.0,2577374.0,,,,,,,,,,,,
2022-01-10,1052.4991455078125,1062.3499755859375,1128.5,1028.4000244140625,1123.949951171875,2801324.0,,,,,,,,,,,,
2022-01-17,1044.919921875,1054.699951171875,1082.5999755859375,1030.0,1065.0,2018877.0,,,,,,,,,,,,
2022-01-24,1003.4086303710938,1012.7999877929688,1059.8499755859375,990.0,1055.0,1710697.0,,,,,,,,,,,,
2022-01-31,1027.03759765625,1036.6500244140625,1067.6500244140625,1008.6500244140624,1020.0999755859376,747915.0,,,,,,,,,,,,
2022-02-07,984.5352783203124,993.75,1054.0,975.9500122070312,1039.699951171875,900160.0,,,,,,,,,,,,
2022-02-14,970.76416015625,979.8499755859376,1002.0499877929688,940.0,990.0,4209790.0,,,,,,,,,,,,
2022-02-21,960.8568115234376,969.8499755859376,983.0,925.2000122070312,972.0,2000324.0,,,,,,,,,,,,
2022-02-28,945.8969116210938,954.75,998.2999877929688,939.4000244140624,970.0,1336103.0,,,,,,,,,,,,
2022-03-07,1009.4025268554688,1018.8499755859376,1024.9000244140625,929.25,945.0,1862173.0,,,,,,,,,,,,
2022-03-14,1024.1148681640625,1033.699951171875,1042.0,969.0499877929688,1025.0,2286547.0,,,,,,,,,,,,
2022-03-21,983.6436157226562,992.8499755859376,1042.5,985.2999877929688,1035.0,1264724.0,,,,,,,,,,,,
2022-03-28,1017.873291015625,1027.4000244140625,1095.0,992.0,1002.0,3470112.0,,,,,,,,,,,,
2022-04-04,1018.1209106445312,1027.6500244140625,1064.0,996.0,1027.4000244140625,2103756.0,,,,,,,,,,,,
2022-04-11,1033.4771728515625,1043.1500244140625,1052.199951171875,1022.4000244140624,1027.6500244140625,1219796.0,,,,,,,,,,,,
2022-04-18,1017.922607421875,1027.449951171875,1053.5,1008.0,1042.0,1729750.0,,,,,,,,,,,,
2022-04-25,1002.3683471679688,1011.75,1034.5,981.0,1018.5499877929688,1202691.0,,,,,,,,,,,,
2022-05-02,984.0398559570312,993.25,1037.449951171875,980.0,1007.0,837256.0,,,,,,,,,,,,
2022-05-09,966.4049682617188,975.4500122070312,1008.0,950.0,991.8499755859376,1119345.0,,,,,,,,,,,,
2022-05-16,977.3525390625,986.5,997.0999755859376,962.1500244140624,980.5999755859376,749937.0,,,,,,,,,,,,
2022-05-23,892.7939453125,901.1500244140624,1006.5999755859376,898.7000122070312,989.9000244140624,4400943.0,,,,,,,,,,,,
2022-05-30,853.1648559570312,861.1500244140625,924.0999755859376,856.7999877929688,903.0,2297364.0,,,,,,,,,,,,
2022-06-06,850.8365478515625,858.7999877929688,875.5,850.0,850.0,790623.0,,,,,,,,,,,,
2022-06-13,858.1680908203125,866.2000122070312,884.3499755859375,831.0499877929688,849.1500244140625,1193283.0,,,,,,,,,,,,
2022-06-20,881.4500732421875,889.7000122070312,905.0,852.4500122070312,868.0,1461265.0,,,,,,,,,,,,
2022-06-27,904.4349975585938,912.9000244140624,918.0,881.0999755859375,894.0,1515348.0,,,,,,,,,,,,
2022-07-04,967.8909912109376,976.9500122070312,991.0,907.0,912.9000244140624,1084035.0,,,,,,,,,,,,
2022-07-11,980.3742065429688,989.5499877929688,1010.0,965.0,979.9000244140624,1373905.0,,,,,,,,,,,,
2022-07-18,978.0955200195312,987.25,1024.5,981.25,994.4500122070312,1329421.0,,,,,,,,,,,,
2022-07-25,990.9749755859376,1000.25,1009.8499755859376,948.5,981.25,1628457.0,,,,,,,,,,,,
2022-08-01,1003.0618896484376,1012.4500122070312,1034.300048828125,968.25,1004.9000244140624,1461539.0,,,,,,,,,,,,
2022-08-08,919.4445190429688,928.0499877929688,1022.5999755859376,918.4000244140624,1019.0,4800780.0,,,,,,,,,,,,
2022-08-15,911.3204956054688,919.8499755859376,934.0,905.0499877929688,928.0499877929688,1794340.0,,,,,,,,,,,,
2022-08-22,901.4627685546876,909.9000244140624,928.5499877929688,900.0999755859375,905.0,1166776.0,,,,,,,,,,,,
2022-08-29,881.5986938476562,889.8499755859375,911.6500244140624,886.5,903.0,1121532.0,,,,,,,,,,,,
2022-09-05,864.1123657226562,872.2000122070312,901.4500122070312,865.5499877929688,889.8499755859375,1656222.0,,,,,,,,,,,,
2022-09-12,853.115234375,861.0999755859375,901.5999755859376,855.0,876.9000244140625,1557159.0,,,,,,,,,,,,
2022-09-19,865.8460693359375,873.9500122070312,884.2999877929688,852.75,861.0,877847.0,,,,,,,,,,,,
2022-09-26,906.5155639648438,915.0,917.7000122070312,867.8499755859375,871.0499877929688,1936631.0,,,,,,,,,,,,
2022-10-03,910.4288330078124,918.9500122070312,945.0,905.9000244140624,915.75,1132655.0,,,,,,,,,,,,
2022-10-10,881.202392578125,889.4500122070312,918.5499877929688,885.0999755859375,915.0,635695.0,,,,,,,,,,,,
2022-10-17,895.4688720703125,903.8499755859376,913.7000122070312,881.0,885.5,740541.0,,,,,,,,,,,,
2022-10-24,892.8433837890625,901.2000122070312,940.0,891.0499877929688,906.0,708255.0,,,,,,,,,,,,
2022-10-31,896.5587158203125,904.9500122070312,951.2999877929688,893.5499877929688,904.75,1755606.0,,,,,,,,,,,,
2022-11-07,859.5054321289062,867.5499877929688,910.5,835.2999877929688,905.25,1653082.0,,,,,,,,,,,,
2022-11-14,856.8304443359375,864.8499755859375,880.7000122070312,851.2999877929688,862.0,1186898.0,,,,,,,,,,,,
2022-11-21,860.9915161132812,869.0499877929688,881.9500122070312,843.25,865.2000122070312,1672781.0,,,,,,,,,,,,
2022-11-28,864.4776611328125,868.5499877929688,880.0,857.5,873.5499877929688,1375572.0,,,,,,,,,,,,
2022-12-05,854.9724731445312,859.0,871.5999755859375,848.6500244140625,871.5999755859375,926821.0,,,,,,,,,,,,
2022-12-12,850.34423828125,854.3499755859375,874.4000244140625,844.25,862.75,906559.0,,,,,,,,,,,,
2022-12-19,860.2973022460938,864.3499755859375,904.3499755859376,846.9000244140625,854.3499755859375,2201703.0,,,,,,,,,,,,
2022-12-26,839.14697265625,843.0999755859375,869.4500122070312,840.0499877929688,868.9000244140625,1188176.0,,,,,,,,,,,,
2023-01-02,850.3941040039062,854.4000244140625,863.9500122070312,830.0,841.0,1031824.0,,,,,,,,,,,,
2023-01-09,866.6175537109375,870.7000122070312,878.6500244140625,853.0,859.0,1160535.0,,,,,,,,,,,,
2023-01-16,858.057861328125,862.0999755859375,883.6500244140625,848.0,872.2000122070312,761814.0,,,,,,,,,,,,
2023-01-23,847.5076293945312,851.5,876.0,844.0,859.0,576364.0,,,,,,,,,,,,
2023-01-30,851.7874145507812,855.7999877929688,870.0,843.8499755859375,857.2999877929688,1132138.0,,,,,,,,,,,,
2023-02-06,870.4993286132812,874.5999755859375,889.9500122070312,850.0499877929688,855.25,1004261.0,,,,,,,,,,,,
2023-02-13,827.0042114257812,830.9000244140625,876.0,815.0,876.0,3002002.0,,,,,,,,,,,,
2023-02-20,801.673583984375,805.4500122070312,844.0,800.0,825.9500122070312,2380966.0,,,,,,,,,,,,
2023-02-27,797.244384765625,801.0,818.0999755859375,798.0,806.0,1162624.0,,,,,,,,,,,,
2023-03-06,794.9054565429688,798.6500244140625,803.5999755859375,790.0499877929688,801.9500122070312,1050113.0,,,,,,,,,,,,
2023-03-13,779.229248046875,782.9000244140625,800.0,767.5,798.6500244140625,1545480.0,,,,,,,,,,,,
2023-03-20,777.7860717773438,781.4500122070312,792.0,772.2999877929688,792.0,589612.0,,,,,,,,,,,,
2023-03-27,806.550537109375,810.3499755859375,817.0,778.7999877929688,781.4500122070312,1603850.0,,,,,,,,,,,,
2023-04-03,826.506591796875,830.4000244140625,839.7000122070312,802.25,810.3499755859375,957862.0,,,,,,,,,,,,
2023-04-10,816.0557861328125,819.9000244140625,845.9500122070312,815.0,830.2999877929688,1377134.0,,,,,,,,,,,,
2023-04-17,836.70849609375,840.6500244140625,846.9500122070312,806.5999755859375,819.5,3107894.0,,,,,,,,,,,,
2023-04-24,706.8204345703125,710.1500244140625,854.5499877929688,686.7999877929688,841.4500122070312,19048508.0,,,,,,,,,,,,
2023-05-01,701.39599609375,704.7000122070312,717.1500244140625,701.3499755859375,710.1500244140625,1534046.0,,,,,,,,,,,,
2023-05-08,692.1395263671875,695.4000244140625,711.6500244140625,692.5,711.1500244140625,3045360.0,,,,,,,,,,,,
2023-05-15,671.8351440429688,675.0,700.9500122070312,670.5999755859375,696.0499877929688,2008714.0,,,,,,,,,,,,
2023-05-22,681.2408447265625,684.4500122070312,690.9500122070312,669.7999877929688,674.5,1526525.0,,,,,,,,,,,,
2023-05-29,710.8514404296875,714.2000122070312,717.0,675.4500122070312,686.4500122070312,3558701.0,,,,,,,,,,,,
2023-06-05,724.5369262695312,727.9500122070312,760.9500122070312,700.1500244140625,704.6500244140625,4311541.0,,,,,,,,,,,,
2023-06-12,731.9021606445312,735.3499755859375,748.2000122070312,710.0,730.0,5580459.0,,,,,,,,,,,,
2023-06-19,723.7904663085938,727.2000122070312,742.8499755859375,723.0499877929688,735.5499877929688,2388061.0,,,,,,,,,,,,
2023-06-26,739.3670043945312,742.8499755859375,754.2000122070312,691.2000122070312,700.0999755859375,4532792.0,,,,,,,,,,,,
2023-07-03,755.7399291992188,759.2999877929688,765.9000244140625,737.5,741.0,1767304.0,,,,,,,,,,,,
2023-07-10,771.3165893554688,774.9500122070312,778.4000244140625,748.9500122070312,763.0499877929688,1527918.0,,,,,,,,,,,,
2023-07-17,790.9241943359375,794.6500244140625,806.25,775.0499877929688,778.7999877929688,2020926.0,,,,,,,,,,,,
2023-07-24,853.2306518554688,857.25,865.7999877929688,786.2999877929688,791.9000244140625,2750251.0,,,,,,,,,,,,
2023-07-31,904.041259765625,908.2999877929688,921.9000244140624,857.5999755859375,857.5999755859375,5680296.0,,,,,,,,,,,,
2023-08-07,902.797119140625,907.0499877929688,943.0499877929688,885.2999877929688,908.7999877929688,6371648.0,,,,,,,,,,,,
2023-08-14,873.634521484375,877.75,912.7000122070312,847.2999877929688,903.0499877929688,2874918.0,,,,,,,,,,,,
2023-08-21,879.8054809570312,883.9500122070312,918.75,875.0499877929688,882.4000244140625,3186062.0,,,,,,,,,,,,
2023-08-28,862.7359008789062,866.7999877929688,905.0,863.0499877929688,894.25,2312998.0,,,,,,,,,,,,
2023-09-04,898.6168212890625,902.8499755859376,909.4000244140624,856.7999877929688,869.9000244140625,1550924.0,,,,,,,,,,,,
2023-09-11,926.3860473632812,930.75,939.0,886.0499877929688,902.0,2896951.0,,,,,,,,,,,,
2023-09-18,890.0572509765625,894.25,955.0,878.0,938.4000244140624,2327549.0,,,,,,,,,,,,
2023-09-25,931.2631225585938,935.6500244140624,948.0,885.6500244140625,895.0,2854815.0,,,,,,,,,,,,
2023-10-02,929.5213012695312,933.9000244140624,946.4500122070312,917.0,935.6500244140624,1274825.0,,,,,,,,,,,,
2023-10-09,954.6529541015624,959.1500244140624,963.0,925.25,930.9500122070312,2358941.0,,,,,,,,,,,,
2023-10-16,931.511962890625,935.9000244140624,981.2999877929688,933.0999755859376,960.0,2091642.0,,,,,,,,,,,,
2023-10-23,978.39111328125,983.0,1009.0,958.0499877929688,980.0,7851197.0,,,,,,,,,,,,
2023-10-30,965.2529296875,969.7999877929688,999.7000122070312,966.4000244140624,978.0499877929688,1052574.0,,,,,,,,,,,,
2023-11-06,1045.823486328125,1050.75,1062.5,971.0,979.0,3282887.0,,,,,,,,,,,,
2023-11-13,1075.9814453125,1081.050048828125,1092.0,1025.550048828125,1033.0,1143254.0,,,,,,,,,,,,
2023-11-20,1086.6810302734375,1091.800048828125,1102.050048828125,1045.550048828125,1081.050048828125,1413700.0,,,,,,,,,,,,
2023-11-27,1146.4425048828125,1149.699951171875,1153.0,1091.800048828125,1091.800048828125,1576161.0,,,,,,,,,,,,
2023-12-04,1116.1287841796875,1119.300048828125,1161.8499755859375,1108.199951171875,1155.0,1262781.0,,,,,,,,,,,,
2023-12-11,1111.192626953125,1114.3499755859375,1125.699951171875,1083.0999755859375,1119.9000244140625,1302969.0,,,,,,,,,,,,
2023-12-18,1059.63916015625,1062.6500244140625,1134.0,1041.0,1119.0,1887900.0,,,,,,,,,,,,
2023-12-25,1109.9962158203125,1113.1500244140625,1116.0999755859375,1053.75,1062.6500244140625,2405215.0,,,,,,,,,,,,
2024-01-01,1110.245361328125,1113.4000244140625,1142.9000244140625,1092.1500244140625,1104.300048828125,1160004.0,,,,,,,,,,,,
2024-01-08,1132.13330078125,1135.3499755859375,1156.0,1080.1500244140625,1120.0,1493717.0,,,,,,,,,,,,
2024-01-15,1096.83349609375,1099.949951171875,1147.550048828125,1062.4000244140625,1138.75,1435320.0,,,,,,,,,,,,
2024-01-22,1112.28955078125,1115.449951171875,1120.8499755859375,1061.050048828125,1099.949951171875,1784482.0,,,,,,,,,,,,
2024-01-29,1105.608642578125,1108.75,1141.0,1097.4000244140625,1116.25,1343620.0,,,,,,,,,,,,
2024-02-05,1192.21240234375,1195.5999755859375,1263.949951171875,1103.199951171875,1110.0,4814044.0,,,,,,,,,,,,
2024-02-12,1237.9326171875,1241.449951171875,1247.550048828125,1134.050048828125,1198.9000244140625,4828905.0,,,,,,,,,,,,
2024-02-19,1214.2498779296875,1217.699951171875,1260.550048828125,1208.199951171875,1248.050048828125,1033364.0,,,,,,,,,,,,
2024-02-26,1189.6697998046875,1193.050048828125,1224.699951171875,1168.550048828125,1217.699951171875,1252866.0,,,,,,,,,,,,
2024-03-04,1184.1854248046875,1187.550048828125,1220.0,1168.449951171875,1202.050048828125,752895.0,,,,,,,,,,,,
2024-03-11,1162.2974853515625,1165.5999755859375,1217.0,1122.25,1194.9000244140625,2246757.0,,,,,,,,,,,,
2024-03-18,1192.661376953125,1196.050048828125,1209.1500244140625,1129.1500244140625,1168.550048828125,1745787.0,,,,,,,,,,,,
2024-03-25,1233.8941650390625,1237.4000244140625,1245.0,1185.0,1196.050048828125,1536378.0,,,,,,,,,,,,
2024-04-01,1310.8255615234375,1314.550048828125,1321.5999755859375,1215.8499755859375,1241.0,6834382.0,,,,,,,,,,,,
2024-04-08,1335.2061767578125,1339.0,1348.0999755859375,1285.0,1319.9000244140625,3687181.0,,,,,,,,,,,,
2024-04-15,1334.1591796875,1337.949951171875,1374.5999755859375,1306.6500244140625,1322.0,2392021.0,,,,,,,,,,,,
2024-04-22,1334.7076416015625,1338.5,1356.300048828125,1310.550048828125,1337.949951171875,1500881.0,,,,,,,,,,,,
