Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')","('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')"
2019-12-30,558.695068359375,570.375,575.9249877929688,563.0499877929688,568.4500122070312,404690.0,,,,,,,,,,,,
2020-01-06,583.2077026367188,595.4000244140625,611.5499877929688,555.5,565.5,1610578.0,,,,,,,,,,,,
2020-01-13,604.8060913085938,617.4500122070312,630.8499755859375,587.5,599.8499755859375,1321372.0,,,,,,,,,,,,
2020-01-20,599.5411987304688,612.0750122070312,631.7999877929688,600.5,621.2750244140625,1237966.0,,,,,,,,,,,,
2020-01-27,595.8923950195312,608.3499755859375,646.4000244140625,600.0250244140625,615.0,2002986.0,,,,,,,,,,,,
2020-02-03,617.5643310546875,630.4749755859375,634.5,581.9500122070312,609.9500122070312,1377338.0,,,,,,,,,,,,
2020-02-10,703.7379150390625,718.4500122070312,754.1500244140625,615.625,631.125,5614402.0,,,,,,,,,,,,
2020-02-17,712.4556274414062,727.3499755859375,742.0,652.5499877929688,719.5,2491672.0,,,,,,,,,,,,
2020-02-24,669.19677734375,680.6749877929688,747.375,640.5250244140625,726.5,2838580.0,,,,,,,,,,,,
2020-03-02,709.8742065429688,722.0499877929688,770.0,683.0,683.0,4165170.0,,,,,,,,,,,,
2020-03-09,649.8291015625,660.9749755859375,759.9500122070312,620.0,717.5,2937438.0,,,,,,,,,,,,
2020-03-16,676.0543212890625,687.6500244140625,755.0,600.0,659.0,5982686.0,,,,,,,,,,,,
2020-03-23,612.0275268554688,622.5250244140625,811.0,616.0,811.0,7694516.0,,,,,,,,,,,,
2020-03-30,681.0928344726562,692.7750244140625,728.0750122070312,622.5,622.5,5004184.0,,,,,,,,,,,,
