Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HINDCOPPER.NS')","('High', 'HINDCOPPER.NS')","('Low', 'HINDCOPPER.NS')","('Open', 'HINDCOPPER.NS')","('Volume', 'HINDCOPPER.NS')","('Date', '')","('Close', 'HINDCOPPER.NS')","('High', 'HINDCOPPER.NS')","('Low', 'HINDCOPPER.NS')","('Open', 'HINDCOPPER.NS')","('Volume', 'HINDCOPPER.NS')"
2019-12-30,45.74141311645508,46.75,51.0,39.25,39.400001525878906,29630047.0,,,,,,,,,,,,
2020-01-06,45.350040435791016,46.34999847412109,47.900001525878906,44.20000076293945,46.25,12348583.0,,,,,,,,,,,,
2020-01-13,45.69248962402344,46.70000076293945,49.25,46.20000076293945,46.400001525878906,7831480.0,,,,,,,,,,,,
2020-01-20,45.74141311645508,46.75,47.29999923706055,44.5,46.900001525878906,3954733.0,,,,,,,,,,,,
2020-01-27,40.45791244506836,41.34999847412109,46.5,41.09999847412109,46.400001525878906,3828509.0,,,,,,,,,,,,
2020-02-03,41.24065780639648,42.150001525878906,44.29999923706055,39.75,40.59999847412109,3842261.0,,,,,,,,,,,,
2020-02-10,37.1801872253418,38.0,43.400001525878906,37.75,42.09999847412109,4831412.0,,,,,,,,,,,,
2020-02-17,35.76146697998047,36.54999923706055,38.25,34.54999923706055,38.20000076293945,2947481.0,,,,,,,,,,,,
2020-02-24,30.67365264892578,31.350000381469727,36.5,31.100000381469727,36.5,2686377.0,,,,,,,,,,,,
2020-03-02,28.47219467163086,29.100000381469727,32.45000076293945,28.25,31.950000762939453,3309075.0,,,,,,,,,,,,
2020-03-09,25.43907356262207,26.0,28.5,19.64999961853028,28.0,4146993.0,,,,,,,,,,,,
2020-03-16,22.25918960571289,22.75,24.799999237060547,20.299999237060547,24.100000381469727,4281684.0,,,,,,,,,,,,
2020-03-23,20.40017890930176,20.850000381469727,22.200000762939453,18.25,21.0,3957499.0,,,,,,,,,,,,
2020-03-30,21.13400077819824,21.600000381469727,22.5,19.39999961853028,20.39999961853028,2204873.0,,,,,,,,,,,,
2020-04-06,24.216041564941406,24.75,26.0,21.600000381469727,21.600000381469727,2231284.0,,,,,,,,,,,,
2020-04-13,26.80887031555176,27.39999961853028,27.799999237060547,23.799999237060547,25.0,3198527.0,,,,,,,,,,,,
2020-04-20,25.145544052124023,25.700000762939453,28.299999237060547,24.700000762939453,27.799999237060547,3288645.0,,,,,,,,,,,,
2020-04-27,25.487993240356445,26.049999237060547,26.5,24.600000381469727,26.0,2283870.0,,,,,,,,,,,,
2020-05-04,23.286535263061523,23.799999237060547,25.450000762939453,23.14999961853028,25.299999237060547,2405390.0,,,,,,,,,,,,
2020-05-11,25.243389129638672,25.799999237060547,26.64999961853028,23.450000762939453,24.0,3900067.0,,,,,,,,,,,,
2020-05-18,23.971433639526367,24.5,27.350000381469727,24.299999237060547,26.700000762939453,2616602.0,,,,,,,,,,,,
2020-05-25,25.390151977539062,25.950000762939453,26.799999237060547,24.200000762939453,24.5,2211100.0,,,,,,,,,,,,
2020-06-01,30.380125045776367,31.049999237060547,31.450000762939453,26.299999237060547,26.299999237060547,7387048.0,,,,,,,,,,,,
2020-06-08,28.961406707763672,29.600000381469727,33.599998474121094,28.0,31.39999961853028,5666275.0,,,,,,,,,,,,
2020-06-15,30.42904663085937,31.100000381469727,33.5,28.14999961853028,29.5,6462800.0,,,,,,,,,,,,
2020-06-22,32.43482208251953,33.150001525878906,34.650001525878906,31.0,31.350000381469727,7711214.0,,,,,,,,,,,,
2020-06-29,32.38589859008789,33.099998474121094,34.04999923706055,31.25,33.0,5493870.0,,,,,,,,,,,,
2020-07-06,38.10969161987305,38.95000076293945,42.79999923706055,33.04999923706055,33.349998474121094,32585770.0,,,,,,,,,,,,
2020-07-13,38.45214080810547,39.29999923706055,41.5,34.75,39.25,12483802.0,,,,,,,,,,,,
2020-07-20,35.37010192871094,36.150001525878906,39.59999847412109,35.0,39.59999847412109,9541307.0,,,,,,,,,,,,
2020-07-27,34.68519973754883,35.45000076293945,38.70000076293945,35.099998474121094,36.20000076293945,6845457.0,,,,,,,,,,,,
2020-08-03,36.10391998291016,36.900001525878906,37.84999847412109,35.0,35.0,5046511.0,,,,,,,,,,,,
2020-08-10,36.935577392578125,37.75,39.84999847412109,36.79999923706055,37.20000076293945,7433453.0,,,,,,,,,,,,
2020-08-17,39.08811569213867,39.95000076293945,41.650001525878906,37.09999847412109,38.09999847412109,14315209.0,,,,,,,,,,,,
2020-08-24,37.13126373291016,37.95000076293945,40.25,37.5,40.20000076293945,5785496.0,,,,,,,,,,,,
2020-08-31,35.56578063964844,36.34999847412109,38.45000076293945,35.5,38.0,2994276.0,,,,,,,,,,,,
2020-09-07,36.59313201904297,37.400001525878906,38.0,33.79999923706055,36.5,4977894.0,,,,,,,,,,,,
2020-09-14,35.712547302246094,36.5,38.45000076293945,36.0,38.0,3981060.0,,,,,,,,,,,,
2020-09-21,33.119712829589844,33.849998474121094,36.70000076293945,32.54999923706055,36.70000076293945,2690876.0,,,,,,,,,,,,
2020-09-28,32.483741760253906,33.20000076293945,34.650001525878906,33.0,34.099998474121094,1315354.0,,,,,,,,,,,,
2020-10-05,32.190216064453125,32.900001525878906,34.20000076293945,32.650001525878906,33.25,1618111.0,,,,,,,,,,,,
