Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HAVELLS.NS')","('High', 'HAVELLS.NS')","('Low', 'HAVELLS.NS')","('Open', 'HAVELLS.NS')","('Volume', 'HAVELLS.NS')","('Date', '')","('Close', 'HAVELLS.NS')","('High', 'HAVELLS.NS')","('Low', 'HAVELLS.NS')","('Open', 'HAVELLS.NS')","('Volume', 'HAVELLS.NS')"
2019-12-30,638.8594360351562,660.5,665.6500244140625,645.6500244140625,649.75,2244276.0,,,,,,,,,,,,
2020-01-06,623.8187866210938,644.9500122070312,660.0,624.5,660.0,6158191.0,,,,,,,,,,,,
2020-01-13,617.7735595703125,638.7000122070312,654.7999877929688,637.0999755859375,646.0499877929688,7056079.0,,,,,,,,,,,,
2020-01-20,602.4913330078125,622.9000244140625,643.4500122070312,588.2999877929688,640.0999755859375,27620039.0,,,,,,,,,,,,
2020-01-27,571.8298950195312,591.2000122070312,626.5999755859375,585.5,622.0,7607370.0,,,,,,,,,,,,
2020-02-03,609.358642578125,630.0,634.4000244140625,586.0499877929688,594.8499755859375,12922508.0,,,,,,,,,,,,
2020-02-10,591.6099243164062,611.6500244140625,635.0,608.8499755859375,627.9000244140625,4971493.0,,,,,,,,,,,,
2020-02-17,602.3461303710938,622.75,631.3499755859375,589.0,613.0,6929441.0,,,,,,,,,,,,
2020-02-24,592.9639282226562,613.0499877929688,652.7000122070312,610.0,619.9500122070312,10051668.0,,,,,,,,,,,,
2020-03-02,614.2431030273438,635.0499877929688,647.7999877929688,613.0,620.0499877929688,7645954.0,,,,,,,,,,,,
2020-03-09,580.8251342773438,600.5,626.8499755859375,514.6500244140625,620.0,9454455.0,,,,,,,,,,,,
2020-03-16,520.179443359375,537.7999877929688,607.5,516.25,584.9000244140625,9924672.0,,,,,,,,,,,,
2020-03-23,497.7179870605469,511.1499938964844,527.9000244140625,465.6000061035156,499.8999938964844,10658414.0,,,,,,,,,,,,
2020-03-30,459.1099548339844,471.5,505.6000061035156,458.0499877929688,503.9500122070313,6943121.0,,,,,,,,,,,,
2020-04-06,536.1312255859375,550.5999755859375,554.6500244140625,471.5,471.5,4987532.0,,,,,,,,,,,,
2020-04-13,514.70947265625,528.5999755859375,579.8499755859375,523.5,552.0,10713425.0,,,,,,,,,,,,
2020-04-20,511.7882690429688,525.5999755859375,537.0,487.0,532.0,11895728.0,,,,,,,,,,,,
2020-04-27,548.6923217773438,563.5,565.75,524.0499877929688,525.0,6034977.0,,,,,,,,,,,,
2020-05-04,474.6408386230469,487.4500122070313,552.75,485.0,547.0,11232405.0,,,,,,,,,,,,
2020-05-11,474.05657958984375,486.8500061035156,515.0,471.2000122070313,492.0,17466207.0,,,,,,,,,,,,
2020-05-18,447.2791748046875,459.3500061035156,495.0,447.0499877929688,489.0,17806799.0,,,,,,,,,,,,
2020-05-25,483.2095947265625,496.25,504.5,454.1499938964844,459.3500061035156,14171772.0,,,,,,,,,,,,
2020-06-01,552.9280395507812,567.8499755859375,574.9000244140625,502.0499877929688,505.0,17476153.0,,,,,,,,,,,,
