Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'KAJARIACER.NS')","('High', 'KAJARIACER.NS')","('Low', 'KAJARIACER.NS')","('Open', 'KAJARIACER.NS')","('Volume', 'KAJARIACER.NS')","('Date', '')","('Close', 'KAJARIACER.NS')","('High', 'KAJARIACER.NS')","('Low', 'KAJARIACER.NS')","('Open', 'KAJARIACER.NS')","('Volume', 'KAJARIACER.NS')"
2019-12-30,511.8034057617188,536.7999877929688,539.9000244140625,522.3499755859375,527.5,597249.0,,,,,,,,,,,,
2020-01-06,532.635986328125,558.6500244140625,564.9000244140625,520.4000244140625,536.0,1239006.0,,,,,,,,,,,,
2020-01-13,532.7312622070312,558.75,564.4000244140625,538.0,558.6500244140625,855541.0,,,,,,,,,,,,
2020-01-20,547.0327758789062,573.75,577.9500122070312,545.0999755859375,560.0,1262404.0,,,,,,,,,,,,
2020-01-27,536.6881103515625,562.9000244140625,595.9500122070312,560.0,571.0,1189602.0,,,,,,,,,,,,
2020-02-03,527.4873657226562,553.25,572.9000244140625,546.4500122070312,557.0,603195.0,,,,,,,,,,,,
2020-02-10,513.614990234375,538.7000122070312,559.8499755859375,537.0999755859375,553.0,906822.0,,,,,,,,,,,,
2020-02-17,526.2479248046875,551.9500122070312,559.9000244140625,527.0999755859375,536.0,808889.0,,,,,,,,,,,,
2020-02-24,502.8684387207031,524.4500122070312,575.0,517.0999755859375,551.9500122070312,1141579.0,,,,,,,,,,,,
2020-03-02,524.5385131835938,547.0499877929688,554.0,521.0,524.4500122070312,1156249.0,,,,,,,,,,,,
2020-03-09,469.4046630859375,489.5499877929688,546.9500122070312,393.0,534.0,1286498.0,,,,,,,,,,,,
2020-03-16,417.6747741699219,435.6000061035156,488.0,392.1000061035156,480.0,984820.0,,,,,,,,,,,,
2020-03-23,345.6172180175781,360.4500122070313,419.0,332.29998779296875,397.0,695613.0,,,,,,,,,,,,
2020-03-30,345.6651611328125,360.5,388.75,348.1000061035156,354.0,523547.0,,,,,,,,,,,,
2020-04-06,350.9388122558594,366.0,374.3500061035156,350.6000061035156,360.5,635803.0,,,,,,,,,,,,
2020-04-13,347.1513671875,362.0499877929688,374.0,346.6000061035156,364.0,1112401.0,,,,,,,,,,,,
2020-04-20,335.8848876953125,350.29998779296875,377.0,348.04998779296875,367.25,1232206.0,,,,,,,,,,,,
2020-04-27,359.2328491210937,374.6499938964844,414.0,338.70001220703125,359.5,4514048.0,,,,,,,,,,,,
2020-05-04,327.2552490234375,341.29998779296875,370.0,332.54998779296875,370.0,1440738.0,,,,,,,,,,,,
2020-05-11,301.941650390625,314.8999938964844,345.75,305.54998779296875,344.25,2881748.0,,,,,,,,,,,,
2020-05-18,297.2432556152344,310.0,318.54998779296875,295.54998779296875,317.45001220703125,2528342.0,,,,,,,,,,,,
2020-05-25,327.9263916015625,342.0,343.0,308.1499938964844,310.0,2417345.0,,,,,,,,,,,,
2020-06-01,371.2664489746094,387.2000122070313,391.25,350.1000061035156,354.0,2837663.0,,,,,,,,,,,,
2020-06-08,353.3359375,368.5,398.0,343.04998779296875,391.0,1681278.0,,,,,,,,,,,,
2020-06-15,351.370361328125,366.4500122070313,379.7999877929688,350.3999938964844,371.25,2883460.0,,,,,,,,,,,,
2020-06-22,384.6424255371094,401.1499938964844,416.0,368.5,369.75,2985401.0,,,,,,,,,,,,
2020-06-29,384.5944519042969,401.1000061035156,406.9500122070313,385.6000061035156,391.0,994293.0,,,,,,,,,,,,
2020-07-06,372.896484375,388.8999938964844,408.0,385.0,405.2999877929688,2483920.0,,,,,,,,,,,,
2020-07-13,374.6224365234375,390.7000122070313,394.7999877929688,384.7999877929688,391.8500061035156,797230.0,,,,,,,,,,,,
2020-07-20,387.37506103515625,404.0,415.0,389.0,392.1000061035156,1306858.0,,,,,,,,,,,,
2020-07-27,388.7174987792969,405.3999938964844,436.0,400.1000061035156,404.0,2856594.0,,,,,,,,,,,,
2020-08-03,390.4913635253906,407.25,419.0,400.0499877929688,404.0,1043004.0,,,,,,,,,,,,
2020-08-10,386.1765441894531,402.75,414.9500122070313,397.1000061035156,402.0,1234258.0,,,,,,,,,,,,
2020-08-17,438.57763671875,457.3999938964844,467.6499938964844,404.0,408.0,1978064.0,,,,,,,,,,,,
2020-08-24,432.2492370605469,450.7999877929688,489.6000061035156,450.0,456.1499938964844,2965678.0,,,,,,,,,,,,
2020-08-31,428.1741333007813,446.5499877929688,459.7000122070313,430.25,453.0,1174905.0,,,,,,,,,,,,
2020-09-07,453.5836486816406,473.0499877929688,475.5,425.1000061035156,440.25,1211028.0,,,,,,,,,,,,
2020-09-14,493.9512023925781,515.1500244140625,545.0,481.0,481.7000122070313,3107021.0,,,,,,,,,,,,
2020-09-21,479.4246520996094,500.0,524.7999877929688,485.2000122070313,515.1500244140625,1711806.0,,,,,,,,,,,,
2020-09-28,526.7918701171875,549.4000244140625,569.6500244140625,502.5,502.5,2355069.0,,,,,,,,,,,,
2020-10-05,505.50537109375,527.2000122070312,555.0,523.0,549.5,743866.0,,,,,,,,,,,,
2020-10-12,511.2105407714844,533.1500244140625,545.0499877929688,523.0999755859375,533.8499755859375,3157819.0,,,,,,,,,,,,
2020-10-19,552.057373046875,575.75,587.9000244140625,535.0499877929688,535.0499877929688,5259145.0,,,,,,,,,,,,
2020-10-26,545.9686889648438,569.4000244140625,587.3499755859375,560.5999755859375,573.0,1984811.0,,,,,,,,,,,,
2020-11-02,546.1126098632812,569.5499877929688,584.9000244140625,553.5499877929688,567.0,2578678.0,,,,,,,,,,,,
2020-11-09,582.0216064453125,607.0,612.0,571.0499877929688,574.0,2115936.0,,,,,,,,,,,,
2020-11-16,594.6784057617188,620.2000122070312,624.0,592.0999755859375,605.0,1241784.0,,,,,,,,,,,,
2020-11-23,621.2384643554688,647.9000244140625,649.75,600.0,620.2000122070312,1555973.0,,,,,,,,,,,,
2020-11-30,643.4837646484375,671.0999755859375,685.0,647.9000244140625,647.9000244140625,1782054.0,,,,,,,,,,,,
2020-12-07,639.1688842773438,666.5999755859375,689.0,650.0999755859375,685.0,1531568.0,,,,,,,,,,,,
2020-12-14,671.0985717773438,699.9000244140625,705.0,660.0,669.9000244140625,1601371.0,,,,,,,,,,,,
2020-12-21,660.8389282226562,689.2000122070312,714.5499877929688,670.0999755859375,700.0,2276165.0,,,,,,,,,,,,
2020-12-28,680.15966796875,709.3499755859375,712.0,680.0,697.5,1710645.0,,,,,,,,,,,,
2021-01-04,696.8916015625,726.7999877929688,735.5,691.7000122070312,711.7999877929688,1862959.0,,,,,,,,,,,,
2021-01-11,720.431396484375,751.3499755859375,759.5,730.4500122070312,730.4500122070312,1621293.0,,,,,,,,,,,,
2021-01-18,802.029541015625,836.4500122070312,854.9000244140625,738.0999755859375,755.0,5753147.0,,,,,,,,,,,,
2021-01-25,790.762939453125,824.7000122070312,857.8499755859375,808.2000122070312,849.9500122070312,2341145.0,,,,,,,,,,,,
2021-02-01,862.4369506835938,899.4500122070312,909.7000122070312,805.5499877929688,833.2000122070312,2826794.0,,,,,,,,,,,,
2021-02-08,934.5223999023438,962.9000244140624,974.5499877929688,847.5,910.0,3405861.0,,,,,,,,,,,,
2021-02-15,940.442626953125,969.0,997.0,950.0999755859376,963.7999877929688,1249161.0,,,,,,,,,,,,
2021-02-22,919.139404296875,947.0499877929688,992.9000244140624,930.0999755859376,967.0,948225.0,,,,,,,,,,,,
2021-03-01,962.9103393554688,992.1500244140624,999.0,931.0999755859376,947.0499877929688,1337921.0,,,,,,,,,,,,
2021-03-08,970.2379150390624,999.7000122070312,1020.0,965.2000122070312,999.9000244140624,1803575.0,,,,,,,,,,,,
2021-03-15,904.9213256835938,932.4000244140624,1010.0,911.0,1010.0,952501.0,,,,,,,,,,,,
2021-03-22,872.2144165039062,898.7000122070312,945.0,860.0999755859375,930.0999755859376,1839828.0,,,,,,,,,,,,
2021-03-29,914.1898193359376,941.9500122070312,956.0,897.0,898.7000122070312,675186.0,,,,,,,,,,,,
2021-04-05,930.97998046875,959.25,990.0,927.0999755859376,943.9500122070312,1859815.0,,,,,,,,,,,,
2021-04-12,877.0670776367188,903.7000122070312,950.0,882.0,950.0,755563.0,,,,,,,,,,,,
2021-04-19,849.6497192382812,875.4500122070312,896.0,851.0499877929688,870.0999755859375,1091468.0,,,,,,,,,,,,
2021-04-26,886.0443725585938,912.9500122070312,946.7999877929688,861.0999755859375,875.4500122070312,855810.0,,,,,,,,,,,,
2021-05-03,877.2125244140625,903.8499755859376,933.6500244140624,889.0,912.0,523156.0,,,,,,,,,,,,
2021-05-10,853.4832763671875,879.4000244140625,912.2000122070312,859.9000244140625,912.2000122070312,877182.0,,,,,,,,,,,,
2021-05-17,903.1257934570312,930.5499877929688,934.0,876.5,885.6500244140625,1134191.0,,,,,,,,,,,,
2021-05-24,926.9522705078124,955.0999755859376,967.9500122070312,934.5,934.5,1114625.0,,,,,,,,,,,,
2021-05-31,960.386962890625,989.5499877929688,1010.0,957.7999877929688,959.8499755859376,1145186.0,,,,,,,,,,,,
