Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'CERA.NS')","('High', 'CERA.NS')","('Low', 'CERA.NS')","('Open', 'CERA.NS')","('Volume', 'CERA.NS')","('Date', '')","('Close', 'CERA.NS')","('High', 'CERA.NS')","('Low', 'CERA.NS')","('Open', 'CERA.NS')","('Volume', 'CERA.NS')"
2019-12-30,2610.426513671875,2676.0,2749.0,2615.300048828125,2740.89990234375,5655.0,,,,,,,,,,,,
2020-01-06,2600.818115234375,2666.14990234375,2700.0,2532.0,2640.0,13400.0,,,,,,,,,,,,
2020-01-13,2596.28173828125,2661.5,2720.0,2625.0,2680.0,23892.0,,,,,,,,,,,,
2020-01-20,2621.986328125,2687.85009765625,2722.0,2617.0,2688.699951171875,27960.0,,,,,,,,,,,,
2020-01-27,2576.47900390625,2641.199951171875,2727.0,2619.0,2655.0,37407.0,,,,,,,,,,,,
2020-02-03,2474.100830078125,2536.25,2700.0,2524.050048828125,2611.0,29643.0,,,,,,,,,,,,
2020-02-10,2394.256591796875,2454.39990234375,2558.949951171875,2430.0,2555.0,29717.0,,,,,,,,,,,,
2020-02-17,2409.71826171875,2470.25,2522.0,2357.64990234375,2410.14990234375,20564.0,,,,,,,,,,,,
2020-02-24,2431.17919921875,2492.25,2535.0,2356.949951171875,2448.0,33743.0,,,,,,,,,,,,
2020-03-02,2446.96337890625,2495.14990234375,2600.0,2321.050048828125,2435.050048828125,303532.0,,,,,,,,,,,,
2020-03-09,2305.4990234375,2350.89990234375,2487.75,2000.5,2432.0,141887.0,,,,,,,,,,,,
2020-03-16,2365.860595703125,2412.449951171875,2498.0,2000.0,2300.0,339260.0,,,,,,,,,,,,
2020-03-23,2339.626953125,2385.699951171875,2739.300048828125,1986.0,2345.0,27217.0,,,,,,,,,,,,
2020-03-30,2163.93701171875,2206.550048828125,2340.0,2150.0,2283.0,15072.0,,,,,,,,,,,,
2020-04-06,2148.34375,2190.64990234375,2299.0,2175.0,2206.550048828125,7267.0,,,,,,,,,,,,
2020-04-13,2209.293701171875,2252.800048828125,2300.0,2161.550048828125,2245.0,11736.0,,,,,,,,,,,,
2020-04-20,2051.550048828125,2091.949951171875,2300.0,2082.0,2255.0,18512.0,,,,,,,,,,,,
2020-04-27,2158.2490234375,2200.75,2280.0,2091.949951171875,2145.0,18152.0,,,,,,,,,,,,
2020-05-04,2113.38232421875,2155.0,2246.199951171875,2092.0,2122.0,16599.0,,,,,,,,,,,,
2020-05-11,2140.988525390625,2183.14990234375,2288.0,2123.0,2185.0,65270.0,,,,,,,,,,,,
2020-05-18,2129.661865234375,2171.60009765625,2240.0,2147.050048828125,2240.0,54795.0,,,,,,,,,,,,
2020-05-25,2278.726318359375,2323.60009765625,2475.0,2159.949951171875,2171.60009765625,12889.0,,,,,,,,,,,,
2020-06-01,2253.96435546875,2298.35009765625,2413.949951171875,2259.0,2413.949951171875,20332.0,,,,,,,,,,,,
2020-06-08,2138.242919921875,2180.35009765625,2345.0,2166.050048828125,2345.0,20488.0,,,,,,,,,,,,
2020-06-15,2188.4541015625,2231.550048828125,2260.0,2171.14990234375,2191.25,25904.0,,,,,,,,,,,,
2020-06-22,2173.743896484375,2216.550048828125,2307.35009765625,2181.449951171875,2242.75,17078.0,,,,,,,,,,,,
2020-06-29,2152.904296875,2195.300048828125,2245.60009765625,2161.050048828125,2227.0,28625.0,,,,,,,,,,,,
2020-07-06,2174.430419921875,2217.25,2233.75,2170.0,2210.0,10864.0,,,,,,,,,,,,
2020-07-13,2159.621826171875,2202.14990234375,2235.0,2180.050048828125,2215.050048828125,8341.0,,,,,,,,,,,,
2020-07-20,2202.23291015625,2245.60009765625,2346.0,2180.0,2200.0,19937.0,,,,,,,,,,,,
2020-07-27,2185.80615234375,2228.85009765625,2285.0,2180.300048828125,2222.0,15360.0,,,,,,,,,,,,
2020-08-03,2230.378662109375,2274.300048828125,2299.64990234375,2121.0,2263.75,42108.0,,,,,,,,,,,,
2020-08-10,2334.57666015625,2380.550048828125,2430.0,2275.0,2282.89990234375,23340.0,,,,,,,,,,,,
2020-08-17,2408.42236328125,2455.85009765625,2500.0,2354.199951171875,2420.0,26880.0,,,,,,,,,,,,
2020-08-24,2517.866943359375,2567.449951171875,2640.5,2420.050048828125,2420.050048828125,95933.0,,,,,,,,,,,,
2020-08-31,2404.352294921875,2451.699951171875,2575.0,2395.199951171875,2567.449951171875,16984.0,,,,,,,,,,,,
2020-09-07,2415.23828125,2462.800048828125,2549.75,2387.39990234375,2449.699951171875,16182.0,,,,,,,,,,,,
2020-09-14,2385.67041015625,2432.64990234375,2603.0,2422.0,2462.0,38002.0,,,,,,,,,,,,
2020-09-21,2199.927978515625,2243.25,2475.0,2215.5,2435.0,18611.0,,,,,,,,,,,,
2020-09-28,2363.31103515625,2409.85009765625,2444.0,2221.0,2309.949951171875,26660.0,,,,,,,,,,,,
2020-10-05,2459.614501953125,2508.050048828125,2544.89990234375,2317.75,2421.75,48395.0,,,,,,,,,,,,
2020-10-12,2466.381103515625,2514.949951171875,2575.0,2443.39990234375,2520.0,19877.0,,,,,,,,,,,,
2020-10-19,2634.07861328125,2685.949951171875,2828.0,2486.050048828125,2486.050048828125,136644.0,,,,,,,,,,,,
2020-10-26,2600.048583984375,2651.25,2748.35009765625,2551.10009765625,2690.0,25419.0,,,,,,,,,,,,
2020-11-02,2753.9677734375,2808.199951171875,2825.0,2625.0,2738.949951171875,28413.0,,,,,,,,,,,,
2020-11-09,3047.2421875,3107.25,3504.800048828125,2690.0,2803.0,100265.0,,,,,,,,,,,,
2020-11-16,2996.491943359375,3055.5,3163.199951171875,2970.14990234375,2970.14990234375,85182.0,,,,,,,,,,,,
2020-11-23,3064.159423828125,3124.5,3144.0,3000.0,3070.0,28516.0,,,,,,,,,,,,
2020-11-30,3165.5625,3227.89990234375,3324.0,3050.0,3124.5,38966.0,,,,,,,,,,,,
2020-12-07,3065.924560546875,3126.300048828125,3313.550048828125,3105.0,3227.89990234375,32117.0,,,,,,,,,,,,
2020-12-14,3300.701416015625,3365.699951171875,3481.0,3126.300048828125,3169.0,84651.0,,,,,,,,,,,,
2020-12-21,3372.732666015625,3439.14990234375,3555.0,3011.550048828125,3390.0,82215.0,,,,,,,,,,,,
2020-12-28,3377.635986328125,3444.14990234375,3569.0,3355.050048828125,3439.0,64530.0,,,,,,,,,,,,
2021-01-04,3478.450927734375,3546.949951171875,3599.0,3351.550048828125,3450.0,78248.0,,,,,,,,,,,,
2021-01-11,3335.221435546875,3400.89990234375,3744.199951171875,3381.0,3549.0,98378.0,,,,,,,,,,,,
2021-01-18,3435.39892578125,3503.050048828125,3535.89990234375,3300.0,3406.0,64482.0,,,,,,,,,,,,
2021-01-25,3353.16796875,3419.199951171875,3555.0,3398.449951171875,3503.050048828125,28545.0,,,,,,,,,,,,
2021-02-01,3475.949951171875,3544.39990234375,3700.0,3315.14990234375,3428.0,105210.0,,,,,,,,,,,,
2021-02-08,3645.217041015625,3717.0,3860.0,3491.0,3570.0,100044.0,,,,,,,,,,,,
2021-02-15,3771.38232421875,3845.64990234375,4027.0,3717.0,3717.0,175208.0,,,,,,,,,,,,
2021-02-22,3785.063232421875,3859.60009765625,3999.89990234375,3426.64990234375,3864.89990234375,32834.0,,,,,,,,,,,,
2021-03-01,3832.969482421875,3908.449951171875,4200.0,3790.0,3820.0,66842.0,,,,,,,,,,,,
2021-03-08,3963.989501953125,4042.050048828125,4100.0,3830.050048828125,3945.0,56833.0,,,,,,,,,,,,
2021-03-15,3849.935546875,3925.75,4067.449951171875,3771.0,4042.050048828125,32127.0,,,,,,,,,,,,
2021-03-22,3779.816162109375,3854.25,3992.35009765625,3601.0,3915.0,101689.0,,,,,,,,,,,,
2021-03-29,3792.761474609375,3867.449951171875,4025.0,3815.25,3854.25,24759.0,,,,,,,,,,,,
2021-04-05,3760.30078125,3834.35009765625,4108.2001953125,3681.199951171875,3840.0,63591.0,,,,,,,,,,,,
2021-04-12,3865.773681640625,3941.89990234375,3951.0,3700.85009765625,3789.89990234375,41915.0,,,,,,,,,,,,
2021-04-19,3846.993408203125,3922.75,4030.0,3813.0,3866.0,21898.0,,,,,,,,,,,,
2021-04-26,3770.10791015625,3844.35009765625,3999.949951171875,3811.10009765625,3922.75,23419.0,,,,,,,,,,,,
2021-05-03,3732.890380859375,3806.39990234375,4251.0,3770.60009765625,3858.0,138459.0,,,,,,,,,,,,
2021-05-10,3822.328857421875,3897.60009765625,3910.0,3751.0,3807.199951171875,33792.0,,,,,,,,,,,,
2021-05-17,3874.648681640625,3950.949951171875,4038.0,3883.699951171875,3900.0,39803.0,,,,,,,,,,,,
2021-05-24,3918.338134765625,3995.5,4178.0,3900.0,3990.0,45750.0,,,,,,,,,,,,
2021-05-31,3978.69970703125,4057.050048828125,4100.0,3910.800048828125,3995.5,20252.0,,,,,,,,,,,,
2021-06-07,4276.24072265625,4360.4501953125,4895.0,4100.0,4100.0,388501.0,,,,,,,,,,,,
2021-06-14,4231.71728515625,4315.0498046875,4512.0,4250.0,4360.39990234375,71603.0,,,,,,,,,,,,
2021-06-21,4268.248046875,4352.2998046875,4420.0,4180.0,4286.0,132580.0,,,,,,,,,,,,
2021-06-28,4401.27880859375,4487.9501953125,4554.0,4351.10009765625,4419.7998046875,52347.0,,,,,,,,,,,,
2021-07-05,4361.36474609375,4447.25,4510.0,4420.60009765625,4490.0,35698.0,,,,,,,,,,,,
2021-07-12,4403.53369140625,4490.25,4560.0,4400.0,4460.0,41865.0,,,,,,,,,,,,
2021-07-19,4298.34521484375,4370.2001953125,4524.39990234375,4317.7998046875,4468.89990234375,40044.0,,,,,,,,,,,,
2021-07-26,4379.783203125,4453.0,4650.0,4249.9501953125,4444.0,111920.0,,,,,,,,,,,,
2021-08-02,4560.16748046875,4636.39990234375,4700.0,4482.89990234375,4520.0,202560.0,,,,,,,,,,,,
2021-08-09,4668.654296875,4746.7001953125,4799.64990234375,4458.0498046875,4636.39990234375,120065.0,,,,,,,,,,,,
2021-08-16,4647.90087890625,4725.60009765625,4844.0,4623.25,4756.7001953125,56237.0,,,,,,,,,,,,
