Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')","('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')"
2019-12-30,62.10578155517578,65.05000305175781,67.0,63.95000076293945,64.5,49534995.0,,,,,,,,,,,,
2020-01-06,59.62346267700195,62.45000076293945,64.9000015258789,60.150001525878906,64.9000015258789,103522736.0,,,,,,,,,,,,
2020-01-13,60.38725280761719,63.25,64.0999984741211,61.29999923706055,62.75,71386174.0,,,,,,,,,,,,
2020-01-20,59.52798461914063,62.34999847412109,64.0999984741211,60.650001525878906,64.0999984741211,70128492.0,,,,,,,,,,,,
2020-01-27,56.32960891723633,59.0,62.25,58.79999923706055,61.95000076293945,77587185.0,,,,,,,,,,,,
2020-02-03,56.1386604309082,58.79999923706055,59.400001525878906,56.09999847412109,58.79999923706055,131638815.0,,,,,,,,,,,,
2020-02-10,51.746864318847656,54.20000076293945,58.900001525878906,54.0,58.75,68213884.0,,,,,,,,,,,,
2020-02-17,50.45796203613281,52.84999847412109,54.34999847412109,49.900001525878906,54.09999847412109,70030504.0,,,,,,,,,,,,
2020-02-24,43.0109977722168,45.04999923706055,51.84999847412109,44.29999923706055,51.84999847412109,108879043.0,,,,,,,,,,,,
2020-03-02,40.433204650878906,42.34999847412109,46.59999847412109,40.95000076293945,46.29999923706055,131931237.0,,,,,,,,,,,,
2020-03-09,35.707244873046875,37.400001525878906,41.5,28.049999237060547,41.150001525878906,144945076.0,,,,,,,,,,,,
2020-03-16,36.327823638916016,38.04999923706055,39.400001525878906,33.900001525878906,36.0,169724499.0,,,,,,,,,,,,
2020-03-23,31.936023712158203,33.45000076293945,37.5,33.150001525878906,35.95000076293945,130356762.0,,,,,,,,,,,,
