Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'CIPLA.NS')","('High', 'CIPLA.NS')","('Low', 'CIPLA.NS')","('Open', 'CIPLA.NS')","('Volume', 'CIPLA.NS')","('Date', '')","('Close', 'CIPLA.NS')","('High', 'CIPLA.NS')","('Low', 'CIPLA.NS')","('Open', 'CIPLA.NS')","('Volume', 'CIPLA.NS')"
2020-05-04,571.4795532226562,591.9000244140625,623.0499877929688,580.5999755859375,589.0,42723413.0,,,,,,,,,,,,
2020-05-11,550.6246948242188,570.2999877929688,605.0,565.5999755859375,600.9500122070312,48095824.0,,,,,,,,,,,,
2020-05-18,617.2924194335938,639.3499755859375,641.8499755859375,570.5,570.5999755859375,66080840.0,,,,,,,,,,,,
2020-05-25,625.7888793945312,648.1500244140625,650.9500122070312,624.0499877929688,639.3499755859375,32638230.0,,,,,,,,,,,,
2020-06-01,628.4440307617188,650.9000244140625,669.75,634.5499877929688,649.0,36300957.0,,,,,,,,,,,,
2020-06-08,621.3958129882812,643.5999755859375,657.7999877929688,616.2999877929688,656.7000122070312,29409159.0,,,,,,,,,,,,
2020-06-15,614.2511596679688,636.2000122070312,653.5,631.5,643.0,16732835.0,,,,,,,,,,,,
2020-06-22,612.99609375,634.9000244140625,692.5,628.2999877929688,691.0,54220049.0,,,,,,,,,,,,
2020-06-29,616.761474609375,638.7999877929688,654.4500122070312,621.0499877929688,637.0,27450555.0,,,,,,,,,,,,
2020-07-06,616.8580322265625,638.9000244140625,648.0,629.2000122070312,640.0,24812678.0,,,,,,,,,,,,
2020-07-13,665.3261108398438,689.0999755859375,696.6500244140625,631.25,641.0,44479033.0,,,,,,,,,,,,
2020-07-20,643.0713500976562,666.0499877929688,690.8499755859375,657.5,689.0,25285619.0,,,,,,,,,,,,
2020-07-27,695.304931640625,720.1500244140625,724.0,644.25,673.9500122070312,42404834.0,,,,,,,,,,,,
2020-08-03,703.51171875,728.6500244140625,739.7000122070312,701.0,724.0,40558244.0,,,,,,,,,,,,
2020-08-10,745.1729125976562,771.7999877929688,814.5,751.3499755859375,760.0,109615736.0,,,,,,,,,,,,
2020-08-17,734.5042114257812,760.75,781.0,756.6500244140625,779.0,30830985.0,,,,,,,,,,,,
2020-08-24,722.7733764648438,748.5999755859375,771.0,744.2000122070312,763.0,27291905.0,,,,,,,,,,,,
2020-08-31,699.601318359375,724.5999755859375,755.7000122070312,705.2000122070312,752.0,30526477.0,,,,,,,,,,,,
2020-09-07,700.9048461914062,725.9500122070312,735.9000244140625,704.4000244140625,728.0,25626141.0,,,,,,,,,,,,
2020-09-14,778.4344482421875,806.25,819.2999877929688,717.75,729.0,67059216.0,,,,,,,,,,,,
2020-09-21,743.5316162109375,770.0999755859375,811.9500122070312,730.0,806.25,53785484.0,,,,,,,,,,,,
2020-09-28,746.3316040039062,773.0,794.9000244140625,755.5999755859375,772.0999755859375,36059574.0,,,,,,,,,,,,
2020-10-05,775.44140625,803.1500244140625,825.0,762.0499877929688,776.0,41367231.0,,,,,,,,,,,,
2020-10-12,755.3590087890625,782.3499755859375,829.0499877929688,758.4000244140625,805.0,44643134.0,,,,,,,,,,,,
2020-10-19,731.4146118164062,757.5499877929688,784.0999755859375,744.0,783.0,34258643.0,,,,,,,,,,,,
2020-10-26,728.4698486328125,754.5,780.0,742.2999877929688,761.2000122070312,28929622.0,,,,,,,,,,,,
2020-11-02,762.6968383789062,789.9500122070312,802.0,744.4000244140625,757.5,32113673.0,,,,,,,,,,,,
2020-11-09,720.021728515625,745.75,804.0,706.5,795.0999755859375,80640306.0,,,,,,,,,,,,
2020-11-16,714.3735961914062,739.9000244140625,752.0,732.25,744.6500244140625,25703023.0,,,,,,,,,,,,
2020-11-23,719.8768310546875,745.5999755859375,758.0499877929688,726.5,741.6500244140625,39088797.0,,,,,,,,,,,,
2020-11-30,740.4903564453125,766.9500122070312,770.5999755859375,745.5999755859375,745.5999755859375,19414109.0,,,,,,,,,,,,
2020-12-07,729.7732543945312,755.8499755859375,782.5,753.0,766.9500122070312,21848420.0,,,,,,,,,,,,
2020-12-14,766.0761108398438,793.4500122070312,798.0,776.3499755859375,778.2999877929688,42325005.0,,,,,,,,,,,,
2020-12-21,804.4547119140625,833.2000122070312,834.9000244140625,760.0,793.0,36419773.0,,,,,,,,,,,,
2020-12-28,798.0823974609375,826.5999755859375,839.0,816.0499877929688,837.5999755859375,18155431.0,,,,,,,,,,,,
2021-01-04,809.7650146484375,838.7000122070312,846.2000122070312,815.25,831.0,19318065.0,,,,,,,,,,,,
2021-01-11,795.282470703125,823.7000122070312,864.5999755859375,821.0,839.0,20057455.0,,,,,,,,,,,,
2021-01-18,780.4137573242188,808.2999877929688,839.2999877929688,796.2000122070312,822.0,17799808.0,,,,,,,,,,,,
2021-01-25,797.4065551757812,825.9000244140625,857.0,808.25,813.0,29790039.0,,,,,,,,,,,,
2021-02-01,818.4544067382812,847.7000122070312,878.9000244140625,779.9500122070312,815.0,50038600.0,,,,,,,,,,,,
2021-02-08,819.2750854492188,848.5499877929688,874.9000244140625,839.0,852.0,21931272.0,,,,,,,,,,,,
2021-02-15,779.4964599609375,807.3499755859375,856.5999755859375,799.0,850.0999755859375,15828371.0,,,,,,,,,,,,
2021-02-22,759.8968505859375,787.0499877929688,820.0,776.25,811.4000244140625,21969172.0,,,,,,,,,,,,
2021-03-01,777.3724365234375,805.1500244140625,818.1500244140625,782.0,795.0,17762162.0,,,,,,,,,,,,
2021-03-08,778.1448364257812,805.9500122070312,819.0,792.0999755859375,807.9500122070312,10294495.0,,,,,,,,,,,,
2021-03-15,734.4076538085938,760.6500244140625,808.9000244140625,738.0999755859375,807.9000244140625,17725007.0,,,,,,,,,,,,
2021-03-22,760.2830810546875,787.4500122070312,802.2999877929688,758.7000122070312,762.0,20812649.0,,,,,,,,,,,,
2021-03-29,790.0687255859375,818.2999877929688,824.0,787.4500122070312,787.4500122070312,9440288.0,,,,,,,,,,,,
2021-04-05,852.5848388671875,883.0499877929688,892.2999877929688,806.0999755859375,825.0,23543483.0,,,,,,,,,,,,
2021-04-12,905.6873168945312,938.0499877929688,944.25,878.2999877929688,890.0,68773331.0,,,,,,,,,,,,
2021-04-19,903.3218383789062,935.5999755859376,966.3499755859376,922.75,945.25,44505987.0,,,,,,,,,,,,
2021-04-26,878.9429931640625,910.3499755859376,940.0,900.75,935.5999755859376,34588583.0,,,,,,,,,,,,
2021-05-03,852.4400634765625,882.9000244140625,924.4000244140624,869.0,919.0999755859376,48621206.0,,,,,,,,,,,,
2021-05-10,872.8603515625,904.0499877929688,921.0,877.5,892.5,34516479.0,,,,,,,,,,,,
2021-05-17,894.9219970703125,926.9000244140624,935.0,870.0,895.0,45614095.0,,,,,,,,,,,,
2021-05-24,902.114990234375,934.3499755859376,951.9500122070312,926.1500244140624,931.0,23967061.0,,,,,,,,,,,,
2021-05-31,913.7493896484376,946.4000244140624,960.5,924.0,934.3499755859376,13853872.0,,,,,,,,,,,,
2021-06-07,934.4592895507812,967.8499755859376,982.2999877929688,931.8499755859376,951.75,18040712.0,,,,,,,,,,,,
2021-06-14,927.7490844726562,960.9000244140624,979.0,943.5,972.7000122070312,12759042.0,,,,,,,,,,,,
2021-06-21,924.0801391601562,957.0999755859376,966.0,944.0,958.0,9681623.0,,,,,,,,,,,,
2021-06-28,945.417724609375,979.2000122070312,997.0,957.0999755859376,962.0,16968343.0,,,,,,,,,,,,
2021-07-05,926.6869506835938,959.7999877929688,983.8499755859376,944.7999877929688,979.2999877929688,7148546.0,,,,,,,,,,,,
2021-07-12,943.4384765625,977.1500244140624,989.9000244140624,955.8499755859376,960.0,7237052.0,,,,,,,,,,,,
2021-07-19,915.2941284179688,948.0,983.5999755859376,946.6500244140624,972.0999755859376,5213899.0,,,,,,,,,,,,
2021-07-26,888.308349609375,920.0499877929688,960.0,872.0,948.0,20976712.0,,,,,,,,,,,,
2021-08-02,879.8602905273438,911.2999877929688,953.0,909.0,928.2999877929688,21264056.0,,,,,,,,,,,,
2021-08-09,863.5433959960938,894.4000244140625,923.7999877929688,891.0499877929688,912.0999755859376,13084867.0,,,,,,,,,,,,
2021-08-16,864.8609619140625,890.8499755859375,910.7000122070312,886.0499877929688,896.0,10399799.0,,,,,,,,,,,,
2021-08-23,896.9468383789062,923.9000244140624,925.4500122070312,888.6500244140625,898.0,9767726.0,,,,,,,,,,,,
2021-08-30,913.64501953125,941.0999755859376,963.0,920.0,924.0,15712915.0,,,,,,,,,,,,
2021-09-06,921.6057739257812,949.2999877929688,958.0,926.0,945.8499755859376,8183219.0,,,,,,,,,,,,
2021-09-13,926.2172241210938,954.0499877929688,964.7999877929688,942.5499877929688,946.0,10330047.0,,,,,,,,,,,,
2021-09-20,939.4205322265624,967.6500244140624,983.4000244140624,929.7999877929688,953.0,10115430.0,,,,,,,,,,,,
2021-09-27,957.4293212890624,986.2000122070312,1005.0,950.7999877929688,965.0,11074190.0,,,,,,,,,,,,
2021-10-04,890.3451538085938,917.0999755859376,996.9500122070312,898.0,986.0,20783423.0,,,,,,,,,,,,
2021-10-11,884.7628784179688,911.3499755859376,924.7000122070312,907.8499755859376,922.7999877929688,5349667.0,,,,,,,,,,,,
2021-10-18,870.2005004882812,896.3499755859375,917.9000244140624,889.3499755859375,911.3499755859376,9299358.0,,,,,,,,,,,,
2021-10-25,878.6466674804688,905.0499877929688,928.5499877929688,885.25,895.9000244140625,13426253.0,,,,,,,,,,,,
2021-11-01,884.1318359375,910.7000122070312,918.5499877929688,900.5,917.0,3395938.0,,,,,,,,,,,,
2021-11-08,889.228759765625,915.9500122070312,925.0,896.0,917.9500122070312,5419468.0,,,,,,,,,,,,
2021-11-15,866.2686767578125,892.2999877929688,943.9000244140624,891.0,915.0,7546579.0,,,,,,,,,,,,
2021-11-22,938.4982299804688,966.7000122070312,976.0499877929688,883.0,893.0,20440322.0,,,,,,,,,,,,
2021-11-29,885.4424438476562,912.0499877929688,998.0,908.2999877929688,974.0,22092610.0,,,,,,,,,,,,
2021-12-06,867.8219604492188,893.9000244140625,915.7999877929688,884.0,915.0999755859376,8301645.0,,,,,,,,,,,,
2021-12-13,835.1051635742188,860.2000122070312,907.8499755859376,850.0,895.2000122070312,10734575.0,,,,,,,,,,,,
2021-12-20,881.8018798828125,908.2999877929688,912.9000244140624,861.0999755859375,864.0,15158529.0,,,,,,,,,,,,
2021-12-27,916.5574951171876,944.0999755859376,957.25,910.1500244140624,912.9000244140624,12959180.0,,,,,,,,,,,,
2022-01-03,888.063720703125,914.75,947.9000244140624,913.3499755859376,947.0499877929688,7589774.0,,,,,,,,,,,,
2022-01-10,894.6168212890625,921.5,933.0,901.2000122070312,914.75,10367610.0,,,,,,,,,,,,
2022-01-17,842.1436157226562,867.4500122070312,920.2000122070312,860.0,915.5999755859376,7586541.0,,,,,,,,,,,,
2022-01-24,905.05322265625,932.25,942.0,867.4500122070312,871.5,17602347.0,,,,,,,,,,,,
2022-01-31,918.4991455078124,946.0999755859376,959.0,930.6500244140624,939.0,8322394.0,,,,,,,,,,,,
2022-02-07,930.537353515625,958.5,977.3499755859376,927.0499877929688,946.2000122070312,8611739.0,,,,,,,,,,,,
2022-02-14,882.5784912109375,909.0999755859376,962.9000244140624,903.0499877929688,947.0,19618313.0,,,,,,,,,,,,
2022-02-21,896.7041625976562,923.6500244140624,926.7000122070312,888.1500244140625,903.0999755859376,9973166.0,,,,,,,,,,,,
2022-02-28,904.0338745117188,931.2000122070312,945.0,911.0,920.0499877929688,9886528.0,,,,,,,,,,,,
2022-03-07,1013.4945068359376,1043.949951171875,1053.75,917.0499877929688,921.9000244140624,27186043.0,,,,,,,,,,,,
2022-03-14,1017.911865234375,1048.5,1083.0,1036.75,1045.0,20627972.0,,,,,,,,,,,,
2022-03-21,983.932861328125,1013.5,1071.0,1001.75,1067.800048828125,12115848.0,,,,,,,,,,,,
2022-03-28,985.2434692382812,1014.8499755859376,1054.800048828125,1006.0,1022.0,13387015.0,,,,,,,,,,,,
2022-04-04,982.0882568359376,1011.5999755859376,1062.6500244140625,1003.4500122070312,1018.0,11247339.0,,,,,,,,,,,,
2022-04-11,986.9423828125,1016.5999755859376,1033.800048828125,1011.5999755859376,1012.0,6732218.0,,,,,,,,,,,,
2022-04-18,938.7893676757812,967.0,1038.9000244140625,959.0,1016.5999755859376,9684992.0,,,,,,,,,,,,
2022-04-25,952.5751342773438,981.2000122070312,994.9000244140624,946.2999877929688,957.0999755859376,7962816.0,,,,,,,,,,,,
2022-05-02,907.4802856445312,934.75,989.75,925.4000244140624,979.0,7843010.0,,,,,,,,,,,,
2022-05-09,907.3345336914062,934.5999755859376,942.5999755859376,904.25,934.75,12983288.0,,,,,,,,,,,,
2022-05-16,949.8568725585938,978.4000244140624,982.5999755859376,916.2000122070312,926.0499877929688,10131639.0,,,,,,,,,,,,
2022-05-23,938.1583862304688,966.3499755859376,987.7000122070312,960.0,978.7999877929688,7673121.0,,,,,,,,,,,,
2022-05-30,932.9158935546876,960.9500122070312,1006.8499755859376,957.1500244140624,968.4000244140624,12029020.0,,,,,,,,,,,,
2022-06-06,938.5952758789062,966.7999877929688,979.7000122070312,955.0,960.9500122070312,7229531.0,,,,,,,,,,,,
2022-06-13,888.063720703125,914.75,984.75,910.7999877929688,955.0,10313334.0,,,,,,,,,,,,
2022-06-20,906.4608764648438,933.7000122070312,945.0,902.0,914.75,4501932.0,,,,,,,,,,,,
2022-06-27,921.6057739257812,949.2999877929688,961.9000244140624,911.2000122070312,936.0,8460477.0,,,,,,,,,,,,
2022-07-04,908.1598510742188,935.4500122070312,950.3499755859376,927.8499755859376,944.5999755859376,6390768.0,,,,,,,,,,,,
2022-07-11,937.8671264648438,966.0499877929688,968.6500244140624,927.0499877929688,938.0,5981398.0,,,,,,,,,,,,
2022-07-18,943.7406005859376,972.0999755859376,989.5,955.4000244140624,971.6500244140624,6294547.0,,,,,,,,,,,,
2022-07-25,948.8860473632812,977.4000244140624,983.9500122070312,944.5,976.0,6903292.0,,,,,,,,,,,,
2022-08-01,1004.0289306640624,1034.199951171875,1046.9000244140625,988.2999877929688,990.0,14311853.0,,,,,,,,,,,,
2022-08-08,997.1846313476562,1027.1500244140625,1049.0,1022.3499755859376,1036.199951171875,4040652.0,,,,,,,,,,,,
2022-08-15,1004.9069213867188,1030.0999755859375,1042.949951171875,1007.3499755859376,1027.1500244140625,3734456.0,,,,,,,,,,,,
2022-08-22,995.8344116210938,1020.7999877929688,1053.8499755859375,1010.2000122070312,1016.0,6800134.0,,,,,,,,,,,,
2022-08-29,990.7615356445312,1015.5999755859376,1044.25,991.2999877929688,1000.0,6060559.0,,,,,,,,,,,,
2022-09-05,1032.417236328125,1058.300048828125,1065.949951171875,1012.0,1012.5,7964167.0,,,,,,,,,,,,
2022-09-12,1017.979248046875,1043.5,1068.5,1028.5,1058.300048828125,6857954.0,,,,,,,,,,,,
2022-09-19,1041.9776611328125,1068.0999755859375,1101.8499755859375,1015.0,1043.949951171875,11751484.0,,,,,,,,,,,,
2022-09-26,1087.6817626953125,1114.949951171875,1128.0,1050.8499755859375,1065.699951171875,10941362.0,,,,,,,,,,,,
2022-10-03,1102.8514404296875,1130.5,1150.4000244140625,1115.0,1116.800048828125,7258045.0,,,,,,,,,,,,
2022-10-10,1081.7799072265625,1108.9000244140625,1131.5,1099.199951171875,1110.0,6924048.0,,,,,,,,,,,,
2022-10-17,1106.99755859375,1134.75,1148.0,1098.800048828125,1108.0,6320148.0,,,,,,,,,,,,
2022-10-24,1126.947265625,1155.199951171875,1180.0999755859375,1141.550048828125,1145.5999755859375,5787833.0,,,,,,,,,,,,
2022-10-31,1118.0699462890625,1146.0999755859375,1185.25,1141.0,1161.0,8231689.0,,,,,,,,,,,,
2022-11-07,1093.97412109375,1121.4000244140625,1154.949951171875,1116.5,1146.0999755859375,7617782.0,,,,,,,,,,,,
2022-11-14,1075.438720703125,1102.4000244140625,1136.449951171875,1099.449951171875,1124.5,7170026.0,,,,,,,,,,,,
2022-11-21,1078.316650390625,1105.3499755859375,1124.550048828125,1078.5,1104.949951171875,9371434.0,,,,,,,,,,,,
2022-11-28,1087.0963134765625,1114.3499755859375,1149.0,1094.0999755859375,1100.0,9200402.0,,,,,,,,,,,,
2022-12-05,1080.80419921875,1107.9000244140625,1122.6500244140625,1101.0999755859375,1114.3499755859375,5252624.0,,,,,,,,,,,,
2022-12-12,1062.7567138671875,1089.4000244140625,1119.0,1086.0999755859375,1105.0,5860619.0,,,,,,,,,,,,
2022-12-19,1091.779052734375,1119.1500244140625,1147.3499755859375,1084.449951171875,1090.3499755859375,9643823.0,,,,,,,,,,,,
2022-12-26,1049.635498046875,1075.949951171875,1135.0,1070.0,1127.0,6173457.0,,,,,,,,,,,,
2023-01-02,1050.0257568359375,1076.3499755859375,1093.199951171875,1063.8499755859375,1080.25,5647214.0,,,,,,,,,,,,
2023-01-09,1041.63623046875,1067.75,1096.949951171875,1043.0,1081.75,5934432.0,,,,,,,,,,,,
2023-01-16,1027.685791015625,1053.449951171875,1074.699951171875,1050.449951171875,1070.5,4219230.0,,,,,,,,,,,,
2023-01-23,1021.6375732421876,1047.25,1074.9000244140625,1020.0,1053.4000244140625,6637611.0,,,,,,,,,,,,
2023-01-30,997.2976684570312,1022.2999877929688,1057.0,1007.5,1057.0,9330070.0,,,,,,,,,,,,
2023-02-06,1007.93115234375,1033.199951171875,1044.5999755859375,1010.1500244140624,1020.0,5129980.0,,,,,,,,,,,,
2023-02-13,1000.663330078125,1025.75,1040.5999755859375,1016.0999755859376,1036.0,4641767.0,,,,,,,,,,,,
2023-02-20,938.2774047851562,961.7999877929688,998.0,955.0,998.0,12276551.0,,,,,,,,,,,,
2023-02-27,857.1610107421875,878.6500244140625,968.5999755859376,877.0,965.5999755859376,14034180.0,,,,,,,,,,,,
2023-03-06,859.648681640625,881.2000122070312,896.8499755859375,869.0499877929688,885.0,14919310.0,,,,,,,,,,,,
2023-03-13,852.6734619140625,874.0499877929688,890.0,853.8499755859375,882.5999755859375,9657563.0,,,,,,,,,,,,
2023-03-20,855.795166015625,877.25,879.0,852.0,874.0499877929688,8540672.0,,,,,,,,,,,,
2023-03-27,878.4766235351562,900.5,902.7000122070312,876.0499877929688,881.0499877929688,12979822.0,,,,,,,,,,,,
2023-04-03,871.5014038085938,893.3499755859375,910.0,886.2999877929688,910.0,5748423.0,,,,,,,,,,,,
2023-04-10,893.3535766601562,915.75,923.0499877929688,894.2000122070312,896.9500122070312,7216794.0,,,,,,,,,,,,
2023-04-17,892.6707153320312,915.0499877929688,925.9500122070312,897.0,915.0,14020393.0,,,,,,,,,,,,
2023-04-24,885.8419189453125,908.0499877929688,919.0,896.2999877929688,916.0,10779570.0,,,,,,,,,,,,
2023-05-01,902.1823120117188,924.7999877929688,935.4000244140624,906.0999755859376,908.0499877929688,10079254.0,,,,,,,,,,,,
2023-05-08,914.52294921875,937.4500122070312,953.0,913.0,927.2000122070312,13541611.0,,,,,,,,,,,,
2023-05-15,893.8414306640625,916.25,942.6500244140624,896.8499755859375,940.0,13368665.0,,,,,,,,,,,,
2023-05-22,928.0829467773438,951.3499755859376,952.75,915.4500122070312,916.25,7323616.0,,,,,,,,,,,,
2023-05-29,942.2283325195312,965.8499755859376,969.6500244140624,942.2999877929688,952.0,8875574.0,,,,,,,,,,,,
2023-06-05,945.5452270507812,969.25,977.9000244140624,958.5,970.0,7362278.0,,,,,,,,,,,,
2023-06-12,981.4451904296876,1006.0499877929688,1007.1500244140624,955.1500244140624,973.25,8605605.0,,,,,,,,,,,,
2023-06-19,965.202392578125,989.4000244140624,1018.7999877929688,985.6500244140624,1006.25,8198109.0,,,,,,,,,,,,
2023-06-26,990.1275634765624,1014.9500122070312,1026.0999755859375,989.3499755859376,989.3499755859376,7581346.0,,,,,,,,,,,,
2023-07-03,995.6881103515624,1020.6500244140624,1029.9000244140625,996.5,1020.5,6465841.0,,,,,,,,,,,,
2023-07-10,1005.6874389648438,1030.9000244140625,1036.0,1013.0,1024.0,5327611.0,,,,,,,,,,,,
2023-07-17,1023.2960205078124,1048.949951171875,1062.0,1019.5,1036.199951171875,5057688.0,,,,,,,,,,,,
2023-07-24,1167.8974609375,1177.800048828125,1219.4000244140625,1038.0,1048.949951171875,22436321.0,,,,,,,,,,,,
2023-07-31,1199.5787353515625,1209.75,1238.699951171875,1150.0,1181.800048828125,16379889.0,,,,,,,,,,,,
2023-08-07,1239.6885986328125,1250.199951171875,1277.9000244140625,1174.199951171875,1195.0,13026096.0,,,,,,,,,,,,
2023-08-14,1226.0047607421875,1236.4000244140625,1257.0,1226.050048828125,1250.199951171875,5643914.0,,,,,,,,,,,,
2023-08-21,1199.231689453125,1209.4000244140625,1259.9000244140625,1205.0,1237.449951171875,6779039.0,,,,,,,,,,,,
2023-08-28,1234.9290771484375,1245.4000244140625,1268.9000244140625,1211.0,1212.0,8428433.0,,,,,,,,,,,,
2023-09-04,1234.1357421875,1244.5999755859375,1267.0,1232.550048828125,1250.300048828125,7665174.0,,,,,,,,,,,,
2023-09-11,1225.1123046875,1235.5,1259.9000244140625,1223.300048828125,1244.5999755859375,7573434.0,,,,,,,,,,,,
2023-09-18,1175.9293212890625,1185.9000244140625,1257.5999755859375,1168.550048828125,1240.949951171875,8257919.0,,,,,,,,,,,,
2023-09-25,1176.17724609375,1186.1500244140625,1199.199951171875,1158.9000244140625,1186.0,7671194.0,,,,,,,,,,,,
2023-10-02,1153.2218017578125,1163.0,1186.1500244140625,1155.25,1186.1500244140625,4955942.0,,,,,,,,,,,,
2023-10-09,1157.931884765625,1167.75,1186.3499755859375,1146.5,1159.0,6584025.0,,,,,,,,,,,,
2023-10-16,1190.1090087890625,1200.199951171875,1225.0,1158.800048828125,1166.300048828125,11897353.0,,,,,,,,,,,,
2023-10-23,1164.377197265625,1174.25,1210.199951171875,1132.0,1200.0,6183320.0,,,,,,,,,,,,
2023-10-30,1196.207275390625,1206.3499755859375,1219.75,1177.5,1186.0,7954837.0,,,,,,,,,,,,
2023-11-06,1229.673583984375,1240.0999755859375,1245.0,1197.25,1211.949951171875,4908694.0,,,,,,,,,,,,
2023-11-13,1238.8953857421875,1249.4000244140625,1260.0,1230.6500244140625,1243.0,4256760.0,,,,,,,,,,,,
2023-11-20,1188.5721435546875,1198.6500244140625,1283.550048828125,1164.550048828125,1241.5,16153728.0,,,,,,,,,,,,
2023-11-27,1195.562744140625,1205.699951171875,1217.8499755859375,1188.0,1198.6500244140625,8163449.0,,,,,,,,,,,,
2023-12-04,1208.85009765625,1219.0999755859375,1231.199951171875,1197.0,1212.300048828125,8369573.0,,,,,,,,,,,,
2023-12-11,1196.9510498046875,1207.0999755859375,1222.550048828125,1195.050048828125,1217.5999755859375,8060289.0,,,,,,,,,,,,
2023-12-18,1225.21142578125,1235.5999755859375,1248.0,1192.0999755859375,1205.5999755859375,9768077.0,,,,,,,,,,,,
2023-12-25,1235.821533203125,1246.300048828125,1267.5999755859375,1231.8499755859375,1235.5999755859375,7735689.0,,,,,,,,,,,,
2024-01-01,1276.0802001953125,1286.9000244140625,1308.0,1246.699951171875,1252.449951171875,7551500.0,,,,,,,,,,,,
2024-01-08,1297.002685546875,1308.0,1340.0,1266.199951171875,1296.6500244140625,8648386.0,,,,,,,,,,,,
2024-01-15,1316.784912109375,1327.949951171875,1330.949951171875,1267.9000244140625,1316.0,6725620.0,,,,,,,,,,,,
2024-01-22,1358.1343994140625,1369.6500244140625,1425.0,1327.949951171875,1327.949951171875,11166996.0,,,,,,,,,,,,
2024-01-29,1380.9410400390625,1392.6500244140625,1404.699951171875,1312.0,1365.0,10059025.0,,,,,,,,,,,,
2024-02-05,1427.64501953125,1439.75,1457.699951171875,1394.300048828125,1400.6500244140625,6902918.0,,,,,,,,,,,,
2024-02-12,1428.5869140625,1440.699951171875,1463.550048828125,1410.449951171875,1440.0,4807712.0,,,,,,,,,,,,
2024-02-19,1454.0709228515625,1466.4000244140625,1482.3499755859375,1420.550048828125,1444.949951171875,6404314.0,,,,,,,,,,,,
2024-02-26,1458.5330810546875,1470.9000244140625,1494.0,1451.4000244140625,1473.5,10118960.0,,,,,,,,,,,,
2024-03-04,1470.68017578125,1483.1500244140625,1495.300048828125,1448.1500244140625,1483.0,5180501.0,,,,,,,,,,,,
2024-03-11,1475.5389404296875,1488.050048828125,1519.0,1449.0,1493.0,9046062.0,,,,,,,,,,,,
2024-03-18,1468.7960205078125,1481.25,1495.8499755859375,1415.5999755859375,1489.0,7819534.0,,,,,,,,,,,,
2024-03-25,1484.364013671875,1496.949951171875,1514.199951171875,1458.0,1481.25,5388368.0,,,,,,,,,,,,
2024-04-01,1437.2138671875,1449.4000244140625,1510.0,1437.5,1510.0,5330092.0,,,,,,,,,,,,
2024-04-08,1385.05615234375,1396.800048828125,1472.8499755859375,1388.0,1457.1500244140625,6948326.0,,,,,,,,,,,,
2024-04-15,1334.435302734375,1345.75,1399.0,1335.0,1389.949951171875,6706053.0,,,,,,,,,,,,
2024-04-22,1397.30224609375,1409.1500244140625,1417.199951171875,1344.5,1350.25,9143658.0,,,,,,,,,,,,
2024-04-29,1412.7711181640625,1424.75,1434.0,1392.4000244140625,1419.0,4754816.0,,,,,,,,,,,,
