Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'POWERGRID.NS')","('High', 'POWERGRID.NS')","('Low', 'POWERGRID.NS')","('Open', 'POWERGRID.NS')","('Volume', 'POWERGRID.NS')","('Date', '')","('Close', 'POWERGRID.NS')","('High', 'POWERGRID.NS')","('Low', 'POWERGRID.NS')","('Open', 'POWERGRID.NS')","('Volume', 'POWERGRID.NS')"
2019-12-30,80.2808837890625,108.56253051757812,110.6437759399414,107.0156478881836,107.18440246582033,26652333.0,,,,,,,,,,,,
2020-01-06,79.92731475830078,108.08440399169922,109.40628051757812,105.7500228881836,108.00003051757812,42664251.0,,,,,,,,,,,,
2020-01-13,82.11112213134766,111.03752899169922,111.2906494140625,107.88752746582033,108.22502899169922,54042272.0,,,,,,,,,,,,
2020-01-20,81.92394256591797,110.7844009399414,118.68753051757812,108.59065246582033,114.97502899169922,365619730.0,,,,,,,,,,,,
2020-01-27,75.8716812133789,102.60002136230467,110.5031509399414,99.5344009399414,110.47502899169922,166531873.0,,,,,,,,,,,,
2020-02-03,79.19939422607422,107.10002899169922,110.0812759399414,99.8156509399414,101.75627136230467,72321121.0,,,,,,,,,,,,
2020-02-10,76.57880401611328,103.5562744140625,107.94377899169922,103.16252136230467,107.2687759399414,121727077.0,,,,,,,,,,,,
2020-02-17,78.72101593017578,106.4531478881836,107.2687759399414,101.55940246582033,104.0625228881836,96771567.0,,,,,,,,,,,,
2020-02-24,75.49730682373047,102.0937728881836,106.4250259399414,100.77189636230467,106.3125228881836,106325552.0,,,,,,,,,,,,
2020-03-02,79.28257751464844,107.2125244140625,112.24690246582033,102.2343978881836,103.3593978881836,76605816.0,,,,,,,,,,,,
2020-03-09,69.84020233154297,94.44377136230467,106.0875244140625,84.0937728881836,104.00627899169922,215249528.0,,,,,,,,,,,,
2020-03-16,65.41020965576172,88.4531478881836,95.8218994140625,68.70938873291016,91.35002136230467,370564608.0,,,,,,,,,,,,
2020-03-23,69.00354766845703,90.0000228881836,93.5156478881836,79.62189483642578,79.62189483642578,159490943.0,,,,,,,,,,,,
2020-03-30,67.36470031738281,87.86251831054688,91.09689331054688,85.3593978881836,87.1875228881836,82451803.0,,,,,,,,,,,,
2020-04-06,70.92271423339844,92.5031509399414,93.7687759399414,87.3281478881836,87.86251831054688,61831038.0,,,,,,,,,,,,
2020-04-13,72.34589385986328,94.3593978881836,97.4531478881836,88.4531478881836,92.2500228881836,89837965.0,,,,,,,,,,,,
