Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'APLAPOLLO.NS')","('High', 'APLAPOLLO.NS')","('Low', 'APLAPOLLO.NS')","('Open', 'APLAPOLLO.NS')","('Volume', 'APLAPOLLO.NS')","('Date', '')","('Close', 'APLAPOLLO.NS')","('High', 'APLAPOLLO.NS')","('Low', 'APLAPOLLO.NS')","('Open', 'APLAPOLLO.NS')","('Volume', 'APLAPOLLO.NS')"
2019-12-30,183.245346069336,185.1300048828125,193.8999938964844,182.53500366210932,189.2100067138672,2292420.0,,,,,,,,,,,,
2020-01-06,187.6698608398437,189.6000061035156,190.0,175.02000427246094,185.1300048828125,1334530.0,,,,,,,,,,,,
2020-01-13,192.60411071777344,194.5850067138672,197.6699981689453,188.1100006103516,189.7700042724609,1279860.0,,,,,,,,,,,,
2020-01-20,201.5718688964844,203.6450042724609,207.28500366210932,192.3000030517578,194.5,1899300.0,,,,,,,,,,,,
2020-01-27,195.2172241210937,197.2250061035156,221.8999938964844,195.0050048828125,219.0,3869380.0,,,,,,,,,,,,
2020-02-03,200.73052978515625,202.7949981689453,205.5,189.82000732421875,198.8600006103516,1822020.0,,,,,,,,,,,,
2020-02-10,198.4242401123047,200.46499633789065,213.0,200.1750030517578,204.25,1224350.0,,,,,,,,,,,,
2020-02-17,209.27761840820312,211.42999267578125,216.55499267578125,197.2700042724609,201.8600006103516,2368370.0,,,,,,,,,,,,
2020-02-24,192.3714904785156,194.3500061035156,214.5,190.0,212.1000061035156,2209940.0,,,,,,,,,,,,
2020-03-02,185.3140869140625,187.22000122070312,200.59500122070312,177.5,196.5,2210040.0,,,,,,,,,,,,
2020-03-09,152.50650024414062,154.0749969482422,185.8600006103516,122.3249969482422,182.6000061035156,3343430.0,,,,,,,,,,,,
2020-03-16,129.5129852294922,130.84500122070312,149.5,103.0,149.5,4167730.0,,,,,,,,,,,,
2020-03-23,127.16216278076172,128.47000122070312,142.72999572753906,104.68000030517578,115.0,3377550.0,,,,,,,,,,,,
2020-03-30,118.52102661132812,119.73999786376952,127.8000030517578,118.8000030517578,127.8000030517578,705600.0,,,,,,,,,,,,
2020-04-06,132.2300262451172,133.58999633789062,137.89999389648438,119.73999786376952,119.73999786376952,850530.0,,,,,,,,,,,,
2020-04-13,124.57378387451172,125.8550033569336,134.89999389648438,116.5999984741211,134.89999389648438,1513470.0,,,,,,,,,,,,
2020-04-20,128.3697509765625,129.69000244140625,132.39999389648438,115.00499725341795,126.9000015258789,2244720.0,,,,,,,,,,,,
2020-04-27,141.42051696777344,142.875,151.0,122.26000213623048,129.60000610351562,3033220.0,,,,,,,,,,,,
2020-05-04,122.59909057617188,123.86000061035156,138.6999969482422,121.6999969482422,138.6999969482422,3088700.0,,,,,,,,,,,,
2020-05-11,123.44043731689452,124.70999908447266,126.99500274658205,115.55500030517578,124.5,1521820.0,,,,,,,,,,,,
2020-05-18,137.32762145996094,138.74000549316406,143.35499572753906,121.5,124.70999908447266,2536530.0,,,,,,,,,,,,
2020-05-25,150.23486328125,151.77999877929688,154.98500061035156,135.52999877929688,138.74000549316406,2129500.0,,,,,,,,,,,,
2020-06-01,162.3452911376953,164.01499938964844,167.39999389648438,152.10000610351562,153.48500061035156,3688220.0,,,,,,,,,,,,
2020-06-08,158.2919921875,159.9199981689453,172.0,152.47500610351562,167.27999877929688,2730550.0,,,,,,,,,,,,
2020-06-15,157.28733825683594,158.90499877929688,163.78500366210938,155.61500549316406,160.60000610351562,1496100.0,,,,,,,,,,,,
2020-06-22,154.7781219482422,156.3699951171875,169.5,155.5,159.97999572753906,4706750.0,,,,,,,,,,,,
2020-06-29,176.65811157226562,178.47500610351562,181.9949951171875,152.50999450683594,157.15499877929688,7110300.0,,,,,,,,,,,,
2020-07-06,171.6199188232422,173.38499450683594,182.7949981689453,168.5,178.00999450683594,3956050.0,,,,,,,,,,,,
2020-07-13,168.7494354248047,170.48500061035156,179.4499969482422,167.5,173.5,2021070.0,,,,,,,,,,,,
2020-07-20,182.6564178466797,184.53500366210932,187.8800048828125,172.0,172.0,4338460.0,,,,,,,,,,,,
2020-07-27,182.2258453369141,184.1000061035156,192.5,180.00999450683594,185.4600067138672,2234440.0,,,,,,,,,,,,
2020-08-03,214.50387573242188,216.7100067138672,219.7749938964844,181.8350067138672,183.5800018310547,4595260.0,,,,,,,,,,,,
2020-08-10,216.45379638671875,218.67999267578125,224.9900054931641,205.1999969482422,216.8000030517578,3404810.0,,,,,,,,,,,,
2020-08-17,230.7715606689453,233.1450042724609,242.44500732421875,220.63999938964844,220.63999938964844,3237280.0,,,,,,,,,,,,
2020-08-24,240.7093505859375,243.1849975585937,250.0,233.1000061035156,235.8999938964844,4525990.0,,,,,,,,,,,,
2020-08-31,237.0965118408203,239.53500366210932,247.0,232.60499572753903,241.1999969482422,10122200.0,,,,,,,,,,,,
2020-09-07,239.6650848388672,242.1300048828125,248.7400054931641,237.0,239.92999267578125,3592340.0,,,,,,,,,,,,
2020-09-14,267.7413330078125,270.4949951171875,284.0,242.7550048828125,245.3000030517578,11599150.0,,,,,,,,,,,,
2020-09-21,265.1083984375,267.8349914550781,274.4949951171875,250.509994506836,272.0,2491490.0,,,,,,,,,,,,
2020-09-28,292.42742919921875,295.4349975585937,300.82000732421875,268.20001220703125,274.9949951171875,4301640.0,,,,,,,,,,,,
2020-10-05,281.1484375,284.0400085449219,304.79998779296875,280.5050048828125,298.79998779296875,2299300.0,,,,,,,,,,,,
2020-10-12,271.71051025390625,274.5050048828125,287.5,266.5,286.5050048828125,2410600.0,,,,,,,,,,,,
2020-10-19,298.7375183105469,301.8099975585937,304.2950134277344,269.5,276.0,2618630.0,,,,,,,,,,,,
2020-10-26,311.22906494140625,314.42999267578125,321.4949951171875,296.2699890136719,305.0,6585550.0,,,,,,,,,,,,
2020-11-02,322.3051452636719,325.6199951171875,328.0050048828125,305.95001220703125,311.20001220703125,2959720.0,,,,,,,,,,,,
2020-11-09,327.8431701660156,331.2149963378906,334.79998779296875,319.9049987792969,329.0,3108820.0,,,,,,,,,,,,
2020-11-16,318.27655029296875,321.54998779296875,332.19500732421875,318.69500732421875,330.8949890136719,1442820.0,,,,,,,,,,,,
2020-11-23,334.45025634765625,337.8900146484375,348.9599914550781,315.5050048828125,323.79998779296875,3174600.0,,,,,,,,,,,,
2020-11-30,367.0845947265625,370.8599853515625,379.0400085449219,337.8900146484375,337.8900146484375,4002180.0,,,,,,,,,,,,
2020-12-07,363.68951416015625,367.4299926757813,391.8999938964844,365.3999938964844,385.0,5437850.0,,,,,,,,,,,,
2020-12-14,380.9321899414063,384.8500061035156,401.25,367.0,371.8450012207031,3465290.0,,,,,,,,,,,,
2020-12-21,376.62646484375,380.5,384.9249877929688,325.125,381.0,2088494.0,,,,,,,,,,,,
2020-12-28,425.5235595703125,429.8999938964844,447.0,382.5,384.5,5832142.0,,,,,,,,,,,,
2021-01-04,476.1528625488281,481.0499877929688,483.9500122070313,430.5499877929688,432.0,7226238.0,,,,,,,,,,,,
2021-01-11,467.9620666503906,472.7749938964844,493.9500122070313,465.0499877929688,486.9500122070313,3884570.0,,,,,,,,,,,,
2021-01-18,464.3492431640625,469.125,487.0,455.0499877929688,477.0,2616010.0,,,,,,,,,,,,
2021-01-25,448.7101135253906,453.3250122070313,480.0499877929688,450.5499877929688,475.0,3257892.0,,,,,,,,,,,,
2021-02-01,459.1527099609375,463.875,478.5,445.0499877929688,455.0,1846756.0,,,,,,,,,,,,
2021-02-08,468.951904296875,473.7749938964844,487.4500122070313,460.3500061035156,463.5,4528120.0,,,,,,,,,,,,
2021-02-15,479.54296875,484.4750061035156,499.4500122070313,476.25,476.25,6162760.0,,,,,,,,,,,,
2021-02-22,530.889892578125,536.3499755859375,544.0,470.0499877929688,484.4750061035156,3075296.0,,,,,,,,,,,,
2021-03-01,663.5752563476562,670.4000244140625,680.0,525.625,562.5,6875266.0,,,,,,,,,,,,
2021-03-08,622.3740234375,628.7750244140625,697.4500122070312,625.0,670.4000244140625,2872024.0,,,,,,,,,,,,
2021-03-15,620.9140014648438,627.2999877929688,637.0,525.0499877929688,625.0,5398310.0,,,,,,,,,,,,
2021-03-22,660.0861206054688,666.875,687.2000122070312,611.0,627.2999877929688,4004584.0,,,,,,,,,,,,
2021-03-29,656.6217651367188,663.375,724.0,648.4500122070312,666.875,1545246.0,,,,,,,,,,,,
2021-04-05,645.2388305664062,651.875,662.0,602.7750244140625,662.0,2396074.0,,,,,,,,,,,,
2021-04-12,622.7946166992188,629.2000122070312,647.8250122070312,593.2750244140625,647.5,1918590.0,,,,,,,,,,,,
2021-04-19,631.77734375,638.2750244140625,644.9500122070312,585.0,604.0499877929688,1943804.0,,,,,,,,,,,,
2021-04-26,644.4965209960938,651.125,671.1749877929688,626.5250244140625,644.5,2257930.0,,,,,,,,,,,,
2021-05-03,634.3756103515625,640.9000244140625,692.5,628.0,652.5,2393860.0,,,,,,,,,,,,
2021-05-10,591.5162963867188,597.5999755859375,642.7249755859375,588.8499755859375,630.0,2473016.0,,,,,,,,,,,,
2021-05-17,620.1468505859375,626.5250244140625,650.0,592.5,600.0,1759836.0,,,,,,,,,,,,
2021-05-24,642.31884765625,648.9249877929688,685.4749755859375,613.9249877929688,625.5,1891088.0,,,,,,,,,,,,
2021-05-31,654.5926513671875,661.3250122070312,709.0,630.0,650.0,3518664.0,,,,,,,,,,,,
2021-06-07,712.7445678710938,720.0750122070312,739.2999877929688,649.0,666.2000122070312,3304386.0,,,,,,,,,,,,
2021-06-14,767.0609130859375,774.9500122070312,799.5,702.5,722.0,7424120.0,,,,,,,,,,,,
2021-06-21,801.1602172851562,809.4000244140625,822.3499755859375,755.0,762.5,4643500.0,,,,,,,,,,,,
2021-06-28,806.7774658203125,815.0750122070312,839.0,777.4749755859375,810.0,1385134.0,,,,,,,,,,,,
2021-07-05,763.992431640625,771.8499755859375,823.9749755859375,767.5,820.5,1007212.0,,,,,,,,,,,,
2021-07-12,777.404541015625,785.4000244140625,787.5,718.0750122070312,778.625,2315636.0,,,,,,,,,,,,
2021-07-19,802.9913940429688,811.25,832.5,737.5,799.5,1890540.0,,,,,,,,,,,,
2021-07-26,864.1622314453125,873.0499877929688,924.9249877929688,794.5,811.0499877929688,3919968.0,,,,,,,,,,,,
2021-08-02,867.156494140625,876.0750122070312,912.4749755859376,840.0,887.5,2142096.0,,,,,,,,,,,,
2021-08-09,795.4193115234375,803.5999755859375,899.4500122070312,800.0499877929688,885.0,1999258.0,,,,,,,,,,,,
2021-08-16,794.8748779296875,803.0499877929688,837.4500122070312,790.0,805.5499877929688,998992.0,,,,,,,,,,,,
2021-08-23,814.596923828125,822.9749755859375,834.0,741.4249877929688,805.0,2167928.0,,,,,,,,,,,,
2021-08-30,840.950927734375,849.5999755859375,857.5499877929688,813.875,828.4500122070312,1419402.0,,,,,,,,,,,,
2021-09-06,930.1832885742188,939.75,950.5,840.0,855.0,2670368.0,,,,,,,,,,,,
2021-09-13,936.3201293945312,945.9500122070312,1044.699951171875,916.9249877929688,948.0,3112358.0,,,,,,,,,,,,
2021-09-20,885.0474853515625,894.1500244140625,949.0,869.0999755859375,945.9500122070312,1238898.0,,,,,,,,,,,,
2021-09-27,840.2086181640625,848.8499755859375,899.9000244140625,804.0999755859375,899.8499755859375,3994369.0,,,,,,,,,,,,
2021-10-04,845.7020874023438,854.4000244140625,891.9000244140625,826.8499755859375,859.0,2677779.0,,,,,,,,,,,,
2021-10-11,841.9903564453125,850.6500244140625,885.0,843.4000244140625,858.0,1359094.0,,,,,,,,,,,,
2021-10-18,808.138427734375,816.4500122070312,895.0,809.0999755859375,835.0,3058289.0,,,,,,,,,,,,
2021-10-25,791.954833984375,800.0999755859375,823.7999877929688,750.0999755859375,820.0,4552117.0,,,,,,,,,,,,
2021-11-01,853.670166015625,862.4500122070312,865.0,801.0,801.0,1646683.0,,,,,,,,,,,,
2021-11-08,910.63427734375,920.0,923.7999877929688,861.25,870.0,9552454.0,,,,,,,,,,,,
2021-11-15,901.1815185546876,910.4500122070312,939.9500122070312,882.1500244140625,924.9000244140624,2292015.0,,,,,,,,,,,,
