Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BANDHANBNK.NS')","('High', 'BANDHANBNK.NS')","('Low', 'BANDHANBNK.NS')","('Open', 'BANDHANBNK.NS')","('Volume', 'BANDHANBNK.NS')","('Date', '')","('Close', 'BANDHANBNK.NS')","('High', 'BANDHANBNK.NS')","('Low', 'BANDHANBNK.NS')","('Open', 'BANDHANBNK.NS')","('Volume', 'BANDHANBNK.NS')"
2019-12-30,497.3184509277344,506.1499938964844,514.7000122070312,495.25,510.7999877929688,3822658.0,,,,,,,,,,,,
2020-01-06,483.562744140625,492.1499938964844,505.5,483.1000061035156,505.0,6847650.0,,,,,,,,,,,,
2020-01-13,472.6073303222656,481.0,526.0,473.7999877929688,495.7999877929688,21415587.0,,,,,,,,,,,,
2020-01-20,473.4425048828125,481.8500061035156,487.5,470.2999877929688,482.0,7489965.0,,,,,,,,,,,,
2020-01-27,433.05963134765625,440.75,484.3999938964844,435.0,478.3999938964844,9966591.0,,,,,,,,,,,,
2020-02-03,434.9755859375,442.7000122070313,447.8500061035156,421.0,439.7000122070313,15096145.0,,,,,,,,,,,,
2020-02-10,444.6536865234375,452.5499877929688,481.2000122070313,437.1499938964844,444.7000122070313,15352246.0,,,,,,,,,,,,
2020-02-17,408.6923522949219,415.9500122070313,456.5499877929688,409.0,452.8999938964844,12063638.0,,,,,,,,,,,,
2020-02-24,376.80853271484375,383.5,425.9500122070313,370.0,414.7000122070313,38326321.0,,,,,,,,,,,,
2020-03-02,396.8034973144531,403.8500061035156,424.8999938964844,385.0,395.7999877929688,26315756.0,,,,,,,,,,,,
2020-03-09,321.8347473144531,327.54998779296875,402.0,271.0,394.3999938964844,24534871.0,,,,,,,,,,,,
2020-03-16,227.5589599609375,231.6000061035156,322.8999938964844,185.6999969482422,322.45001220703125,74952840.0,,,,,,,,,,,,
2020-03-23,245.1957550048828,249.5500030517578,269.5,152.1999969482422,208.4499969482422,84315943.0,,,,,,,,,,,,
2020-03-30,178.3822479248047,181.5500030517578,248.8999938964844,180.0,225.0500030517578,49990389.0,,,,,,,,,,,,
2020-04-06,188.8955535888672,192.25,209.0500030517578,164.3000030517578,181.5500030517578,95747710.0,,,,,,,,,,,,
2020-04-13,212.52589416503903,216.3000030517578,226.6499938964844,173.5,184.0,91614135.0,,,,,,,,,,,,
2020-04-20,194.9873504638672,198.4499969482422,229.6999969482422,183.6000061035156,223.0,71901131.0,,,,,,,,,,,,
2020-04-27,257.7724304199219,262.3500061035156,266.45001220703125,200.4499969482422,203.0,71377459.0,,,,,,,,,,,,
2020-05-04,235.8123779296875,240.0,263.8999938964844,222.1499938964844,245.0,69170651.0,,,,,,,,,,,,
2020-05-11,239.44781494140625,243.6999969482422,257.25,229.0,246.9499969482422,63383399.0,,,,,,,,,,,,
2020-05-18,199.4088592529297,202.9499969482422,244.6000061035156,195.3999938964844,243.6999969482422,77979919.0,,,,,,,,,,,,
2020-05-25,214.34364318847656,218.1499938964844,230.8999938964844,201.0,202.9499969482422,50883194.0,,,,,,,,,,,,
2020-06-01,243.3780212402344,247.6999969482422,261.3999938964844,223.0,225.0,72692012.0,,,,,,,,,,,,
2020-06-08,278.5533752441406,283.5,289.20001220703125,248.5500030517578,257.6000061035156,115909099.0,,,,,,,,,,,,
2020-06-15,285.52947998046875,290.6000061035156,294.70001220703125,260.04998779296875,278.0,77964826.0,,,,,,,,,,,,
2020-06-22,332.0533447265625,337.95001220703125,367.7999877929688,294.54998779296875,295.0,128978552.0,,,,,,,,,,,,
2020-06-29,341.0927734375,347.1499938964844,355.75,313.3999938964844,333.0,78773964.0,,,,,,,,,,,,
2020-07-06,367.4251708984375,373.9500122070313,402.0,349.0,351.70001220703125,98918411.0,,,,,,,,,,,,
2020-07-13,346.6441955566406,352.79998779296875,382.75,330.54998779296875,378.0,73257701.0,,,,,,,,,,,,
2020-07-20,335.3940124511719,341.3500061035156,358.79998779296875,338.0,356.0,42937651.0,,,,,,,,,,,,
2020-07-27,339.0785522460937,345.1000061035156,348.70001220703125,327.29998779296875,345.0,41225919.0,,,,,,,,,,,,
2020-08-03,302.13458251953125,307.5,320.8500061035156,295.1000061035156,320.8500061035156,223842645.0,,,,,,,,,,,,
2020-08-10,283.17138671875,288.20001220703125,311.8999938964844,285.1000061035156,309.6499938964844,95678891.0,,,,,,,,,,,,
2020-08-17,287.0033569335937,292.1000061035156,297.8999938964844,283.0,292.29998779296875,77976179.0,,,,,,,,,,,,
2020-08-24,314.46563720703125,320.04998779296875,327.0,291.1000061035156,295.20001220703125,118839827.0,,,,,,,,,,,,
2020-08-31,308.96337890625,314.45001220703125,328.3500061035156,298.1000061035156,325.45001220703125,88482388.0,,,,,,,,,,,,
2020-09-07,306.3595886230469,311.79998779296875,314.5,295.6499938964844,309.75,46103103.0,,,,,,,,,,,,
2020-09-14,293.53729248046875,298.75,318.3999938964844,294.1499938964844,312.5,54808472.0,,,,,,,,,,,,
2020-09-21,260.3761901855469,265.0,298.0,251.3999938964844,298.0,51711738.0,,,,,,,,,,,,
2020-09-28,280.7641296386719,285.75,287.0,267.20001220703125,269.1499938964844,29975944.0,,,,,,,,,,,,
2020-10-05,319.7714538574219,325.45001220703125,330.0,288.6000061035156,290.0,70304629.0,,,,,,,,,,,,
2020-10-12,307.53863525390625,313.0,332.3500061035156,301.20001220703125,327.3999938964844,41034833.0,,,,,,,,,,,,
2020-10-19,302.3802490234375,307.75,326.95001220703125,306.0,318.3500061035156,40895557.0,,,,,,,,,,,,
2020-10-26,284.3995666503906,289.45001220703125,309.6499938964844,279.0,309.0,38564838.0,,,,,,,,,,,,
2020-11-02,325.1263122558594,330.8999938964844,332.5,294.0,294.0,58814361.0,,,,,,,,,,,,
2020-11-09,337.5556030273437,343.54998779296875,354.0,330.0,333.6499938964844,69190711.0,,,,,,,,,,,,
2020-11-16,343.7947998046875,349.8999938964844,366.2999877929688,339.0,344.25,52675675.0,,,,,,,,,,,,
2020-11-23,360.5964660644531,367.0,374.9500122070313,352.0,358.0,60751645.0,,,,,,,,,,,,
2020-11-30,386.5357971191406,393.3999938964844,396.0,365.7999877929688,367.0,32571497.0,,,,,,,,,,,,
2020-12-07,415.8158264160156,423.2000122070313,430.7000122070313,394.0,395.0,79011754.0,,,,,,,,,,,,
2020-12-14,401.07757568359375,408.2000122070313,429.25,404.0499877929688,425.2999877929688,37259304.0,,,,,,,,,,,,
2020-12-21,391.2029418945313,398.1499938964844,409.0,367.5,404.9500122070313,38704579.0,,,,,,,,,,,,
2020-12-28,393.2171630859375,400.2000122070313,419.25,395.7000122070313,402.0,36019026.0,,,,,,,,,,,,
2021-01-04,412.0821533203125,419.3999938964844,424.0,390.3999938964844,404.0,60227037.0,,,,,,,,,,,,
2021-01-11,362.1193542480469,368.5499877929688,424.8999938964844,362.25,424.8999938964844,76549739.0,,,,,,,,,,,,
2021-01-18,308.61944580078125,314.1000061035156,372.5499877929688,311.8500061035156,367.6000061035156,109758180.0,,,,,,,,,,,,
2021-01-25,304.0506286621094,309.45001220703125,320.0,297.0,320.0,65553687.0,,,,,,,,,,,,
2021-02-01,323.79986572265625,329.54998779296875,357.0,304.8999938964844,310.0,89079106.0,,,,,,,,,,,,
2021-02-08,331.6111755371094,337.5,341.95001220703125,321.25,331.0,42340266.0,,,,,,,,,,,,
2021-02-15,331.36553955078125,337.25,353.79998779296875,335.0,341.54998779296875,42860518.0,,,,,,,,,,,,
2021-02-22,339.2259521484375,345.25,350.75,322.6499938964844,336.79998779296875,38251434.0,,,,,,,,,,,,
2021-03-01,340.3067626953125,346.3500061035156,362.6499938964844,336.25,349.0,44024136.0,,,,,,,,,,,,
