Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ZYDUSLIFE.NS')","('High', 'ZYDUSLIFE.NS')","('Low', 'ZYDUSLIFE.NS')","('Open', 'ZYDUSLIFE.NS')","('Volume', 'ZYDUSLIFE.NS')","('Date', '')","('Close', 'ZYDUSLIFE.NS')","('High', 'ZYDUSLIFE.NS')","('Low', 'ZYDUSLIFE.NS')","('Open', 'ZYDUSLIFE.NS')","('Volume', 'ZYDUSLIFE.NS')"
2020-04-06,339.2090148925781,351.1000061035156,374.0,274.6000061035156,274.6000061035156,68989218.0,,,,,,,,,,,,
2020-04-13,322.494873046875,333.79998779296875,364.8999938964844,329.1499938964844,364.8999938964844,41734961.0,,,,,,,,,,,,
2020-04-20,325.5382385253906,336.95001220703125,349.8999938964844,326.3500061035156,340.0,46754784.0,,,,,,,,,,,,
2020-04-27,312.9784851074219,323.95001220703125,342.54998779296875,320.5,330.29998779296875,24791247.0,,,,,,,,,,,,
2020-05-04,310.36993408203125,321.25,342.5,318.0,323.95001220703125,31533269.0,,,,,,,,,,,,
2020-05-11,320.9490661621094,332.20001220703125,343.0,321.1000061035156,332.79998779296875,26757751.0,,,,,,,,,,,,
2020-05-18,334.9580078125,346.70001220703125,353.0,321.3500061035156,332.5,24212861.0,,,,,,,,,,,,
2020-05-25,332.9291076660156,344.6000061035156,352.5,333.0,346.70001220703125,15844733.0,,,,,,,,,,,,
2020-06-01,347.5177001953125,359.70001220703125,367.5499877929688,342.6499938964844,345.8999938964844,26547029.0,,,,,,,,,,,,
2020-06-08,361.6232299804688,374.2999877929688,378.25,351.20001220703125,360.0,24782103.0,,,,,,,,,,,,
2020-06-15,349.7881164550781,362.0499877929688,383.6000061035156,356.3500061035156,380.0,27034396.0,,,,,,,,,,,,
2020-06-22,351.52716064453125,363.8500061035156,373.2999877929688,356.54998779296875,365.9500122070313,16705559.0,,,,,,,,,,,,
2020-06-29,353.9425048828125,366.3500061035156,380.0,347.04998779296875,365.2000122070313,21582305.0,,,,,,,,,,,,
2020-07-06,344.3294982910156,356.3999938964844,374.0,354.5,374.0,16143335.0,,,,,,,,,,,,
2020-07-13,364.6182556152344,377.3999938964844,378.6000061035156,352.1000061035156,357.8999938964844,20424384.0,,,,,,,,,,,,
2020-07-20,350.80255126953125,363.1000061035156,384.5,361.5,381.0,20202388.0,,,,,,,,,,,,
2020-07-27,375.2456970214844,388.3999938964844,396.4500122070313,350.5,363.75,26303001.0,,,,,,,,,,,,
2020-08-03,377.6610412597656,390.8999938964844,411.5,384.2000122070313,396.0,55401926.0,,,,,,,,,,,,
2020-08-10,382.0569458007813,395.4500122070313,409.7999877929688,381.25,393.2000122070313,28119862.0,,,,,,,,,,,,
2020-08-17,387.080810546875,400.6499938964844,406.0,390.8500061035156,399.1499938964844,17416049.0,,,,,,,,,,,,
2020-08-24,375.6804809570313,388.8500061035156,403.8500061035156,385.1000061035156,403.1000061035156,12624255.0,,,,,,,,,,,,
2020-08-31,364.376708984375,377.1499938964844,392.5499877929688,366.5,391.8999938964844,15626203.0,,,,,,,,,,,,
2020-09-07,357.4688720703125,370.0,382.8999938964844,358.0,382.8999938964844,18495265.0,,,,,,,,,,,,
2020-09-14,395.8243408203125,409.7000122070313,423.0,365.5,371.7999877929688,38014056.0,,,,,,,,,,,,
2020-09-21,372.4439392089844,385.5,416.9500122070313,374.1499938964844,412.8999938964844,25089997.0,,,,,,,,,,,,
2020-09-28,384.7620849609375,398.25,406.5,381.3500061035156,389.1000061035156,19630778.0,,,,,,,,,,,,
2020-10-05,423.1658325195313,438.0,447.8999938964844,395.7999877929688,401.0,39545240.0,,,,,,,,,,,,
2020-10-12,415.8232421875,430.3999938964844,446.2999877929688,411.2999877929688,438.0,25021360.0,,,,,,,,,,,,
2020-10-19,409.9298400878906,424.2999877929688,435.8999938964844,415.6000061035156,435.8999938964844,19121219.0,,,,,,,,,,,,
2020-10-26,403.5533447265625,417.7000122070313,430.0,407.5,425.5,12655101.0,,,,,,,,,,,,
2020-11-02,417.6589050292969,432.2999877929688,464.0,404.0,418.0,49014655.0,,,,,,,,,,,,
2020-11-09,414.7122192382813,429.25,440.0,406.25,436.1000061035156,32054697.0,,,,,,,,,,,,
2020-11-16,411.3790283203125,425.7999877929688,438.8500061035156,423.7000122070313,425.6000061035156,13603027.0,,,,,,,,,,,,
2020-11-23,434.8560485839844,450.1000061035156,459.0,418.1000061035156,429.6499938964844,31402419.0,,,,,,,,,,,,
2020-11-30,455.0965270996094,471.0499877929688,475.7999877929688,442.2999877929688,450.1000061035156,21757641.0,,,,,,,,,,,,
2020-12-07,450.8455200195313,466.6499938964844,480.9500122070313,461.0,471.8999938964844,16409553.0,,,,,,,,,,,,
2020-12-14,460.4585571289063,476.6000061035156,481.0,465.0,469.0,14623700.0,,,,,,,,,,,,
2020-12-21,472.9216613769531,489.5,491.7000122070313,428.9500122070313,476.6000061035156,20769039.0,,,,,,,,,,,,
2020-12-28,462.1975708007813,478.3999938964844,499.25,474.4500122070313,496.4500122070313,16394212.0,,,,,,,,,,,,
2021-01-04,468.718994140625,485.1499938964844,494.0,475.3500061035156,494.0,14630712.0,,,,,,,,,,,,
2021-01-11,471.2792053222656,487.7999877929688,509.2000122070313,481.6499938964844,487.0,21594402.0,,,,,,,,,,,,
2021-01-18,444.90380859375,460.5,489.7999877929688,455.2999877929688,485.0,13010679.0,,,,,,,,,,,,
2021-01-25,436.2086486816406,451.5,473.6499938964844,450.0,465.3500061035156,11496723.0,,,,,,,,,,,,
2021-02-01,459.1542663574219,475.25,488.9500122070313,442.0499877929688,454.0,25907568.0,,,,,,,,,,,,
2021-02-08,452.1980895996094,468.0499877929688,479.8999938964844,459.7999877929688,478.0,15694313.0,,,,,,,,,,,,
2021-02-15,437.0781555175781,452.3999938964844,474.4500122070313,447.0499877929688,466.8999938964844,13598243.0,,,,,,,,,,,,
2021-02-22,420.4606628417969,435.2000122070313,451.0,421.0,450.0,14438071.0,,,,,,,,,,,,
2021-03-01,427.27191162109375,442.25,453.5,430.3999938964844,437.0,9777423.0,,,,,,,,,,,,
2021-03-08,427.513427734375,442.5,453.2000122070313,441.5499877929688,443.0,6194126.0,,,,,,,,,,,,
2021-03-15,410.9925842285156,425.3999938964844,442.9500122070313,408.3500061035156,442.0,7518110.0,,,,,,,,,,,,
2021-03-22,405.96875,420.2000122070313,438.0,415.2000122070313,427.5499877929688,9642717.0,,,,,,,,,,,,
2021-03-29,426.837158203125,441.7999877929688,447.2000122070313,420.2000122070313,420.2000122070313,5999402.0,,,,,,,,,,,,
2021-04-05,497.0266723632813,514.4500122070312,517.75,434.4500122070313,444.7999877929688,36235801.0,,,,,,,,,,,,
2021-04-12,509.2482604980469,527.0999755859375,532.0,478.5499877929688,517.75,64657468.0,,,,,,,,,,,,
2021-04-19,551.5648803710938,570.9000244140625,577.3499755859375,513.4000244140625,535.0,90210669.0,,,,,,,,,,,,
2021-04-26,551.8062744140625,571.1500244140625,605.0,555.5,605.0,75324480.0,,,,,,,,,,,,
2021-05-03,582.7708129882812,603.2000122070312,611.9000244140625,565.5,574.9500122070312,58143637.0,,,,,,,,,,,,
2021-05-10,596.2484130859375,617.1500244140625,673.7000122070312,606.0,609.4500122070312,77063932.0,,,,,,,,,,,,
2021-05-17,592.3839111328125,613.1500244140625,628.4000244140625,601.4500122070312,624.75,25483825.0,,,,,,,,,,,,
2021-05-24,600.2578735351562,621.2999877929688,639.9500122070312,612.5,620.5,41969966.0,,,,,,,,,,,,
2021-05-31,614.943115234375,636.5,644.7999877929688,611.5499877929688,620.0,23527257.0,,,,,,,,,,,,
2021-06-07,642.4295043945312,664.9500122070312,668.9000244140625,610.5,639.9500122070312,34175844.0,,,,,,,,,,,,
2021-06-14,599.3883666992188,620.4000244140625,668.5499877929688,603.5999755859375,668.5,24279894.0,,,,,,,,,,,,
2021-06-21,602.8663940429688,624.0,635.5,613.2999877929688,620.0,15224728.0,,,,,,,,,,,,
2021-06-28,617.696533203125,639.3499755859375,650.0,626.5999755859375,631.9500122070312,22280449.0,,,,,,,,,,,,
2021-07-05,618.8076171875,640.5,646.9000244140625,628.2000122070312,643.0,10740334.0,,,,,,,,,,,,
2021-07-12,622.0440673828125,643.8499755859375,651.9000244140625,636.0,642.5,12661129.0,,,,,,,,,,,,
2021-07-19,594.4127807617188,615.25,650.9000244140625,612.0,643.8499755859375,12177004.0,,,,,,,,,,,,
2021-07-26,566.2499389648438,586.0999755859375,622.0,570.4500122070312,615.7999877929688,19910133.0,,,,,,,,,,,,
2021-08-02,569.2879028320312,585.7999877929688,596.7999877929688,582.2999877929688,590.0,7671691.0,,,,,,,,,,,,
2021-08-09,542.7088623046875,558.4500122070312,590.25,536.4500122070312,585.0,20579009.0,,,,,,,,,,,,
2021-08-16,519.7741088867188,534.8499755859375,558.0,521.5499877929688,557.9000244140625,18806156.0,,,,,,,,,,,,
2021-08-23,535.031494140625,550.5499877929688,577.0,534.5,562.0,33204641.0,,,,,,,,,,,,
2021-08-30,539.9878540039062,555.6500244140625,561.0,548.0,553.0,9537170.0,,,,,,,,,,,,
2021-09-06,542.36865234375,558.0999755859375,562.2000122070312,550.0,556.0499877929688,6676969.0,,,,,,,,,,,,
2021-09-13,541.4940185546875,557.2000122070312,570.4000244140625,551.4000244140625,561.0,8096970.0,,,,,,,,,,,,
2021-09-20,548.1510009765625,564.0499877929688,570.9000244140625,533.5499877929688,556.3499755859375,8959285.0,,,,,,,,,,,,
2021-09-27,540.036376953125,555.7000122070312,564.6500244140625,535.0,564.5999755859375,9934097.0,,,,,,,,,,,,
2021-10-04,534.302734375,549.7999877929688,573.2000122070312,547.5,560.0,9051234.0,,,,,,,,,,,,
2021-10-11,528.7632446289062,544.0999755859375,557.0,535.0499877929688,554.0,5917846.0,,,,,,,,,,,,
2021-10-18,488.2387390136719,502.3999938964844,546.0,501.0,544.0999755859375,6237496.0,,,,,,,,,,,,
2021-10-25,488.6274719238281,502.7999877929688,514.7999877929688,489.4500122070313,503.0,10350963.0,,,,,,,,,,,,
2021-11-01,476.6741943359375,490.5,509.1000061035156,486.0499877929688,506.0,5282804.0,,,,,,,,,,,,
2021-11-08,478.7149963378906,492.6000061035156,509.9500122070313,486.6499938964844,497.8999938964844,10308600.0,,,,,,,,,,,,
2021-11-15,449.6091918945313,462.6499938964844,498.0,461.25,492.0,7159849.0,,,,,,,,,,,,
2021-11-22,459.8618469238281,473.2000122070313,480.0,451.3500061035156,463.3999938964844,12621090.0,,,,,,,,,,,,
2021-11-29,447.4712219238281,460.4500122070313,482.6499938964844,451.0,480.8999938964844,13324295.0,,,,,,,,,,,,
2021-12-06,454.3224792480469,467.5,471.0,447.0499877929688,462.0499877929688,10802399.0,,,,,,,,,,,,
2021-12-13,446.5479736328125,459.5,474.3999938964844,452.5499877929688,471.8999938964844,8458456.0,,,,,,,,,,,,
2021-12-20,440.5227355957031,453.2999877929688,472.0,436.2999877929688,458.0,11395389.0,,,,,,,,,,,,
2021-12-27,469.5313415527344,483.1499938964844,486.5499877929688,454.0,456.4500122070313,14160002.0,,,,,,,,,,,,
2022-01-03,437.8016662597656,450.5,486.8500061035156,449.5,485.2999877929688,10722363.0,,,,,,,,,,,,
2022-01-10,429.6384582519531,442.1000061035156,458.0,441.25,450.9500122070313,9971292.0,,,,,,,,,,,,
2022-01-17,398.83197021484375,410.3999938964844,444.0,405.6499938964844,444.0,13846523.0,,,,,,,,,,,,
2022-01-24,384.8378601074219,396.0,411.0,380.25,410.0,11057467.0,,,,,,,,,,,,
2022-01-31,397.7143859863281,409.25,420.5499877929688,398.7999877929688,403.9500122070313,14701019.0,,,,,,,,,,,,
2022-02-07,381.290771484375,392.3500061035156,411.1000061035156,390.5499877929688,409.8500061035156,6885303.0,,,,,,,,,,,,
2022-02-14,365.9361267089844,376.5499877929688,399.9500122070313,374.25,386.9500122070313,8020621.0,,,,,,,,,,,,
2022-02-21,346.01397705078125,356.04998779296875,377.0,342.8500061035156,375.0,11330649.0,,,,,,,,,,,,
2022-02-28,336.1986389160156,345.95001220703125,363.5499877929688,344.75,352.0,3362240.0,,,,,,,,,,,,
2022-03-07,360.202392578125,370.6499938964844,374.6000061035156,331.54998779296875,343.70001220703125,9356955.0,,,,,,,,,,,,
2022-03-14,362.7777099609375,373.2999877929688,378.6000061035156,363.1000061035156,373.0,4620851.0,,,,,,,,,,,,
2022-03-21,349.0265808105469,359.1499938964844,377.8999938964844,355.1000061035156,375.0,6204720.0,,,,,,,,,,,,
2022-03-28,344.41046142578125,354.3999938964844,366.8500061035156,346.04998779296875,361.0,7111867.0,,,,,,,,,,,,
2022-04-04,358.84185791015625,369.25,376.7000122070313,347.0,356.0,5791970.0,,,,,,,,,,,,
2022-04-11,354.51727294921875,364.7999877929688,374.7000122070313,361.1000061035156,370.1000061035156,2018892.0,,,,,,,,,,,,
2022-04-18,342.3696594238281,352.29998779296875,369.2999877929688,351.20001220703125,364.7999877929688,3783610.0,,,,,,,,,,,,
2022-04-25,342.17529296875,352.1000061035156,361.5,337.54998779296875,350.0,6028892.0,,,,,,,,,,,,
2022-05-02,328.6670837402344,338.20001220703125,352.6499938964844,332.1000061035156,349.0,3703898.0,,,,,,,,,,,,
2022-05-09,331.2424011230469,340.8500061035156,344.6000061035156,319.0,336.0,5375917.0,,,,,,,,,,,,
2022-05-16,346.7914123535156,356.8500061035156,359.3500061035156,334.45001220703125,339.54998779296875,14052567.0,,,,,,,,,,,,
2022-05-23,363.36077880859375,373.8999938964844,376.5499877929688,357.5,370.7999877929688,13677141.0,,,,,,,,,,,,
2022-05-30,352.96240234375,363.2000122070313,381.7999877929688,362.0499877929688,376.0,10622160.0,,,,,,,,,,,,
2022-06-06,348.7835998535156,358.8999938964844,366.0,353.5,361.5,2954987.0,,,,,,,,,,,,
2022-06-13,326.237548828125,335.70001220703125,357.3999938964844,332.75,353.6000061035156,3263388.0,,,,,,,,,,,,
2022-06-20,343.3900451660156,353.3500061035156,354.5,329.79998779296875,336.5,3452935.0,,,,,,,,,,,,
2022-06-27,351.115966796875,361.2999877929688,364.0499877929688,349.20001220703125,355.1000061035156,4545291.0,,,,,,,,,,,,
2022-07-04,355.6348876953125,365.9500122070313,369.8999938964844,358.3999938964844,361.2999877929688,2753223.0,,,,,,,,,,,,
2022-07-11,360.4939880371094,370.9500122070313,380.2999877929688,362.2999877929688,367.1499938964844,6639651.0,,,,,,,,,,,,
2022-07-18,340.4745788574219,350.3500061035156,372.5,349.75,370.0,8031897.0,,,,,,,,,,,,
2022-07-25,337.024658203125,346.79998779296875,353.1000061035156,340.0,350.8999938964844,6821613.0,,,,,,,,,,,,
2022-08-01,350.010009765625,357.6000061035156,365.8999938964844,342.75,347.29998779296875,10021275.0,,,,,,,,,,,,
2022-08-08,378.6391906738281,386.8500061035156,388.5,357.1499938964844,358.25,11196763.0,,,,,,,,,,,,
2022-08-15,380.0583801269531,388.2999877929688,401.75,384.8999938964844,386.8500061035156,7891242.0,,,,,,,,,,,,
2022-08-22,374.4304504394531,382.5499877929688,394.0499877929688,377.3500061035156,385.0499877929688,4051108.0,,,,,,,,,,,,
2022-08-29,360.8744201660156,368.7000122070313,384.7999877929688,368.0,374.8999938964844,3184008.0,,,,,,,,,,,,
2022-09-05,366.1597900390625,374.1000061035156,381.5,365.75,369.0,3450720.0,,,,,,,,,,,,
2022-09-12,353.6314697265625,361.2999877929688,378.9500122070313,359.45001220703125,374.1000061035156,3938484.0,,,,,,,,,,,,
2022-09-19,349.1780700683594,356.75,373.8500061035156,355.1499938964844,363.0,4205945.0,,,,,,,,,,,,
2022-09-26,378.6881103515625,386.8999938964844,388.2000122070313,350.25,356.0,12015625.0,,,,,,,,,,,,
2022-10-03,413.0431518554688,422.0,427.9500122070313,388.0,388.7999877929688,17207118.0,,,,,,,,,,,,
2022-10-10,403.1085510253906,411.8500061035156,426.8999938964844,410.4500122070313,419.9500122070313,5172247.0,,,,,,,,,,,,
2022-10-17,401.4446411132813,410.1499938964844,422.0,408.6499938964844,412.8999938964844,3802557.0,,,,,,,,,,,,
2022-10-24,420.8733520507813,430.0,437.0,410.1499938964844,410.1499938964844,5085039.0,,,,,,,,,,,,
2022-10-31,430.7589721679688,440.1000061035156,443.0,429.7999877929688,432.0,7107009.0,,,,,,,,,,,,
2022-11-07,420.3350524902344,429.4500122070313,454.0499877929688,421.2999877929688,447.2000122070313,9382791.0,,,,,,,,,,,,
2022-11-14,392.9782409667969,401.5,425.7000122070313,400.25,423.8500061035156,4476080.0,,,,,,,,,,,,
2022-11-21,393.56549072265625,402.1000061035156,404.0,390.0,401.0,5288029.0,,,,,,,,,,,,
2022-11-28,406.68109130859375,415.5,416.5,398.9500122070313,404.1499938964844,3678614.0,,,,,,,,,,,,
2022-12-05,399.0955810546875,407.75,418.1000061035156,404.6000061035156,418.1000061035156,2571927.0,,,,,,,,,,,,
2022-12-12,399.2423706054688,407.8999938964844,412.8500061035156,403.2000122070313,408.9500122070313,3117259.0,,,,,,,,,,,,
2022-12-19,411.3792114257813,420.2999877929688,430.0,404.6000061035156,407.8999938964844,8091258.0,,,,,,,,,,,,
2022-12-26,411.0366516113281,419.9500122070313,423.3500061035156,413.5499877929688,421.0,4349093.0,,,,,,,,,,,,
2023-01-02,421.5585021972656,430.7000122070313,435.7000122070313,414.1499938964844,419.8500061035156,5844286.0,,,,,,,,,,,,
2023-01-09,431.9824523925781,441.3500061035156,459.0,432.6499938964844,436.0,9656848.0,,,,,,,,,,,,
2023-01-16,428.8993225097656,438.2000122070313,446.75,430.0,442.75,4041876.0,,,,,,,,,,,,
2023-01-23,421.1669616699219,430.2999877929688,447.6499938964844,421.2999877929688,440.3999938964844,3717143.0,,,,,,,,,,,,
2023-01-30,425.4246520996094,434.6499938964844,444.5,425.7000122070313,433.0,4161030.0,,,,,,,,,,,,
2023-02-06,463.4500732421875,473.5,482.25,446.9500122070313,452.0,13386638.0,,,,,,,,,,,,
2023-02-13,460.66058349609375,470.6499938964844,480.0,465.8999938964844,476.8500061035156,3807846.0,,,,,,,,,,,,
2023-02-20,456.54974365234375,466.4500122070313,473.3500061035156,459.0499877929688,473.3500061035156,3882451.0,,,,,,,,,,,,
2023-02-27,462.9117431640625,472.9500122070313,476.5,452.2000122070313,466.3500061035156,4602464.0,,,,,,,,,,,,
2023-03-06,464.8203430175781,474.8999938964844,479.7000122070313,466.0499877929688,475.1499938964844,3937954.0,,,,,,,,,,,,
2023-03-13,467.2183532714844,477.3500061035156,488.2999877929688,461.4500122070313,477.2999877929688,5163831.0,,,,,,,,,,,,
2023-03-20,470.4972839355469,480.7000122070313,487.0,468.8500061035156,472.0499877929688,4105167.0,,,,,,,,,,,,
2023-03-27,481.116943359375,491.5499877929688,494.8999938964844,475.0499877929688,475.25,3942091.0,,,,,,,,,,,,
2023-04-03,483.6617736816406,494.1499938964844,498.0,486.0,498.0,2303757.0,,,,,,,,,,,,
2023-04-10,492.9601135253906,503.6499938964844,506.75,492.0,494.1499938964844,3984228.0,,,,,,,,,,,,
2023-04-17,507.7396545410156,518.75,520.6500244140625,499.0,506.4500122070313,6784992.0,,,,,,,,,,,,
2023-04-24,508.865234375,519.9000244140625,524.2999877929688,509.2999877929688,518.9000244140625,3117405.0,,,,,,,,,,,,
2023-05-01,506.0267639160156,517.0,528.0,501.8500061035156,519.9000244140625,2758081.0,,,,,,,,,,,,
2023-05-08,502.6989440917969,513.5999755859375,530.8499755859375,504.0,517.2000122070312,4858564.0,,,,,,,,,,,,
2023-05-15,484.20013427734375,494.7000122070313,522.7999877929688,491.4500122070313,513.5999755859375,7820338.0,,,,,,,,,,,,
2023-05-22,497.4624938964844,508.25,513.75,484.9500122070313,484.9500122070313,4890127.0,,,,,,,,,,,,
2023-05-29,507.0055541992188,518.0,520.8499755859375,498.8500061035156,508.9500122070313,4368905.0,,,,,,,,,,,,
2023-06-05,496.9731140136719,507.75,523.5999755859375,506.0,523.4000244140625,4232005.0,,,,,,,,,,,,
2023-06-12,539.3540649414062,551.0499877929688,559.2999877929688,504.0,511.0,9720057.0,,,,,,,,,,,,
2023-06-19,545.275634765625,557.0999755859375,564.7999877929688,547.9000244140625,551.0499877929688,4232432.0,,,,,,,,,,,,
2023-06-26,570.6749267578125,583.0499877929688,589.0999755859375,557.2999877929688,559.8499755859375,5942460.0,,,,,,,,,,,,
2023-07-03,569.891845703125,582.25,594.2999877929688,571.0999755859375,586.9500122070312,3691412.0,,,,,,,,,,,,
2023-07-10,582.7138061523438,595.3499755859375,597.9000244140625,580.0999755859375,585.2000122070312,4252656.0,,,,,,,,,,,,
2023-07-17,600.1849975585938,613.2000122070312,618.9000244140625,593.0,593.7000122070312,3774140.0,,,,,,,,,,,,
2023-07-24,626.905517578125,640.5,656.7000122070312,611.75,613.2000122070312,5147723.0,,,,,,,,,,,,
2023-07-31,648.1334228515625,649.75,655.5999755859375,622.0,640.0,5607137.0,,,,,,,,,,,,
2023-08-07,649.3305053710938,650.9500122070312,668.75,644.9500122070312,650.0,8222343.0,,,,,,,,,,,,
2023-08-14,646.2381591796875,647.8499755859375,659.7999877929688,636.5999755859375,656.9000244140625,5967678.0,,,,,,,,,,,,
2023-08-21,627.7343139648438,629.2999877929688,660.8499755859375,627.5,649.9500122070312,4599129.0,,,,,,,,,,,,
2023-08-28,612.4225463867188,613.9500122070312,641.0,612.5999755859375,630.9500122070312,4883187.0,,,,,,,,,,,,
2023-09-04,626.5872192382812,628.1500244140625,643.9500122070312,615.0499877929688,615.9500122070312,4825191.0,,,,,,,,,,,,
2023-09-11,643.744384765625,645.3499755859375,648.9500122070312,623.7999877929688,632.0,4964799.0,,,,,,,,,,,,
2023-09-18,594.1181640625,595.5999755859375,653.9000244140625,594.2999877929688,645.3499755859375,5230607.0,,,,,,,,,,,,
2023-09-25,613.4699096679688,615.0,621.9500122070312,589.1500244140625,591.0999755859375,10129112.0,,,,,,,,,,,,
2023-10-02,602.2479248046875,603.75,618.0,597.8499755859375,615.0,5909672.0,,,,,,,,,,,,
2023-10-09,590.477294921875,591.9500122070312,607.2000122070312,587.5,600.0499877929688,5218843.0,,,,,,,,,,,,
2023-10-16,577.459716796875,578.9000244140625,597.4000244140625,573.5,591.0,4789109.0,,,,,,,,,,,,
2023-10-23,573.6192626953125,575.0499877929688,592.4500122070312,567.75,585.0,2817395.0,,,,,,,,,,,,
2023-10-30,583.3948974609375,584.8499755859375,588.0,570.25,578.0,3560501.0,,,,,,,,,,,,
2023-11-06,618.3577270507812,619.9000244140625,634.0,579.3499755859375,587.0999755859375,10063699.0,,,,,,,,,,,,
2023-11-13,634.96630859375,636.5499877929688,639.9000244140625,616.0499877929688,622.0499877929688,3593734.0,,,,,,,,,,,,
2023-11-20,638.3079833984375,639.9000244140625,649.0499877929688,629.4500122070312,640.0,4031543.0,,,,,,,,,,,,
2023-11-27,638.1084594726562,639.7000122070312,648.9500122070312,628.0999755859375,639.9000244140625,3876184.0,,,,,,,,,,,,
2023-12-04,636.9613037109375,638.5499877929688,664.9500122070312,630.0,648.0,7971432.0,,,,,,,,,,,,
2023-12-11,644.2930297851562,645.9000244140625,650.5499877929688,632.0,644.4500122070312,6073587.0,,,,,,,,,,,,
2023-12-18,678.25830078125,679.9500122070312,696.5,648.1500244140625,655.0,15381032.0,,,,,,,,,,,,
2023-12-25,687.4852905273438,689.2000122070312,693.25,666.75,679.9500122070312,5191722.0,,,,,,,,,,,,
2024-01-01,712.4729614257812,714.25,716.0,685.0,688.0999755859375,7885152.0,,,,,,,,,,,,
2024-01-08,702.1986083984375,703.9500122070312,720.7000122070312,696.6500244140625,717.0,4449578.0,,,,,,,,,,,,
2024-01-15,718.7572631835938,720.5499877929688,727.5,686.0,703.9500122070312,3960883.0,,,,,,,,,,,,
2024-01-22,734.6676025390625,736.5,753.9000244140625,706.5999755859375,720.5499877929688,5631927.0,,,,,,,,,,,,
2024-01-29,759.2562866210938,761.1500244140625,766.9500122070312,733.5499877929688,739.9000244140625,3620386.0,,,,,,,,,,,,
2024-02-05,803.0470581054688,805.0499877929688,820.9500122070312,754.0999755859375,761.5,9359240.0,,,,,,,,,,,,
2024-02-12,889.6810302734375,891.9000244140625,893.75,803.0499877929688,809.75,10795568.0,,,,,,,,,,,,
2024-02-19,920.9530029296876,923.25,937.0,889.0,897.1500244140625,5346261.0,,,,,,,,,,,,
2024-02-26,923.0477294921876,925.3499755859376,953.6500244140624,922.5499877929688,928.0999755859376,5174999.0,,,,,,,,,,,,
2024-03-04,974.3198852539062,976.75,981.9500122070312,921.7000122070312,921.7000122070312,4232649.0,,,,,,,,,,,,
2024-03-11,981.4521484375,983.9000244140624,1015.5,960.8499755859376,985.9500122070312,6635293.0,,,,,,,,,,,,
2024-03-18,997.2626342773438,999.75,1009.9000244140624,946.25,983.9000244140624,6463555.0,,,,,,,,,,,,
2024-03-25,1004.84375,1007.3499755859376,1027.800048828125,985.0,999.75,5107124.0,,,,,,,,,,,,
2024-04-01,1003.995849609375,1006.5,1031.699951171875,973.4500122070312,1024.949951171875,5838284.0,,,,,,,,,,,,
2024-04-08,959.7562255859376,962.1500244140624,1013.5499877929688,958.7999877929688,1011.75,3324354.0,,,,,,,,,,,,
2024-04-15,919.8557739257812,922.1500244140624,971.5,913.2000122070312,950.0,6435539.0,,,,,,,,,,,,
2024-04-22,945.0429077148438,947.4000244140624,968.0499877929688,914.5,936.1500244140624,8420533.0,,,,,,,,,,,,
2024-04-29,994.9185180664062,997.4000244140624,999.75,948.0,948.0,6992183.0,,,,,,,,,,,,
