Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'WELCORP.NS')","('High', 'WELCORP.NS')","('Low', 'WELCORP.NS')","('Open', 'WELCORP.NS')","('Volume', 'WELCORP.NS')","('Date', '')","('Close', 'WELCORP.NS')","('High', 'WELCORP.NS')","('Low', 'WELCORP.NS')","('Open', 'WELCORP.NS')","('Volume', 'WELCORP.NS')"
2019-12-30,129.33863830566406,148.5,154.39999389648438,143.0,143.60000610351562,3339844.0,,,,,,,,,,,,
2020-01-06,146.104736328125,167.75,170.8000030517578,143.89999389648438,149.6999969482422,8659797.0,,,,,,,,,,,,
2020-01-13,157.6015167236328,180.9499969482422,184.3999938964844,167.8000030517578,168.35000610351562,5092008.0,,,,,,,,,,,,
2020-01-20,149.10960388183594,171.1999969482422,181.8999938964844,165.0,181.0,2602519.0,,,,,,,,,,,,
2020-01-27,145.05960083007812,166.5500030517578,184.1999969482422,160.5500030517578,170.5,3750390.0,,,,,,,,,,,,
2020-02-03,195.4886016845703,224.4499969482422,230.0,163.8000030517578,164.1999969482422,16065640.0,,,,,,,,,,,,
2020-02-10,180.59506225585932,207.3500061035156,233.9499969482422,205.0,222.8500061035156,10200219.0,,,,,,,,,,,,
2020-02-17,185.96554565429688,203.9499969482422,210.9499969482422,200.0,208.6000061035156,3259985.0,,,,,,,,,,,,
2020-02-24,169.5072021484375,185.8999938964844,206.4499969482422,182.0500030517578,202.0,4618980.0,,,,,,,,,,,,
2020-03-02,141.7423095703125,155.4499969482422,197.8000030517578,154.10000610351562,190.1999969482422,6610010.0,,,,,,,,,,,,
2020-03-09,89.95097351074219,98.6500015258789,146.5,96.6500015258789,146.5,15629635.0,,,,,,,,,,,,
2020-03-16,65.60539245605469,71.94999694824219,95.1500015258789,71.25,90.25,5376667.0,,,,,,,,,,,,
2020-03-23,57.49020767211914,63.04999923706055,69.0,61.75,68.4000015258789,2487485.0,,,,,,,,,,,,
2020-03-30,58.62998962402344,64.30000305175781,65.1500015258789,59.900001525878906,62.0,2888208.0,,,,,,,,,,,,
2020-04-06,62.1404914855957,68.1500015258789,68.19999694824219,62.20000076293945,64.30000305175781,2735870.0,,,,,,,,,,,,
2020-04-13,61.7757568359375,67.75,71.55000305175781,66.1500015258789,70.9000015258789,5755950.0,,,,,,,,,,,,
2020-04-20,59.3138542175293,65.05000305175781,71.0999984741211,63.75,69.0,5185400.0,,,,,,,,,,,,
2020-04-27,59.405033111572266,65.1500015258789,67.8499984741211,64.80000305175781,65.44999694824219,3860566.0,,,,,,,,,,,,
2020-05-04,57.21666717529297,62.75,63.79999923706055,59.54999923706055,63.5,2102736.0,,,,,,,,,,,,
2020-05-11,55.028297424316406,60.34999847412109,65.0999984741211,59.45000076293945,63.5,2210425.0,,,,,,,,,,,,
2020-05-18,51.38101577758789,56.34999847412109,60.70000076293945,55.25,60.29999923706055,2866575.0,,,,,,,,,,,,
2020-05-25,54.66357421875,59.95000076293945,61.34999847412109,55.0,56.34999847412109,6173108.0,,,,,,,,,,,,
2020-06-01,68.06732177734375,74.6500015258789,74.6500015258789,61.20000076293945,62.900001525878906,7024327.0,,,,,,,,,,,,
2020-06-08,66.88194274902344,73.3499984741211,84.0,71.55000305175781,78.3499984741211,7745837.0,,,,,,,,,,,,
2020-06-15,73.72058868408203,80.8499984741211,84.8499984741211,75.55000305175781,75.55000305175781,15504290.0,,,,,,,,,,,,
2020-06-22,75.9089584350586,83.25,89.4000015258789,80.4000015258789,81.94999694824219,8187970.0,,,,,,,,,,,,
2020-06-29,72.580810546875,79.5999984741211,83.94999694824219,77.44999694824219,83.94999694824219,4709855.0,,,,,,,,,,,,
