Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SUNTV.NS')","('High', 'SUNTV.NS')","('Low', 'SUNTV.NS')","('Open', 'SUNTV.NS')","('Volume', 'SUNTV.NS')","('Date', '')","('Close', 'SUNTV.NS')","('High', 'SUNTV.NS')","('Low', 'SUNTV.NS')","('Open', 'SUNTV.NS')","('Volume', 'SUNTV.NS')"
2019-12-30,363.8765258789063,430.1000061035156,444.8500061035156,410.0,442.7000122070313,8779299.0,,,,,,,,,,,,
2020-01-06,392.04925537109375,463.3999938964844,470.75,412.8999938964844,431.7999877929688,21409361.0,,,,,,,,,,,,
2020-01-13,410.6619262695313,485.3999938964844,488.7999877929688,444.3500061035156,461.2000122070313,21583111.0,,,,,,,,,,,,
2020-01-20,421.1103515625,497.75,510.7000122070313,473.0499877929688,486.0,11490135.0,,,,,,,,,,,,
2020-01-27,372.9289855957031,440.7999877929688,504.6000061035156,431.0,497.7999877929688,9731742.0,,,,,,,,,,,,
2020-02-03,409.9850769042969,484.6000061035156,496.1499938964844,440.1499938964844,441.3999938964844,8653849.0,,,,,,,,,,,,
2020-02-10,420.4757690429688,497.0,513.0,475.75,485.6000061035156,15751632.0,,,,,,,,,,,,
2020-02-17,415.23040771484375,490.7999877929688,504.0,455.0,501.0,15874296.0,,,,,,,,,,,,
2020-02-24,351.52459716796875,415.5,481.7000122070313,412.3999938964844,479.8999938964844,9890833.0,,,,,,,,,,,,
2020-03-02,357.0226135253906,415.5499877929688,437.0,404.0,425.0,11228147.0,,,,,,,,,,,,
2020-03-09,324.8901672363281,378.1499938964844,422.3500061035156,325.0,403.0,11290100.0,,,,,,,,,,,,
2020-03-16,280.0420837402344,325.95001220703125,375.7000122070313,318.5,362.0,11937421.0,,,,,,,,,,,,
2020-03-23,246.49200439453125,286.8999938964844,316.75,277.1000061035156,300.0,7987651.0,,,,,,,,,,,,
2020-03-30,238.822982788086,266.6000061035156,290.0,259.54998779296875,284.0,7622456.0,,,,,,,,,,,,
2020-04-06,303.0525817871094,338.29998779296875,342.45001220703125,266.6000061035156,266.6000061035156,9336095.0,,,,,,,,,,,,
2020-04-13,329.4789428710937,367.7999877929688,376.0,326.54998779296875,339.0,12038059.0,,,,,,,,,,,,
2020-04-20,337.6307678222656,376.8999938964844,387.4500122070313,350.04998779296875,373.0,13736773.0,,,,,,,,,,,,
2020-04-27,344.0806579589844,384.1000061035156,401.8500061035156,374.4500122070313,379.5,9457696.0,,,,,,,,,,,,
2020-05-04,339.2880859375,378.75,411.0,372.6000061035156,377.7999877929688,16257578.0,,,,,,,,,,,,
2020-05-11,346.0962829589844,386.3500061035156,415.0,380.7000122070313,383.0,14111029.0,,,,,,,,,,,,
2020-05-18,352.9044494628906,393.9500122070313,400.0,355.5,388.7999877929688,12911118.0,,,,,,,,,,,,
2020-05-25,344.8420715332031,384.9500122070313,405.3500061035156,383.2000122070313,393.9500122070313,8590256.0,,,,,,,,,,,,
2020-06-01,360.25,402.1499938964844,424.8999938964844,385.0499877929688,385.0499877929688,17924026.0,,,,,,,,,,,,
2020-06-08,341.1244812011719,380.7999877929688,410.25,372.1000061035156,409.0,18717975.0,,,,,,,,,,,,
2020-06-15,356.7563171386719,398.25,409.0,368.0,383.0,15202657.0,,,,,,,,,,,,
2020-06-22,377.3152465820313,421.2000122070313,427.0,386.7999877929688,401.0,16729060.0,,,,,,,,,,,,
2020-06-29,358.1000671386719,399.75,420.0,392.5,402.1000061035156,14873378.0,,,,,,,,,,,,
2020-07-06,348.6940612792969,389.25,404.75,386.6499938964844,403.7999877929688,12998729.0,,,,,,,,,,,,
2020-07-13,342.6921081542969,382.5499877929688,398.0,372.5,390.7999877929688,10191522.0,,,,,,,,,,,,
2020-07-20,336.5110168457031,375.6499938964844,387.3500061035156,373.0,385.0,3660118.0,,,,,,,,,,,,
2020-07-27,346.5888671875,386.8999938964844,395.5499877929688,372.0,377.4500122070313,8549565.0,,,,,,,,,,,,
2020-08-03,353.2626953125,394.3500061035156,405.6000061035156,383.3999938964844,386.0,7765417.0,,,,,,,,,,,,
2020-08-10,358.4584045410156,400.1499938964844,412.0,392.0,396.0,9440962.0,,,,,,,,,,,,
2020-08-17,425.106689453125,474.5499877929688,478.75,408.3999938964844,412.0,37099147.0,,,,,,,,,,,,
2020-08-24,426.9879150390625,476.6499938964844,494.5,465.4500122070313,476.6000061035156,13870946.0,,,,,,,,,,,,
2020-08-31,426.8534851074219,476.5,488.6000061035156,443.4500122070313,481.7000122070313,11581403.0,,,,,,,,,,,,
2020-09-07,436.169921875,486.8999938964844,501.7000122070313,457.9500122070313,480.6499938964844,15206879.0,,,,,,,,,,,,
2020-09-14,434.0199890136719,484.5,508.25,462.2000122070313,489.0,13760422.0,,,,,,,,,,,,
2020-09-21,410.2810363769531,458.0,506.8999938964844,439.2999877929688,489.9500122070313,16127239.0,,,,,,,,,,,,
2020-09-28,417.6715087890625,466.25,479.2999877929688,458.5,463.1499938964844,7673854.0,,,,,,,,,,,,
2020-10-05,412.1174011230469,460.0499877929688,476.3999938964844,456.5,464.8999938964844,9209242.0,,,,,,,,,,,,
2020-10-12,389.4982299804688,434.7999877929688,466.0,428.75,464.0499877929688,6239566.0,,,,,,,,,,,,
2020-10-19,383.76507568359375,428.3999938964844,440.3500061035156,418.8999938964844,436.0,7568715.0,,,,,,,,,,,,
2020-10-26,378.0318298339844,422.0,436.0,412.0,428.0,6183990.0,,,,,,,,,,,,
2020-11-02,390.0805358886719,435.4500122070313,448.5,407.7999877929688,422.0,14038065.0,,,,,,,,,,,,
2020-11-09,382.1526184082031,426.6000061035156,457.2999877929688,413.3999938964844,439.0,12204609.0,,,,,,,,,,,,
2020-11-16,384.1681823730469,428.8500061035156,430.0,410.3500061035156,424.7999877929688,6774594.0,,,,,,,,,,,,
2020-11-23,394.1116333007813,439.9500122070313,448.0,411.7999877929688,432.0,12983739.0,,,,,,,,,,,,
2020-11-30,397.56048583984375,443.7999877929688,461.0,429.2000122070313,439.9500122070313,24018383.0,,,,,,,,,,,,
2020-12-07,420.89642333984375,469.8500061035156,482.3999938964844,446.3999938964844,448.0,28975235.0,,,,,,,,,,,,
2020-12-14,433.48248291015625,483.8999938964844,517.5,472.0,472.1000061035156,26225767.0,,,,,,,,,,,,
2020-12-21,433.9751892089844,484.4500122070313,499.0,440.2000122070313,485.0,12283353.0,,,,,,,,,,,,
2020-12-28,428.5555419921875,478.3999938964844,494.2000122070313,475.0499877929688,486.0,8553196.0,,,,,,,,,,,,
2021-01-04,472.8981628417969,527.9000244140625,539.5,474.2999877929688,481.6000061035156,25116214.0,,,,,,,,,,,,
2021-01-11,464.2087707519531,518.2000122070312,550.6500244140625,506.7999877929688,531.6500244140625,18507956.0,,,,,,,,,,,,
2021-01-18,454.9371337890625,507.8500061035156,527.5,484.75,516.0,14346601.0,,,,,,,,,,,,
2021-01-25,427.9732971191406,477.75,517.7000122070312,474.5499877929688,512.4000244140625,8136625.0,,,,,,,,,,,,
2021-02-01,495.6518249511719,553.2999877929688,561.1500244140625,473.0499877929688,484.25,22584777.0,,,,,,,,,,,,
2021-02-08,458.5203857421875,511.8500061035156,570.4000244140625,508.2999877929688,558.0,28680918.0,,,,,,,,,,,,
2021-02-15,451.5779418945313,504.1000061035156,529.0,497.6499938964844,518.0,11461167.0,,,,,,,,,,,,
2021-02-22,446.1340942382813,493.2000122070313,521.5,490.7000122070313,503.7999877929688,9214565.0,,,,,,,,,,,,
2021-03-01,457.8030395507813,506.1000061035156,530.7000122070312,497.6499938964844,498.7000122070313,17754754.0,,,,,,,,,,,,
2021-03-08,439.8472290039063,486.25,513.4000244140625,485.2000122070313,508.9500122070313,7043359.0,,,,,,,,,,,,
2021-03-15,432.7916259765625,478.4500122070313,491.0,450.5,489.3999938964844,9994936.0,,,,,,,,,,,,
2021-03-22,410.765380859375,454.1000061035156,487.0,450.0,480.0499877929688,7691699.0,,,,,,,,,,,,
2021-03-29,432.7011413574219,478.3500061035156,480.0,454.1000061035156,454.1000061035156,4432211.0,,,,,,,,,,,,
2021-04-05,446.3601379394531,493.4500122070313,497.0,460.25,479.0,9258253.0,,,,,,,,,,,,
2021-04-12,430.6206359863281,476.0499877929688,486.6499938964844,450.0,486.6499938964844,7427942.0,,,,,,,,,,,,
2021-04-19,411.7603759765625,455.2000122070313,471.75,453.25,468.8999938964844,5281907.0,,,,,,,,,,,,
2021-04-26,491.4981689453125,543.3499755859375,549.9500122070312,457.0,457.4500122070313,30195720.0,,,,,,,,,,,,
2021-05-03,447.6718444824219,494.8999938964844,558.9500122070312,487.0,554.0,26378068.0,,,,,,,,,,,,
2021-05-10,471.7333679199219,521.5,536.7999877929688,494.7000122070313,499.0,13181457.0,,,,,,,,,,,,
2021-05-17,474.62799072265625,524.7000122070312,539.9500122070312,516.0,525.0,11123939.0,,,,,,,,,,,,
2021-05-24,493.89544677734375,546.0,560.0,514.2000122070312,525.0,21199151.0,,,,,,,,,,,,
2021-05-31,471.9595336914063,521.75,548.0499877929688,520.0499877929688,545.4000244140625,7979978.0,,,,,,,,,,,,
2021-06-07,480.3720397949219,531.0499877929688,541.8499755859375,516.0,527.75,8422850.0,,,,,,,,,,,,
2021-06-14,497.1065979003906,549.5499877929688,553.9500122070312,511.0,520.0,24438213.0,,,,,,,,,,,,
2021-06-21,491.0912170410156,542.9000244140625,571.0,528.5499877929688,544.0,19090438.0,,,,,,,,,,,,
2021-06-28,477.9749145507813,528.4000244140625,548.75,523.5,548.0,8582553.0,,,,,,,,,,,,
2021-07-05,472.0951843261719,521.9000244140625,538.0,519.5999755859375,530.9000244140625,6803136.0,,,,,,,,,,,,
2021-07-12,482.8596496582031,533.7999877929688,538.7999877929688,517.0999755859375,526.0999755859375,7471009.0,,,,,,,,,,,,
2021-07-19,481.45751953125,532.25,545.9000244140625,524.8499755859375,530.5999755859375,4403426.0,,,,,,,,,,,,
2021-07-26,524.2889404296875,579.5999755859375,583.7000122070312,527.75,530.0,25599628.0,,,,,,,,,,,,
2021-08-02,490.4127502441406,542.1500244140625,586.5499877929688,540.5,580.0,7598707.0,,,,,,,,,,,,
2021-08-09,475.2159729003906,525.3499755859375,552.4500122070312,515.25,545.4000244140625,5729672.0,,,,,,,,,,,,
2021-08-16,436.8169555664063,482.8999938964844,529.7999877929688,478.0,525.5999755859375,5284315.0,,,,,,,,,,,,
2021-08-23,436.5908203125,482.6499938964844,504.2999877929688,471.0,482.5,9017631.0,,,,,,,,,,,,
2021-08-30,447.25537109375,490.6000061035156,507.7999877929688,479.0499877929688,487.7999877929688,7869190.0,,,,,,,,,,,,
2021-09-06,448.0302734375,491.4500122070313,497.0,479.2999877929688,495.25,4023257.0,,,,,,,,,,,,
2021-09-13,449.5801086425781,493.1499938964844,525.4500122070312,486.0,493.0,11588687.0,,,,,,,,,,,,
2021-09-20,465.8074340820313,510.9500122070313,534.0,478.6000061035156,492.5,15167036.0,,,,,,,,,,,,
2021-09-27,474.9239501953125,520.9500122070312,529.5999755859375,494.0,514.75,11783673.0,,,,,,,,,,,,
2021-10-04,491.1968688964844,538.7999877929688,563.5499877929688,515.2999877929688,521.75,16197630.0,,,,,,,,,,,,
