Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ZEEMEDIA.NS')","('High', 'ZEEMEDIA.NS')","('Low', 'ZEEMEDIA.NS')","('Open', 'ZEEMEDIA.NS')","('Volume', 'ZEEMEDIA.NS')","('Date', '')","('Close', 'ZEEMEDIA.NS')","('High', 'ZEEMEDIA.NS')","('Low', 'ZEEMEDIA.NS')","('Open', 'ZEEMEDIA.NS')","('Volume', 'ZEEMEDIA.NS')"
2021-01-25,5.400000095367432,5.400000095367432,5.5,5.099999904632568,5.25,4850027.0,,,,,,,,,,,,
2021-02-01,5.099999904632568,5.099999904632568,5.5,5.099999904632568,5.449999809265137,9911018.0,,,,,,,,,,,,
2021-02-08,5.550000190734863,5.550000190734863,5.550000190734863,5.050000190734863,5.099999904632568,9576876.0,,,,,,,,,,,,
2021-02-15,5.900000095367432,5.900000095367432,6.0,5.400000095367432,5.800000190734863,14899945.0,,,,,,,,,,,,
2021-02-22,5.949999809265137,5.949999809265137,6.5,5.900000095367432,5.949999809265137,14798673.0,,,,,,,,,,,,
2021-03-01,6.900000095367432,6.900000095367432,7.449999809265137,6.0,6.050000190734863,27237453.0,,,,,,,,,,,,
2021-03-08,6.849999904632568,6.849999904632568,7.199999809265137,6.699999809265137,7.050000190734863,9157304.0,,,,,,,,,,,,
2021-03-15,6.449999809265137,6.449999809265137,7.5,6.050000190734863,6.849999904632568,13436439.0,,,,,,,,,,,,
2021-03-22,6.050000190734863,6.050000190734863,6.650000095367432,5.949999809265137,6.5,7973228.0,,,,,,,,,,,,
2021-03-29,6.5,6.5,6.599999904632568,6.050000190734863,6.050000190734863,3656008.0,,,,,,,,,,,,
2021-04-05,6.300000190734863,6.300000190734863,6.75,6.199999809265137,6.5,7020705.0,,,,,,,,,,,,
2021-04-12,6.050000190734863,6.050000190734863,6.349999904632568,5.900000095367432,6.300000190734863,3148160.0,,,,,,,,,,,,
2021-04-19,6.300000190734863,6.300000190734863,6.5,5.800000190734863,5.800000190734863,5871721.0,,,,,,,,,,,,
2021-04-26,6.449999809265137,6.449999809265137,6.550000190734863,6.150000095367432,6.400000095367432,5347385.0,,,,,,,,,,,,
2021-05-03,8.300000190734863,8.300000190734863,8.300000190734863,6.0,6.400000095367432,23346672.0,,,,,,,,,,,,
2021-05-10,8.550000190734863,8.550000190734863,9.0,7.699999809265137,8.699999809265137,31313522.0,,,,,,,,,,,,
2021-05-17,9.75,9.75,10.75,8.5,8.850000381469727,23666911.0,,,,,,,,,,,,
2021-05-24,9.449999809265137,9.449999809265137,10.5,8.850000381469727,9.399999618530272,23236042.0,,,,,,,,,,,,
2021-05-31,9.75,9.75,10.050000190734863,9.199999809265137,9.449999809265137,12409316.0,,,,,,,,,,,,
2021-06-07,10.350000381469728,10.350000381469728,11.0,9.600000381469728,10.0,26644189.0,,,,,,,,,,,,
2021-06-14,10.300000190734863,10.300000190734863,11.899999618530272,9.850000381469728,10.300000190734863,51103732.0,,,,,,,,,,,,
2021-06-21,10.399999618530272,10.399999618530272,11.149999618530272,9.850000381469728,10.300000190734863,23459672.0,,,,,,,,,,,,
2021-06-28,13.100000381469728,13.100000381469728,13.100000381469728,10.600000381469728,10.899999618530272,19869506.0,,,,,,,,,,,,
2021-07-05,13.050000190734863,13.050000190734863,14.399999618530272,12.449999809265137,13.75,35974055.0,,,,,,,,,,,,
2021-07-12,12.699999809265137,12.699999809265137,13.699999809265137,12.550000190734863,13.399999618530272,16344649.0,,,,,,,,,,,,
2021-07-19,13.399999618530272,13.399999618530272,13.399999618530272,12.0,12.850000381469728,12050717.0,,,,,,,,,,,,
2021-07-26,11.850000381469728,11.850000381469728,13.149999618530272,11.399999618530272,12.75,23294629.0,,,,,,,,,,,,
2021-08-02,11.800000190734863,11.800000190734863,12.300000190734863,11.449999809265137,12.149999618530272,10674705.0,,,,,,,,,,,,
2021-08-09,10.75,10.75,11.949999809265137,10.300000190734863,11.800000190734863,10943176.0,,,,,,,,,,,,
2021-08-16,9.699999809265137,9.699999809265137,10.949999809265137,9.600000381469728,10.949999809265137,4845920.0,,,,,,,,,,,,
2021-08-23,9.0,9.0,10.0,8.5,9.699999809265137,13645355.0,,,,,,,,,,,,
2021-08-30,9.5,9.5,9.899999618530272,8.850000381469727,9.149999618530272,7820710.0,,,,,,,,,,,,
2021-09-06,10.350000381469728,10.350000381469728,10.350000381469728,9.100000381469728,9.600000381469728,7305060.0,,,,,,,,,,,,
2021-09-13,11.25,11.25,11.949999809265137,9.850000381469728,10.5,12580740.0,,,,,,,,,,,,
2021-09-20,13.5,13.5,13.5,11.0,11.199999809265137,33767759.0,,,,,,,,,,,,
2021-09-27,14.550000190734863,14.550000190734863,14.550000190734863,12.199999809265137,14.0,26974755.0,,,,,,,,,,,,
2021-10-04,13.800000190734863,13.800000190734863,16.0,13.75,15.149999618530272,32205289.0,,,,,,,,,,,,
2021-10-11,13.25,13.25,14.449999809265137,13.100000381469728,13.899999618530272,11200875.0,,,,,,,,,,,,
2021-10-18,12.199999809265137,12.199999809265137,13.449999809265137,11.899999618530272,13.449999809265137,8381835.0,,,,,,,,,,,,
2021-10-25,11.899999618530272,11.899999618530272,13.0,11.350000381469728,12.0,5634517.0,,,,,,,,,,,,
2021-11-01,12.0,12.0,12.399999618530272,11.5,12.0,1836111.0,,,,,,,,,,,,
2021-11-08,13.25,13.25,13.75,11.899999618530272,12.0,5756428.0,,,,,,,,,,,,
2021-11-15,11.899999618530272,11.899999618530272,13.25,11.600000381469728,13.25,3231115.0,,,,,,,,,,,,
2021-11-22,11.699999809265137,11.699999809265137,12.449999809265137,11.300000190734863,12.149999618530272,3841498.0,,,,,,,,,,,,
2021-11-29,12.350000381469728,12.350000381469728,12.399999618530272,10.649999618530272,11.699999809265137,5209937.0,,,,,,,,,,,,
2021-12-06,12.75,12.75,13.0,11.949999809265137,12.600000381469728,4757439.0,,,,,,,,,,,,
2021-12-13,12.449999809265137,12.449999809265137,14.149999618530272,12.050000190734863,12.850000381469728,6764886.0,,,,,,,,,,,,
2021-12-20,12.75,12.75,13.949999809265137,11.850000381469728,12.449999809265137,12538994.0,,,,,,,,,,,,
2021-12-27,13.350000381469728,13.350000381469728,13.399999618530272,11.949999809265137,12.949999809265137,8200572.0,,,,,,,,,,,,
2022-01-03,16.200000762939453,16.200000762939453,16.200000762939453,13.149999618530272,13.149999618530272,34486081.0,,,,,,,,,,,,
2022-01-10,17.0,17.0,18.299999237060547,16.149999618530273,16.950000762939453,72144131.0,,,,,,,,,,,,
2022-01-17,14.300000190734863,14.300000190734863,17.5,14.25,17.100000381469727,28230721.0,,,,,,,,,,,,
2022-01-24,14.449999809265137,14.449999809265137,14.899999618530272,12.949999809265137,14.0,23319774.0,,,,,,,,,,,,
2022-01-31,15.199999809265137,15.199999809265137,15.550000190734863,14.0,14.75,18140875.0,,,,,,,,,,,,
2022-02-07,19.5,19.5,20.299999237060547,14.5,15.350000381469728,99639973.0,,,,,,,,,,,,
2022-02-14,16.649999618530273,16.649999618530273,19.450000762939453,16.5,18.89999961853028,34167238.0,,,,,,,,,,,,
2022-02-21,15.199999809265137,15.199999809265137,16.899999618530273,14.649999618530272,16.700000762939453,14483274.0,,,,,,,,,,,,
2022-02-28,14.350000381469728,14.350000381469728,15.399999618530272,14.25,14.699999809265137,12855884.0,,,,,,,,,,,,
2022-03-07,15.850000381469728,15.850000381469728,16.25,13.5,14.25,17643364.0,,,,,,,,,,,,
2022-03-14,16.25,16.25,16.299999237060547,14.850000381469728,16.0,11914640.0,,,,,,,,,,,,
2022-03-21,16.149999618530273,16.149999618530273,16.700000762939453,14.949999809265137,16.399999618530273,16423473.0,,,,,,,,,,,,
2022-03-28,17.399999618530273,17.399999618530273,17.399999618530273,15.149999618530272,16.200000762939453,15845381.0,,,,,,,,,,,,
2022-04-04,20.14999961853028,20.14999961853028,21.14999961853028,17.450000762939453,17.700000762939453,37186984.0,,,,,,,,,,,,
2022-04-11,20.0,20.0,20.64999961853028,18.5,20.25,14242382.0,,,,,,,,,,,,
2022-04-18,23.0,23.0,24.799999237060547,19.14999961853028,20.0,52711508.0,,,,,,,,,,,,
2022-04-25,21.450000762939453,21.450000762939453,25.299999237060547,21.450000762939453,22.600000381469727,33449386.0,,,,,,,,,,,,
2022-05-02,18.450000762939453,18.450000762939453,21.350000381469727,17.850000381469727,20.5,26841892.0,,,,,,,,,,,,
2022-05-09,17.450000762939453,17.450000762939453,18.39999961853028,15.949999809265137,18.350000381469727,19696431.0,,,,,,,,,,,,
2022-05-16,17.5,17.5,18.64999961853028,16.399999618530273,17.850000381469727,13953429.0,,,,,,,,,,,,
2022-05-23,15.699999809265137,15.699999809265137,17.950000762939453,15.199999809265137,17.950000762939453,14459474.0,,,,,,,,,,,,
2022-05-30,15.550000190734863,15.550000190734863,16.799999237060547,15.050000190734863,16.049999237060547,7546948.0,,,,,,,,,,,,
2022-06-06,15.550000190734863,15.550000190734863,16.600000381469727,14.5,15.649999618530272,7174959.0,,,,,,,,,,,,
2022-06-13,13.050000190734863,13.050000190734863,15.449999809265137,12.699999809265137,15.449999809265137,10032358.0,,,,,,,,,,,,
2022-06-20,13.5,13.5,13.800000190734863,11.850000381469728,13.25,7255058.0,,,,,,,,,,,,
2022-06-27,14.0,14.0,14.5,13.550000190734863,13.649999618530272,3697446.0,,,,,,,,,,,,
2022-07-04,13.949999809265137,13.949999809265137,14.699999809265137,13.5,13.75,4308083.0,,,,,,,,,,,,
2022-07-11,14.149999618530272,14.149999618530272,14.550000190734863,13.75,14.100000381469728,3611857.0,,,,,,,,,,,,
2022-07-18,15.699999809265137,15.699999809265137,16.899999618530273,13.949999809265137,14.25,11015059.0,,,,,,,,,,,,
2022-07-25,15.199999809265137,15.199999809265137,15.850000381469728,14.149999618530272,15.850000381469728,6373110.0,,,,,,,,,,,,
2022-08-01,14.949999809265137,14.949999809265137,15.850000381469728,14.25,15.600000381469728,9745997.0,,,,,,,,,,,,
2022-08-08,15.350000381469728,15.350000381469728,16.5,14.550000190734863,14.649999618530272,7024588.0,,,,,,,,,,,,
2022-08-15,15.25,15.25,16.600000381469727,15.050000190734863,15.350000381469728,10612879.0,,,,,,,,,,,,
2022-08-22,16.299999237060547,16.299999237060547,17.100000381469727,14.949999809265137,15.25,13630847.0,,,,,,,,,,,,
2022-08-29,19.549999237060547,19.549999237060547,20.700000762939453,15.699999809265137,15.800000190734863,38810915.0,,,,,,,,,,,,
2022-09-05,18.200000762939453,18.200000762939453,19.950000762939453,18.100000381469727,19.799999237060547,12747126.0,,,,,,,,,,,,
2022-09-12,16.5,16.5,18.89999961853028,16.450000762939453,18.700000762939453,9628848.0,,,,,,,,,,,,
2022-09-19,16.200000762939453,16.200000762939453,18.14999961853028,15.850000381469728,16.799999237060547,4559428.0,,,,,,,,,,,,
2022-09-26,16.25,16.25,17.25,15.5,16.549999237060547,3999917.0,,,,,,,,,,,,
2022-10-03,17.5,17.5,18.0,16.049999237060547,16.399999618530273,2946611.0,,,,,,,,,,,,
2022-10-10,16.299999237060547,16.299999237060547,17.5,16.149999618530273,17.450000762939453,3107362.0,,,,,,,,,,,,
2022-10-17,16.049999237060547,16.049999237060547,17.0,15.600000381469728,16.299999237060547,1997980.0,,,,,,,,,,,,
2022-10-24,16.0,16.0,16.5,15.800000190734863,16.149999618530273,1819600.0,,,,,,,,,,,,
2022-10-31,15.699999809265137,15.699999809265137,16.200000762939453,15.5,16.100000381469727,2317852.0,,,,,,,,,,,,
2022-11-07,14.399999618530272,14.399999618530272,16.0,14.300000190734863,15.699999809265137,4400046.0,,,,,,,,,,,,
2022-11-14,14.5,14.5,15.649999618530272,14.149999618530272,14.5,3234630.0,,,,,,,,,,,,
2022-11-21,14.949999809265137,14.949999809265137,15.449999809265137,14.0,14.5,2924140.0,,,,,,,,,,,,
2022-11-28,14.899999618530272,14.899999618530272,15.399999618530272,14.199999809265137,15.0,5663487.0,,,,,,,,,,,,
2022-12-05,15.449999809265137,15.449999809265137,16.350000381469727,14.800000190734863,15.0,7808992.0,,,,,,,,,,,,
2022-12-12,16.649999618530273,16.649999618530273,17.450000762939453,15.399999618530272,15.5,13482991.0,,,,,,,,,,,,
2022-12-19,14.149999618530272,14.149999618530272,17.100000381469727,14.149999618530272,16.950000762939453,7809348.0,,,,,,,,,,,,
2022-12-26,14.850000381469728,14.850000381469728,15.449999809265137,13.899999618530272,14.050000190734863,4110573.0,,,,,,,,,,,,
2023-01-02,14.300000190734863,14.300000190734863,15.399999618530272,14.25,14.850000381469728,4817791.0,,,,,,,,,,,,
2023-01-09,14.100000381469728,14.100000381469728,14.550000190734863,14.050000190734863,14.5,3468576.0,,,,,,,,,,,,
2023-01-16,13.800000190734863,13.800000190734863,14.199999809265137,13.600000381469728,14.100000381469728,3112304.0,,,,,,,,,,,,
2023-01-23,12.899999618530272,12.899999618530272,13.949999809265137,12.800000190734863,13.949999809265137,2958216.0,,,,,,,,,,,,
2023-01-30,11.600000381469728,11.600000381469728,13.149999618530272,11.550000190734863,12.899999618530272,12294858.0,,,,,,,,,,,,
2023-02-06,11.899999618530272,11.899999618530272,12.899999618530272,11.550000190734863,11.75,5835273.0,,,,,,,,,,,,
2023-02-13,10.399999618530272,10.399999618530272,12.199999809265137,10.300000190734863,12.050000190734863,8756101.0,,,,,,,,,,,,
2023-02-20,8.550000190734863,8.550000190734863,10.5,8.25,10.5,15587939.0,,,,,,,,,,,,
2023-02-27,9.800000190734863,9.800000190734863,9.800000190734863,7.75,8.699999809265137,11033080.0,,,,,,,,,,,,
2023-03-06,9.949999809265137,9.949999809265137,10.75,9.600000381469728,9.949999809265137,9610709.0,,,,,,,,,,,,
2023-03-13,9.399999618530272,9.399999618530272,9.899999618530272,8.550000190734863,9.899999618530272,8028925.0,,,,,,,,,,,,
2023-03-20,8.800000190734863,8.800000190734863,9.5,8.600000381469727,9.399999618530272,5872438.0,,,,,,,,,,,,
2023-03-27,8.600000381469727,8.600000381469727,8.850000381469727,7.650000095367432,8.850000381469727,9686115.0,,,,,,,,,,,,
2023-04-03,9.100000381469728,9.100000381469728,9.449999809265137,8.75,8.800000190734863,3437390.0,,,,,,,,,,,,
2023-04-10,8.800000190734863,8.800000190734863,9.300000190734863,8.75,9.300000190734863,3110019.0,,,,,,,,,,,,
2023-04-17,8.800000190734863,8.800000190734863,9.300000190734863,8.699999809265137,9.0,4008455.0,,,,,,,,,,,,
2023-04-24,8.949999809265137,8.949999809265137,9.100000381469728,8.5,8.949999809265137,3698956.0,,,,,,,,,,,,
2023-05-01,8.699999809265137,8.699999809265137,9.149999618530272,8.600000381469727,8.949999809265137,5046803.0,,,,,,,,,,,,
2023-05-08,8.850000381469727,8.850000381469727,9.149999618530272,8.649999618530273,8.850000381469727,4100032.0,,,,,,,,,,,,
2023-05-15,8.449999809265137,8.449999809265137,9.0,8.050000190734863,9.0,3987512.0,,,,,,,,,,,,
2023-05-22,8.199999809265137,8.199999809265137,8.550000190734863,7.699999809265137,8.300000190734863,9460383.0,,,,,,,,,,,,
2023-05-29,7.849999904632568,7.849999904632568,8.399999618530273,7.349999904632568,8.399999618530273,9126347.0,,,,,,,,,,,,
2023-06-05,8.300000190734863,8.300000190734863,9.100000381469728,7.75,7.949999809265137,22193400.0,,,,,,,,,,,,
2023-06-12,7.849999904632568,7.849999904632568,8.449999809265137,7.75,8.449999809265137,17905524.0,,,,,,,,,,,,
2023-06-19,7.949999809265137,7.949999809265137,8.300000190734863,7.800000190734863,7.949999809265137,13705868.0,,,,,,,,,,,,
2023-06-26,7.900000095367432,7.900000095367432,8.050000190734863,7.849999904632568,8.0,4252659.0,,,,,,,,,,,,
2023-07-03,11.100000381469728,11.100000381469728,11.25,7.849999904632568,7.949999809265137,47306294.0,,,,,,,,,,,,
2023-07-10,10.449999809265137,10.449999809265137,11.399999618530272,9.25,11.149999618530272,51340679.0,,,,,,,,,,,,
2023-07-17,9.800000190734863,9.800000190734863,11.25,9.75,10.550000190734863,31079378.0,,,,,,,,,,,,
2023-07-24,11.0,11.0,11.050000190734863,9.600000381469728,9.800000190734863,49345692.0,,,,,,,,,,,,
2023-07-31,10.800000190734863,10.800000190734863,11.5,10.399999618530272,11.050000190734863,28400219.0,,,,,,,,,,,,
2023-08-07,13.25,13.25,14.449999809265137,10.800000190734863,10.899999618530272,116049657.0,,,,,,,,,,,,
2023-08-14,11.949999809265137,11.949999809265137,12.949999809265137,11.75,12.75,18874661.0,,,,,,,,,,,,
2023-08-21,11.899999618530272,11.899999618530272,13.100000381469728,11.399999618530272,12.149999618530272,33449166.0,,,,,,,,,,,,
2023-08-28,11.949999809265137,11.949999809265137,12.399999618530272,11.75,12.149999618530272,18508254.0,,,,,,,,,,,,
2023-09-04,13.300000190734863,13.300000190734863,14.399999618530272,11.800000190734863,12.0,87114011.0,,,,,,,,,,,,
2023-09-11,11.899999618530272,11.899999618530272,13.550000190734863,11.699999809265137,13.5,41163478.0,,,,,,,,,,,,
2023-09-18,11.949999809265137,11.949999809265137,12.600000381469728,11.75,11.949999809265137,33745508.0,,,,,,,,,,,,
2023-09-25,12.949999809265137,12.949999809265137,13.25,11.699999809265137,12.100000381469728,65736460.0,,,,,,,,,,,,
2023-10-02,13.300000190734863,13.300000190734863,14.300000190734863,12.699999809265137,12.949999809265137,75648528.0,,,,,,,,,,,,
2023-10-09,14.449999809265137,14.449999809265137,15.600000381469728,12.600000381469728,13.050000190734863,111816964.0,,,,,,,,,,,,
2023-10-16,13.800000190734863,13.800000190734863,15.0,13.699999809265137,14.449999809265137,45942288.0,,,,,,,,,,,,
2023-10-23,13.5,13.5,14.050000190734863,12.600000381469728,13.850000381469728,30258587.0,,,,,,,,,,,,
2023-10-30,15.100000381469728,15.100000381469728,15.25,13.0,13.600000381469728,55436443.0,,,,,,,,,,,,
2023-11-06,16.0,16.0,16.450000762939453,14.899999618530272,15.199999809265137,77506432.0,,,,,,,,,,,,
2023-11-13,15.899999618530272,15.899999618530272,16.799999237060547,15.699999809265137,15.949999809265137,44047424.0,,,,,,,,,,,,
2023-11-20,14.899999618530272,14.899999618530272,16.100000381469727,14.800000190734863,15.949999809265137,34215807.0,,,,,,,,,,,,
2023-11-27,15.199999809265137,15.199999809265137,15.649999618530272,14.449999809265137,14.899999618530272,35680308.0,,,,,,,,,,,,
2023-12-04,17.100000381469727,17.100000381469727,17.75,14.5,15.449999809265137,83740055.0,,,,,,,,,,,,
2023-12-11,16.700000762939453,16.700000762939453,18.299999237060547,16.25,17.75,109500601.0,,,,,,,,,,,,
2023-12-18,15.699999809265137,15.699999809265137,16.700000762939453,14.600000381469728,16.700000762939453,51649318.0,,,,,,,,,,,,
2023-12-25,15.100000381469728,15.100000381469728,15.850000381469728,15.0,15.699999809265137,27856546.0,,,,,,,,,,,,
2024-01-01,16.799999237060547,16.799999237060547,17.5,15.149999618530272,15.149999618530272,75518822.0,,,,,,,,,,,,
2024-01-08,16.850000381469727,16.850000381469727,18.100000381469727,15.449999809265137,16.850000381469727,170425956.0,,,,,,,,,,,,
2024-01-15,15.850000381469728,15.850000381469728,17.600000381469727,15.300000190734863,17.0,133420417.0,,,,,,,,,,,,
2024-01-22,14.050000190734863,14.050000190734863,15.850000381469728,13.300000190734863,15.850000381469728,85290980.0,,,,,,,,,,,,
2024-01-29,14.850000381469728,14.850000381469728,15.149999618530272,13.899999618530272,14.100000381469728,71670881.0,,,,,,,,,,,,
2024-02-05,16.5,16.5,16.75,14.600000381469728,14.949999809265137,91271113.0,,,,,,,,,,,,
2024-02-12,16.0,16.0,16.899999618530273,14.850000381469728,16.75,81503489.0,,,,,,,,,,,,
2024-02-19,15.050000190734863,15.050000190734863,16.75,14.300000190734863,16.149999618530273,109574920.0,,,,,,,,,,,,
2024-02-26,13.600000381469728,13.600000381469728,15.199999809265137,13.25,14.949999809265137,44789881.0,,,,,,,,,,,,
2024-03-04,12.399999618530272,12.399999618530272,13.649999618530272,11.899999618530272,13.600000381469728,52279465.0,,,,,,,,,,,,
2024-03-11,11.050000190734863,11.050000190734863,12.300000190734863,10.0,12.0,79363944.0,,,,,,,,,,,,
2024-03-18,11.050000190734863,11.050000190734863,11.5,10.25,10.5,39764556.0,,,,,,,,,,,,
2024-03-25,10.399999618530272,10.399999618530272,11.050000190734863,10.300000190734863,11.050000190734863,24473969.0,,,,,,,,,,,,
2024-04-01,12.149999618530272,12.149999618530272,12.5,10.550000190734863,10.550000190734863,59702632.0,,,,,,,,,,,,
