Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'LAURUSLABS.NS')","('High', 'LAURUSLABS.NS')","('Low', 'LAURUSLABS.NS')","('Open', 'LAURUSLABS.NS')","('Volume', 'LAURUSLABS.NS')","('Date', '')","('Close', 'LAURUSLABS.NS')","('High', 'LAURUSLABS.NS')","('Low', 'LAURUSLABS.NS')","('Open', 'LAURUSLABS.NS')","('Volume', 'LAURUSLABS.NS')"
2019-12-30,73.47342681884766,75.97000122070312,78.29000091552734,71.5999984741211,71.5999984741211,1269490.0,,,,,,,,,,,,
2020-01-06,76.66497802734375,79.2699966430664,81.12999725341797,75.4000015258789,75.80000305175781,4215855.0,,,,,,,,,,,,
2020-01-13,78.51219177246094,81.18000030517578,82.83999633789062,79.79000091552734,80.19999694824219,3585885.0,,,,,,,,,,,,
2020-01-20,79.70179748535156,82.41000366210938,84.4800033569336,78.83000183105469,81.94000244140625,3508210.0,,,,,,,,,,,,
2020-01-27,82.54517364501953,85.3499984741211,91.98999786376952,82.41000366210938,82.41000366210938,13088165.0,,,,,,,,,,,,
2020-02-03,84.90496826171875,87.79000091552734,89.58000183105469,83.04000091552734,84.0,7634940.0,,,,,,,,,,,,
2020-02-10,84.55681610107422,87.43000030517578,90.66000366210938,86.62000274658203,88.58000183105469,7908240.0,,,,,,,,,,,,
2020-02-17,85.17578887939453,88.06999969482422,89.18000030517578,72.0,87.62000274658203,2226850.0,,,,,,,,,,,,
2020-02-24,79.9919204711914,82.70999908447266,88.4000015258789,80.19999694824219,88.4000015258789,1990660.0,,,,,,,,,,,,
2020-03-02,81.02674865722656,83.77999877929688,87.55999755859375,80.52999877929688,83.2300033569336,2595960.0,,,,,,,,,,,,
2020-03-09,72.23548889160156,74.69000244140625,83.98999786376953,59.0,83.77999877929688,2157970.0,,,,,,,,,,,,
2020-03-16,70.22383117675781,72.61000061035156,78.93000030517578,63.369998931884766,73.5999984741211,2068725.0,,,,,,,,,,,,
2020-03-23,63.20241928100586,65.3499984741211,71.0,61.02000045776367,71.0,1725675.0,,,,,,,,,,,,
2020-03-30,66.45577239990234,68.43000030517578,70.58999633789062,62.93999862670898,67.77999877929688,2258935.0,,,,,,,,,,,,
2020-04-06,79.95476531982422,82.33000183105469,84.88999938964844,68.43000030517578,68.43000030517578,5890045.0,,,,,,,,,,,,
2020-04-13,78.5368881225586,80.87000274658203,86.80000305175781,78.11000061035156,85.5999984741211,7852095.0,,,,,,,,,,,,
2020-04-20,96.10497283935548,98.95999908447266,102.63999938964844,80.19999694824219,81.2300033569336,26931075.0,,,,,,,,,,,,
2020-04-27,99.54285430908205,102.5,107.1999969482422,100.0199966430664,101.95999908447266,18914610.0,,,,,,,,,,,,
2020-05-04,85.60686492919922,88.1500015258789,105.0,87.0,102.4000015258789,147928185.0,,,,,,,,,,,,
2020-05-11,85.02416229248047,87.55000305175781,90.4000015258789,84.66000366210938,88.5999984741211,35733230.0,,,,,,,,,,,,
2020-05-18,88.86992645263672,91.51000213623048,93.97000122070312,84.33000183105469,87.55000305175781,28056670.0,,,,,,,,,,,,
2020-05-25,90.98702239990234,93.69000244140624,94.8000030517578,89.3499984741211,91.51000213623048,11704830.0,,,,,,,,,,,,
2020-06-01,91.49201965332033,94.20999908447266,96.58000183105467,92.22000122070312,94.19000244140624,15141190.0,,,,,,,,,,,,
2020-06-08,95.66796875,98.51000213623048,99.2699966430664,92.80999755859376,95.13999938964844,17621375.0,,,,,,,,,,,,
2020-06-15,103.81591796875,106.9000015258789,108.37999725341795,97.0,98.95999908447266,18708725.0,,,,,,,,,,,,
2020-06-22,105.20465087890624,108.33000183105467,117.55999755859376,106.0199966430664,108.8000030517578,25153535.0,,,,,,,,,,,,
2020-06-29,102.95158386230467,106.01000213623048,107.5999984741211,101.0199966430664,106.0,95327500.0,,,,,,,,,,,,
2020-07-06,117.4681625366211,119.58000183105467,120.7699966430664,106.12000274658205,107.0,30903325.0,,,,,,,,,,,,
2020-07-13,126.03417205810548,128.3000030517578,130.8000030517578,119.45999908447266,121.48999786376952,36736625.0,,,,,,,,,,,,
2020-07-20,143.27423095703125,145.85000610351562,148.35000610351562,127.0,129.16000366210938,36518370.0,,,,,,,,,,,,
2020-07-27,183.3536529541016,186.6499938964844,189.0,142.44000244140625,146.7899932861328,103223520.0,,,,,,,,,,,,
2020-08-03,200.92770385742188,204.5399932861328,215.02999877929688,190.3999938964844,191.0500030517578,128163855.0,,,,,,,,,,,,
2020-08-10,198.42274475097656,201.9900054931641,231.17999267578125,198.6000061035156,206.8000030517578,56294790.0,,,,,,,,,,,,
2020-08-17,224.14041137695312,228.1699981689453,234.9600067138672,203.41000366210932,204.8999938964844,30699390.0,,,,,,,,,,,,
2020-08-24,228.6002349853516,232.7100067138672,249.1999969482422,221.22000122070312,232.0,37806675.0,,,,,,,,,,,,
2020-08-31,232.31349182128903,236.4900054931641,247.5200042724609,210.66000366210932,234.8099975585937,29774905.0,,,,,,,,,,,,
2020-09-07,247.1075134277344,251.5500030517578,253.8000030517578,235.16000366210932,237.3999938964844,26386295.0,,,,,,,,,,,,
2020-09-14,293.4248046875,298.70001220703125,304.0,256.20001220703125,256.3999938964844,43585095.0,,,,,,,,,,,,
2020-09-21,260.9192199707031,265.6099853515625,310.0,251.27999877929688,300.79998779296875,51466380.0,,,,,,,,,,,,
2020-09-28,275.3988647460937,280.3500061035156,306.95001220703125,271.0,271.0,65489478.0,,,,,,,,,,,,
2020-10-05,320.7829895019531,326.54998779296875,343.29998779296875,268.3999938964844,277.0,38184827.0,,,,,,,,,,,,
2020-10-12,320.3409423828125,326.1000061035156,337.0,308.0,328.0,19778745.0,,,,,,,,,,,,
2020-10-19,329.6239929199219,335.54998779296875,341.8999938964844,325.04998779296875,331.0,15029700.0,,,,,,,,,,,,
2020-10-26,313.7591857910156,319.3999938964844,344.8999938964844,305.0,339.0,39745393.0,,,,,,,,,,,,
2020-11-02,271.9115905761719,276.79998779296875,319.70001220703125,270.04998779296875,319.5,37841240.0,,,,,,,,,,,,
2020-11-09,284.5346069335937,289.6499938964844,294.8999938964844,252.0,280.0,37567050.0,,,,,,,,,,,,
2020-11-16,278.6986083984375,282.8500061035156,291.8500061035156,267.54998779296875,284.0,15221309.0,,,,,,,,,,,,
