Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'AUBANK.NS')","('High', 'AUBANK.NS')","('Low', 'AUBANK.NS')","('Open', 'AUBANK.NS')","('Volume', 'AUBANK.NS')","('Date', '')","('Close', 'AUBANK.NS')","('High', 'AUBANK.NS')","('Low', 'AUBANK.NS')","('Open', 'AUBANK.NS')","('Volume', 'AUBANK.NS')"
2020-04-20,258.0539245605469,259.0249938964844,283.375,243.0,279.5,5162588.0,,,,,,,,,,,,
2020-04-27,271.1048278808594,272.125,282.54998779296875,248.5,261.79998779296875,6705976.0,,,,,,,,,,,,
2020-05-04,209.8104553222656,210.6000061035156,258.5249938964844,210.6000061035156,258.5249938964844,8794872.0,,,,,,,,,,,,
2020-05-11,207.9674072265625,208.75,220.0249938964844,190.0749969482422,205.3000030517578,10702162.0,,,,,,,,,,,,
2020-05-18,199.20037841796875,199.9499969482422,213.75,190.5249938964844,212.75,7316552.0,,,,,,,,,,,,
2020-05-25,195.06594848632807,195.8000030517578,202.0500030517578,183.0,199.9499969482422,4155096.0,,,,,,,,,,,,
2020-06-01,239.92214965820312,240.8249969482422,243.25,200.0,200.0,14086686.0,,,,,,,,,,,,
2020-06-08,236.2609100341797,237.1499938964844,262.8500061035156,220.1499938964844,245.0,9786032.0,,,,,,,,,,,,
2020-06-15,242.1636962890625,243.0749969482422,248.25,225.3000030517578,241.5,7605054.0,,,,,,,,,,,,
2020-06-22,285.0523376464844,286.125,309.2250061035156,245.0249938964844,247.1999969482422,10926194.0,,,,,,,,,,,,
2020-06-29,282.41229248046875,283.4750061035156,294.0,262.5,282.5,3315770.0,,,,,,,,,,,,
2020-07-06,309.9835205078125,311.1499938964844,328.125,283.8500061035156,286.5,7912946.0,,,,,,,,,,,,
2020-07-13,325.7491760253906,326.9750061035156,331.0,308.5,317.5,5330432.0,,,,,,,,,,,,
2020-07-20,394.1666870117188,395.6499938964844,395.8999938964844,329.0,329.0,13562402.0,,,,,,,,,,,,
2020-07-27,368.8370361328125,370.2250061035156,408.4500122070313,340.29998779296875,386.0,9981324.0,,,,,,,,,,,,
2020-08-03,353.4200439453125,354.75,377.5,346.5249938964844,375.0,4324886.0,,,,,,,,,,,,
2020-08-10,352.6230773925781,353.95001220703125,366.4500122070313,346.67498779296875,357.75,2692248.0,,,,,,,,,,,,
2020-08-17,360.3440246582031,361.7000122070313,372.5,351.25,356.6499938964844,3670722.0,,,,,,,,,,,,
2020-08-24,366.9690856933594,368.3500061035156,381.0,362.0,363.0,7198762.0,,,,,,,,,,,,
2020-08-31,328.41412353515625,329.6499938964844,375.7999877929688,325.57501220703125,372.5,8573262.0,,,,,,,,,,,,
2020-09-07,335.3132019042969,336.57501220703125,345.0,315.54998779296875,331.95001220703125,4641526.0,,,,,,,,,,,,
2020-09-14,361.9130554199219,363.2749938964844,368.4500122070313,338.75,347.5,5560634.0,,,,,,,,,,,,
2020-09-21,326.8948669433594,328.125,367.0,308.3500061035156,360.0,4753434.0,,,,,,,,,,,,
2020-09-28,331.7515563964844,333.0,339.5,323.79998779296875,332.5,2460330.0,,,,,,,,,,,,
2020-10-05,369.1109924316406,370.5,391.4500122070313,333.0,335.0,5624088.0,,,,,,,,,,,,
2020-10-12,364.5282287597656,365.8999938964844,379.875,357.625,372.5249938964844,3916120.0,,,,,,,,,,,,
2020-10-19,393.19537353515625,394.6749877929688,404.625,363.0499877929688,366.5,7584114.0,,,,,,,,,,,,
2020-10-26,386.2215881347656,387.6749877929688,406.0,376.25,397.1749877929688,4081284.0,,,,,,,,,,,,
2020-11-02,384.6525268554688,386.1000061035156,397.0,376.0,387.0,4028990.0,,,,,,,,,,,,
2020-11-09,424.5523376464844,426.1499938964844,435.9750061035156,390.5,391.6499938964844,12413374.0,,,,,,,,,,,,
2020-11-16,437.3790893554688,439.0249938964844,472.75,422.1000061035156,422.1000061035156,11200634.0,,,,,,,,,,,,
2020-11-23,417.95220947265625,419.5249938964844,446.375,413.0,442.5,4649306.0,,,,,,,,,,,,
2020-11-30,438.5746154785156,440.2250061035156,447.5,419.5249938964844,419.5249938964844,3358528.0,,,,,,,,,,,,
2020-12-07,458.42486572265625,460.1499938964844,467.0,440.0,440.5,4416424.0,,,,,,,,,,,,
2020-12-14,446.818603515625,448.5,475.0,440.25,455.0,13591730.0,,,,,,,,,,,,
2020-12-21,432.2982177734375,433.9249877929688,452.2250061035156,360.2250061035156,450.0,7864868.0,,,,,,,,,,,,
2020-12-28,436.0341491699219,437.6749877929688,440.3250122070313,420.25,438.4750061035156,7151352.0,,,,,,,,,,,,
2021-01-04,445.12493896484375,446.7999877929688,458.1499938964844,434.0,445.0,9974952.0,,,,,,,,,,,,
2021-01-11,458.3999938964844,460.125,465.75,436.75,450.4249877929688,8389836.0,,,,,,,,,,,,
2021-01-18,446.6192932128906,448.2999877929688,465.125,440.0,460.5,11539616.0,,,,,,,,,,,,
2021-01-25,434.6145324707031,436.25,451.0,421.25,451.0,4517618.0,,,,,,,,,,,,
2021-02-01,489.1094665527344,490.9500122070313,499.5,445.5,445.5,11697964.0,,,,,,,,,,,,
2021-02-08,547.5894165039062,549.6500244140625,568.4749755859375,493.75,494.8500061035156,8655728.0,,,,,,,,,,,,
2021-02-15,552.4212036132812,554.5,577.2000122070312,530.4500122070312,555.0,6702780.0,,,,,,,,,,,,
2021-02-22,561.1383666992188,563.25,603.5,524.0,554.5,6392582.0,,,,,,,,,,,,
2021-03-01,627.98681640625,630.3499755859375,646.8250122070312,563.7999877929688,569.0,13747194.0,,,,,,,,,,,,
2021-03-08,625.3717041015625,627.7249755859375,658.4749755859375,601.4000244140625,637.2000122070312,10622542.0,,,,,,,,,,,,
2021-03-15,596.6298828125,598.875,625.8499755859375,562.0,624.9749755859375,10326766.0,,,,,,,,,,,,
2021-03-22,587.0409545898438,589.25,635.9500122070312,567.5499877929688,604.5,9798914.0,,,,,,,,,,,,
2021-03-29,631.5733032226562,633.9500122070312,677.2000122070312,582.5,589.25,21337272.0,,,,,,,,,,,,
2021-04-05,585.0484008789062,587.25,632.5,585.0250244140625,631.0,10280288.0,,,,,,,,,,,,
2021-04-12,536.531005859375,538.5499877929688,576.5,512.7249755859375,576.5,16619720.0,,,,,,,,,,,,
2021-04-19,535.7340087890625,537.75,564.25,486.6499938964844,517.5,15213290.0,,,,,,,,,,,,
2021-04-26,500.2674560546875,502.1499938964844,586.0,497.5249938964844,540.5,31206842.0,,,,,,,,,,,,
2021-05-03,462.683837890625,464.4249877929688,486.0,455.0,474.5,38437714.0,,,,,,,,,,,,
2021-05-10,471.6003112792969,473.375,489.0750122070313,465.25,472.0,10742370.0,,,,,,,,,,,,
2021-05-17,488.41204833984375,490.25,498.9249877929688,464.25,477.25,15327930.0,,,,,,,,,,,,
2021-05-24,495.8590393066406,497.7250061035156,504.0,476.0,492.5,12269280.0,,,,,,,,,,,,
2021-05-31,499.0968322753906,500.9750061035156,512.2000122070312,488.0,499.375,6676084.0,,,,,,,,,,,,
2021-06-07,521.0642700195312,523.0250244140625,531.8499755859375,490.0,504.3999938964844,12798244.0,,,,,,,,,,,,
2021-06-14,511.8987121582031,513.8250122070312,543.7999877929688,503.6749877929688,525.0,13505854.0,,,,,,,,,,,,
2021-06-21,515.8587646484375,517.7999877929688,536.6749877929688,502.375,508.9750061035156,9047058.0,,,,,,,,,,,,
2021-06-28,517.4776611328125,519.4249877929688,542.7750244140625,510.0249938964844,520.0,12221392.0,,,,,,,,,,,,
2021-07-05,595.1104736328125,597.3499755859375,600.0,510.875,522.4749755859375,31863846.0,,,,,,,,,,,,
2021-07-12,611.4241333007812,613.7249755859375,630.0,588.0,595.4749755859375,11334938.0,,,,,,,,,,,,
2021-07-19,580.6898193359375,582.875,617.75,573.0250244140625,609.9500122070312,9858684.0,,,,,,,,,,,,
2021-07-26,607.5636596679688,609.8499755859375,611.6749877929688,566.5250244140625,587.0,10786708.0,,,,,,,,,,,,
2021-08-02,622.0591430664062,624.4000244140625,642.0,596.8250122070312,614.5,20234932.0,,,,,,,,,,,,
2021-08-09,660.738525390625,663.2249755859375,668.2999877929688,616.0499877929688,625.125,14554480.0,,,,,,,,,,,,
2021-08-16,648.2356567382812,650.6749877929688,689.75,640.7999877929688,667.1500244140625,8624148.0,,,,,,,,,,,,
2021-08-23,640.34033203125,642.75,694.9249877929688,629.0,657.375,13688996.0,,,,,,,,,,,,
2021-08-30,582.7570190429688,584.9500122070312,654.5,525.5750122070312,627.5,63254272.0,,,,,,,,,,,,
2021-09-06,584.6748046875,586.875,594.4749755859375,573.1500244140625,584.9749755859375,8548170.0,,,,,,,,,,,,
2021-09-13,556.1073608398438,558.2000122070312,586.875,545.2999877929688,586.875,15706452.0,,,,,,,,,,,,
2021-09-20,533.865966796875,535.875,565.0,532.9500122070312,549.4500122070312,13915492.0,,,,,,,,,,,,
2021-09-27,589.7556762695312,591.9749755859375,594.2999877929688,530.5,540.0,21835950.0,,,,,,,,,,,,
2021-10-04,606.39306640625,608.6749877929688,630.0,585.5,592.0,13859004.0,,,,,,,,,,,,
2021-10-11,594.1142578125,596.3499755859375,619.9749755859375,594.125,611.0,5507750.0,,,,,,,,,,,,
2021-10-18,604.923583984375,607.2000122070312,617.4249877929688,572.0750122070312,605.9000244140625,8901294.0,,,,,,,,,,,,
2021-10-25,605.8948974609375,608.1749877929688,649.75,565.9749755859375,610.0,15769190.0,,,,,,,,,,,,
2021-11-01,609.5062866210938,611.7999877929688,630.9249877929688,597.0,617.2000122070312,5583802.0,,,,,,,,,,,,
2021-11-08,605.8701171875,608.1500244140625,626.5,597.5,612.5,5338148.0,,,,,,,,,,,,
2021-11-15,604.848876953125,607.125,627.4249877929688,601.5250244140625,605.0,5367388.0,,,,,,,,,,,,
2021-11-22,561.8357543945312,563.9500122070312,621.625,559.5,610.5,8684318.0,,,,,,,,,,,,
2021-11-29,566.044921875,568.1749877929688,576.4749755859375,540.0250244140625,559.0,6321036.0,,,,,,,,,,,,
2021-12-06,577.8006591796875,579.9749755859375,591.25,555.5250244140625,571.0,5742656.0,,,,,,,,,,,,
2021-12-13,552.4212036132812,554.5,597.5,549.5250244140625,583.0,9565078.0,,,,,,,,,,,,
2021-12-20,511.948486328125,513.875,549.9000244140625,492.625,531.5,15250472.0,,,,,,,,,,,,
2021-12-27,516.3070678710938,518.25,530.7000122070312,462.5,504.0,17532218.0,,,,,,,,,,,,
2022-01-03,608.2112426757812,610.5,624.7000122070312,519.9500122070312,519.9500122070312,37476930.0,,,,,,,,,,,,
2022-01-10,628.8336791992188,631.2000122070312,659.8499755859375,611.0750122070312,616.4000244140625,18546350.0,,,,,,,,,,,,
2022-01-17,625.9942626953125,628.3499755859375,657.2000122070312,615.0999755859375,631.2000122070312,10959790.0,,,,,,,,,,,,
2022-01-24,633.3915405273438,635.7750244140625,650.0,601.0,628.3499755859375,10099274.0,,,,,,,,,,,,
2022-01-31,669.430908203125,671.9500122070312,710.5,630.375,635.0,19299112.0,,,,,,,,,,,,
2022-02-07,657.6751708984375,660.1500244140625,691.9249877929688,651.5,675.7000122070312,8812306.0,,,,,,,,,,,,
2022-02-14,628.18603515625,630.5499877929688,658.5,621.5,645.0999755859375,7451702.0,,,,,,,,,,,,
2022-02-21,615.0355224609375,617.3499755859375,645.0,582.5,630.5499877929688,8083268.0,,,,,,,,,,,,
2022-02-28,560.4161376953125,562.5250244140625,615.0,557.5,614.0,9898948.0,,,,,,,,,,,,
2022-03-07,594.2886962890625,596.5250244140625,598.0,525.0,534.4000244140625,14193086.0,,,,,,,,,,,,
2022-03-14,579.5192260742188,581.7000122070312,602.5,538.0499877929688,597.9500122070312,14983494.0,,,,,,,,,,,,
2022-03-21,600.7393798828125,603.0,629.4249877929688,570.0,590.0,11971274.0,,,,,,,,,,,,
2022-03-28,641.3614501953125,643.7750244140625,645.0,596.75,608.0,10552298.0,,,,,,,,,,,,
2022-04-04,691.8963012695312,694.5,702.9749755859375,636.1749877929688,643.7750244140625,13173544.0,,,,,,,,,,,,
2022-04-11,698.7704467773438,701.4000244140625,714.75,688.0,694.9500122070312,7298678.0,,,,,,,,,,,,
2022-04-18,683.2787475585938,685.8499755859375,732.9749755859375,681.5750122070312,695.0250244140625,21203048.0,,,,,,,,,,,,
2022-04-25,692.41943359375,695.0250244140625,712.0,670.0,682.5,15025030.0,,,,,,,,,,,,
2022-05-02,655.75732421875,658.2249755859375,697.1500244140625,637.8499755859375,691.4000244140625,8551796.0,,,,,,,,,,,,
2022-05-09,644.4000854492188,646.8250122070312,663.1749877929688,608.4000244140625,655.0,17310482.0,,,,,,,,,,,,
2022-05-16,652.6439819335938,655.0999755859375,668.375,625.0,655.0,11994722.0,,,,,,,,,,,,
2022-05-23,653.7399291992188,656.2000122070312,677.5,638.0,661.0,14026392.0,,,,,,,,,,,,
2022-05-30,629.0328979492188,631.4000244140625,668.75,614.7999877929688,659.0499877929688,24201228.0,,,,,,,,,,,,
2022-06-06,600.7891845703125,603.0499877929688,643.875,599.5,633.5,11237185.0,,,,,,,,,,,,
2022-06-13,621.1625366210938,623.5,641.5,579.2000122070312,590.0,13208719.0,,,,,,,,,,,,
2022-06-20,612.1464233398438,614.4500122070312,625.9000244140625,595.0,624.1500244140625,6132879.0,,,,,,,,,,,,
2022-06-27,576.7296752929688,578.9000244140625,631.0,563.2999877929688,621.25,16001882.0,,,,,,,,,,,,
2022-07-04,579.867919921875,582.0499877929688,598.9000244140625,554.0,582.9500122070312,9016676.0,,,,,,,,,,,,
2022-07-11,548.0875244140625,550.1500244140625,591.75,539.0,580.0,8102273.0,,,,,,,,,,,,
2022-07-18,580.166748046875,582.3499755859375,601.0,545.0999755859375,555.0,11694592.0,,,,,,,,,,,,
2022-07-25,589.8303833007812,592.0499877929688,601.0,570.0999755859375,581.9000244140625,5732525.0,,,,,,,,,,,,
2022-08-01,646.1259155273438,648.0,650.0999755859375,588.25,593.2000122070312,11468489.0,,,,,,,,,,,,
2022-08-08,629.3246459960938,631.1500244140625,659.5999755859375,628.0999755859375,645.0,12670678.0,,,,,,,,,,,,
2022-08-15,637.10205078125,638.9500122070312,656.0,631.1500244140625,631.1500244140625,7108287.0,,,,,,,,,,,,
2022-08-22,639.5450439453125,641.4000244140625,668.0,627.0,634.7999877929688,10567684.0,,,,,,,,,,,,
2022-08-29,643.333984375,645.2000122070312,655.7000122070312,620.2000122070312,627.5,10715073.0,,,,,,,,,,,,
2022-09-05,650.7125854492188,652.5999755859375,668.0,639.5499877929688,649.2000122070312,6506558.0,,,,,,,,,,,,
2022-09-12,656.7451171875,658.6500244140625,686.5999755859375,652.25,654.7000122070312,7091092.0,,,,,,,,,,,,
2022-09-19,636.0052490234375,637.8499755859375,678.1500244140625,635.5999755859375,658.6500244140625,5815737.0,,,,,,,,,,,,
2022-09-26,617.4091796875,619.2000122070312,635.0,577.0,633.0,11234192.0,,,,,,,,,,,,
2022-10-03,589.340576171875,591.0499877929688,638.75,587.0,616.9500122070312,9706862.0,,,,,,,,,,,,
2022-10-10,599.66064453125,601.4000244140625,606.0,572.2000122070312,578.4000244140625,11173606.0,,,,,,,,,,,,
2022-10-17,577.6744384765625,579.3499755859375,632.0,577.3499755859375,599.5999755859375,14214857.0,,,,,,,,,,,,
2022-10-24,572.4396362304688,574.0999755859375,599.0,567.5,599.0,4311329.0,,,,,,,,,,,,
2022-10-31,614.5674438476562,616.3499755859375,621.75,577.1500244140625,579.8499755859375,7759707.0,,,,,,,,,,,,
2022-11-07,621.7466430664062,623.5499877929688,655.0,613.7999877929688,619.4500122070312,7785278.0,,,,,,,,,,,,
2022-11-14,610.429443359375,612.2000122070312,640.5,605.5,625.9000244140625,6143969.0,,,,,,,,,,,,
2022-11-21,635.905517578125,637.75,640.0,609.2000122070312,612.0,4406411.0,,,,,,,,,,,,
2022-11-28,646.474853515625,648.3499755859375,649.9500122070312,625.8499755859375,629.7000122070312,7616841.0,,,,,,,,,,,,
2022-12-05,680.1771850585938,682.1500244140625,694.7000122070312,646.25,650.0,10892636.0,,,,,,,,,,,,
2022-12-12,665.1207885742188,667.0499877929688,689.9000244140625,660.0,687.0,6067699.0,,,,,,,,,,,,
2022-12-19,642.4365844726562,644.2999877929688,684.4000244140625,642.0,669.8499755859375,7536925.0,,,,,,,,,,,,
2022-12-26,652.5572509765625,654.4500122070312,672.0,637.7000122070312,641.0,5654720.0,,,,,,,,,,,,
2023-01-02,623.9900512695312,625.7999877929688,663.9000244140625,619.4500122070312,656.9000244140625,7739610.0,,,,,,,,,,,,
2023-01-09,617.9575805664062,619.75,635.7000122070312,615.0499877929688,635.0,5545740.0,,,,,,,,,,,,
2023-01-16,614.5674438476562,616.3499755859375,632.0,613.9000244140625,623.6500244140625,4423512.0,,,,,,,,,,,,
2023-01-23,602.2033081054688,603.9500122070312,645.0,601.0,616.3499755859375,6533043.0,,,,,,,,,,,,
2023-01-30,627.3304443359375,629.1500244140625,633.0,598.5,604.0,4949925.0,,,,,,,,,,,,
2023-02-06,648.0703125,649.9500122070312,652.9000244140625,627.0,629.25,4460109.0,,,,,,,,,,,,
2023-02-13,611.7256469726562,613.5,652.75,604.5,648.4500122070312,4624078.0,,,,,,,,,,,,
2023-02-20,596.3203125,598.0499877929688,614.7000122070312,585.0,613.7999877929688,6043239.0,,,,,,,,,,,,
2023-02-27,621.4474487304688,623.25,625.5,586.2000122070312,598.0499877929688,7000032.0,,,,,,,,,,,,
2023-03-06,622.69384765625,624.5,636.6500244140625,612.2999877929688,625.9000244140625,4267362.0,,,,,,,,,,,,
2023-03-13,588.5429077148438,590.25,622.3499755859375,573.8499755859375,619.0,8388142.0,,,,,,,,,,,,
2023-03-20,558.2807006835938,559.9000244140625,592.0499877929688,548.0,585.0499877929688,5963359.0,,,,,,,,,,,,
2023-03-27,577.52490234375,579.2000122070312,591.5499877929688,551.0,562.0,7260408.0,,,,,,,,,,,,
2023-04-03,567.8031005859375,569.4500122070312,580.9000244140625,553.6500244140625,580.4000244140625,6245462.0,,,,,,,,,,,,
2023-04-10,677.2356567382812,679.2000122070312,689.9000244140625,559.75,570.0,35641367.0,,,,,,,,,,,,
2023-04-17,664.0239868164062,665.9500122070312,699.0,656.8499755859375,670.0499877929688,17806271.0,,,,,,,,,,,,
2023-04-24,661.9299926757812,663.8499755859375,669.75,630.8499755859375,662.0,14258602.0,,,,,,,,,,,,
2023-05-01,672.150390625,674.0999755859375,692.5999755859375,663.8499755859375,663.8499755859375,5011548.0,,,,,,,,,,,,
2023-05-08,710.8880615234375,712.9500122070312,721.3499755859375,673.2999877929688,677.1500244140625,12282829.0,,,,,,,,,,,,
2023-05-15,751.619873046875,753.7999877929688,756.0,709.3499755859375,712.7999877929688,11061231.0,,,,,,,,,,,,
2023-05-22,775.9493408203125,778.2000122070312,780.0,749.4500122070312,753.7999877929688,6936899.0,,,,,,,,,,,,
2023-05-29,771.2130737304688,773.4500122070312,795.0,758.0,780.2999877929688,10924791.0,,,,,,,,,,,,
2023-06-05,760.0454711914062,762.25,775.1500244140625,740.0499877929688,765.25,10413533.0,,,,,,,,,,,,
2023-06-12,776.4977416992188,778.75,782.7000122070312,750.4000244140625,767.0,6347499.0,,,,,,,,,,,,
2023-06-19,734.5693969726562,736.7000122070312,784.0,732.5,778.75,5236676.0,,,,,,,,,,,,
2023-06-26,751.4703369140625,753.6500244140625,759.7999877929688,732.0499877929688,736.7000122070312,6694618.0,,,,,,,,,,,,
2023-07-03,759.4472045898438,761.6500244140625,792.0,753.2999877929688,760.0,8713637.0,,,,,,,,,,,,
2023-07-10,778.990478515625,781.25,784.7000122070312,750.5,761.9500122070312,9564379.0,,,,,,,,,,,,
2023-07-17,766.0885620117188,767.2999877929688,786.0,761.0499877929688,784.0,5732616.0,,,,,,,,,,,,
2023-07-24,724.0550537109375,725.2000122070312,745.2999877929688,722.8499755859375,740.0,10143983.0,,,,,,,,,,,,
2023-07-31,737.7334594726562,738.9000244140625,743.0499877929688,714.0,716.0,8286706.0,,,,,,,,,,,,
2023-08-07,703.8370361328125,704.9500122070312,742.0,697.0999755859375,729.0499877929688,9762651.0,,,,,,,,,,,,
2023-08-14,709.9273681640625,711.0499877929688,719.4000244140625,696.0,704.0,5997656.0,,,,,,,,,,,,
2023-08-21,736.3855590820312,737.5499877929688,752.0,705.3499755859375,711.0999755859375,8699804.0,,,,,,,,,,,,
2023-08-28,724.5043334960938,725.6500244140625,743.0,707.5499877929688,738.9500122070312,9547693.0,,,,,,,,,,,,
2023-09-04,733.73974609375,734.9000244140625,736.9500122070312,712.25,726.0,7019811.0,,,,,,,,,,,,
2023-09-11,731.343505859375,732.5,745.5,709.0499877929688,737.0,7347481.0,,,,,,,,,,,,
2023-09-18,743.37451171875,744.5499877929688,763.9500122070312,725.25,730.0499877929688,9194644.0,,,,,,,,,,,,
2023-09-25,712.37353515625,713.5,754.9000244140625,708.0999755859375,744.5499877929688,8990542.0,,,,,,,,,,,,
2023-10-02,712.4234008789062,713.5499877929688,720.0,688.0,713.5,5915859.0,,,,,,,,,,,,
2023-10-09,715.818115234375,716.9500122070312,723.0,703.0499877929688,708.0,3730553.0,,,,,,,,,,,,
2023-10-16,698.6951293945312,699.7999877929688,716.9500122070312,697.0,716.9500122070312,5550681.0,,,,,,,,,,,,
2023-10-23,689.0104370117188,690.0999755859375,711.0999755859375,683.5499877929688,699.2000122070312,7417861.0,,,,,,,,,,,,
2023-10-30,668.193359375,669.25,688.0,630.4000244140625,688.0,16249593.0,,,,,,,,,,,,
2023-11-06,698.14599609375,699.25,700.5499877929688,666.2999877929688,673.0,12537110.0,,,,,,,,,,,,
2023-11-13,729.0471801757812,730.2000122070312,740.7000122070312,704.4000244140625,713.0999755859375,8921298.0,,,,,,,,,,,,
2023-11-20,721.059814453125,722.2000122070312,744.4000244140625,710.0999755859375,732.7999877929688,7662498.0,,,,,,,,,,,,
2023-11-27,741.27783203125,742.4500122070312,754.9000244140625,718.2000122070312,722.2000122070312,7337222.0,,,,,,,,,,,,
2023-12-04,739.3308715820312,740.5,767.0,734.25,755.0,9482947.0,,,,,,,,,,,,
2023-12-11,757.102783203125,758.2999877929688,769.4500122070312,729.0,744.4500122070312,9220892.0,,,,,,,,,,,,
2023-12-18,764.2415161132812,765.4500122070312,785.7999877929688,730.0499877929688,758.25,14440213.0,,,,,,,,,,,,
2023-12-25,786.1568603515625,787.4000244140625,798.8499755859375,762.2000122070312,765.4500122070312,6619007.0,,,,,,,,,,,,
2024-01-01,799.7852783203125,801.0499877929688,809.7000122070312,745.0499877929688,790.9000244140625,10459293.0,,,,,,,,,,,,
2024-01-08,787.1053466796875,788.3499755859375,813.4000244140625,764.4000244140625,794.0,10294730.0,,,,,,,,,,,,
2024-01-15,729.3966064453125,730.5499877929688,792.0,724.5,790.7999877929688,15274382.0,,,,,,,,,,,,
2024-01-22,706.732421875,707.8499755859375,758.0,703.2000122070312,730.5499877929688,11106725.0,,,,,,,,,,,,
2024-01-29,628.0069580078125,629.0,670.0,613.5,670.0,39383509.0,,,,,,,,,,,,
2024-02-05,602.9465942382812,603.9000244140625,630.0,592.25,628.9500122070312,16371751.0,,,,,,,,,,,,
2024-02-12,580.83154296875,581.75,609.4500122070312,579.0,608.0,17185168.0,,,,,,,,,,,,
2024-02-19,599.0028076171875,599.9500122070312,610.4000244140625,581.7000122070312,584.5,16717958.0,,,,,,,,,,,,
2024-02-26,574.6412963867188,575.5499877929688,603.9000244140625,564.4500122070312,599.9500122070312,16302117.0,,,,,,,,,,,,
2024-03-04,570.3480834960938,571.25,590.0,564.4500122070312,578.0499877929688,12606362.0,,,,,,,,,,,,
2024-03-11,577.3370361328125,578.25,590.8499755859375,569.0,572.0,16169962.0,,,,,,,,,,,,
2024-03-18,563.359130859375,564.25,583.75,553.7000122070312,581.9000244140625,15866141.0,,,,,,,,,,,,
2024-03-25,564.1079711914062,565.0,570.4500122070312,557.2000122070312,564.25,9275874.0,,,,,,,,,,,,
2024-04-01,633.7478637695312,634.75,639.9500122070312,567.0,570.9000244140625,35896035.0,,,,,,,,,,,,
2024-04-08,637.7415161132812,638.75,645.5,625.7999877929688,637.2000122070312,10157640.0,,,,,,,,,,,,
2024-04-15,613.7294921875,614.7000122070312,635.5499877929688,607.5999755859375,620.0,12878650.0,,,,,,,,,,,,
2024-04-22,598.85302734375,599.7999877929688,633.5999755859375,598.1500244140625,623.7999877929688,21418195.0,,,,,,,,,,,,
2024-04-29,643.981689453125,645.0,655.5499877929688,612.25,625.5,25765708.0,,,,,,,,,,,,
2024-05-06,634.0972900390625,635.0999755859375,655.4500122070312,620.0999755859375,648.0,11173487.0,,,,,,,,,,,,
2024-05-13,623.3143310546875,624.2999877929688,648.9000244140625,605.9000244140625,635.9000244140625,11897301.0,,,,,,,,,,,,
2024-05-20,619.670166015625,620.6500244140625,626.0,600.5499877929688,624.3499755859375,11642194.0,,,,,,,,,,,,
2024-05-27,652.06884765625,653.0999755859375,655.3499755859375,621.0,624.7999877929688,43184558.0,,,,,,,,,,,,
2024-06-03,667.9437866210938,669.0,688.9000244140625,605.9000244140625,663.4000244140625,23326402.0,,,,,,,,,,,,
2024-06-10,660.2059936523438,661.25,679.5999755859375,648.0,669.2000122070312,14586878.0,,,,,,,,,,,,
2024-06-17,666.5459594726562,667.5999755859375,676.0,650.0,661.25,27490886.0,,,,,,,,,,,,
2024-06-24,670.9889526367188,672.0499877929688,700.9500122070312,638.5,660.25,25066526.0,,,,,,,,,,,,
