Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NETWORK18.NS')","('High', 'NETWORK18.NS')","('Low', 'NETWORK18.NS')","('Open', 'NETWORK18.NS')","('Volume', 'NETWORK18.NS')","('Date', '')","('Close', 'NETWORK18.NS')","('High', 'NETWORK18.NS')","('Low', 'NETWORK18.NS')","('Open', 'NETWORK18.NS')","('Volume', 'NETWORK18.NS')"
2019-12-30,24.799999237060547,24.799999237060547,25.75,23.64999961853028,24.14999961853028,1223902.0,,,,,,,,,,,,
2020-01-06,25.39999961853028,25.39999961853028,25.700000762939453,23.600000381469727,25.700000762939453,460695.0,,,,,,,,,,,,
2020-01-13,27.39999961853028,27.39999961853028,29.700000762939453,24.75,25.75,1969392.0,,,,,,,,,,,,
2020-01-20,27.64999961853028,27.64999961853028,28.450000762939453,26.350000381469727,27.5,702636.0,,,,,,,,,,,,
2020-01-27,25.350000381469727,25.350000381469727,28.5,25.25,26.700000762939453,541932.0,,,,,,,,,,,,
2020-02-03,28.39999961853028,28.39999961853028,28.39999961853028,24.5,26.39999961853028,3255940.0,,,,,,,,,,,,
2020-02-10,28.799999237060547,28.799999237060547,31.5,28.350000381469727,28.549999237060547,3773116.0,,,,,,,,,,,,
2020-02-17,30.549999237060547,30.549999237060547,32.0,28.0,28.0,4995518.0,,,,,,,,,,,,
2020-02-24,27.200000762939453,27.200000762939453,30.450000762939453,27.14999961853028,30.450000762939453,2203801.0,,,,,,,,,,,,
2020-03-02,24.64999961853028,24.64999961853028,28.25,24.5,27.0,1898250.0,,,,,,,,,,,,
2020-03-09,20.5,20.5,24.25,20.5,23.5,1711362.0,,,,,,,,,,,,
2020-03-16,17.049999237060547,17.049999237060547,20.100000381469727,16.149999618530273,19.549999237060547,2128120.0,,,,,,,,,,,,
2020-03-23,17.200000762939453,17.200000762939453,17.5,14.699999809265137,16.200000762939453,3101514.0,,,,,,,,,,,,
2020-03-30,17.149999618530273,17.149999618530273,18.700000762939453,16.350000381469727,16.350000381469727,2375329.0,,,,,,,,,,,,
2020-04-06,19.25,19.25,19.600000381469727,17.149999618530273,17.149999618530273,1292123.0,,,,,,,,,,,,
2020-04-13,20.350000381469727,20.350000381469727,20.75,17.850000381469727,19.5,1606761.0,,,,,,,,,,,,
2020-04-20,23.0,23.0,24.850000381469727,20.14999961853028,21.299999237060547,10212596.0,,,,,,,,,,,,
2020-04-27,22.549999237060547,22.549999237060547,24.0,22.200000762939453,23.14999961853028,2300840.0,,,,,,,,,,,,
2020-05-04,22.39999961853028,22.39999961853028,22.700000762939453,20.75,22.25,2379670.0,,,,,,,,,,,,
2020-05-11,24.850000381469727,24.850000381469727,26.299999237060547,22.89999961853028,23.5,5411969.0,,,,,,,,,,,,
2020-05-18,24.0,24.0,26.049999237060547,23.600000381469727,25.0,3855072.0,,,,,,,,,,,,
2020-05-25,24.049999237060547,24.049999237060547,25.200000762939453,23.14999961853028,24.0,2271625.0,,,,,,,,,,,,
2020-06-01,27.850000381469727,27.850000381469727,27.850000381469727,23.950000762939453,24.299999237060547,5535109.0,,,,,,,,,,,,
2020-06-08,34.650001525878906,34.650001525878906,34.650001525878906,28.5,29.700000762939453,18281855.0,,,,,,,,,,,,
2020-06-15,42.95000076293945,42.95000076293945,42.95000076293945,35.849998474121094,36.34999847412109,17714963.0,,,,,,,,,,,,
2020-06-22,40.95000076293945,40.95000076293945,49.650001525878906,40.79999923706055,45.0,30927197.0,,,,,,,,,,,,
2020-06-29,40.95000076293945,40.95000076293945,44.0,38.95000076293945,40.29999923706055,15054694.0,,,,,,,,,,,,
2020-07-06,41.29999923706055,41.29999923706055,42.0,38.5,40.95000076293945,7893008.0,,,,,,,,,,,,
2020-07-13,43.25,43.25,46.0,40.5,42.09999847412109,23898847.0,,,,,,,,,,,,
2020-07-20,44.400001525878906,44.400001525878906,50.0,43.25,45.400001525878906,36187444.0,,,,,,,,,,,,
2020-07-27,40.650001525878906,40.650001525878906,45.29999923706055,40.54999923706055,45.29999923706055,9608114.0,,,,,,,,,,,,
2020-08-03,41.5,41.5,43.84999847412109,39.79999923706055,40.84999847412109,10877615.0,,,,,,,,,,,,
2020-08-10,40.150001525878906,40.150001525878906,42.0,39.900001525878906,41.59999847412109,5184882.0,,,,,,,,,,,,
2020-08-17,40.75,40.75,42.70000076293945,39.79999923706055,40.54999923706055,8530657.0,,,,,,,,,,,,
2020-08-24,40.0,40.0,41.34999847412109,39.400001525878906,40.95000076293945,8859161.0,,,,,,,,,,,,
2020-08-31,36.45000076293945,36.45000076293945,40.5,35.5,40.150001525878906,8317236.0,,,,,,,,,,,,
2020-09-07,35.79999923706055,35.79999923706055,37.5,34.349998474121094,36.5,4806419.0,,,,,,,,,,,,
2020-09-14,36.79999923706055,36.79999923706055,37.79999923706055,35.0,36.45000076293945,4850831.0,,,,,,,,,,,,
2020-09-21,32.900001525878906,32.900001525878906,37.09999847412109,31.350000381469727,36.70000076293945,7930915.0,,,,,,,,,,,,
2020-09-28,33.54999923706055,33.54999923706055,34.04999923706055,32.0,32.900001525878906,2036671.0,,,,,,,,,,,,
2020-10-05,34.849998474121094,34.849998474121094,37.0,33.70000076293945,33.95000076293945,7130956.0,,,,,,,,,,,,
2020-10-12,33.099998474121094,33.099998474121094,36.150001525878906,32.75,35.20000076293945,3159365.0,,,,,,,,,,,,
2020-10-19,36.09999847412109,36.09999847412109,36.5,32.25,33.45000076293945,6285776.0,,,,,,,,,,,,
2020-10-26,34.70000076293945,34.70000076293945,36.75,32.900001525878906,36.400001525878906,4217527.0,,,,,,,,,,,,
2020-11-02,33.29999923706055,33.29999923706055,35.95000076293945,33.0,34.70000076293945,2393181.0,,,,,,,,,,,,
2020-11-09,34.599998474121094,34.599998474121094,35.29999923706055,33.0,33.75,3366352.0,,,,,,,,,,,,
2020-11-16,35.849998474121094,35.849998474121094,37.45000076293945,33.599998474121094,34.900001525878906,9723652.0,,,,,,,,,,,,
2020-11-23,34.099998474121094,34.099998474121094,36.34999847412109,33.75,36.09999847412109,4536639.0,,,,,,,,,,,,
2020-11-30,36.70000076293945,36.70000076293945,37.79999923706055,33.849998474121094,34.099998474121094,10961050.0,,,,,,,,,,,,
2020-12-07,36.29999923706055,36.29999923706055,39.25,35.29999923706055,36.650001525878906,10308656.0,,,,,,,,,,,,
2020-12-14,37.70000076293945,37.70000076293945,40.400001525878906,35.95000076293945,36.54999923706055,15054252.0,,,,,,,,,,,,
2020-12-21,36.650001525878906,36.650001525878906,38.400001525878906,34.79999923706055,37.09999847412109,5555997.0,,,,,,,,,,,,
2020-12-28,36.5,36.5,37.400001525878906,35.79999923706055,37.0,5385348.0,,,,,,,,,,,,
2021-01-04,37.25,37.25,38.84999847412109,35.75,36.70000076293945,17451231.0,,,,,,,,,,,,
2021-01-11,36.54999923706055,36.54999923706055,39.5,36.29999923706055,37.75,14015300.0,,,,,,,,,,,,
2021-01-18,37.0,37.0,39.95000076293945,35.599998474121094,36.650001525878906,12388591.0,,,,,,,,,,,,
2021-01-25,36.25,36.25,37.70000076293945,35.79999923706055,37.20000076293945,3633260.0,,,,,,,,,,,,
2021-02-01,36.900001525878906,36.900001525878906,38.25,35.849998474121094,36.25,6292548.0,,,,,,,,,,,,
2021-02-08,36.59999847412109,36.59999847412109,37.70000076293945,36.09999847412109,37.0,3717770.0,,,,,,,,,,,,
