Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'OBEROIRLTY.NS')","('High', 'OBEROIRLTY.NS')","('Low', 'OBEROIRLTY.NS')","('Open', 'OBEROIRLTY.NS')","('Volume', 'OBEROIRLTY.NS')","('Date', '')","('Close', 'OBEROIRLTY.NS')","('High', 'OBEROIRLTY.NS')","('Low', 'OBEROIRLTY.NS')","('Open', 'OBEROIRLTY.NS')","('Volume', 'OBEROIRLTY.NS')"
2019-12-30,517.8883056640625,525.8499755859375,534.8499755859375,521.0,530.6500244140625,317188.0,,,,,,,,,,,,
2020-01-06,532.4642944335938,540.6500244140625,564.0,507.0,525.0,1458652.0,,,,,,,,,,,,
2020-01-13,535.5665283203125,543.7999877929688,573.0,533.2000122070312,548.7000122070312,2055398.0,,,,,,,,,,,,
2020-01-20,556.4948120117188,565.0499877929688,570.0499877929688,537.0,549.0,1303166.0,,,,,,,,,,,,
2020-01-27,512.5208740234375,520.4000244140625,584.0,513.9500122070312,565.0,1968079.0,,,,,,,,,,,,
2020-02-03,525.6195678710938,533.7000122070312,559.0,500.0499877929688,520.4000244140625,1300654.0,,,,,,,,,,,,
2020-02-10,499.4222412109375,507.1000061035156,537.0,506.0,537.0,707080.0,,,,,,,,,,,,
2020-02-17,510.1079711914063,517.9500122070312,524.0,492.9500122070313,508.3500061035156,1777490.0,,,,,,,,,,,,
2020-02-24,502.2290954589844,509.9500122070313,531.0,487.6000061035156,516.9000244140625,1311125.0,,,,,,,,,,,,
2020-03-02,492.1342468261719,499.7000122070313,524.7000122070312,476.1000061035156,512.2999877929688,1599317.0,,,,,,,,,,,,
2020-03-09,449.4898376464844,456.3999938964844,495.9500122070313,362.3500061035156,492.0,1010079.0,,,,,,,,,,,,
2020-03-16,424.3266906738281,430.8500061035156,457.0,380.0499877929688,432.0,4636516.0,,,,,,,,,,,,
2020-03-23,359.2274780273437,364.75,449.8999938964844,361.0,409.0,1658198.0,,,,,,,,,,,,
2020-03-30,315.3520202636719,320.20001220703125,364.75,314.25,364.75,1899975.0,,,,,,,,,,,,
2020-04-06,305.6511535644531,310.3500061035156,337.0,302.0,320.20001220703125,2255828.0,,,,,,,,,,,,
2020-04-13,379.5155944824219,385.3500061035156,409.6000061035156,291.3999938964844,308.54998779296875,3759087.0,,,,,,,,,,,,
2020-04-20,308.9996643066406,313.75,435.0,302.79998779296875,389.7000122070313,3762391.0,,,,,,,,,,,,
2020-04-27,339.2840881347656,344.5,354.79998779296875,320.0,324.3999938964844,2122962.0,,,,,,,,,,,,
2020-05-04,319.34063720703125,324.25,346.54998779296875,310.04998779296875,327.0,1781875.0,,,,,,,,,,,,
2020-05-11,314.8595275878906,319.70001220703125,357.0,313.6000061035156,330.29998779296875,1255004.0,,,,,,,,,,,,
2020-05-18,288.46533203125,292.8999938964844,324.0,290.0,324.0,3580316.0,,,,,,,,,,,,
2020-05-25,314.95806884765625,319.79998779296875,324.70001220703125,292.8999938964844,292.8999938964844,1990458.0,,,,,,,,,,,,
2020-06-01,366.4661865234375,372.1000061035156,391.9500122070313,321.1000061035156,323.0,2664451.0,,,,,,,,,,,,
2020-06-08,365.579833984375,371.2000122070313,391.9500122070313,362.0499877929688,387.9500122070313,1863876.0,,,,,,,,,,,,
2020-06-15,369.1253051757813,374.7999877929688,390.7000122070313,345.1000061035156,371.2000122070313,1311328.0,,,,,,,,,,,,
2020-06-22,369.6669921875,375.3500061035156,396.2000122070313,373.3500061035156,377.7999877929688,1488849.0,,,,,,,,,,,,
2020-06-29,354.1061706542969,359.54998779296875,391.0,356.1000061035156,373.7999877929688,1072328.0,,,,,,,,,,,,
2020-07-06,360.7539978027344,366.2999877929688,382.0,362.6499938964844,366.3999938964844,1600475.0,,,,,,,,,,,,
2020-07-13,359.2767639160156,364.7999877929688,375.7999877929688,360.0,369.3999938964844,1711973.0,,,,,,,,,,,,
2020-07-20,383.40576171875,389.2999877929688,412.8999938964844,359.45001220703125,364.7999877929688,2083987.0,,,,,,,,,,,,
2020-07-27,344.602294921875,349.8999938964844,394.4500122070313,348.0,392.4500122070313,1209061.0,,,,,,,,,,,,
2020-08-03,363.0684509277344,368.6499938964844,376.0,330.8500061035156,345.6000061035156,1351599.0,,,,,,,,,,,,
2020-08-10,358.9320373535156,364.4500122070313,387.75,360.0,370.0,1315758.0,,,,,,,,,,,,
2020-08-17,381.3376159667969,387.2000122070313,401.8999938964844,349.25,370.0,3993968.0,,,,,,,,,,,,
2020-08-24,407.1901245117188,413.4500122070313,418.0,362.2999877929688,387.2000122070313,4398082.0,,,,,,,,,,,,
2020-08-31,365.5306091308594,371.1499938964844,440.0,366.5499877929688,440.0,2088140.0,,,,,,,,,,,,
2020-09-07,372.8184814453125,378.5499877929688,387.0,368.6000061035156,371.1499938964844,3470936.0,,,,,,,,,,,,
2020-09-14,422.849365234375,429.3500061035156,443.0,381.0,385.0,3513067.0,,,,,,,,,,,,
2020-09-21,396.6521606445313,402.75,433.0,394.7999877929688,428.3999938964844,1492389.0,,,,,,,,,,,,
2020-09-28,402.11810302734375,408.2999877929688,411.9500122070313,392.1000061035156,409.0,749880.0,,,,,,,,,,,,
2020-10-05,373.85260009765625,379.6000061035156,416.8999938964844,375.9500122070313,411.4500122070313,2413229.0,,,,,,,,,,,,
2020-10-12,382.7164001464844,388.6000061035156,394.9500122070313,370.0499877929688,379.7000122070313,1654417.0,,,,,,,,,,,,
2020-10-19,450.2778015136719,457.2000122070313,498.5499877929688,386.7999877929688,398.7999877929688,9898292.0,,,,,,,,,,,,
2020-10-26,436.44049072265625,443.1499938964844,461.6000061035156,431.0,457.25,2164081.0,,,,,,,,,,,,
2020-11-02,422.849365234375,429.3500061035156,460.0,425.0,445.3999938964844,1912719.0,,,,,,,,,,,,
2020-11-09,439.6412353515625,446.3999938964844,449.0,425.5,433.0,2280515.0,,,,,,,,,,,,
2020-11-16,458.9444885253906,466.0,472.0,431.8500061035156,431.8500061035156,3552156.0,,,,,,,,,,,,
2020-11-23,456.3838806152344,463.3999938964844,472.6000061035156,437.0,466.0,3442447.0,,,,,,,,,,,,
2020-11-30,516.5095825195312,524.4500122070312,537.0,463.3999938964844,463.3999938964844,3413802.0,,,,,,,,,,,,
2020-12-07,511.7822265625,519.6500244140625,541.5,510.5499877929688,526.0,2194946.0,,,,,,,,,,,,
2020-12-14,533.1536865234375,541.3499755859375,563.9500122070312,510.0,523.4500122070312,2790161.0,,,,,,,,,,,,
2020-12-21,525.1270141601562,533.2000122070312,564.7999877929688,490.0,536.0,2857971.0,,,,,,,,,,,,
2020-12-28,581.1655883789062,590.0999755859375,597.3499755859375,531.0499877929688,539.6500244140625,2610343.0,,,,,,,,,,,,
2021-01-04,581.5594482421875,590.5,628.0,573.2000122070312,586.7999877929688,3311516.0,,,,,,,,,,,,
2021-01-11,551.1273193359375,559.5999755859375,602.0,554.0499877929688,592.2000122070312,2256248.0,,,,,,,,,,,,
2021-01-18,558.8585815429688,567.4500122070312,589.0,539.5999755859375,563.0,1730283.0,,,,,,,,,,,,
2021-01-25,518.9717407226562,526.9500122070312,601.0,510.0,600.0,3113053.0,,,,,,,,,,,,
2021-02-01,562.0593872070312,570.7000122070312,584.2000122070312,527.0499877929688,531.0999755859375,2763108.0,,,,,,,,,,,,
2021-02-08,554.0326538085938,562.5499877929688,594.0,553.6500244140625,574.2000122070312,1817297.0,,,,,,,,,,,,
2021-02-15,561.56689453125,570.2000122070312,599.0,556.7000122070312,565.0,1323837.0,,,,,,,,,,,,
2021-02-22,537.3392333984375,545.5999755859375,575.0,540.0999755859375,565.0,2673293.0,,,,,,,,,,,,
2021-03-01,536.4036865234375,544.6500244140625,568.4000244140625,539.0,547.1500244140625,1644762.0,,,,,,,,,,,,
2021-03-08,550.1423950195312,558.5999755859375,564.0,527.0,557.9500122070312,2443985.0,,,,,,,,,,,,
2021-03-15,581.0670776367188,590.0,609.0,544.0,561.5,3663374.0,,,,,,,,,,,,
2021-03-22,548.2713623046875,556.7000122070312,608.5,541.5999755859375,581.2999877929688,1990757.0,,,,,,,,,,,,
2021-03-29,570.0858154296875,578.8499755859375,596.0,546.25,556.7000122070312,1590801.0,,,,,,,,,,,,
2021-04-05,586.1390991210938,595.1500244140625,603.0,553.0,578.0,834735.0,,,,,,,,,,,,
2021-04-12,544.5288696289062,552.9000244140625,588.0,543.1500244140625,585.0,1379311.0,,,,,,,,,,,,
2021-04-19,513.70263671875,521.5999755859375,569.0,515.0999755859375,547.9000244140625,968273.0,,,,,,,,,,,,
2021-04-26,538.9642944335938,547.25,551.4500122070312,522.2000122070312,535.0,1179391.0,,,,,,,,,,,,
2021-05-03,536.9454345703125,545.2000122070312,564.9000244140625,538.0,543.0999755859375,1265348.0,,,,,,,,,,,,
2021-05-10,525.17626953125,533.25,562.4000244140625,532.0,552.0,931389.0,,,,,,,,,,,,
2021-05-17,602.7340698242188,612.0,633.75,522.2999877929688,543.9500122070312,6620622.0,,,,,,,,,,,,
2021-05-24,577.2261352539062,586.0999755859375,623.6500244140625,564.8499755859375,612.0,3323864.0,,,,,,,,,,,,
2021-05-31,644.4426879882812,654.3499755859375,681.0,583.0,583.0,9311656.0,,,,,,,,,,,,
2021-06-07,642.9655151367188,652.8499755859375,678.4000244140625,621.4000244140625,660.0,3728880.0,,,,,,,,,,,,
2021-06-14,608.0029296875,617.3499755859375,667.5499877929688,605.0,655.4500122070312,1791841.0,,,,,,,,,,,,
2021-06-21,595.0028686523438,604.1500244140625,634.0,586.0499877929688,609.75,1278382.0,,,,,,,,,,,,
2021-06-28,638.3367309570312,648.1500244140625,652.0,603.2999877929688,605.0,2616373.0,,,,,,,,,,,,
2021-07-05,660.3975219726562,670.5499877929688,682.7000122070312,636.1500244140625,651.5999755859375,3096621.0,,,,,,,,,,,,
2021-07-12,696.0493774414062,706.75,729.0,671.5499877929688,676.0,5424696.0,,,,,,,,,,,,
2021-07-19,685.95458984375,696.5,722.2999877929688,662.2000122070312,699.0,2076606.0,,,,,,,,,,,,
2021-07-26,662.2194213867188,672.4000244140625,723.9000244140625,666.0,701.0999755859375,2186026.0,,,,,,,,,,,,
2021-08-02,687.5303955078125,698.0999755859375,755.0,680.0,680.0,8008748.0,,,,,,,,,,,,
2021-08-09,681.1781616210938,691.6500244140625,712.0499877929688,666.5499877929688,700.2999877929688,1506341.0,,,,,,,,,,,,
2021-08-16,646.4124755859375,656.3499755859375,704.0,643.4500122070312,691.6500244140625,963853.0,,,,,,,,,,,,
2021-08-23,668.0300903320312,678.2999877929688,684.2000122070312,652.2000122070312,659.7000122070312,1173649.0,,,,,,,,,,,,
2021-08-30,751.004638671875,762.5499877929688,803.2999877929688,670.2999877929688,672.0,9178579.0,,,,,,,,,,,,
2021-09-06,762.084228515625,773.7999877929688,824.9000244140625,764.4500122070312,772.8499755859375,4948558.0,,,,,,,,,,,,
2021-09-13,729.7808227539062,741.0,787.0,735.0,773.0,3132530.0,,,,,,,,,,,,
2021-09-20,917.8889770507812,932.0,967.0,705.5499877929688,737.0,27443840.0,,,,,,,,,,,,
2021-09-27,902.3282470703124,916.2000122070312,989.5,866.3499755859375,936.0,16052235.0,,,,,,,,,,,,
2021-10-04,903.9039306640624,917.7999877929688,980.0,848.5999755859375,922.0,13949402.0,,,,,,,,,,,,
2021-10-11,941.8703002929688,956.3499755859376,1007.7000122070312,912.5499877929688,916.0,10773147.0,,,,,,,,,,,,
2021-10-18,901.7372436523438,915.5999755859376,984.0,867.7999877929688,960.0,7561605.0,,,,,,,,,,,,
2021-10-25,891.59326171875,905.2999877929688,951.25,848.7999877929688,910.0,5741539.0,,,,,,,,,,,,
2021-11-01,1016.3255615234376,1031.949951171875,1051.9000244140625,935.0,936.0,15038845.0,,,,,,,,,,,,
2021-11-08,959.3023681640624,974.0499877929688,1031.949951171875,949.0,1031.949951171875,6616246.0,,,,,,,,,,,,
2021-11-15,907.5479736328124,921.5,991.7999877929688,911.2999877929688,980.5999755859376,3963601.0,,,,,,,,,,,,
2021-11-22,826.5432739257812,839.25,928.0,825.0,921.5,7280360.0,,,,,,,,,,,,
2021-11-29,842.1040649414062,855.0499877929688,877.7000122070312,800.0,825.0,6753609.0,,,,,,,,,,,,
2021-12-06,892.2826538085938,906.0,909.7999877929688,835.0999755859375,861.9000244140625,5126094.0,,,,,,,,,,,,
2021-12-13,823.78564453125,836.4500122070312,914.1500244140624,831.2000122070312,904.0,3443122.0,,,,,,,,,,,,
2021-12-20,829.69482421875,842.4500122070312,877.9500122070312,770.0,819.5499877929688,4408027.0,,,,,,,,,,,,
2021-12-27,848.7518310546875,861.7999877929688,883.5999755859375,825.6500244140625,835.0999755859375,2722933.0,,,,,,,,,,,,
2022-01-03,897.1576538085938,910.9500122070312,934.0,862.0,862.0,6672763.0,,,,,,,,,,,,
2022-01-10,959.203857421875,973.9500122070312,981.7999877929688,913.4500122070312,939.9500122070312,7827013.0,,,,,,,,,,,,
2022-01-17,918.2828979492188,932.4000244140624,997.8499755859376,916.8499755859376,975.0,5303813.0,,,,,,,,,,,,
2022-01-24,880.1688842773438,893.7000122070312,931.0,855.0499877929688,931.0,5379610.0,,,,,,,,,,,,
2022-01-31,931.7262573242188,946.0499877929688,998.9000244140624,893.7000122070312,895.0,8851967.0,,,,,,,,,,,,
2022-02-07,898.2903442382812,912.0999755859376,949.0,898.0499877929688,928.0999755859376,3279591.0,,,,,,,,,,,,
2022-02-14,877.8544311523438,891.3499755859375,932.2999877929688,851.8499755859375,900.0,3550546.0,,,,,,,,,,,,
2022-02-21,885.5855712890625,899.2000122070312,939.7000122070312,841.5,883.3499755859375,5027582.0,,,,,,,,,,,,
2022-02-28,832.5015869140625,845.2999877929688,911.8499755859376,841.9000244140625,889.2000122070312,2603579.0,,,,,,,,,,,,
2022-03-07,902.5744018554688,916.4500122070312,924.5,786.0,833.0,4586734.0,,,,,,,,,,,,
2022-03-14,899.0781860351562,912.9000244140624,939.9000244140624,867.0,911.0,3379072.0,,,,,,,,,,,,
2022-03-21,906.9077758789062,920.8499755859376,953.0,888.6500244140625,923.0,5690992.0,,,,,,,,,,,,
2022-03-28,970.628173828125,985.5499877929688,989.5999755859376,917.2999877929688,923.0,4957972.0,,,,,,,,,,,,
2022-04-04,943.3969116210938,957.9000244140624,1016.0,941.75,988.75,5113782.0,,,,,,,,,,,,
2022-04-11,982.3972778320312,997.5,1021.5,960.7999877929688,965.5499877929688,4083245.0,,,,,,,,,,,,
2022-04-18,951.7189331054688,966.3499755859376,1009.0,937.0,993.5,2463230.0,,,,,,,,,,,,
2022-04-25,945.7113037109376,960.25,985.0,912.0,956.0,3258346.0,,,,,,,,,,,,
2022-05-02,862.2445068359375,875.5,962.0,867.8499755859375,944.5,2724760.0,,,,,,,,,,,,
2022-05-09,809.5051879882812,821.9500122070312,880.5999755859375,810.0999755859375,862.0,3591837.0,,,,,,,,,,,,
2022-05-16,787.247314453125,799.3499755859375,864.6500244140625,785.4000244140625,825.5999755859375,3936010.0,,,,,,,,,,,,
2022-05-23,744.9970092773438,756.4500122070312,822.2000122070312,730.0,816.0,4993739.0,,,,,,,,,,,,
2022-05-30,752.4325561523438,764.0,826.7999877929688,759.2000122070312,769.8499755859375,5328153.0,,,,,,,,,,,,
2022-06-06,780.8458251953125,792.8499755859375,800.0,746.8499755859375,761.4500122070312,4064055.0,,,,,,,,,,,,
2022-06-13,745.4893798828125,756.9500122070312,801.0,744.0,779.75,3029741.0,,,,,,,,,,,,
2022-06-20,747.2128295898438,758.7000122070312,774.9500122070312,725.9500122070312,755.0,2762843.0,,,,,,,,,,,,
2022-06-27,730.8641357421875,742.0999755859375,771.9500122070312,726.5499877929688,770.0,3101062.0,,,,,,,,,,,,
2022-07-04,791.1376342773438,803.2999877929688,809.7999877929688,737.0,740.0,3549325.0,,,,,,,,,,,,
2022-07-11,838.418212890625,848.0499877929688,854.7000122070312,798.0499877929688,803.25,3267350.0,,,,,,,,,,,,
2022-07-18,883.5498046875,893.7000122070312,909.9000244140624,846.0499877929688,870.0,5109984.0,,,,,,,,,,,,
