Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NATCOPHARM.NS')","('High', 'NATCOPHARM.NS')","('Low', 'NATCOPHARM.NS')","('Open', 'NATCOPHARM.NS')","('Volume', 'NATCOPHARM.NS')","('Date', '')","('Close', 'NATCOPHARM.NS')","('High', 'NATCOPHARM.NS')","('Low', 'NATCOPHARM.NS')","('Open', 'NATCOPHARM.NS')","('Volume', 'NATCOPHARM.NS')"
2019-12-30,583.5130615234375,608.0,634.7999877929688,594.9500122070312,595.9000244140625,1285359.0,,,,,,,,,,,,
2020-01-06,592.9661254882812,617.8499755859375,638.5999755859375,592.0,606.0999755859375,983040.0,,,,,,,,,,,,
2020-01-13,600.26025390625,625.4500122070312,634.0,616.6500244140625,619.0,558713.0,,,,,,,,,,,,
2020-01-20,633.562744140625,660.1500244140625,671.7999877929688,626.0,626.0,1408118.0,,,,,,,,,,,,
2020-01-27,606.8823852539062,632.3499755859375,664.0,625.1500244140625,660.0,784720.0,,,,,,,,,,,,
2020-02-03,672.6233520507812,700.8499755859375,719.0,620.5499877929688,638.0,1298214.0,,,,,,,,,,,,
2020-02-10,649.35009765625,676.5999755859375,738.0999755859375,655.0,711.0499877929688,2261706.0,,,,,,,,,,,,
2020-02-17,635.9619750976562,662.6500244140625,684.9500122070312,634.0999755859375,679.0499877929688,636613.0,,,,,,,,,,,,
2020-02-24,577.4188232421875,601.6500244140625,664.9000244140625,586.4500122070312,650.0999755859375,597120.0,,,,,,,,,,,,
2020-03-02,580.5331420898438,601.7000122070312,633.1500244140625,571.2999877929688,596.0999755859375,584683.0,,,,,,,,,,,,
2020-03-09,542.2295532226562,562.0,607.0499877929688,450.0,599.0,1132938.0,,,,,,,,,,,,
2020-03-16,515.214599609375,534.0,570.7999877929688,465.0,559.9000244140625,985652.0,,,,,,,,,,,,
2020-03-23,478.88909912109375,496.3500061035156,520.0,402.5499877929688,509.0,781320.0,,,,,,,,,,,,
2020-03-30,498.3302612304688,516.5,545.0,473.4500122070313,489.0,721577.0,,,,,,,,,,,,
2020-04-06,564.6618041992188,585.25,619.0,516.5,516.5,1304183.0,,,,,,,,,,,,
2020-04-13,594.330078125,616.0,642.5,581.9000244140625,596.0,3057801.0,,,,,,,,,,,,
2020-04-20,602.8203735351562,624.7999877929688,644.0,597.0,623.4000244140625,1826432.0,,,,,,,,,,,,
2020-04-27,589.2164306640625,610.7000122070312,665.0,597.0,655.0,1895681.0,,,,,,,,,,,,
2020-05-04,592.9791259765625,614.5999755859375,633.0,591.6500244140625,611.0,1188146.0,,,,,,,,,,,,
2020-05-11,562.7320556640625,583.25,624.9000244140625,555.0999755859375,616.75,1110291.0,,,,,,,,,,,,
2020-05-18,574.358154296875,595.2999877929688,619.0,576.0,584.0,3259516.0,,,,,,,,,,,,
2020-05-25,559.3551635742188,579.75,599.9000244140625,571.7999877929688,595.2999877929688,1535582.0,,,,,,,,,,,,
2020-06-01,572.0908813476562,592.9500122070312,602.5,578.0999755859375,580.0,1243109.0,,,,,,,,,,,,
2020-06-08,581.4012451171875,602.5999755859375,645.9500122070312,590.0499877929688,597.9500122070312,2390632.0,,,,,,,,,,,,
2020-06-15,606.534912109375,628.6500244140625,648.0,595.0499877929688,603.0,2777735.0,,,,,,,,,,,,
2020-06-22,611.7932739257812,634.0999755859375,665.0,615.0,631.9000244140625,2161279.0,,,,,,,,,,,,
2020-06-29,640.7794799804688,663.0999755859375,670.0,620.0499877929688,627.0999755859375,1184326.0,,,,,,,,,,,,
2020-07-06,656.9172973632812,679.7999877929688,699.75,667.0,667.0,3131524.0,,,,,,,,,,,,
2020-07-13,662.0872802734375,685.1500244140625,693.9500122070312,651.0,681.9000244140625,972910.0,,,,,,,,,,,,
