Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PRESTIGE.NS')","('High', 'PRESTIGE.NS')","('Low', 'PRESTIGE.NS')","('Open', 'PRESTIGE.NS')","('Volume', 'PRESTIGE.NS')","('Date', '')","('Close', 'PRESTIGE.NS')","('High', 'PRESTIGE.NS')","('Low', 'PRESTIGE.NS')","('Open', 'PRESTIGE.NS')","('Volume', 'PRESTIGE.NS')"
2019-12-30,324.7539978027344,331.0,339.54998779296875,325.0,338.6000061035156,484293.0,,,,,,,,,,,,
2020-01-06,324.95025634765625,331.20001220703125,339.0,311.1000061035156,329.1000061035156,2472145.0,,,,,,,,,,,,
2020-01-13,368.0218811035156,375.1000061035156,389.0,332.0,332.8999938964844,3006398.0,,,,,,,,,,,,
2020-01-20,373.7615051269531,380.9500122070313,426.0,372.3500061035156,376.0,8215722.0,,,,,,,,,,,,
2020-01-27,342.07098388671875,348.6499938964844,401.5,336.1000061035156,395.0,3109157.0,,,,,,,,,,,,
2020-02-03,366.4029846191406,373.4500122070313,386.25,332.1000061035156,342.5,1915628.0,,,,,,,,,,,,
2020-02-10,358.2596130371094,365.1499938964844,383.5,358.0,370.1499938964844,998814.0,,,,,,,,,,,,
2020-02-17,358.3576965332031,365.25,372.0,341.04998779296875,369.0,592187.0,,,,,,,,,,,,
2020-02-24,284.8710632324219,290.3500061035156,365.7000122070313,286.20001220703125,365.0,1141832.0,,,,,,,,,,,,
2020-03-02,296.7918395996094,302.5,332.0,291.0,296.54998779296875,2194771.0,,,,,,,,,,,,
2020-03-09,248.12777709960932,252.8999938964844,310.0,184.9499969482422,293.0,1900050.0,,,,,,,,,,,,
2020-03-16,154.67514038085938,157.64999389648438,242.6999969482422,153.0,242.0,3784641.0,,,,,,,,,,,,
2020-03-23,192.47805786132807,194.4499969482422,208.6000061035156,141.89999389648438,141.89999389648438,1535899.0,,,,,,,,,,,,
2020-03-30,180.15431213378903,182.0,190.0,163.3000030517578,189.6999969482422,1074938.0,,,,,,,,,,,,
2020-04-06,180.005859375,181.8500061035156,198.4499969482422,178.0,182.0,615534.0,,,,,,,,,,,,
2020-04-13,179.46141052246094,181.3000030517578,188.0,170.0,181.8000030517578,1577447.0,,,,,,,,,,,,
2020-04-20,166.24679565429688,167.9499969482422,189.6999969482422,167.10000610351562,184.6999969482422,3746161.0,,,,,,,,,,,,
2020-04-27,172.18594360351562,173.9499969482422,184.8999938964844,160.64999389648438,169.89999389648438,6219475.0,,,,,,,,,,,,
2020-05-04,158.52589416503906,160.14999389648438,169.14999389648438,154.64999389648438,168.0,2180429.0,,,,,,,,,,,,
2020-05-11,151.64637756347656,153.1999969482422,168.0,151.25,166.25,4056744.0,,,,,,,,,,,,
2020-05-18,137.986328125,139.39999389648438,152.89999389648438,133.64999389648438,151.0,4576815.0,,,,,,,,,,,,
2020-05-25,154.86341857910156,156.4499969482422,159.35000610351562,136.10000610351562,139.39999389648438,3672163.0,,,,,,,,,,,,
2020-06-01,168.32550048828125,170.0500030517578,173.85000610351562,152.14999389648438,157.89999389648438,5846518.0,,,,,,,,,,,,
2020-06-08,198.86264038085932,200.8999938964844,206.8999938964844,172.5,172.5,6375805.0,,,,,,,,,,,,
2020-06-15,208.16732788085932,210.3000030517578,219.6000061035156,189.0500030517578,201.8999938964844,4529192.0,,,,,,,,,,,,
2020-06-22,221.67889404296875,223.9499969482422,244.6999969482422,211.5,216.0,4915493.0,,,,,,,,,,,,
2020-06-29,202.82208251953125,204.8999938964844,227.0,199.0,224.5,2368356.0,,,,,,,,,,,,
2020-07-06,192.47805786132807,194.4499969482422,225.8000030517578,193.5,206.6499938964844,4464325.0,,,,,,,,,,,,
2020-07-13,167.8800811767578,169.60000610351562,197.0,167.0,196.0,3373989.0,,,,,,,,,,,,
2020-07-20,174.75958251953125,176.5500030517578,184.0,170.0500030517578,170.0500030517578,3327003.0,,,,,,,,,,,,
2020-07-27,194.90321350097656,196.8999938964844,203.0,171.10000610351562,177.8000030517578,7480507.0,,,,,,,,,,,,
2020-08-03,222.81724548339844,225.1000061035156,232.0,194.25,195.6999969482422,7132672.0,,,,,,,,,,,,
2020-08-10,230.1916656494141,232.5500030517578,250.0,227.5,231.0,5586413.0,,,,,,,,,,,,
2020-08-17,248.40509033203125,250.9499969482422,261.0,232.5500030517578,237.8999938964844,4297138.0,,,,,,,,,,,,
2020-08-24,260.3823547363281,263.04998779296875,266.6499938964844,232.5,251.0,5097997.0,,,,,,,,,,,,
2020-08-31,244.79209899902344,247.3000030517578,283.70001220703125,240.1499938964844,283.70001220703125,2454371.0,,,,,,,,,,,,
2020-09-07,240.38723754882807,242.8500061035156,251.75,222.0,247.3500061035156,2585587.0,,,,,,,,,,,,
2020-09-14,252.66148376464844,255.25,267.70001220703125,242.4499969482422,242.5,4048579.0,,,,,,,,,,,,
2020-09-21,241.9215087890625,244.3999938964844,259.75,222.1999969482422,256.54998779296875,2292730.0,,,,,,,,,,,,
2020-09-28,251.27569580078125,253.8500061035156,265.0,241.6499938964844,247.5,1870562.0,,,,,,,,,,,,
2020-10-05,255.631088256836,258.25,265.0,250.0500030517578,256.29998779296875,1645542.0,,,,,,,,,,,,
2020-10-12,257.7592468261719,260.3999938964844,263.5,244.1999969482422,257.8999938964844,2569396.0,,,,,,,,,,,,
2020-10-19,251.7210998535156,254.3000030517578,271.0,247.3500061035156,270.0,4454132.0,,,,,,,,,,,,
2020-10-26,248.0586395263672,250.6000061035156,255.8999938964844,241.0500030517578,255.5500030517578,1377834.0,,,,,,,,,,,,
2020-11-02,252.21603393554688,254.8000030517578,257.3500061035156,241.1999969482422,252.8999938964844,1437463.0,,,,,,,,,,,,
2020-11-09,261.669189453125,264.3500061035156,266.1000061035156,254.1000061035156,255.1000061035156,3001767.0,,,,,,,,,,,,
2020-11-16,272.2112121582031,275.0,289.0,256.3500061035156,262.6000061035156,3795630.0,,,,,,,,,,,,
2020-11-23,264.5892639160156,267.29998779296875,285.45001220703125,265.1000061035156,280.0,4121116.0,,,,,,,,,,,,
2020-11-30,286.2176818847656,289.1499938964844,296.70001220703125,266.5,267.29998779296875,3500443.0,,,,,,,,,,,,
2020-12-07,284.9308776855469,287.8500061035156,300.0,281.5,290.79998779296875,2215951.0,,,,,,,,,,,,
2020-12-14,271.91424560546875,274.70001220703125,289.29998779296875,271.5,288.8999938964844,2989980.0,,,,,,,,,,,,
2020-12-21,264.0448608398437,266.75,278.79998779296875,247.8500061035156,275.0,1730974.0,,,,,,,,,,,,
2020-12-28,264.0943298339844,266.79998779296875,276.79998779296875,261.6000061035156,273.95001220703125,2004884.0,,,,,,,,,,,,
2021-01-04,283.7430114746094,286.6499938964844,290.20001220703125,268.1499938964844,269.3999938964844,4959124.0,,,,,,,,,,,,
2021-01-11,286.2176818847656,289.1499938964844,305.1000061035156,284.04998779296875,293.5,4064515.0,,,,,,,,,,,,
2021-01-18,273.3495483398437,276.1499938964844,294.3500061035156,271.5,287.0,1988184.0,,,,,,,,,,,,
2021-01-25,264.7872314453125,267.5,283.0,266.0,280.0,1457435.0,,,,,,,,,,,,
2021-02-01,278.24932861328125,281.1000061035156,293.8999938964844,268.95001220703125,269.0,2851880.0,,,,,,,,,,,,
2021-02-08,283.3965759277344,286.29998779296875,293.70001220703125,280.04998779296875,282.3999938964844,2292560.0,,,,,,,,,,,,
2021-02-15,294.532470703125,297.54998779296875,315.0,283.20001220703125,289.75,3951174.0,,,,,,,,,,,,
2021-02-22,295.0769348144531,298.1000061035156,311.8500061035156,280.0,297.54998779296875,5371140.0,,,,,,,,,,,,
2021-03-01,292.3548278808594,295.3500061035156,309.95001220703125,292.3500061035156,300.5,3709455.0,,,,,,,,,,,,
2021-03-08,290.12762451171875,293.1000061035156,304.5,284.5,296.8999938964844,3890217.0,,,,,,,,,,,,
2021-03-15,282.7037048339844,285.6000061035156,296.29998779296875,269.1499938964844,296.29998779296875,2899765.0,,,,,,,,,,,,
2021-03-22,304.9755249023437,308.1000061035156,314.8999938964844,283.6000061035156,286.04998779296875,3779948.0,,,,,,,,,,,,
2021-03-29,305.7178955078125,308.8500061035156,312.0,294.5,308.1000061035156,1398957.0,,,,,,,,,,,,
2021-04-05,308.9349365234375,312.1000061035156,325.0,292.8500061035156,306.3500061035156,2483317.0,,,,,,,,,,,,
2021-04-12,292.1568298339844,295.1499938964844,313.75,287.8500061035156,307.5,1579644.0,,,,,,,,,,,,
2021-04-19,272.9535522460937,275.75,288.0,271.6499938964844,286.3999938964844,1257410.0,,,,,,,,,,,,
2021-04-26,269.0931701660156,271.8500061035156,281.0,271.0,278.79998779296875,1443275.0,,,,,,,,,,,,
2021-05-03,269.5880432128906,272.3500061035156,277.3999938964844,263.0,270.3999938964844,2320334.0,,,,,,,,,,,,
2021-05-10,264.2923278808594,267.0,277.8999938964844,266.45001220703125,272.04998779296875,1101713.0,,,,,,,,,,,,
2021-05-17,265.1336975097656,267.8500061035156,279.0,266.1000061035156,267.8999938964844,2490670.0,,,,,,,,,,,,
2021-05-24,269.53857421875,272.29998779296875,278.3999938964844,266.1000061035156,270.6000061035156,3397844.0,,,,,,,,,,,,
2021-05-31,286.3166809082031,289.25,295.70001220703125,270.0,274.29998779296875,5065766.0,,,,,,,,,,,,
2021-06-07,290.6225891113281,293.6000061035156,317.0,280.3500061035156,292.20001220703125,8521177.0,,,,,,,,,,,,
2021-06-14,279.1896667480469,282.04998779296875,295.0,274.0,295.0,1989285.0,,,,,,,,,,,,
2021-06-21,283.8915405273437,286.79998779296875,300.5,278.8500061035156,283.0,2897588.0,,,,,,,,,,,,
2021-06-28,281.9613037109375,284.8500061035156,296.20001220703125,284.0,287.8500061035156,1750092.0,,,,,,,,,,,,
2021-07-05,293.3446960449219,296.3500061035156,299.75,285.0,289.0,4172030.0,,,,,,,,,,,,
2021-07-12,326.30694580078125,329.6499938964844,334.3999938964844,298.0,299.0,10975188.0,,,,,,,,,,,,
2021-07-19,345.26275634765625,348.79998779296875,356.0,322.0,324.3999938964844,8294600.0,,,,,,,,,,,,
2021-07-26,337.1954345703125,340.6499938964844,357.0,326.25,348.6499938964844,5126959.0,,,,,,,,,,,,
2021-08-02,356.4976501464844,360.1499938964844,377.7999877929688,342.5,343.70001220703125,12546217.0,,,,,,,,,,,,
2021-08-09,335.3641662597656,338.79998779296875,372.0,323.6499938964844,361.7999877929688,5284946.0,,,,,,,,,,,,
2021-08-16,328.5836486816406,331.95001220703125,350.45001220703125,329.0,339.70001220703125,2459757.0,,,,,,,,,,,,
2021-08-23,348.13336181640625,351.70001220703125,357.95001220703125,315.5,332.1000061035156,3803611.0,,,,,,,,,,,,
2021-08-30,418.413330078125,422.7000122070313,436.7999877929688,346.0,354.8500061035156,17260945.0,,,,,,,,,,,,
2021-09-06,424.89691162109375,429.25,501.8999938964844,415.6499938964844,424.0,18885779.0,,,,,,,,,,,,
2021-09-13,406.43603515625,410.6000061035156,444.3999938964844,408.0,429.0,5922593.0,,,,,,,,,,,,
2021-09-20,456.05078125,459.1000061035156,473.8999938964844,392.0,405.7999877929688,20600341.0,,,,,,,,,,,,
2021-09-27,477.7556457519531,480.9500122070313,507.2999877929688,460.1499938964844,464.0,12972408.0,,,,,,,,,,,,
2021-10-04,478.5006713867188,481.7000122070313,494.7999877929688,455.0,481.0,5803174.0,,,,,,,,,,,,
2021-10-11,450.5376281738281,453.5499877929688,502.0,451.2000122070313,483.0,5727984.0,,,,,,,,,,,,
2021-10-18,435.041259765625,437.9500122070313,459.2999877929688,416.0,456.8999938964844,5892288.0,,,,,,,,,,,,
2021-10-25,423.26995849609375,426.1000061035156,448.5,406.1000061035156,442.8500061035156,4548291.0,,,,,,,,,,,,
2021-11-01,467.0770263671875,470.2000122070313,476.6000061035156,430.0,430.8500061035156,5271817.0,,,,,,,,,,,,
2021-11-08,507.1590576171875,510.5499877929688,522.0,464.75,474.0,10814292.0,,,,,,,,,,,,
2021-11-15,463.6499633789063,466.75,516.25,452.8500061035156,514.0,3196428.0,,,,,,,,,,,,
2021-11-22,437.27630615234375,440.2000122070313,473.9500122070313,431.0,465.0,5992182.0,,,,,,,,,,,,
2021-11-29,433.5014953613281,436.3999938964844,451.9500122070313,412.2999877929688,440.2000122070313,4694616.0,,,,,,,,,,,,
2021-12-06,469.5604553222656,472.7000122070313,479.0,433.7000122070313,438.2000122070313,3758611.0,,,,,,,,,,,,
2021-12-13,447.8555603027344,450.8500061035156,487.0,438.25,474.7999877929688,5028335.0,,,,,,,,,,,,
2021-12-20,464.2956237792969,467.3999938964844,474.5,424.3500061035156,441.5,3493977.0,,,,,,,,,,,,
2021-12-27,471.5968322753906,474.75,486.7999877929688,457.9500122070313,462.4500122070313,2466275.0,,,,,,,,,,,,
2022-01-03,459.3785400390625,462.4500122070313,491.5,460.2000122070313,475.0,2670091.0,,,,,,,,,,,,
2022-01-10,501.09954833984375,504.4500122070313,510.0,455.2999877929688,467.0,11872292.0,,,,,,,,,,,,
2022-01-17,501.3479309082031,504.7000122070313,554.9000244140625,498.7999877929688,504.5,12386333.0,,,,,,,,,,,,
2022-01-24,475.52056884765625,478.7000122070313,505.4500122070313,451.4500122070313,503.0,4779086.0,,,,,,,,,,,,
2022-01-31,466.8287048339844,469.9500122070313,501.75,467.2999877929688,483.4500122070313,3086748.0,,,,,,,,,,,,
2022-02-07,451.083984375,454.1000061035156,473.8500061035156,450.0,467.0,2327932.0,,,,,,,,,,,,
2022-02-14,442.5411071777344,445.5,457.0,427.5,444.5499877929688,2656732.0,,,,,,,,,,,,
2022-02-21,437.6239318847656,440.5499877929688,459.6000061035156,425.75,445.5,5150471.0,,,,,,,,,,,,
2022-02-28,430.4718017578125,433.3500061035156,457.4500122070313,427.5,435.0,2172836.0,,,,,,,,,,,,
2022-03-07,427.9884033203125,430.8500061035156,447.9500122070313,389.0,426.0,2990183.0,,,,,,,,,,,,
2022-03-14,479.99072265625,483.2000122070313,486.0,418.8999938964844,432.8999938964844,3752075.0,,,,,,,,,,,,
2022-03-21,472.093505859375,475.25,490.0,456.8999938964844,490.0,1999904.0,,,,,,,,,,,,
