Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'DISHTV.NS')","('High', 'DISHTV.NS')","('Low', 'DISHTV.NS')","('Open', 'DISHTV.NS')","('Volume', 'DISHTV.NS')","('Date', '')","('Close', 'DISHTV.NS')","('High', 'DISHTV.NS')","('Low', 'DISHTV.NS')","('Open', 'DISHTV.NS')","('Volume', 'DISHTV.NS')"
2019-12-30,12.699999809265137,12.699999809265137,13.350000381469728,12.600000381469728,13.100000381469728,109133002.0,,,,,,,,,,,,
2020-01-06,12.899999618530272,12.899999618530272,13.550000190734863,11.449999809265137,12.699999809265137,210393684.0,,,,,,,,,,,,
2020-01-13,13.100000381469728,13.100000381469728,13.350000381469728,12.300000190734863,12.899999618530272,124932235.0,,,,,,,,,,,,
2020-01-20,14.300000190734863,14.300000190734863,14.699999809265137,12.25,13.100000381469728,213520815.0,,,,,,,,,,,,
2020-01-27,12.550000190734863,12.550000190734863,15.199999809265137,12.399999618530272,14.100000381469728,244707776.0,,,,,,,,,,,,
2020-02-03,12.25,12.25,12.899999618530272,12.050000190734863,12.75,44986464.0,,,,,,,,,,,,
2020-02-10,11.800000190734863,11.800000190734863,12.350000381469728,11.5,12.300000190734863,29177319.0,,,,,,,,,,,,
2020-02-17,11.100000381469728,11.100000381469728,11.949999809265137,10.75,11.899999618530272,29334598.0,,,,,,,,,,,,
2020-02-24,8.25,8.25,11.149999618530272,8.100000381469727,11.149999618530272,43665757.0,,,,,,,,,,,,
2020-03-02,6.699999809265137,6.699999809265137,8.850000381469727,6.599999904632568,8.550000190734863,52454512.0,,,,,,,,,,,,
2020-03-09,5.400000095367432,5.400000095367432,6.599999904632568,5.150000095367432,6.150000095367432,35245873.0,,,,,,,,,,,,
2020-03-16,5.150000095367432,5.150000095367432,6.150000095367432,5.150000095367432,5.25,26394227.0,,,,,,,,,,,,
2020-03-23,4.449999809265137,4.449999809265137,5.099999904632568,4.449999809265137,5.050000190734863,18064872.0,,,,,,,,,,,,
2020-03-30,4.099999904632568,4.099999904632568,4.400000095367432,3.900000095367432,4.400000095367432,16611702.0,,,,,,,,,,,,
2020-04-06,4.699999809265137,4.699999809265137,4.699999809265137,4.099999904632568,4.099999904632568,4313973.0,,,,,,,,,,,,
2020-04-13,4.349999904632568,4.349999904632568,4.900000095367432,4.300000190734863,4.900000095367432,38922032.0,,,,,,,,,,,,
2020-04-20,4.75,4.75,5.150000095367432,4.300000190734863,4.400000095367432,38961713.0,,,,,,,,,,,,
2020-04-27,4.849999904632568,4.849999904632568,5.050000190734863,4.699999809265137,4.800000190734863,17238130.0,,,,,,,,,,,,
2020-05-04,4.699999809265137,4.699999809265137,4.849999904632568,4.599999904632568,4.800000190734863,12418234.0,,,,,,,,,,,,
2020-05-11,4.650000095367432,4.650000095367432,4.900000095367432,4.550000190734863,4.75,13563489.0,,,,,,,,,,,,
2020-05-18,4.550000190734863,4.550000190734863,4.75,4.349999904632568,4.699999809265137,18735862.0,,,,,,,,,,,,
2020-05-25,4.25,4.25,4.650000095367432,4.25,4.550000190734863,31324045.0,,,,,,,,,,,,
2020-06-01,5.300000190734863,5.300000190734863,5.300000190734863,4.300000190734863,4.449999809265137,21420724.0,,,,,,,,,,,,
2020-06-08,6.650000095367432,6.650000095367432,6.650000095367432,5.550000190734863,5.550000190734863,22273959.0,,,,,,,,,,,,
2020-06-15,8.300000190734863,8.300000190734863,8.300000190734863,6.949999809265137,6.949999809265137,2149530.0,,,,,,,,,,,,
2020-06-22,8.550000190734863,8.550000190734863,9.550000190734863,8.550000190734863,8.699999809265137,34564146.0,,,,,,,,,,,,
2020-06-29,8.600000381469727,8.600000381469727,8.899999618530273,7.400000095367432,8.149999618530273,43570740.0,,,,,,,,,,,,
2020-07-06,7.949999809265137,7.949999809265137,8.800000190734863,7.800000190734863,8.800000190734863,34020630.0,,,,,,,,,,,,
2020-07-13,7.449999809265137,7.449999809265137,8.0,7.199999809265137,8.0,18790040.0,,,,,,,,,,,,
2020-07-20,7.550000190734863,7.550000190734863,7.849999904632568,7.5,7.650000095367432,13650082.0,,,,,,,,,,,,
2020-07-27,7.199999809265137,7.199999809265137,7.699999809265137,6.800000190734863,7.5,18402448.0,,,,,,,,,,,,
2020-08-03,7.900000095367432,7.900000095367432,8.550000190734863,6.949999809265137,7.199999809265137,30730528.0,,,,,,,,,,,,
2020-08-10,7.949999809265137,7.949999809265137,9.199999809265137,7.800000190734863,7.949999809265137,48910433.0,,,,,,,,,,,,
2020-08-17,9.050000190734863,9.050000190734863,9.350000381469728,7.949999809265137,8.100000381469727,56579371.0,,,,,,,,,,,,
2020-08-24,11.649999618530272,11.649999618530272,12.5,8.850000381469727,9.100000381469728,114648765.0,,,,,,,,,,,,
2020-08-31,12.0,12.0,12.0,10.050000190734863,11.850000381469728,27881638.0,,,,,,,,,,,,
2020-09-07,14.300000190734863,14.300000190734863,14.5,12.550000190734863,12.600000381469728,98419397.0,,,,,,,,,,,,
2020-09-14,14.699999809265137,14.699999809265137,15.800000190734863,13.649999618530272,14.899999618530272,79327630.0,,,,,,,,,,,,
2020-09-21,12.649999618530272,12.649999618530272,15.25,11.550000190734863,15.25,41929970.0,,,,,,,,,,,,
2020-09-28,14.050000190734863,14.050000190734863,14.149999618530272,12.600000381469728,12.699999809265137,29322489.0,,,,,,,,,,,,
2020-10-05,13.449999809265137,13.449999809265137,14.399999618530272,13.25,14.300000190734863,30566054.0,,,,,,,,,,,,
2020-10-12,13.0,13.0,13.649999618530272,11.699999809265137,13.5,19831834.0,,,,,,,,,,,,
2020-10-19,12.199999809265137,12.199999809265137,13.350000381469728,12.100000381469728,13.350000381469728,13868682.0,,,,,,,,,,,,
2020-10-26,11.350000381469728,11.350000381469728,12.199999809265137,10.899999618530272,12.199999809265137,14830335.0,,,,,,,,,,,,
2020-11-02,11.600000381469728,11.600000381469728,12.300000190734863,11.25,11.350000381469728,22967382.0,,,,,,,,,,,,
2020-11-09,10.649999618530272,10.649999618530272,11.75,10.399999618530272,11.75,30015237.0,,,,,,,,,,,,
2020-11-16,10.25,10.25,11.25,10.100000381469728,10.5,34865135.0,,,,,,,,,,,,
2020-11-23,10.199999809265137,10.199999809265137,10.699999809265137,10.100000381469728,10.350000381469728,36974196.0,,,,,,,,,,,,
2020-11-30,10.949999809265137,10.949999809265137,11.350000381469728,10.050000190734863,10.199999809265137,78296620.0,,,,,,,,,,,,
2020-12-07,13.649999618530272,13.649999618530272,13.850000381469728,10.800000190734863,11.0,191095833.0,,,,,,,,,,,,
2020-12-14,14.149999618530272,14.149999618530272,15.25,13.25,14.0,92504649.0,,,,,,,,,,,,
2020-12-21,14.75,14.75,16.25,12.399999618530272,14.25,146141755.0,,,,,,,,,,,,
2020-12-28,13.399999618530272,13.399999618530272,14.75,12.600000381469728,13.699999809265137,120170683.0,,,,,,,,,,,,
2021-01-04,12.800000190734863,12.800000190734863,13.649999618530272,12.5,13.600000381469728,100332248.0,,,,,,,,,,,,
2021-01-11,12.699999809265137,12.699999809265137,13.199999809265137,12.25,12.899999618530272,56249212.0,,,,,,,,,,,,
2021-01-18,12.149999618530272,12.149999618530272,13.0,11.949999809265137,12.850000381469728,34641640.0,,,,,,,,,,,,
2021-01-25,12.25,12.25,12.800000190734863,11.899999618530272,12.199999809265137,30523953.0,,,,,,,,,,,,
2021-02-01,12.199999809265137,12.199999809265137,12.899999618530272,11.899999618530272,12.199999809265137,36938637.0,,,,,,,,,,,,
2021-02-08,11.550000190734863,11.550000190734863,12.300000190734863,11.449999809265137,12.25,22497764.0,,,,,,,,,,,,
2021-02-15,11.850000381469728,11.850000381469728,12.649999618530272,11.199999809265137,11.699999809265137,57995227.0,,,,,,,,,,,,
2021-02-22,11.300000190734863,11.300000190734863,11.949999809265137,11.149999618530272,11.850000381469728,25264408.0,,,,,,,,,,,,
