Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ONGC.NS')","('High', 'ONGC.NS')","('Low', 'ONGC.NS')","('Open', 'ONGC.NS')","('Volume', 'ONGC.NS')","('Date', '')","('Close', 'ONGC.NS')","('High', 'ONGC.NS')","('Low', 'ONGC.NS')","('Open', 'ONGC.NS')","('Volume', 'ONGC.NS')"
2019-12-30,92.50383758544922,128.4499969482422,133.39999389648438,126.8499984741211,128.75,38716325.0,,,,,,,,,,,,
2020-01-06,89.40717315673828,124.1500015258789,129.8000030517578,122.8000030517578,129.6999969482422,44725935.0,,,,,,,,,,,,
2020-01-13,90.30735778808594,125.4000015258789,125.6999969482422,123.8000030517578,124.25,39768793.0,,,,,,,,,,,,
2020-01-20,85.23027038574219,118.3499984741211,126.75,116.0,126.0,78522295.0,,,,,,,,,,,,
2020-01-27,75.14811706542969,104.3499984741211,118.5,102.6999969482422,118.3499984741211,175037636.0,,,,,,,,,,,,
2020-02-03,78.6768798828125,109.25,109.75,101.5500030517578,104.3499984741211,78856331.0,,,,,,,,,,,,
2020-02-10,74.39196014404297,103.3000030517578,109.1500015258789,103.0,109.1500015258789,110428026.0,,,,,,,,,,,,
2020-02-17,74.03187561035156,102.8000030517578,104.0999984741211,96.5500030517578,101.5,122425993.0,,,,,,,,,,,,
2020-02-24,66.21819305419922,91.9499969482422,102.5,89.5,102.5,114648651.0,,,,,,,,,,,,
2020-03-02,63.73367691040039,88.5,95.0,87.6500015258789,94.0,105720646.0,,,,,,,,,,,,
2020-03-09,47.45817184448242,65.9000015258789,82.5,50.0,82.1500015258789,299407369.0,,,,,,,,,,,,
2020-03-16,52.10316848754883,72.3499984741211,86.80000305175781,57.5,63.5,464685715.0,,,,,,,,,,,,
2020-03-23,46.41394805908203,64.44999694824219,66.0,59.650001525878906,60.650001525878906,183280226.0,,,,,,,,,,,,
2020-03-30,54.03721237182617,69.8499984741211,71.0,60.09999847412109,61.04999923706055,140462807.0,,,,,,,,,,,,
2020-04-06,59.8006706237793,77.30000305175781,77.6500015258789,69.8499984741211,69.8499984741211,80747546.0,,,,,,,,,,,,
2020-04-13,59.02705383300781,76.30000305175781,78.80000305175781,72.6500015258789,78.80000305175781,83657522.0,,,,,,,,,,,,
2020-04-20,52.29657745361328,67.5999984741211,75.6500015258789,60.79999923706055,75.3499984741211,186941662.0,,,,,,,,,,,,
2020-04-27,61.81208419799805,79.9000015258789,81.05000305175781,67.0999984741211,68.0,109460843.0,,,,,,,,,,,,
2020-05-04,58.79496765136719,76.0,81.9000015258789,74.05000305175781,76.0,168772493.0,,,,,,,,,,,,
2020-05-11,58.91101837158203,76.1500015258789,79.05000305175781,74.5,76.0,80562672.0,,,,,,,,,,,,
2020-05-18,58.91101837158203,76.1500015258789,79.0,72.4000015258789,76.94999694824219,98743533.0,,,,,,,,,,,,
2020-05-25,64.3650131225586,83.19999694824219,83.75,75.9000015258789,76.1500015258789,82699083.0,,,,,,,,,,,,
2020-06-01,67.2660903930664,86.94999694824219,88.80000305175781,82.5999984741211,85.0,97675825.0,,,,,,,,,,,,
2020-06-08,64.90654754638672,83.9000015258789,93.0999984741211,81.55000305175781,90.0,101473382.0,,,,,,,,,,,,
2020-06-15,66.33773803710938,85.75,86.30000305175781,81.80000305175781,84.0,86562882.0,,,,,,,,,,,,
2020-06-22,65.09996032714844,84.1500015258789,86.6500015258789,80.0,86.0999984741211,220711048.0,,,,,,,,,,,,
2020-06-29,63.7461166381836,82.4000015258789,84.1500015258789,78.30000305175781,83.94999694824219,127346349.0,,,,,,,,,,,,
2020-07-06,60.7677001953125,78.55000305175781,84.9000015258789,77.69999694824219,83.05000305175781,91381106.0,,,,,,,,,,,,
2020-07-13,62.16020965576172,80.3499984741211,80.6500015258789,75.0,79.19999694824219,68579722.0,,,,,,,,,,,,
2020-07-20,62.66307067871094,81.0,83.8499984741211,79.19999694824219,81.0,79103092.0,,,,,,,,,,,,
2020-07-27,60.57429885864258,78.30000305175781,82.0,77.1500015258789,81.4000015258789,49664539.0,,,,,,,,,,,,
2020-08-03,60.84506607055664,78.6500015258789,79.94999694824219,75.55000305175781,78.3499984741211,72484663.0,,,,,,,,,,,,
2020-08-10,59.64594650268555,77.0999984741211,80.0,76.94999694824219,79.5,47336500.0,,,,,,,,,,,,
2020-08-17,62.70174789428711,81.05000305175781,83.44999694824219,77.4000015258789,77.5,108505966.0,,,,,,,,,,,,
2020-08-24,62.16020965576172,80.3499984741211,82.5,80.0,81.30000305175781,79219721.0,,,,,,,,,,,,
2020-08-31,60.264835357666016,77.9000015258789,85.5,77.3499984741211,81.0,195179972.0,,,,,,,,,,,,
2020-09-07,56.70620727539063,73.30000305175781,78.3499984741211,70.9000015258789,78.19999694824219,92800876.0,,,,,,,,,,,,
2020-09-14,57.47982406616211,74.30000305175781,74.80000305175781,72.55000305175781,73.8499984741211,72919163.0,,,,,,,,,,,,
2020-09-21,53.30228042602539,68.9000015258789,74.0999984741211,65.5,74.0,101928715.0,,,,,,,,,,,,
2020-09-28,53.49567794799805,69.1500015258789,73.69999694824219,66.6500015258789,69.44999694824219,90072726.0,,,,,,,,,,,,
2020-10-05,54.385353088378906,70.30000305175781,73.3499984741211,68.25,69.0,119805917.0,,,,,,,,,,,,
2020-10-12,52.02580642700195,67.25,70.5999984741211,65.69999694824219,70.30000305175781,80385901.0,,,,,,,,,,,,
2020-10-19,53.379642486572266,69.0,70.44999694824219,67.0,67.3499984741211,103638897.0,,,,,,,,,,,,
2020-10-26,50.20780563354492,64.9000015258789,69.5,64.0999984741211,69.5,102088978.0,,,,,,,,,,,,
2020-11-02,52.60602188110352,68.0,68.19999694824219,64.19999694824219,65.4000015258789,64581141.0,,,,,,,,,,,,
2020-11-09,56.20335006713867,72.6500015258789,74.0,67.80000305175781,68.6500015258789,103899559.0,,,,,,,,,,,,
