Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'TATASTEEL.NS')","('High', 'TATASTEEL.NS')","('Low', 'TATASTEEL.NS')","('Open', 'TATASTEEL.NS')","('Volume', 'TATASTEEL.NS')","('Date', '')","('Close', 'TATASTEEL.NS')","('High', 'TATASTEEL.NS')","('Low', 'TATASTEEL.NS')","('Open', 'TATASTEEL.NS')","('Volume', 'TATASTEEL.NS')"
2019-12-30,19.45924186706543,48.369998931884766,48.77999877929688,46.47999954223633,47.29999923706055,467323540.0,,,,,,,,,,,,
2020-01-06,19.55981636047364,48.619998931884766,49.3849983215332,46.70000076293945,48.0,621610230.0,,,,,,,,,,,,
2020-01-13,19.92390251159668,49.525001525878906,50.59999847412109,48.775001525878906,49.11000061035156,548423490.0,,,,,,,,,,,,
2020-01-20,19.44717597961425,48.34000015258789,49.97999954223633,47.31499862670898,49.70000076293945,409510020.0,,,,,,,,,,,,
2020-01-27,17.049468994140625,42.380001068115234,47.775001525878906,42.0099983215332,47.775001525878906,803661910.0,,,,,,,,,,,,
2020-02-03,18.94832229614257,47.09999847412109,48.72499847412109,41.65999984741211,41.79999923706055,739461370.0,,,,,,,,,,,,
2020-02-10,17.48194122314453,43.45500183105469,46.32500076293945,43.334999084472656,46.025001525878906,748563150.0,,,,,,,,,,,,
2020-02-17,17.844009399414062,44.35499954223633,44.77000045776367,42.130001068115234,43.54999923706055,426725340.0,,,,,,,,,,,,
2020-02-24,15.357796669006348,38.17499923706055,43.48500061035156,37.5,43.48500061035156,811112360.0,,,,,,,,,,,,
2020-03-02,14.140840530395508,35.150001525878906,39.400001525878906,34.665000915527344,39.369998931884766,912835090.0,,,,,,,,,,,,
2020-03-09,13.14313507080078,32.66999816894531,33.77000045776367,25.53499984741211,33.75,1267235770.0,,,,,,,,,,,,
2020-03-16,11.97847843170166,29.77499961853028,31.76499938964844,26.049999237060547,30.39999961853028,990613380.0,,,,,,,,,,,,
2020-03-23,11.153764724731444,27.725000381469727,29.549999237060547,25.354999542236328,26.799999237060547,571494600.0,,,,,,,,,,,,
2020-03-30,10.20835781097412,25.375,27.2450008392334,25.084999084472656,26.700000762939453,561320280.0,,,,,,,,,,,,
2020-04-06,11.459511756896973,28.48500061035156,29.290000915527344,25.375,25.375,502472850.0,,,,,,,,,,,,
2020-04-13,11.80146598815918,29.334999084472656,29.96999931335449,27.38500022888184,28.5,712432420.0,,,,,,,,,,,,
2020-04-20,10.763531684875488,26.7549991607666,29.5,25.920000076293945,29.479999542236328,715242170.0,,,,,,,,,,,,
2020-04-27,12.000604629516602,29.82999992370605,30.450000762939453,26.95499992370605,27.39999961853028,644676580.0,,,,,,,,,,,,
2020-05-04,10.97876262664795,27.290000915527344,28.614999771118164,27.01000022888184,28.5,534176510.0,,,,,,,,,,,,
2020-05-11,11.000889778137209,27.34499931335449,28.799999237060547,26.450000762939453,27.55500030517578,664573880.0,,,,,,,,,,,,
2020-05-18,11.041118621826172,27.44499969482422,28.625,26.2450008392334,27.40999984741211,666268230.0,,,,,,,,,,,,
2020-05-25,11.87589168548584,29.520000457763672,29.86000061035156,27.44499969482422,27.44499969482422,558449640.0,,,,,,,,,,,,
2020-06-01,13.63595485687256,33.89500045776367,34.3650016784668,30.200000762939453,30.200000762939453,935037190.0,,,,,,,,,,,,
2020-06-08,12.777043342590332,31.76000022888184,35.08000183105469,30.0,34.77000045776367,800919330.0,,,,,,,,,,,,
2020-06-15,12.895722389221191,32.05500030517578,32.584999084472656,30.1299991607666,31.375,799733970.0,,,,,,,,,,,,
2020-06-22,13.028480529785156,32.3849983215332,33.814998626708984,31.834999084472656,31.975000381469727,654109590.0,,,,,,,,,,,,
2020-06-29,13.271872520446776,32.9900016784668,33.76499938964844,31.209999084472656,32.29999923706055,815582200.0,,,,,,,,,,,,
2020-07-06,13.625894546508787,33.869998931884766,34.849998474121094,32.80500030517578,33.314998626708984,834733940.0,,,,,,,,,,,,
2020-07-13,14.11871337890625,35.095001220703125,35.68000030517578,33.154998779296875,34.33000183105469,651108870.0,,,,,,,,,,,,
2020-07-20,13.92360019683838,34.61000061035156,36.290000915527344,34.255001068115234,35.11000061035156,572869500.0,,,,,,,,,,,,
2020-07-27,14.736244201660156,36.630001068115234,37.845001220703125,34.42499923706055,35.099998474121094,720139570.0,,,,,,,,,,,,
2020-08-03,16.254924774169922,40.40499877929688,40.66999816894531,36.20500183105469,36.47499847412109,901800960.0,,,,,,,,,,,,
2020-08-10,17.272647857666016,41.84999847412109,43.095001220703125,39.959999084472656,40.57500076293945,1096422130.0,,,,,,,,,,,,
2020-08-17,17.699819564819336,42.8849983215332,44.20000076293945,41.42499923706055,41.79999923706055,766576780.0,,,,,,,,,,,,
2020-08-24,17.507902145385742,42.41999816894531,43.79999923706055,42.14500045776367,43.36000061035156,523632940.0,,,,,,,,,,,,
2020-08-31,17.388214111328125,42.130001068115234,44.3650016784668,41.0,42.650001525878906,623013800.0,,,,,,,,,,,,
2020-09-07,16.818647384643555,40.75,42.84000015258789,38.650001525878906,42.369998931884766,898710700.0,,,,,,,,,,,,
2020-09-14,16.323373794555664,39.54999923706055,41.40999984741211,39.31999969482422,41.0,631004350.0,,,,,,,,,,,,
2020-09-21,14.53213596343994,35.209999084472656,39.91999816894531,34.275001525878906,39.59999847412109,778740660.0,,,,,,,,,,,,
