Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'GRANULES.NS')","('High', 'GRANULES.NS')","('Low', 'GRANULES.NS')","('Open', 'GRANULES.NS')","('Volume', 'GRANULES.NS')","('Date', '')","('Close', 'GRANULES.NS')","('High', 'GRANULES.NS')","('Low', 'GRANULES.NS')","('Open', 'GRANULES.NS')","('Volume', 'GRANULES.NS')"
2019-12-30,121.19640350341795,123.5999984741211,126.0,121.5,123.1999969482422,2047252.0,,,,,,,,,,,,
2020-01-06,126.19725036621094,128.6999969482422,137.0,120.1999969482422,122.8499984741211,8122888.0,,,,,,,,,,,,
2020-01-13,139.28761291503906,142.0500030517578,146.5,126.5999984741211,129.0,11974314.0,,,,,,,,,,,,
2020-01-20,151.64260864257812,154.64999389648438,161.10000610351562,138.10000610351562,142.8000030517578,29996012.0,,,,,,,,,,,,
2020-01-27,135.80667114257812,138.5,158.5,136.14999389648438,153.0,7520180.0,,,,,,,,,,,,
2020-02-03,159.30563354492188,162.1999969482422,167.3000030517578,138.1999969482422,138.1999969482422,9430957.0,,,,,,,,,,,,
2020-02-10,172.466552734375,175.60000610351562,179.5,157.4499969482422,162.0,12200649.0,,,,,,,,,,,,
2020-02-17,181.06040954589844,184.3500061035156,189.0,172.5,175.0,8883891.0,,,,,,,,,,,,
2020-02-24,154.49310302734375,157.3000030517578,183.0,156.10000610351562,182.1000061035156,7668499.0,,,,,,,,,,,,
2020-03-02,168.39059448242188,171.4499969482422,179.8000030517578,153.5500030517578,161.0,13351631.0,,,,,,,,,,,,
2020-03-09,153.95291137695312,156.75,173.89999389648438,135.0,165.39999389648438,9924215.0,,,,,,,,,,,,
2020-03-16,136.1267852783203,138.60000610351562,158.10000610351562,126.0500030517578,154.0,8802119.0,,,,,,,,,,,,
2020-03-23,143.2965087890625,145.89999389648438,155.0,114.0999984741211,115.0,9311939.0,,,,,,,,,,,,
2020-03-30,138.3857421875,140.89999389648438,147.9499969482422,132.0,142.0,5975555.0,,,,,,,,,,,,
2020-04-06,166.42628479003906,169.4499969482422,180.0,140.89999389648438,140.89999389648438,10634685.0,,,,,,,,,,,,
2020-04-13,163.57803344726562,166.5500030517578,181.0,163.6999969482422,171.8000030517578,10606111.0,,,,,,,,,,,,
2020-04-20,164.36376953125,167.35000610351562,170.6999969482422,153.64999389648438,169.6999969482422,13719387.0,,,,,,,,,,,,
2020-04-27,159.6002960205078,162.5,176.10000610351562,162.0,173.6999969482422,7089452.0,,,,,,,,,,,,
2020-05-04,155.03326416015625,157.85000610351562,166.0,156.0500030517578,160.0,4575668.0,,,,,,,,,,,,
2020-05-11,152.72525024414062,155.5,162.0,154.10000610351562,158.8000030517578,4228756.0,,,,,,,,,,,,
2020-05-18,162.7923126220703,165.75,174.5,154.14999389648438,156.0,12882340.0,,,,,,,,,,,,
2020-05-25,168.19415283203125,171.25,179.89999389648438,165.75,165.75,11574517.0,,,,,,,,,,,,
2020-06-01,180.91310119628903,184.1999969482422,189.0,170.5,173.0,16722405.0,,,,,,,,,,,,
2020-06-08,210.52508544921875,214.3500061035156,217.3999938964844,179.3000030517578,186.0,33504385.0,,,,,,,,,,,,
2020-06-15,203.01158142089844,206.6999969482422,224.4499969482422,201.0,216.75,19307877.0,,,,,,,,,,,,
2020-06-22,201.7347717285156,205.3999938964844,216.0,203.0,209.75,8274968.0,,,,,,,,,,,,
2020-06-29,205.2705535888672,209.0,216.8000030517578,194.1000061035156,205.0,12664998.0,,,,,,,,,,,,
2020-07-06,229.9717559814453,234.1499938964844,240.0,205.0500030517578,210.6999969482422,23032846.0,,,,,,,,,,,,
2020-07-13,259.3382263183594,264.04998779296875,267.8999938964844,231.6999969482422,236.1999969482422,32759426.0,,,,,,,,,,,,
2020-07-20,297.98602294921875,303.3999938964844,310.95001220703125,261.3999938964844,266.6000061035156,34276009.0,,,,,,,,,,,,
2020-07-27,268.42315673828125,273.29998779296875,308.79998779296875,271.20001220703125,301.5,26553251.0,,,,,,,,,,,,
2020-08-03,310.37945556640625,315.75,328.3999938964844,274.3999938964844,274.95001220703125,37532589.0,,,,,,,,,,,,
2020-08-10,302.1678771972656,306.8999938964844,335.75,302.1499938964844,319.0,19423589.0,,,,,,,,,,,,
2020-08-17,310.0445556640625,314.8999938964844,323.45001220703125,302.04998779296875,309.70001220703125,15274811.0,,,,,,,,,,,,
2020-08-24,304.5308532714844,309.29998779296875,324.3500061035156,308.0,320.0,10616086.0,,,,,,,,,,,,
2020-08-31,341.3049621582031,346.6499938964844,350.0,282.1499938964844,312.04998779296875,24178346.0,,,,,,,,,,,,
2020-09-07,338.9912414550781,344.29998779296875,383.8999938964844,341.3500061035156,350.70001220703125,51921750.0,,,,,,,,,,,,
2020-09-14,359.5196838378906,365.1499938964844,385.0,351.6000061035156,353.0,25279941.0,,,,,,,,,,,,
2020-09-21,370.1531677246094,375.9500122070313,395.0,330.75,368.3999938964844,23805020.0,,,,,,,,,,,,
2020-09-28,380.3928833007813,386.3500061035156,406.8999938964844,380.75,383.0,19580902.0,,,,,,,,,,,,
2020-10-05,372.3685302734375,378.2000122070313,388.8999938964844,369.5499877929688,386.8500061035156,12472464.0,,,,,,,,,,,,
2020-10-12,381.67279052734375,387.6499938964844,405.9500122070313,361.5,380.7000122070313,13716197.0,,,,,,,,,,,,
2020-10-19,380.9835510253906,386.9500122070313,404.0,381.0499877929688,392.0,12254697.0,,,,,,,,,,,,
2020-10-26,377.8329162597656,383.75,390.9500122070313,371.2000122070313,390.0,4817756.0,,,,,,,,,,,,
2020-11-02,365.7633972167969,371.25,383.0,367.7999877929688,374.1499938964844,3000788.0,,,,,,,,,,,,
2020-11-09,374.0885009765625,379.7000122070313,388.3999938964844,366.0,372.1000061035156,4931363.0,,,,,,,,,,,,
