Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')","('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')"
2019-12-30,92.48626708984376,100.8499984741211,104.8499984741211,100.0999984741211,102.25,56039895.0,,,,,,,,,,,,
2020-01-06,89.00141906738281,97.0500030517578,99.9499969482422,93.5,99.9499969482422,132539646.0,,,,,,,,,,,,
2020-01-13,89.27652740478516,97.3499984741211,99.0,95.0999984741211,97.4000015258789,79698168.0,,,,,,,,,,,,
2020-01-20,87.6716537475586,95.5999984741211,97.8499984741211,93.5,97.8499984741211,92569818.0,,,,,,,,,,,,
2020-01-27,81.8941421508789,89.30000305175781,94.1999969482422,88.0999984741211,93.25,139918127.0,,,,,,,,,,,,
2020-02-03,84.41607666015625,92.0500030517578,92.75,85.4000015258789,88.9000015258789,118357561.0,,,,,,,,,,,,
2020-02-10,79.28048706054688,86.44999694824219,92.3000030517578,86.0999984741211,91.8499984741211,69703080.0,,,,,,,,,,,,
2020-02-17,75.4288101196289,82.25,86.3499984741211,78.19999694824219,85.30000305175781,84552822.0,,,,,,,,,,,,
2020-02-24,69.97225952148438,76.30000305175781,82.0999984741211,73.30000305175781,80.9000015258789,103390211.0,,,,,,,,,,,,
2020-03-02,65.79960632324219,71.75,78.3499984741211,68.75,77.5,139103960.0,,,,,,,,,,,,
2020-03-09,59.930362701416016,65.3499984741211,72.5999984741211,46.5,69.69999694824219,134746128.0,,,,,,,,,,,,
2020-03-16,58.00452423095703,63.25,69.5999984741211,60.20000076293945,62.0,160846058.0,,,,,,,,,,,,
2020-03-23,49.842620849609375,54.34999847412109,61.5,51.70000076293945,57.5,130973010.0,,,,,,,,,,,,
2020-03-30,44.66119003295898,48.70000076293945,56.20000076293945,48.5,52.09999847412109,77749522.0,,,,,,,,,,,,
2020-04-06,46.678741455078125,50.900001525878906,51.900001525878906,47.29999923706055,48.70000076293945,78686676.0,,,,,,,,,,,,
2020-04-13,46.03679656982422,50.20000076293945,52.34999847412109,48.25,50.900001525878906,88701448.0,,,,,,,,,,,,
2020-04-20,42.506080627441406,46.34999847412109,53.20000076293945,46.09999847412109,51.0,133171692.0,,,,,,,,,,,,
2020-04-27,45.119728088378906,49.20000076293945,51.25,46.54999923706055,47.25,102764453.0,,,,,,,,,,,,
2020-05-04,37.69147491455078,41.09999847412109,48.0,41.0,48.0,118969298.0,,,,,,,,,,,,
2020-05-11,38.15000915527344,41.59999847412109,45.150001525878906,39.34999847412109,41.84999847412109,152169658.0,,,,,,,,,,,,
2020-05-18,34.344181060791016,37.45000076293945,41.70000076293945,36.0,41.5,212922012.0,,,,,,,,,,,,
2020-05-25,35.719783782958984,38.95000076293945,39.95000076293945,36.70000076293945,37.45000076293945,161933371.0,,,,,,,,,,,,
