Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'JSL.NS')","('High', 'JSL.NS')","('Low', 'JSL.NS')","('Open', 'JSL.NS')","('Volume', 'JSL.NS')","('Date', '')","('Close', 'JSL.NS')","('High', 'JSL.NS')","('Low', 'JSL.NS')","('Open', 'JSL.NS')","('Volume', 'JSL.NS')"
2019-12-30,38.70930099487305,39.29999923706055,41.70000076293945,38.34999847412109,38.900001525878906,4136083.0,,,,,,,,,,,,
2020-01-06,42.45219039916992,43.09999847412109,47.25,37.34999847412109,38.70000076293945,43852104.0,,,,,,,,,,,,
2020-01-13,43.19091033935547,43.84999847412109,46.79999923706055,42.34999847412109,43.79999923706055,13044342.0,,,,,,,,,,,,
2020-01-20,44.56987380981445,45.25,45.650001525878906,42.59999847412109,43.25,5958546.0,,,,,,,,,,,,
2020-01-27,38.41381072998047,39.0,44.79999923706055,38.54999923706055,44.54999923706055,7331341.0,,,,,,,,,,,,
2020-02-03,41.66421127319336,42.29999923706055,43.25,37.900001525878906,38.400001525878906,4204601.0,,,,,,,,,,,,
2020-02-10,40.43299865722656,41.04999923706055,43.29999923706055,40.400001525878906,42.20000076293945,7619835.0,,,,,,,,,,,,
2020-02-17,40.9747314453125,41.59999847412109,42.400001525878906,38.79999923706055,41.150001525878906,7526593.0,,,,,,,,,,,,
2020-02-24,38.41381072998047,39.0,42.20000076293945,38.5,41.0,7530979.0,,,,,,,,,,,,
2020-03-02,40.5315055847168,41.150001525878906,42.900001525878906,38.0,40.5,5811202.0,,,,,,,,,,,,
2020-03-09,31.174287796020508,31.64999961853028,40.400001525878906,27.0,39.54999923706055,6662993.0,,,,,,,,,,,,
2020-03-16,27.57914924621582,28.0,32.0,24.5,31.25,2946005.0,,,,,,,,,,,,
2020-03-23,24.131755828857425,24.5,27.25,21.39999961853028,24.5,2116898.0,,,,,,,,,,,,
2020-03-30,23.836265563964844,24.200000762939453,25.0,22.799999237060547,23.950000762939453,706310.0,,,,,,,,,,,,
2020-04-06,28.071632385253903,28.5,29.5,24.200000762939453,24.200000762939453,1351574.0,,,,,,,,,,,,
2020-04-13,28.859607696533203,29.299999237060547,29.600000381469727,26.89999961853028,28.850000381469727,1113583.0,,,,,,,,,,,,
2020-04-20,28.120880126953125,28.549999237060547,30.25,27.5,30.0,907995.0,,,,,,,,,,,,
2020-04-27,30.73105239868164,31.200000762939453,32.349998474121094,28.5,28.549999237060547,1437331.0,,,,,,,,,,,,
2020-05-04,28.071632385253903,28.5,30.600000381469727,25.600000381469727,30.0,1553127.0,,,,,,,,,,,,
2020-05-11,28.317874908447266,28.75,30.39999961853028,28.0,29.25,945005.0,,,,,,,,,,,,
2020-05-18,26.39718437194824,26.799999237060547,29.14999961853028,26.200000762939453,29.14999961853028,991029.0,,,,,,,,,,,,
2020-05-25,26.594179153442383,27.0,27.5,26.299999237060547,26.799999237060547,681734.0,,,,,,,,,,,,
2020-06-01,36.04988479614258,36.59999847412109,38.400001525878906,25.799999237060547,27.450000762939453,5470101.0,,,,,,,,,,,,
2020-06-08,32.503997802734375,33.0,36.70000076293945,30.75,36.0,2935786.0,,,,,,,,,,,,
2020-06-15,38.51231002807617,39.09999847412109,41.5,31.799999237060547,33.29999923706055,6045967.0,,,,,,,,,,,,
2020-06-22,36.83786392211914,37.400001525878906,41.54999923706055,37.0,39.09999847412109,3332325.0,,,,,,,,,,,,
2020-06-29,39.7435188293457,40.34999847412109,42.0,36.400001525878906,37.5,4730436.0,,,,,,,,,,,,
2020-07-06,40.03901290893555,40.650001525878906,42.400001525878906,39.79999923706055,40.70000076293945,3717197.0,,,,,,,,,,,,
2020-07-13,37.82283401489258,38.400001525878906,41.20000076293945,38.04999923706055,40.95000076293945,2325186.0,,,,,,,,,,,,
2020-07-20,37.18259811401367,37.75,39.95000076293945,37.29999923706055,38.59999847412109,1362411.0,,,,,,,,,,,,
2020-07-27,34.917171478271484,35.45000076293945,38.0,35.25,37.75,1232457.0,,,,,,,,,,,,
2020-08-03,38.857051849365234,39.45000076293945,40.0,35.29999923706055,35.45000076293945,2126533.0,,,,,,,,,,,,
2020-08-10,44.07738876342773,44.75,47.150001525878906,40.04999923706055,40.04999923706055,7433460.0,,,,,,,,,,,,
2020-08-17,50.38119888305664,51.150001525878906,53.0,45.09999847412109,45.150001525878906,12701422.0,,,,,,,,,,,,
2020-08-24,46.49056625366211,47.20000076293945,52.900001525878906,46.79999923706055,52.45000076293945,5821329.0,,,,,,,,,,,,
2020-08-31,45.89958190917969,46.59999847412109,48.70000076293945,42.09999847412109,48.150001525878906,4219814.0,,,,,,,,,,,,
2020-09-07,44.668365478515625,45.34999847412109,47.79999923706055,43.0,46.59999847412109,1865333.0,,,,,,,,,,,,
2020-09-14,43.338661193847656,44.0,46.5,43.5,45.5,2273069.0,,,,,,,,,,,,
2020-09-21,42.05820083618164,42.70000076293945,47.09999847412109,39.34999847412109,44.09999847412109,1749765.0,,,,,,,,,,,,
2020-09-28,43.8803939819336,44.54999923706055,45.70000076293945,42.04999923706055,42.04999923706055,2079263.0,,,,,,,,,,,,
