Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HINDZINC.NS')","('High', 'HINDZINC.NS')","('Low', 'HINDZINC.NS')","('Open', 'HINDZINC.NS')","('Volume', 'HINDZINC.NS')","('Date', '')","('Close', 'HINDZINC.NS')","('High', 'HINDZINC.NS')","('Low', 'HINDZINC.NS')","('Open', 'HINDZINC.NS')","('Volume', 'HINDZINC.NS')"
2019-12-30,116.85735321044922,215.25,216.8999938964844,209.6000061035156,210.8000030517578,1455591.0,,,,,,,,,,,,
2020-01-06,118.94750213623048,219.1000061035156,224.4499969482422,209.5,216.3999938964844,3530526.0,,,,,,,,,,,,
2020-01-13,117.7802734375,216.9499969482422,222.0,213.25,219.6499938964844,4999019.0,,,,,,,,,,,,
2020-01-20,112.83998107910156,207.8500061035156,224.0,207.5,218.75,3849603.0,,,,,,,,,,,,
2020-01-27,104.12657928466795,191.8000030517578,208.1000061035156,190.6000061035156,207.9499969482422,4156498.0,,,,,,,,,,,,
2020-02-03,105.89095306396484,195.0500030517578,198.6999969482422,188.1499938964844,191.6000061035156,2690984.0,,,,,,,,,,,,
2020-02-10,103.5022201538086,190.6499938964844,196.75,190.1999969482422,196.1999969482422,948197.0,,,,,,,,,,,,
2020-02-17,98.9962387084961,182.3500061035156,190.6499938964844,181.5,190.6499938964844,1129116.0,,,,,,,,,,,,
2020-02-24,93.5130386352539,172.25,187.6499938964844,170.0,181.5,3605891.0,,,,,,,,,,,,
2020-03-02,88.92560577392578,163.8000030517578,177.14999389648438,161.89999389648438,173.3000030517578,1703157.0,,,,,,,,,,,,
2020-03-09,76.62910461425781,141.14999389648438,168.5500030517578,116.0500030517578,161.4499969482422,4685698.0,,,,,,,,,,,,
2020-03-16,73.96894836425781,136.25,148.0,125.25,136.0,4280933.0,,,,,,,,,,,,
2020-03-23,78.14920806884766,143.9499969482422,154.0,123.0,125.0,3479987.0,,,,,,,,,,,,
2020-03-30,87.70410919189453,161.5500030517578,167.0,137.5,140.0,2475038.0,,,,,,,,,,,,
2020-04-06,89.84850311279297,165.5,171.60000610351562,159.64999389648438,161.5500030517578,1888334.0,,,,,,,,,,,,
2020-04-13,94.73455047607422,174.5,180.8999938964844,162.5500030517578,166.0,1749730.0,,,,,,,,,,,,
2020-04-20,92.9429931640625,171.1999969482422,181.6000061035156,165.0,174.85000610351562,2279389.0,,,,,,,,,,,,
2020-04-27,94.78883361816406,174.60000610351562,176.0,164.0,173.0,1893964.0,,,,,,,,,,,,
2020-05-04,95.16883850097656,175.3000030517578,179.5,165.0500030517578,167.0,2705438.0,,,,,,,,,,,,
2020-05-11,104.58802795410156,192.6499938964844,195.0,177.0500030517578,178.35000610351562,8645456.0,,,,,,,,,,,,
2020-05-18,89.7127914428711,165.25,200.3999938964844,164.0500030517578,195.5,8223112.0,,,,,,,,,,,,
2020-05-25,102.08029174804688,171.5500030517578,172.3000030517578,164.1999969482422,165.25,2444428.0,,,,,,,,,,,,
2020-06-01,102.94312286376952,173.0,177.8000030517578,170.0,173.5,5513043.0,,,,,,,,,,,,
2020-06-08,103.9249267578125,174.64999389648438,176.25,166.85000610351562,175.0,4188169.0,,,,,,,,,,,,
2020-06-15,105.94808959960938,178.0500030517578,184.6000061035156,171.4499969482422,174.64999389648438,5103483.0,,,,,,,,,,,,
2020-06-22,118.38458251953124,198.9499969482422,204.75,179.1999969482422,179.1999969482422,13587491.0,,,,,,,,,,,,
2020-06-29,116.12338256835938,195.1499938964844,201.3500061035156,192.6000061035156,198.5,3917128.0,,,,,,,,,,,,
2020-07-06,112.5828628540039,189.1999969482422,198.0,188.8500061035156,196.0500030517578,5039235.0,,,,,,,,,,,,
2020-07-13,111.83905792236328,187.9499969482422,196.3999938964844,183.1499938964844,190.8000030517578,4490088.0,,,,,,,,,,,,
2020-07-20,119.12838745117188,200.1999969482422,210.6499938964844,182.25,188.8000030517578,19929746.0,,,,,,,,,,,,
2020-07-27,124.98957824707033,210.0500030517578,215.8999938964844,201.1999969482422,205.0,10433849.0,,,,,,,,,,,,
2020-08-03,150.51710510253906,252.9499969482422,257.5,203.1000061035156,211.0,20305483.0,,,,,,,,,,,,
2020-08-10,137.36656188964844,230.8500061035156,258.95001220703125,223.3500061035156,254.8999938964844,20185031.0,,,,,,,,,,,,
2020-08-17,134.80787658691406,226.5500030517578,235.9499969482422,222.8500061035156,233.0,6314981.0,,,,,,,,,,,,
2020-08-24,136.08721923828125,228.6999969482422,239.4499969482422,222.3999938964844,229.0500030517578,6274806.0,,,,,,,,,,,,
2020-08-31,131.89212036132812,221.6499938964844,235.0,220.5,230.75,4482802.0,,,,,,,,,,,,
2020-09-07,141.442626953125,237.6999969482422,239.0,202.8000030517578,221.9499969482422,6117640.0,,,,,,,,,,,,
2020-09-14,127.01273345947266,213.4499969482422,238.4499969482422,211.8000030517578,237.6999969482422,4918503.0,,,,,,,,,,,,
2020-09-21,124.45404815673828,209.1499938964844,222.8999938964844,200.1000061035156,214.1999969482422,4442309.0,,,,,,,,,,,,
2020-09-28,123.91849517822266,208.25,214.8999938964844,207.6499938964844,210.0,1904956.0,,,,,,,,,,,,
2020-10-05,124.12676239013672,208.6000061035156,225.0,203.0,208.5,6314512.0,,,,,,,,,,,,
2020-10-12,126.0011749267578,211.75,218.3999938964844,197.3000030517578,200.0,7246452.0,,,,,,,,,,,,
2020-10-19,142.6029815673828,239.6499938964844,243.0,212.6499938964844,215.5,18313920.0,,,,,,,,,,,,
2020-10-26,120.9730224609375,203.3000030517578,242.5,202.3000030517578,242.0,9256065.0,,,,,,,,,,,,
2020-11-02,146.90219116210938,224.6499938964844,225.6000061035156,200.0500030517578,203.6000061035156,6237270.0,,,,,,,,,,,,
2020-11-09,149.55055236816406,228.6999969482422,230.0,215.1999969482422,225.8000030517578,6628712.0,,,,,,,,,,,,
2020-11-16,144.8750762939453,221.5500030517578,230.0,220.3999938964844,227.9499969482422,3025279.0,,,,,,,,,,,,
2020-11-23,150.2044677734375,229.6999969482422,235.6000061035156,218.0,223.0,5303278.0,,,,,,,,,,,,
2020-11-30,157.72450256347656,241.1999969482422,245.0,227.0,229.6999969482422,5988353.0,,,,,,,,,,,,
2020-12-07,157.72450256347656,241.1999969482422,249.3999938964844,232.5500030517578,242.0,6847351.0,,,,,,,,,,,,
2020-12-14,158.0841522216797,241.75,247.1999969482422,239.5,243.4499969482422,3533495.0,,,,,,,,,,,,
2020-12-21,158.0187530517578,241.6499938964844,247.6499938964844,224.8000030517578,242.3999938964844,4341985.0,,,,,,,,,,,,
2020-12-28,156.31858825683594,239.0500030517578,246.0,237.1999969482422,244.5,2389143.0,,,,,,,,,,,,
