entrydate,indexcode,indexname,dayrsi14,weekrsi14,monthrsi14,dltp,daylowerband,daymiddleband,weeklowerband,weekmiddleband,monthlowerband,monthmiddleband
12/02/2025,^NSEI,"NIFTY 50
",41.42,41.58,59.57,23071.8,22806.39,23283.56,22770.36,23987.8,18466.37,22466.55
12/02/2025,^NSEBANK,"NIFTY BANK
",46.66,45.19,57.46,49403.4,47893.07,49240.37,48020.55,50853.31,42320.24,48453.71
