entrydate,indexcode,indexname,dayrsi14,weekrsi14,monthrsi14,dltp,daylowerband,daymiddleband,weeklowerband,weekmiddleband,monthlowerband,monthmiddleband
13/02/2025,^CNXMETAL,JSWSTEEL.NS,49.03,46.8,58.32,919.4,887.48,907.1,883.27,962.22,715.13,868.58
13/02/2025,^CNXMETAL,HINDALCO.NS,50.96,44.0,54.15,613.45,564.49,597.71,559.88,664.38,395.7,589.1
13/02/2025,^CNXMETAL,NMDC.NS,43.5,40.48,52.61,65.69,61.16,65.88,63.71,73.32,35.96,66.7
13/02/2025,^CNXMETAL,HINDZINC.NS,54.42,45.19,54.35,469.35,422.94,448.29,438.73,493.73,159.09,425.5
