Date,Close,High,Low,Open,Volume
2020-01-01,518.85400390625,524.4122908600664,517.8390241755849,521.8990020984041,7642793
2020-01-02,522.5756225585938,523.8323259555513,517.9839941470998,518.1290165391055,10264223
2020-01-03,520.8839721679688,522.768968271142,518.3706833638443,520.0623359435864,9594690
2020-01-06,508.1724548339844,519.3373502377608,506.33577983242776,519.3373502377608,12534334
2020-01-07,505.4658508300781,517.7423689499338,504.2575274718117,513.5857483975301,16101835
2020-01-08,508.4141540527344,509.76744082994094,497.82922950877696,498.7958882068522,16094310
2020-01-09,528.0856323242188,529.148992286896,512.6190932321667,513.0057803095337,18934019
2020-01-10,522.2373046875,528.2789208916589,520.5456521503355,526.7322907434575,12335407
2020-01-13,520.6422729492188,527.8438909677649,520.0623014175886,521.4156469916,7901800
2020-01-14,519.6757202148438,520.9807449269797,516.3407947286657,518.3224333654265,13939440
2020-01-15,517.7423706054688,519.0473952366679,512.9574572915647,517.2590412606168,12353176
2020-01-16,519.2406005859375,521.995553518336,515.4222879777644,516.0989606805031,11249232
2020-01-17,514.3107299804688,520.0623608268202,512.9090631187282,516.6790555054561,18312609
2020-01-20,517.017333984375,525.8622838663824,513.295721935752,515.229039155849,19159996
2020-01-21,513.3440551757812,522.2373263980476,512.5224189379217,515.1807301782634,13477994
2020-01-22,505.4174499511719,517.1140549792117,503.38749039266787,513.7790708472453,17527408
2020-01-23,510.1058044433594,512.5707723121544,499.81086575583595,504.0158664733469,17061293
2020-01-24,516.0507202148438,519.4824057788284,509.4291317607143,511.60411382231126,17851868
2020-01-27,519.33740234375,526.8290074962191,513.7791146499825,520.5457257554385,38149166
2020-01-28,510.589111328125,522.5756432020687,506.9641413863788,520.1589965742379,24009224
2020-01-29,509.04241943359375,516.9690321316056,507.7857749937025,513.8273915317966,16400827
2020-01-30,514.4557495117188,516.1474021629691,506.6741591159995,510.0574644185002,14319317
2020-01-31,508.1241455078125,514.9873983569915,504.98250487963753,512.329087056228,16292578
2020-02-03,498.3608093261719,501.8408155458842,485.2625976245834,487.1959147465937,22531888
2020-02-04,513.1024169921875,516.82408832079,499.42423203167925,502.6625150187538,17781475
2020-02-05,521.1256713867188,522.3823748722936,508.1724804599334,511.41076344158887,18782476
2020-02-06,523.542236328125,528.7622159909863,518.3706367918946,522.33391316544,15296851
2020-02-07,518.56396484375,523.6872431008203,517.3073205920389,522.913928099779,8297149
2020-02-10,516.1473388671875,524.1705929434696,512.8123551065204,520.6906458019982,12536053
2020-02-11,521.7540283203125,526.6356429084549,519.579046266175,519.7723898043535,11243552
2020-02-12,530.985595703125,532.3389414413741,524.6056720803232,527.6022903576653,14026335
2020-02-13,522.9622802734375,530.695548743285,520.0623045972447,530.695548743285,9227235
