Date,Close,High,Low,Open,Volume
2020-01-01,716.5302734375,726.2305928593322,667.0337717722539,667.0835048552271,5855724
2020-02-01,654.8461303710938,776.522934177452,634.7490480528052,718.3210230315443,3623708
2020-03-01,544.8594360351562,686.4840575265098,520.2355513630097,665.5910644713551,1444740
2020-04-01,615.6469116210938,652.65737231811,517.5493491568441,565.3047666435351,1928278
2020-05-01,485.2149658203125,615.6469292830712,472.57966576964054,615.6469292830712,1560480
2020-06-01,463.6255187988281,503.7699233337601,459.64590061171367,487.6524575311159,3606521
2020-07-01,454.3231506347656,492.47774569156815,450.9404812822288,477.5541776403085,2381635
2020-08-01,444.1751403808594,492.37824673083384,438.7528985375488,454.57187452124913,2886338
2020-09-01,444.77203369140625,534.2637034203308,438.7528737585957,447.3090583215411,4026497
2020-10-01,459.29766845703125,490.8361540830347,441.73760964166416,447.6573037175036,2009720
2020-11-01,448.1050109863281,476.41005806748535,438.7529141272335,462.97884641052923,1766896
2020-12-01,488.0504150390625,507.89877296377045,448.3039964690364,450.7414944001959,4501132
2021-01-01,476.1151123046875,495.506683832259,466.94277343495224,491.3192912351542,4547075
2021-02-01,507.0219421386719,525.4165173942698,469.28569478417205,477.11208346347627,6350817
2021-03-01,477.361328125,535.3864656194743,469.48507149435903,510.4615836073945,6253368
2021-04-01,519.9330444335938,574.4686990402217,473.82201220913794,479.55473513434055,3947631
2021-05-01,516.2940063476562,550.9395940012637,498.4976640806821,522.6249631925402,5754655
2021-06-01,562.9035034179688,636.0829803578351,516.4933859086076,519.4345341166647,8196502
2021-07-01,618.0872192382812,622.1250378423869,560.4609057879765,567.290298929997,9233018
2021-08-01,584.3888549804688,655.7736984616622,573.9204036937376,622.5737651226682,5383723
2021-09-01,585.2362060546875,632.0949823486744,563.501721986552,587.6788565637686,4815340
2021-10-01,636.332275390625,667.6877909860235,583.2422735660252,586.2332595843126,3757558
2021-11-01,763.1002197265625,790.4178541765347,635.0860000794238,638.2265595853571,12298849
2021-12-01,735.2341918945312,795.6022447893341,727.8564023765814,763.1002225383951,9258941
2022-01-01,841.1858520507812,993.0306213472653,738.6582607438713,738.6582607438713,11537911
2022-02-01,700.6221923828125,907.9237282674824,676.362986029837,841.5353318527457,3090642
2022-03-01,689.9401245117188,784.4812047049069,658.3931821581983,700.6221792291091,3781539
2022-04-01,627.9942626953125,698.2262319120296,614.9661764998392,690.3394659896734,3267023
2022-05-01,540.740966796875,631.9376286425868,535.1004248853499,617.9611250075217,1851695
2022-06-01,624.3504028320312,648.5097387336112,517.6297909033613,547.7791178156169,8123203
2022-07-01,592.3042602539062,632.2371287818314,566.3977996098704,620.9561056092369,2286280
2022-08-01,588.1112670898438,632.4367732842759,575.0332776823093,596.996354260453,2359959
2022-09-01,577.82861328125,633.9343074845364,547.3798000871108,587.0131855132399,3658336
2022-10-01,691.5999755859375,716.0,562.5999755859375,579.0,5924203
2022-11-01,760.0,809.0,663.0499877929688,691.4000244140625,7785707
2022-12-01,731.7000122070312,824.7999877929688,626.0499877929688,769.2999877929688,8487517
2023-01-01,874.0,890.0,705.5999755859375,732.9500122070312,9699561
2023-02-01,657.5499877929688,1029.699951171875,640.0999755859375,877.0,9879237
2023-03-01,610.0999755859375,674.5999755859375,586.2000122070312,653.5,5623218
2023-04-01,557.9500122070312,638.9000244140625,541.5999755859375,610.1500244140625,6207223
2023-05-01,555.4000244140625,619.7000122070312,542.3499755859375,557.9500122070312,9728411
2023-06-01,547.4000244140625,669.2999877929688,540.5999755859375,558.4500122070312,53328896
2023-07-01,519.0999755859375,564.0,504.1000061035156,551.9500122070312,43205233
2023-08-01,499.04998779296875,560.0,482.6000061035156,522.0999755859375,46822966
2023-09-01,502.1000061035156,533.0,498.3500061035156,500.79998779296875,9874365
2023-10-01,448.6499938964844,509.8500061035156,413.5,502.1000061035156,52267530
2023-11-01,353.1000061035156,452.1000061035156,334.04998779296875,452.0,32742007
2023-12-01,366.54998779296875,402.6000061035156,345.45001220703125,353.1499938964844,34031570
2024-01-01,365.6000061035156,379.8500061035156,349.5,367.0,11807863
2024-02-01,308.45001220703125,367.79998779296875,300.29998779296875,367.20001220703125,25957331
2024-03-01,263.54998779296875,330.75,261.0,312.0,17112751
2024-04-01,317.3500061035156,332.95001220703125,265.8999938964844,267.0,17614868
2024-05-01,296.5,319.8999938964844,282.45001220703125,317.3500061035156,8142158
2024-06-01,282.1000061035156,303.95001220703125,262.3999938964844,300.0,9707881
2024-07-01,314.6499938964844,332.5,281.75,284.1000061035156,45424007
2024-08-01,292.95001220703125,315.70001220703125,286.54998779296875,315.0,10566691
2024-09-01,290.29998779296875,302.95001220703125,281.3500061035156,295.29998779296875,8733911
2024-10-01,257.70001220703125,298.5,235.39999389648438,291.5,14516463
2024-11-01,237.75,267.8500061035156,229.25,258.3500061035156,9191063
2024-12-01,230.6199951171875,261.79998779296875,224.8699951171875,237.6999969482422,34785735
2025-01-01,186.7899932861328,235.5,183.2100067138672,231.8000030517578,10067997
2025-02-01,159.22000122070312,198.5800018310547,154.25999450683594,186.0,34784789
2025-03-01,185.55999755859375,218.89999389648438,151.11000061035156,160.5500030517578,58904431
2025-04-01,192.33999633789062,206.0,184.99000549316406,185.0,8131184
