Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PHOENIXLTD.NS')","('High', 'PHOENIXLTD.NS')","('Low', 'PHOENIXLTD.NS')","('Open', 'PHOENIXLTD.NS')","('Volume', 'PHOENIXLTD.NS')","('Date', '')","('Close', 'PHOENIXLTD.NS')","('High', 'PHOENIXLTD.NS')","('Low', 'PHOENIXLTD.NS')","('Open', 'PHOENIXLTD.NS')","('Volume', 'PHOENIXLTD.NS')"
2020-01-01,434.1792297363281,439.1000061035156,450.0,402.6499938964844,417.25,4816626.0,,,,,,,,,,,,
2020-02-01,423.4261169433594,428.2250061035156,489.5,410.5249938964844,436.3500061035156,7280642.0,,,,,,,,,,,,
2020-03-01,281.9544677734375,285.1499938964844,443.8999938964844,241.5,420.3999938964844,8743310.0,,,,,,,,,,,,
2020-04-01,267.9630432128906,271.0,293.82501220703125,241.1750030517578,287.5,9669862.0,,,,,,,,,,,,
2020-05-01,259.70660400390625,262.6499938964844,284.5,232.5249938964844,271.0,5516288.0,,,,,,,,,,,,
2020-06-01,289.1973876953125,292.4750061035156,352.5,272.0,272.0,5379654.0,,,,,,,,,,,,
2020-07-01,305.0428161621094,308.5,314.82501220703125,272.6499938964844,295.0,5476362.0,,,,,,,,,,,,
2020-08-01,318.8117370605469,322.42498779296875,369.0,293.125,310.0,35166336.0,,,,,,,,,,,,
2020-09-01,288.08502197265625,291.3500061035156,335.07501220703125,270.8500061035156,322.45001220703125,10387414.0,,,,,,,,,,,,
2020-10-01,284.8714294433594,288.1000061035156,306.0,276.875,294.5,7926068.0,,,,,,,,,,,,
2020-11-01,337.4504699707031,341.2749938964844,346.1499938964844,274.0249938964844,289.0,13798776.0,,,,,,,,,,,,
2020-12-01,382.93499755859375,387.2749938964844,400.0,335.3500061035156,338.6000061035156,15646446.0,,,,,,,,,,,,
2021-01-01,370.5751037597656,374.7749938964844,426.8999938964844,350.5,389.5,8628084.0,,,,,,,,,,,,
2021-02-01,402.2412414550781,406.7999877929688,435.5499877929688,370.0,374.7749938964844,6896814.0,,,,,,,,,,,,
2021-03-01,385.9508361816406,390.3250122070313,420.0,326.3999938964844,414.1499938964844,5792570.0,,,,,,,,,,,,
2021-04-01,354.4330444335937,358.45001220703125,407.25,335.82501220703125,386.7999877929688,7219856.0,,,,,,,,,,,,
2021-05-01,391.166748046875,395.6000061035156,409.5,354.1000061035156,355.54998779296875,8691472.0,,,,,,,,,,,,
2021-06-01,403.0075378417969,407.5750122070313,444.4500122070313,392.5,396.5,8520854.0,,,,,,,,,,,,
2021-07-01,426.98577880859375,431.8250122070313,447.4750061035156,402.5,410.0,10124408.0,,,,,,,,,,,,
2021-08-01,426.5408020019531,431.375,459.2250061035156,396.7000122070313,435.9500122070313,9188822.0,,,,,,,,,,,,
