Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VBL.NS')","('High', 'VBL.NS')","('Low', 'VBL.NS')","('Open', 'VBL.NS')","('Volume', 'VBL.NS')","('Date', '')","('Close', 'VBL.NS')","('High', 'VBL.NS')","('Low', 'VBL.NS')","('Open', 'VBL.NS')","('Volume', 'VBL.NS')"
2020-01-01,66.49479675292969,68.1866683959961,77.33333587646484,60.86666488647461,62.75555419921875,52526671.0,,,,,,,,,,,,
2020-02-01,70.48223114013672,72.27555847167969,76.7066650390625,66.68888854980469,68.87555694580078,67007369.0,,,,,,,,,,,,
2020-03-01,45.894493103027344,47.06222152709961,74.04000091552734,42.86222076416016,72.88888549804688,66614360.0,,,,,,,,,,,,
2020-04-01,58.03883361816406,59.51555633544922,61.155555725097656,44.44444274902344,47.54666519165039,48638301.0,,,,,,,,,,,,
2020-05-01,54.75353240966797,56.14666748046875,61.511112213134766,50.77777862548828,59.51555633544922,63125938.0,,,,,,,,,,,,
2020-06-01,59.02701950073242,60.52888870239258,65.6933364868164,52.08888626098633,56.88888931274414,96435880.0,,,,,,,,,,,,
2020-07-01,61.3804817199707,62.94222259521485,65.06666564941406,58.78666687011719,60.96444320678711,68416439.0,,,,,,,,,,,,
2020-08-01,63.798946380615234,65.4222183227539,70.82666778564453,60.44444274902344,63.25333404541016,59986195.0,,,,,,,,,,,,
2020-09-01,61.0258674621582,62.07110977172852,69.15555572509766,59.17777633666992,64.17778015136719,48879104.0,,,,,,,,,,,,
2020-10-01,57.233055114746094,58.21333312988281,63.11111068725586,57.45333480834961,62.88888931274414,73482672.0,,,,,,,,,,,,
2020-11-01,76.15343475341797,77.45777893066406,82.13333129882812,58.21333312988281,59.20000076293945,107471673.0,,,,,,,,,,,,
2020-12-01,80.05548095703125,81.42666625976562,88.86666870117188,73.05332946777344,80.0,94454091.0,,,,,,,,,,,,
2021-01-01,78.5304946899414,79.87555694580078,94.7911148071289,75.91555786132812,81.06666564941406,72163028.0,,,,,,,,,,,,
2021-02-01,91.1455307006836,92.7066650390625,100.44444274902344,76.97777557373047,79.81777954101562,111202756.0,,,,,,,,,,,,
2021-03-01,87.64984893798828,89.15110778808594,95.11111450195312,85.15555572509766,95.11111450195312,82745082.0,,,,,,,,,,,,
2021-04-01,83.07051086425781,84.49333190917969,91.55555725097656,77.63999938964844,89.78666687011719,68130645.0,,,,,,,,,,,,
2021-05-01,88.40143585205078,89.91555786132812,93.76444244384766,85.44889068603516,86.22222137451172,81123517.0,,,,,,,,,,,,
2021-06-01,95.64186096191406,97.27999877929688,122.45333099365234,88.97777557373047,90.22222137451172,113826472.0,,,,,,,,,,,,
2021-07-01,99.86289978027344,101.57333374023438,107.1999969482422,94.53333282470705,98.0,58804892.0,,,,,,,,,,,,
2021-08-01,111.02503967285156,112.92666625976562,114.66666412353516,96.08666229248048,102.66666412353516,112905280.0,,,,,,,,,,,,
2021-09-01,118.05491638183594,119.68000030517578,126.93333435058594,111.07333374023438,112.91999816894533,105850157.0,,,,,,,,,,,,
2021-10-01,111.70894622802734,113.24666595458984,123.25333404541016,107.83999633789062,120.0199966430664,77923458.0,,,,,,,,,,,,
2021-11-01,117.24605560302734,118.86000061035156,135.46665954589844,112.45333099365234,114.46666717529295,80179403.0,,,,,,,,,,,,
2021-12-01,116.83175659179688,118.44000244140624,123.17333221435548,108.97333526611328,119.27333068847656,43221129.0,,,,,,,,,,,,
2022-01-01,119.00846099853516,120.64666748046876,126.8000030517578,111.413330078125,118.33333587646484,66750466.0,,,,,,,,,,,,
2022-02-01,124.3548583984375,126.06666564941406,129.1999969482422,117.2866668701172,121.46666717529295,66427803.0,,,,,,,,,,,,
2022-03-01,123.80247497558594,125.50666809082033,135.30667114257812,116.72000122070312,126.06666564941406,80406431.0,,,,,,,,,,,,
2022-04-01,142.5115966796875,144.47332763671875,153.86000061035156,124.23332977294922,124.66666412353516,155214176.0,,,,,,,,,,,,
2022-05-01,138.9539031982422,140.86666870117188,152.6666717529297,137.3333282470703,144.26666259765625,182156733.0,,,,,,,,,,,,
2022-06-01,155.9630889892578,158.11000061035156,161.1199951171875,140.26666259765625,141.14666748046875,115317919.0,,,,,,,,,,,,
2022-07-01,174.142822265625,176.5399932861328,182.1199951171875,156.11000061035156,158.0,109920015.0,,,,,,,,,,,,
2022-08-01,204.02154541015625,206.8300018310547,216.8300018310547,178.0,178.36000061035156,210047090.0,,,,,,,,,,,,
2022-09-01,206.51901245117188,208.83999633789065,238.94000244140625,201.5,205.0,158700310.0,,,,,,,,,,,,
2022-10-01,207.47824096679688,209.8099975585937,231.0,193.0200042724609,209.0,168813365.0,,,,,,,,,,,,
2022-11-01,247.172119140625,249.9499969482422,264.79998779296875,210.47999572753903,212.0,408582170.0,,,,,,,,,,,,
2022-12-01,261.5703430175781,264.510009765625,286.489990234375,248.2100067138672,255.0,211731215.0,,,,,,,,,,,,
2023-01-01,226.7021942138672,229.25,271.5,224.52999877929688,267.8900146484375,151843325.0,,,,,,,,,,,,
2023-02-01,257.2587585449219,260.1499938964844,270.20001220703125,220.0,231.88999938964844,161479870.0,,,,,,,,,,,,
2023-03-01,274.31707763671875,277.3999938964844,278.989990234375,253.3699951171875,262.3999938964844,141825865.0,,,,,,,,,,,,
2023-04-01,286.9260559082031,289.0400085449219,294.79998779296875,275.0,279.0,148688925.0,,,,,,,,,,,,
2023-05-01,336.64556884765625,338.8900146484375,349.3999938964844,280.0,289.0400085449219,159783790.0,,,,,,,,,,,,
2023-06-01,318.8938903808594,321.0199890136719,348.1099853515625,302.0,338.1600036621094,147427187.0,,,,,,,,,,,,
2023-07-01,319.6289978027344,321.760009765625,339.6000061035156,313.9599914550781,321.0199890136719,88490090.0,,,,,,,,,,,,
2023-08-01,357.41705322265625,359.79998779296875,373.8599853515625,319.5799865722656,323.9599914550781,110718797.0,,,,,,,,,,,,
2023-09-01,377.1622924804688,378.2799987792969,391.6000061035156,356.7200012207031,360.7999877929688,77680556.0,,,,,,,,,,,,
2023-10-01,362.4458923339844,363.5199890136719,380.3999938964844,331.260009765625,378.2799987792969,106453008.0,,,,,,,,,,,,
2023-11-01,440.6940307617188,442.0,451.8800048828125,364.4800109863281,365.1199951171875,106897888.0,,,,,,,,,,,,
2023-12-01,493.2981262207031,494.760009765625,552.0,422.2000122070313,444.0,125829911.0,,,,,,,,,,,,
2024-01-01,510.6466674804688,512.1599731445312,523.97998046875,478.55999755859375,496.7200012207031,102849024.0,,,,,,,,,,,,
2024-02-01,561.7352905273438,563.4000244140625,624.780029296875,504.0,513.1199951171875,114986935.0,,,,,,,,,,,,
2024-03-01,557.7870483398438,559.4400024414062,598.0,541.6799926757812,571.219970703125,93650008.0,,,,,,,,,,,,
2024-04-01,590.031494140625,591.780029296875,617.97998046875,539.8800048828125,563.2000122070312,101301763.0,,,,,,,,,,,,
2024-05-01,570.2410278320312,570.719970703125,623.5999755859375,556.0999755859375,591.780029296875,120639499.0,,,,,,,,,,,,
2024-06-01,651.2529907226562,651.7999877929688,668.7999877929688,528.02001953125,589.5999755859375,107336464.0,,,,,,,,,,,,
2024-07-01,630.4305419921875,630.9600219726562,681.1199951171875,603.0999755859375,652.0,122629954.0,,,,,,,,,,,,
2024-08-01,599.856201171875,600.3599853515625,643.780029296875,565.0,636.4199829101562,112278286.0,,,,,,,,,,,,
2024-09-01,606.2999877929688,606.2999877929688,668.0,549.219970703125,600.3400268554688,119431816.0,,,,,,,,,,,,
2024-10-01,597.75,597.75,631.2000122070312,536.8499755859375,608.0,151683542.0,,,,,,,,,,,,
2024-11-01,621.2000122070312,621.2000122070312,639.5999755859375,565.0,600.0,107158689.0,,,,,,,,,,,,
2024-12-01,638.5,638.5,662.0,598.7999877929688,625.0,122317911.0,,,,,,,,,,,,
2025-01-01,534.5999755859375,534.5999755859375,663.5999755859375,524.75,638.5,80098632.0,,,,,,,,,,,,
