Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NMDC.NS')","('High', 'NMDC.NS')","('Low', 'NMDC.NS')","('Open', 'NMDC.NS')","('Volume', 'NMDC.NS')","('Date', '')","('Close', 'NMDC.NS')","('High', 'NMDC.NS')","('Low', 'NMDC.NS')","('Open', 'NMDC.NS')","('Volume', 'NMDC.NS')"
2020-01-01,11.7984619140625,29.964244842529297,35.79311752319336,29.772083282470703,33.06443786621094,939552384.0,,,,,,,,,,,,
2020-02-01,9.200682640075684,23.366729736328125,30.09235191345215,22.64933013916016,29.938623428344727,622685054.0,,,,,,,,,,,,
2020-03-01,10.017378807067873,20.49713134765625,24.955257415771484,15.769981384277344,23.80229377746582,866255392.0,,,,,,,,,,,,
2020-04-01,10.086247444152832,20.638050079345703,22.11128044128418,18.408985137939453,20.240917205810547,432447302.0,,,,,,,,,,,,
2020-05-01,10.161377906799316,20.791778564453125,21.03518295288086,17.89655876159668,20.638050079345703,358580461.0,,,,,,,,,,,,
2020-06-01,10.161377906799316,20.791778564453125,24.314722061157227,20.39464569091797,21.27858543395996,662233897.0,,,,,,,,,,,,
2020-07-01,10.493203163146973,21.47074508666992,22.674951553344727,20.50994300842285,20.778966903686523,652981964.0,,,,,,,,,,,,
2020-08-01,12.164851188659668,24.89120483398437,28.02982711791992,21.41950225830078,21.44512367248535,888588739.0,,,,,,,,,,,,
2020-09-01,10.299116134643556,21.0736141204834,25.46768569946289,19.36978912353516,25.185850143432617,790285353.0,,,,,,,,,,,,
2020-10-01,10.3241605758667,21.12485694885254,22.341873168945312,19.971893310546875,21.26577377319336,447939005.0,,,,,,,,,,,,
2020-11-01,12.070940017700195,24.69904327392578,25.36520195007324,20.95831680297852,21.18890953063965,823661583.0,,,,,,,,,,,,
2020-12-01,14.331110000610352,29.32370948791504,30.950668334960938,24.57093620300293,24.852771759033203,1124159139.0,,,,,,,,,,,,
2021-01-01,13.172852516174316,26.9537296295166,33.43594741821289,26.710325241088867,29.43900680541992,790992938.0,,,,,,,,,,,,
2021-02-01,15.902587890625,32.5391960144043,33.66653823852539,26.556596755981445,27.197132110595703,1067133604.0,,,,,,,,,,,,
2021-03-01,16.948150634765625,34.678585052490234,35.8443603515625,31.25812530517578,33.12849044799805,1105450691.0,,,,,,,,,,,,
2021-04-01,25.23381996154785,39.90535354614258,40.66118621826172,34.11491394042969,34.87074661254883,781640829.0,,,,,,,,,,,,
2021-05-01,29.511016845703125,46.66940689086914,54.62485885620117,38.76520156860352,38.94454956054688,2014444808.0,,,,,,,,,,,,
