Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'TATASTEEL.NS')","('High', 'TATASTEEL.NS')","('Low', 'TATASTEEL.NS')","('Open', 'TATASTEEL.NS')","('Volume', 'TATASTEEL.NS')","('Date', '')","('Close', 'TATASTEEL.NS')","('High', 'TATASTEEL.NS')","('Low', 'TATASTEEL.NS')","('Open', 'TATASTEEL.NS')","('Volume', 'TATASTEEL.NS')"
2020-01-01,17.648895263671875,43.869998931884766,50.59999847412109,43.64500045776367,47.29999923706055,2721377070.0,,,,,,,,,,,,
2020-02-01,15.357796669006348,38.17499923706055,48.72499847412109,37.5,43.150001525878906,2855014340.0,,,,,,,,,,,,
2020-03-01,10.846002578735352,26.959999084472656,39.400001525878906,25.084999084472656,39.369998931884766,4058584180.0,,,,,,,,,,,,
2020-04-01,12.000604629516602,29.82999992370605,30.450000762939453,25.100000381469727,26.600000381469727,2819738960.0,,,,,,,,,,,,
2020-05-01,11.87589168548584,29.520000457763672,29.86000061035156,26.2450008392334,29.82999992370605,2423468260.0,,,,,,,,,,,,
2020-06-01,13.143136024475098,32.66999816894531,35.08000183105469,30.0,30.200000762939453,3674647880.0,,,,,,,,,,,,
2020-07-01,14.736242294311523,36.630001068115234,37.845001220703125,32.029998779296875,32.900001525878906,3109586280.0,,,,,,,,,,,,
2020-08-01,16.6149845123291,41.29999923706055,44.20000076293945,36.20500183105469,36.47499847412109,3445891910.0,,,,,,,,,,,,
2020-09-01,14.84787368774414,35.974998474121094,44.3650016784668,34.275001525878906,41.38999938964844,3205265330.0,,,,,,,,,,,,
2020-10-01,16.94452667236328,41.05500030517578,42.59999847412109,36.25,36.43000030517578,3753241030.0,,,,,,,,,,,,
2020-11-01,23.82882308959961,57.73500061035156,58.23500061035156,39.869998931884766,41.0,4617607480.0,,,,,,,,,,,,
2020-12-01,26.565204620361328,64.36499786376953,65.3499984741211,57.69499969482422,59.20000076293945,3589082030.0,,,,,,,,,,,,
