Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BRIGADE.NS')","('High', 'BRIGADE.NS')","('Low', 'BRIGADE.NS')","('Open', 'BRIGADE.NS')","('Volume', 'BRIGADE.NS')","('Date', '')","('Close', 'BRIGADE.NS')","('High', 'BRIGADE.NS')","('Low', 'BRIGADE.NS')","('Open', 'BRIGADE.NS')","('Volume', 'BRIGADE.NS')"
2020-01-01,235.2751617431641,239.6000061035156,245.9499969482422,210.1499938964844,220.0,3684037.0,,,,,,,,,,,,
2020-02-01,227.3704833984375,231.5500030517578,254.8999938964844,216.5,238.0,3811782.0,,,,,,,,,,,,
2020-03-01,127.80075073242188,130.14999389648438,237.25,107.6999969482422,231.0,5328907.0,,,,,,,,,,,,
2020-04-01,118.14605712890624,119.5500030517578,151.3000030517578,116.0,131.89999389648438,3899563.0,,,,,,,,,,,,
2020-05-01,99.12213134765624,100.3000030517578,120.5999984741211,90.5,119.5500030517578,5131358.0,,,,,,,,,,,,
2020-06-01,134.35345458984375,135.9499969482422,158.0,102.0,104.4000015258789,9651675.0,,,,,,,,,,,,
2020-07-01,138.8006134033203,140.4499969482422,159.8000030517578,129.75,137.4499969482422,10275395.0,,,,,,,,,,,,
2020-08-01,172.59898376464844,174.64999389648438,185.5,135.9499969482422,141.6999969482422,11017049.0,,,,,,,,,,,,
2020-09-01,160.98696899414062,162.89999389648438,179.35000610351562,154.5500030517578,170.3000030517578,3365858.0,,,,,,,,,,,,
2020-10-01,177.14495849609375,179.25,190.0,156.89999389648438,163.1999969482422,4074088.0,,,,,,,,,,,,
2020-11-01,216.13169860839844,218.6999969482422,228.3000030517578,177.64999389648438,184.0,7040789.0,,,,,,,,,,,,
2020-12-01,246.1746826171875,249.1000061035156,255.0,217.3999938964844,217.5,7725218.0,,,,,,,,,,,,
2021-01-01,239.8004150390625,242.6499938964844,281.1499938964844,221.3999938964844,249.1000061035156,5231537.0,,,,,,,,,,,,
2021-02-01,286.44610595703125,289.8500061035156,298.3500061035156,235.4499969482422,243.5500030517578,5264405.0,,,,,,,,,,,,
2021-03-01,274.5870666503906,277.8500061035156,303.29998779296875,240.1000061035156,290.1000061035156,7380639.0,,,,,,,,,,,,
2021-04-01,247.4594116210937,250.3999938964844,281.0,233.0500030517578,281.0,5918711.0,,,,,,,,,,,,
2021-05-01,255.9089813232422,258.95001220703125,280.0,240.1000061035156,252.0,8816524.0,,,,,,,,,,,,
2021-06-01,276.4153137207031,279.70001220703125,299.8999938964844,258.04998779296875,260.0,7049200.0,,,,,,,,,,,,
2021-07-01,322.41864013671875,326.25,358.0,272.95001220703125,279.0,15942089.0,,,,,,,,,,,,
2021-08-01,330.5223693847656,334.45001220703125,357.0,292.1000061035156,324.75,11938382.0,,,,,,,,,,,,
2021-09-01,406.6809692382813,410.0,439.0,330.04998779296875,334.45001220703125,32030442.0,,,,,,,,,,,,
2021-10-01,460.3926086425781,464.1499938964844,496.8999938964844,406.0,411.1499938964844,15374113.0,,,,,,,,,,,,
2021-11-01,498.382568359375,502.4500122070313,528.7999877929688,401.6000061035156,469.7000122070313,14487542.0,,,,,,,,,,,,
2021-12-01,486.3309020996094,490.2999877929688,517.0,415.0,513.0,12183217.0,,,,,,,,,,,,
2022-01-01,495.80364990234375,499.8500061035156,531.0,439.7000122070313,491.7000122070313,14048529.0,,,,,,,,,,,,
2022-02-01,492.9271240234375,496.9500122070313,540.0,460.1000061035156,509.0,8987828.0,,,,,,,,,,,,
2022-03-01,512.6659545898438,516.8499755859375,554.7000122070312,428.5,496.9500122070313,12104737.0,,,,,,,,,,,,
2022-04-01,452.1101989746094,455.7999877929688,530.4500122070312,450.0,514.7999877929688,5944717.0,,,,,,,,,,,,
2022-05-01,460.8885498046875,464.6499938964844,473.75,376.1499938964844,448.0,7254569.0,,,,,,,,,,,,
2022-06-01,440.802490234375,444.3999938964844,469.5,426.4500122070313,466.4500122070313,6106423.0,,,,,,,,,,,,
2022-07-01,489.5545959472656,493.5499877929688,500.0,434.25,439.0,3129519.0,,,,,,,,,,,,
2022-08-01,509.6856384277344,512.25,530.7000122070312,470.2000122070313,493.5,5296680.0,,,,,,,,,,,,
2022-09-01,506.1534118652344,508.7000122070313,585.0,463.7999877929688,508.0,7687584.0,,,,,,,,,,,,
2022-10-01,497.0491638183594,499.5499877929688,526.4000244140625,484.0499877929688,505.1000061035156,3958873.0,,,,,,,,,,,,
2022-11-01,483.8157958984375,486.25,526.7999877929688,460.1000061035156,500.0,3716869.0,,,,,,,,,,,,
2022-12-01,462.7218933105469,465.0499877929688,508.7999877929688,444.6000061035156,488.4500122070313,5842846.0,,,,,,,,,,,,
2023-01-01,456.9509582519531,459.25,474.2000122070313,430.7000122070313,467.0,3265972.0,,,,,,,,,,,,
2023-02-01,485.2087707519531,487.6499938964844,509.6000061035156,454.9500122070313,461.7000122070313,3070438.0,,,,,,,,,,,,
2023-03-01,472.3236389160156,474.7000122070313,490.4500122070313,446.25,484.7000122070313,2268335.0,,,,,,,,,,,,
2023-04-01,499.3874206542969,501.8999938964844,509.0,465.3500061035156,475.0,1669936.0,,,,,,,,,,,,
2023-05-01,559.7835693359375,562.5999755859375,569.0,499.5499877929688,501.8999938964844,5167350.0,,,,,,,,,,,,
2023-06-01,572.3204956054688,575.2000122070312,607.6500244140625,546.1500244140625,565.5,4142841.0,,,,,,,,,,,,
2023-07-01,588.7379150390625,591.7000122070312,599.5499877929688,550.0999755859375,573.0,3172252.0,,,,,,,,,,,,
2023-08-01,591.8699951171875,592.7999877929688,611.3499755859375,552.7000122070312,594.7000122070312,4632563.0,,,,,,,,,,,,
2023-09-01,566.9591064453125,567.8499755859375,649.9500122070312,565.0,593.1500244140625,4818415.0,,,,,,,,,,,,
2023-10-01,614.4844360351562,615.4500122070312,634.3499755859375,567.8499755859375,567.8499755859375,3776072.0,,,,,,,,,,,,
2023-11-01,814.9694213867188,816.25,824.7999877929688,603.5999755859375,616.4500122070312,11999594.0,,,,,,,,,,,,
2023-12-01,895.3431396484375,896.75,934.9500122070312,793.0,816.0,13270322.0,,,,,,,,,,,,
2024-01-01,1023.6415405273438,1025.25,1066.5999755859375,863.2000122070312,898.0,14118654.0,,,,,,,,,,,,
2024-02-01,999.379638671875,1000.9500122070312,1108.0,940.8499755859376,1026.0,6880464.0,,,,,,,,,,,,
2024-03-01,933.8326416015624,935.2999877929688,1022.0,827.0,1001.0,8979964.0,,,,,,,,,,,,
2024-04-01,1031.279541015625,1032.9000244140625,1094.9000244140625,935.5,941.6500244140624,8033622.0,,,,,,,,,,,,
2024-05-01,1281.586181640625,1283.5999755859375,1331.449951171875,990.0,1032.9000244140625,15707634.0,,,,,,,,,,,,
2024-06-01,1346.2845458984375,1348.4000244140625,1453.0999755859375,1161.3499755859375,1350.0,10541354.0,,,,,,,,,,,,
2024-07-01,1255.726806640625,1257.699951171875,1429.0,1174.050048828125,1358.75,9062401.0,,,,,,,,,,,,
2024-08-01,1204.550048828125,1204.550048828125,1282.8499755859375,1089.800048828125,1260.300048828125,9295279.0,,,,,,,,,,,,
2024-09-01,1417.050048828125,1417.050048828125,1448.699951171875,1207.3499755859375,1220.0,11114806.0,,,,,,,,,,,,
2024-10-01,1178.800048828125,1178.800048828125,1437.0,1134.0,1424.0,8342309.0,,,,,,,,,,,,
2024-11-01,1240.9000244140625,1240.9000244140625,1284.699951171875,1049.050048828125,1225.0,7631652.0,,,,,,,,,,,,
2024-12-01,1243.0,1243.0,1340.5,1215.25,1252.0,6016025.0,,,,,,,,,,,,
2025-01-01,1069.75,1069.75,1314.3499755859375,1055.0,1243.0,3133111.0,,,,,,,,,,,,
