Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BPCL.NS')","('High', 'BPCL.NS')","('Low', 'BPCL.NS')","('Open', 'BPCL.NS')","('Volume', 'BPCL.NS')","('Date', '')","('Close', 'BPCL.NS')","('High', 'BPCL.NS')","('Low', 'BPCL.NS')","('Open', 'BPCL.NS')","('Volume', 'BPCL.NS')"
2020-01-01,172.09060668945312,228.4750061035156,246.9499969482422,224.2749938964844,246.0,270740152.0,,,,,,,,,,,,
2020-02-01,160.56643676757812,213.1750030517578,255.0,210.25,228.25,263635112.0,,,,,,,,,,,,
2020-03-01,119.3467788696289,158.4499969482422,227.1999969482422,126.0,216.0,510715616.0,,,,,,,,,,,,
2020-04-01,146.97425842285156,185.0,187.4250030517578,143.5749969482422,156.0,264390512.0,,,,,,,,,,,,
2020-05-01,136.16966247558594,171.39999389648438,185.0,145.89999389648438,185.0,364386732.0,,,,,,,,,,,,
2020-06-01,148.5631561279297,187.0,201.0249938964844,168.64999389648438,172.14999389648438,361001524.0,,,,,,,,,,,,
2020-07-01,164.37281799316406,206.8999938964844,240.5,180.1499938964844,188.5,649491226.0,,,,,,,,,,,,
2020-08-01,161.98944091796875,203.8999938964844,217.0500030517578,195.5,207.0,502660268.0,,,,,,,,,,,,
2020-09-01,140.24122619628906,176.52499389648438,218.0,174.39999389648438,203.9750061035156,449775978.0,,,,,,,,,,,,
2020-10-01,140.79734802246094,177.22500610351562,181.5249938964844,162.5,179.0,356117846.0,,,,,,,,,,,,
2020-11-01,148.1659393310547,186.5,207.5,172.10000610351562,176.89999389648438,411331766.0,,,,,,,,,,,,
2020-12-01,151.38348388671875,190.5500030517578,204.625,178.5,187.4499969482422,355480676.0,,,,,,,,,,,,
2021-01-01,152.37652587890625,191.8000030517578,215.0,188.125,190.5500030517578,328490648.0,,,,,,,,,,,,
2021-02-01,178.69285583496094,224.9250030517578,233.8999938964844,190.3000030517578,194.0,449009442.0,,,,,,,,,,,,
2021-03-01,176.76036071777344,213.9750061035156,241.1999969482422,207.5500030517578,228.0,897960108.0,,,,,,,,,,,,
2021-04-01,176.27003479003906,210.8999938964844,219.9750061035156,200.0,215.3000030517578,281394832.0,,,,,,,,,,,,
2021-05-01,197.2486114501953,236.0,244.0,207.6999969482422,209.5,443747794.0,,,,,,,,,,,,
2021-06-01,195.61880493164065,234.0500030517578,246.9499969482422,232.5,236.6999969482422,198419940.0,,,,,,,,,,,,
2021-07-01,186.1742553710937,222.75,234.4499969482422,222.4499969482422,234.0500030517578,158685676.0,,,,,,,,,,,,
2021-08-01,197.10232543945312,235.8249969482422,237.9250030517578,220.2749938964844,224.0249938964844,219005070.0,,,,,,,,,,,,
2021-09-01,180.6162109375,216.1000061035156,251.5,206.0249938964844,236.625,336451538.0,,,,,,,,,,,,
2021-10-01,183.15460205078125,208.8500061035156,235.0,206.8000030517578,215.9499969482422,214142684.0,,,,,,,,,,,,
2021-11-01,162.23892211914062,185.0,217.0,183.5,214.0,179986866.0,,,,,,,,,,,,
2021-12-01,170.99603271484375,192.7250061035156,200.75,178.6999969482422,186.375,232283292.0,,,,,,,,,,,,
2022-01-01,176.14212036132812,198.5249938964844,203.4499969482422,184.0,192.0,191702862.0,,,,,,,,,,,,
2022-02-01,155.1807403564453,174.89999389648438,197.5,165.5500030517578,197.5,217420228.0,,,,,,,,,,,,
2022-03-01,161.5681915283203,179.6750030517578,185.8000030517578,165.89999389648438,174.89999389648438,284784948.0,,,,,,,,,,,,
2022-04-01,163.0294189453125,181.3000030517578,199.3999938964844,180.5749969482422,180.7749938964844,182706426.0,,,,,,,,,,,,
2022-05-01,146.6635284423828,163.10000610351562,185.6999969482422,156.10000610351562,180.0500030517578,173475590.0,,,,,,,,,,,,
2022-06-01,138.6604461669922,154.1999969482422,167.27499389648438,146.6750030517578,164.0,198883644.0,,,,,,,,,,,,
2022-07-01,148.50694274902344,165.14999389648438,166.125,152.0749969482422,154.25,162433026.0,,,,,,,,,,,,
2022-08-01,147.76507568359375,164.3249969482422,177.625,160.10000610351562,165.5,133578374.0,,,,,,,,,,,,
2022-09-01,139.45277404785156,152.39999389648438,172.8000030517578,150.4250030517578,162.75,161465440.0,,,,,,,,,,,,
2022-10-01,138.92662048339844,151.8249969482422,157.39999389648438,144.02499389648438,153.1750030517578,119780840.0,,,,,,,,,,,,
2022-11-01,156.08370971679688,170.5749969482422,171.875,149.39999389648438,151.8249969482422,154904420.0,,,,,,,,,,,,
2022-12-01,151.21107482910156,165.25,175.72500610351562,160.0749969482422,171.0,155348770.0,,,,,,,,,,,,
2023-01-01,157.04449462890625,171.625,179.0,163.77499389648438,165.02499389648438,127404234.0,,,,,,,,,,,,
2023-02-01,145.19467163085938,158.6750030517578,172.35000610351562,157.02499389648438,171.625,101959902.0,,,,,,,,,,,,
2023-03-01,157.52488708496094,172.14999389648438,180.8000030517578,157.25,158.39999389648438,188003264.0,,,,,,,,,,,,
2023-04-01,163.60995483398438,178.8000030517578,179.14999389648438,163.5,169.0,106116264.0,,,,,,,,,,,,
2023-05-01,166.309326171875,181.75,187.4499969482422,178.1750030517578,178.8000030517578,128644816.0,,,,,,,,,,,,
2023-06-01,166.8583526611328,182.3500061035156,190.2250061035156,177.3000030517578,182.6499938964844,134949154.0,,,,,,,,,,,,
2023-07-01,172.71463012695312,188.75,198.9499969482422,181.5749969482422,182.6000061035156,155451822.0,,,,,,,,,,,,
2023-08-01,155.80917358398438,170.27499389648438,189.8999938964844,169.5500030517578,188.75,154604890.0,,,,,,,,,,,,
2023-09-01,160.34580993652344,173.3000030517578,184.375,170.27499389648438,170.52499389648438,179672258.0,,,,,,,,,,,,
2023-10-01,161.57174682617188,174.625,178.85000610351562,165.72500610351562,173.3000030517578,145737290.0,,,,,,,,,,,,
2023-11-01,201.5656890869141,217.8500061035156,219.375,175.27499389648438,175.27499389648438,282208000.0,,,,,,,,,,,,
2023-12-01,208.4819183349609,225.3249969482422,241.25,216.2250061035156,220.0,452853436.0,,,,,,,,,,,,
2024-01-01,243.379135131836,251.1750030517578,258.92498779296875,222.5500030517578,229.6999969482422,386807286.0,,,,,,,,,,,,
2024-02-01,292.553955078125,301.92498779296875,343.9750061035156,249.5500030517578,252.2749938964844,637526864.0,,,,,,,,,,,,
2024-03-01,291.8515014648437,301.20001220703125,326.5,278.20001220703125,305.5,318736278.0,,,,,,,,,,,,
2024-04-01,294.2496643066406,303.67498779296875,312.2749938964844,282.1000061035156,301.5,293242726.0,,,,,,,,,,,,
2024-05-01,304.15728759765625,313.8999938964844,331.67498779296875,295.0249938964844,303.67498779296875,368293614.0,,,,,,,,,,,,
2024-06-01,294.5161437988281,303.95001220703125,343.5,267.1000061035156,332.5,414874889.0,,,,,,,,,,,,
