Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'JSL.NS')","('High', 'JSL.NS')","('Low', 'JSL.NS')","('Open', 'JSL.NS')","('Volume', 'JSL.NS')","('Date', '')","('Close', 'JSL.NS')","('High', 'JSL.NS')","('Low', 'JSL.NS')","('Open', 'JSL.NS')","('Volume', 'JSL.NS')"
2022-03-01,199.505599975586,202.5500030517578,203.8999938964844,174.8000030517578,194.0,24689380.0,,,,,,,,,,,,
2022-04-01,180.15093994140625,182.8999938964844,214.6999969482422,181.1499938964844,204.0,15761310.0,,,,,,,,,,,,
2022-05-01,110.31658935546876,112.0,192.6999969482422,110.8499984741211,178.85000610351562,36238058.0,,,,,,,,,,,,
2022-06-01,98.29996490478516,99.8000030517578,117.0500030517578,95.0500030517578,113.0,26353231.0,,,,,,,,,,,,
2022-07-01,117.06362915039062,118.8499984741211,123.8000030517578,97.3499984741211,100.0,21921047.0,,,,,,,,,,,,
2022-08-01,126.07611846923828,128.0,132.89999389648438,113.8000030517578,119.6500015258789,24914690.0,,,,,,,,,,,,
2022-09-01,123.367431640625,125.25,146.6999969482422,120.0,128.0,23164815.0,,,,,,,,,,,,
2022-10-01,139.42245483398438,141.5500030517578,143.5,122.0999984741211,125.0500030517578,10876126.0,,,,,,,,,,,,
2022-11-01,171.08921813964844,173.6999969482422,183.0,140.8000030517578,140.8000030517578,34338299.0,,,,,,,,,,,,
2022-12-01,235.5554656982422,239.1499938964844,242.5,174.3000030517578,178.60000610351562,57033258.0,,,,,,,,,,,,
2023-01-01,250.822494506836,254.6499938964844,263.1000061035156,230.1999969482422,241.0,24845268.0,,,,,,,,,,,,
2023-02-01,262.98687744140625,267.0,275.29998779296875,242.6999969482422,257.0,13876648.0,,,,,,,,,,,,
2023-03-01,285.4441833496094,289.79998779296875,329.0,268.0,268.95001220703125,46116808.0,,,,,,,,,,,,
2023-04-01,277.6629333496094,281.8999938964844,296.20001220703125,255.0,295.0,13923050.0,,,,,,,,,,,,
2023-05-01,291.350341796875,293.6499938964844,304.0,270.3999938964844,281.8999938964844,20195693.0,,,,,,,,,,,,
2023-06-01,327.81256103515625,330.3999938964844,344.79998779296875,283.6000061035156,295.95001220703125,12894601.0,,,,,,,,,,,,
2023-07-01,397.81005859375,400.9500122070313,402.1000061035156,332.6000061035156,333.79998779296875,13582171.0,,,,,,,,,,,,
2023-08-01,451.0399169921875,454.6000061035156,460.0,383.3500061035156,402.9500122070313,9868918.0,,,,,,,,,,,,
2023-09-01,472.1235046386719,475.8500061035156,541.0,440.0499877929688,459.0,25481341.0,,,,,,,,,,,,
2023-10-01,440.3568420410156,442.5499877929688,510.0,437.1000061035156,475.8500061035156,19556297.0,,,,,,,,,,,,
2023-11-01,499.9380493164063,501.2999877929688,547.6500244140625,427.1499938964844,443.0,43251915.0,,,,,,,,,,,,
2023-12-01,570.545654296875,572.0999755859375,578.0,495.0499877929688,502.5,40318607.0,,,,,,,,,,,,
2024-01-01,575.23291015625,576.7999877929688,622.5,513.5,575.5,65678567.0,,,,,,,,,,,,
2024-02-01,638.8096923828125,640.5499877929688,673.9500122070312,527.0999755859375,568.2000122070312,52033797.0,,,,,,,,,,,,
2024-03-01,692.5632934570312,694.4500122070312,717.8499755859375,601.5499877929688,655.9000244140625,34307106.0,,,,,,,,,,,,
2024-04-01,705.0293579101562,706.9500122070312,748.0,652.3499755859375,704.9500122070312,27679982.0,,,,,,,,,,,,
2024-05-01,791.3441772460938,793.5,837.0,625.0,706.9500122070312,89112341.0,,,,,,,,,,,,
2024-06-01,820.265380859375,822.5,841.0,731.4000244140625,820.0,26432644.0,,,,,,,,,,,,
2024-07-01,738.4881591796875,740.5,848.0,707.0499877929688,826.0,18775588.0,,,,,,,,,,,,
2024-08-01,791.2445068359375,793.4000244140625,800.0,631.0,742.4000244140625,22865563.0,,,,,,,,,,,,
2024-09-01,790.5,790.5,803.0,710.0,793.4000244140625,24530607.0,,,,,,,,,,,,
2024-10-01,675.2999877929688,675.2999877929688,793.7000122070312,631.8499755859375,793.0,16237956.0,,,,,,,,,,,,
2024-11-01,683.2000122070312,683.2000122070312,727.9000244140625,653.7999877929688,678.0,10521374.0,,,,,,,,,,,,
2024-12-01,699.2000122070312,699.2000122070312,763.9500122070312,675.2000122070312,679.4000244140625,17167422.0,,,,,,,,,,,,
2025-01-01,633.4000244140625,633.4000244140625,701.5,596.8499755859375,701.5,11465892.0,,,,,,,,,,,,
