Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'MOTHERSON.NS')","('High', 'MOTHERSON.NS')","('Low', 'MOTHERSON.NS')","('Open', 'MOTHERSON.NS')","('Volume', 'MOTHERSON.NS')","('Date', '')","('Close', 'MOTHERSON.NS')","('High', 'MOTHERSON.NS')","('Low', 'MOTHERSON.NS')","('Open', 'MOTHERSON.NS')","('Volume', 'MOTHERSON.NS')"
2020-01-01,51.843692779541016,54.79362487792969,61.88359832763672,53.74856948852539,60.24429702758789,401623432.0,,,,,,,,,,,,
2020-02-01,40.19146347045898,42.47837829589844,56.9656982421875,41.65872573852539,54.09692001342773,584123668.0,,,,,,,,,,,,
2020-03-01,23.672832489013672,25.01982688903809,44.52750396728516,19.9379940032959,43.359500885009766,1023779487.0,,,,,,,,,,,,
2020-04-01,34.89727020263672,35.88019180297852,37.703914642333984,22.212522506713867,24.794422149658203,1440633620.0,,,,,,,,,,,,
2020-05-01,37.98640441894531,39.05633544921875,40.55220031738281,29.50741004943848,35.88019180297852,1108965703.0,,,,,,,,,,,,
2020-06-01,37.72731399536133,38.78995132446289,43.523433685302734,35.34741973876953,39.46616363525391,1160160097.0,,,,,,,,,,,,
2020-07-01,37.82696533203125,38.89240646362305,42.7447624206543,37.4580192565918,38.93339157104492,876220910.0,,,,,,,,,,,,
2020-08-01,43.72622299194336,44.957820892333984,53.072357177734375,39.03584671020508,39.138301849365234,1152585903.0,,,,,,,,,,,,
2020-09-01,45.77899932861328,47.06842041015625,51.53551483154297,41.92511367797852,45.22420501708984,638772598.0,,,,,,,,,,,,
2020-10-01,42.09196853637695,43.27753448486328,50.46996688842773,42.560340881347656,47.27333068847656,664819245.0,,,,,,,,,,,,
2020-11-01,59.01245880126953,60.67461395263672,61.309844970703125,43.09311676025391,43.64637756347656,907613528.0,,,,,,,,,,,,
2020-12-01,65.84842681884766,67.70311737060547,67.94901275634766,57.2525749206543,61.41230010986328,657759329.0,,,,,,,,,,,,
2021-01-01,57.77680587768555,59.40415573120117,71.65792846679688,58.85089111328125,67.7236099243164,550877615.0,,,,,,,,,,,,
2021-02-01,85.30001068115234,87.70258331298828,94.4646987915039,58.66646957397461,60.22380828857422,1679246367.0,,,,,,,,,,,,
2021-03-01,80.29759979248047,82.55928039550781,97.62035369873048,76.6373062133789,88.91156768798828,820163423.0,,,,,,,,,,,,
2021-04-01,85.57903289794922,87.98946380615234,92.88687133789062,80.16180419921875,83.19450378417969,548362628.0,,,,,,,,,,,,
2021-05-01,95.74327850341795,98.44000244140624,101.90302276611328,86.43212890625,87.70258331298828,735100884.0,,,,,,,,,,,,
2021-06-01,96.50062561035156,99.21867370605467,111.82079315185548,93.31719207763672,99.11621856689452,987565211.0,,,,,,,,,,,,
2021-07-01,93.41148376464844,96.0425262451172,102.02597045898438,91.69837951660156,99.3621063232422,401007433.0,,,,,,,,,,,,
2021-08-01,87.1335678100586,89.58778381347656,99.44407653808594,81.55520629882812,97.1285629272461,469785223.0,,,,,,,,,,,,
2021-09-01,90.06326293945312,92.5999984741211,96.6777572631836,85.32559967041016,90.03858947753906,326048974.0,,,,,,,,,,,,
2021-10-01,90.0763702392578,91.57543182373048,105.65292358398438,90.16153717041016,92.00574493408205,465575859.0,,,,,,,,,,,,
2021-11-01,84.59398651123047,86.0018081665039,104.42344665527344,85.2436294555664,91.80083465576172,404367359.0,,,,,,,,,,,,
2021-12-01,90.01590728759766,91.5139617919922,94.81304931640624,80.36671447753906,86.8829345703125,341415628.0,,,,,,,,,,,,
2022-01-01,117.70775604248048,119.66666412353516,134.86666870117188,90.57135772705078,91.5139617919922,424843623.0,,,,,,,,,,,,
2022-02-01,98.65811920166016,100.3000030517578,123.33333587646484,95.63333129882812,121.3000030517578,229363317.0,,,,,,,,,,,,
2022-03-01,91.44483184814452,92.96666717529295,100.3000030517578,79.69999694824219,100.3000030517578,463514686.0,,,,,,,,,,,,
2022-04-01,90.23168182373048,91.73332977294922,97.53333282470705,87.93333435058594,93.3000030517578,241327424.0,,,,,,,,,,,,
2022-05-01,85.70698547363281,87.13333129882812,91.06666564941406,75.0,91.0,280753421.0,,,,,,,,,,,,
2022-06-01,77.4772720336914,78.76666259765625,87.93333435058594,74.66666412353516,87.93333435058594,170103041.0,,,,,,,,,,,,
2022-07-01,83.47743225097656,84.86666870117188,91.66666412353516,75.76666259765625,78.06666564941406,168404104.0,,,,,,,,,,,,
2022-08-01,80.59210968017578,81.93333435058594,90.06666564941406,80.19999694824219,85.33333587646484,291179298.0,,,,,,,,,,,,
2022-09-01,71.85408782958984,72.66666412353516,86.53333282470703,68.5,81.73332977294922,299752342.0,,,,,,,,,,,,
2022-10-01,63.77874755859375,64.5,78.3499984741211,61.79999923706055,74.9000015258789,320790462.0,,,,,,,,,,,,
2022-11-01,73.91413116455078,74.75,75.0999984741211,64.0999984741211,64.8499984741211,260911032.0,,,,,,,,,,,,
2022-12-01,73.32084655761719,74.1500015258789,76.30000305175781,66.0999984741211,75.0,347137847.0,,,,,,,,,,,,
2023-01-01,74.65574645996094,75.5,79.44999694824219,70.30000305175781,74.30000305175781,264068734.0,,,,,,,,,,,,
2023-02-01,78.75933837890625,79.6500015258789,84.25,72.5999984741211,75.9000015258789,270840871.0,,,,,,,,,,,,
2023-03-01,66.34967803955078,67.0999984741211,83.9000015258789,61.79999923706055,80.0,706242565.0,,,,,,,,,,,,
2023-04-01,72.57923126220703,73.4000015258789,73.8499984741211,66.8499984741211,67.8499984741211,138619301.0,,,,,,,,,,,,
2023-05-01,78.16604614257812,79.05000305175781,82.5999984741211,73.4000015258789,73.4000015258789,274189140.0,,,,,,,,,,,,
2023-06-01,84.74168395996094,85.69999694824219,88.25,78.6500015258789,79.0,274465403.0,,,,,,,,,,,,
2023-07-01,97.20079803466795,98.3000030517578,100.9000015258789,84.80000305175781,86.30000305175781,307259030.0,,,,,,,,,,,,
2023-08-01,94.72874450683594,95.8000030517578,103.0,93.25,98.3000030517578,211963199.0,,,,,,,,,,,,
2023-09-01,95.57498168945312,96.0,103.4000015258789,95.0500030517578,95.8000030517578,188318663.0,,,,,,,,,,,,
2023-10-01,91.54290771484376,91.9499969482422,98.5,88.69999694824219,96.0,144557368.0,,,,,,,,,,,,
2023-11-01,91.64247131347656,92.0500030517578,93.6999969482422,86.80000305175781,92.6999969482422,208089706.0,,,,,,,,,,,,
2023-12-01,101.49864196777344,101.9499969482422,102.8499984741211,90.1999969482422,92.9000015258789,331110196.0,,,,,,,,,,,,
2024-01-01,112.74861145019533,113.25,118.0,101.3499984741211,102.8000030517578,499513824.0,,,,,,,,,,,,
2024-02-01,118.67227172851562,119.1999969482422,123.4000015258789,109.4499969482422,114.1999969482422,288884209.0,,,,,,,,,,,,
2024-03-01,116.5815658569336,117.0999984741211,126.5,107.5,119.3499984741211,780801920.0,,,,,,,,,,,,
2024-04-01,130.619140625,131.1999969482422,133.39999389648438,116.8000030517578,117.1500015258789,358374580.0,,,,,,,,,,,,
2024-05-01,150.58038330078125,151.25,156.9499969482422,122.4499969482422,131.1999969482422,495196798.0,,,,,,,,,,,,
2024-06-01,189.4674530029297,190.3099975585937,200.1999969482422,134.5,159.6999969482422,664614451.0,,,,,,,,,,,,
2024-07-01,195.69973754882807,196.57000732421875,208.8800048828125,181.1100006103516,193.5399932861328,440958118.0,,,,,,,,,,,,
2024-08-01,194.4154510498047,195.27999877929688,200.8300018310547,170.30999755859375,197.3999938964844,441407409.0,,,,,,,,,,,,
2024-09-01,211.38999938964844,211.38999938964844,216.9900054931641,182.0800018310547,195.27999877929688,517652948.0,,,,,,,,,,,,
2024-10-01,180.9499969482422,180.9499969482422,215.8699951171875,179.66000366210938,212.0,289596597.0,,,,,,,,,,,,
2024-11-01,162.4600067138672,162.4600067138672,189.7400054931641,158.8000030517578,181.1499938964844,346436992.0,,,,,,,,,,,,
2024-12-01,156.1199951171875,156.1199951171875,174.57000732421875,152.39999389648438,162.4600067138672,369618297.0,,,,,,,,,,,,
2025-01-01,142.74000549316406,142.74000549316406,161.77999877929688,138.11000061035156,156.2899932861328,159099394.0,,,,,,,,,,,,
