Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'TATAMTRDVR.NS')","('High', 'TATAMTRDVR.NS')","('Low', 'TATAMTRDVR.NS')","('Open', 'TATAMTRDVR.NS')","('Volume', 'TATAMTRDVR.NS')","('Date', '')","('Close', 'TATAMTRDVR.NS')","('High', 'TATAMTRDVR.NS')","('Low', 'TATAMTRDVR.NS')","('Open', 'TATAMTRDVR.NS')","('Volume', 'TATAMTRDVR.NS')"
2020-01-01,73.6273193359375,74.3499984741211,84.19999694824219,73.5,77.3499984741211,136043015.0,,,,,,,,,,,,
2020-02-01,54.960540771484375,55.5,75.80000305175781,54.5,73.75,62542953.0,,,,,,,,,,,,
2020-03-01,30.649168014526367,30.950000762939453,57.0,28.39999961853028,57.0,122122291.0,,,,,,,,,,,,
2020-04-01,39.36363220214844,39.75,40.95000076293945,28.799999237060547,30.799999237060547,90381935.0,,,,,,,,,,,,
2020-05-01,35.749107360839844,36.09999847412109,39.75,33.400001525878906,39.75,67401672.0,,,,,,,,,,,,
2020-06-01,39.66071319580078,40.04999923706055,49.900001525878906,36.54999923706055,36.54999923706055,142625952.0,,,,,,,,,,,,
2020-07-01,37.135501861572266,37.5,44.29999923706055,36.84999847412109,40.0,100900137.0,,,,,,,,,,,,
2020-08-01,50.45476913452149,50.95000076293945,57.20000076293945,37.25,37.59999847412109,271097985.0,,,,,,,,,,,,
2020-09-01,62.1895866394043,62.79999923706055,68.0,49.5,50.54999923706055,233491549.0,,,,,,,,,,,,
2020-10-01,55.01005172729492,55.54999923706055,66.19999694824219,54.0,63.09999847412109,114618491.0,,,,,,,,,,,,
2020-11-01,77.390380859375,78.1500015258789,79.80000305175781,54.5,56.04999923706055,158065341.0,,,,,,,,,,,,
2020-12-01,74.46904754638672,75.19999694824219,81.25,64.0,78.8499984741211,126853223.0,,,,,,,,,,,,
2021-01-01,103.43474578857422,104.4499969482422,117.5,75.19999694824219,75.19999694824219,347382860.0,,,,,,,,,,,,
2021-02-01,127.44904327392578,128.6999969482422,138.39999389648438,102.3000030517578,107.0,164632958.0,,,,,,,,,,,,
2021-03-01,126.80535888671876,128.0500030517578,145.0,119.1500015258789,130.0500030517578,87311530.0,,,,,,,,,,,,
2021-04-01,126.65681457519533,127.9000015258789,141.1999969482422,124.0,130.14999389648438,47396584.0,,,,,,,,,,,,
2021-05-01,149.334228515625,150.8000030517578,157.89999389648438,123.5,124.9499969482422,95251299.0,,,,,,,,,,,,
2021-06-01,153.6914520263672,155.1999969482422,169.75,142.3000030517578,151.75,78508789.0,,,,,,,,,,,,
2021-07-01,138.3916473388672,139.75,160.5,131.5500030517578,155.5,59926717.0,,,,,,,,,,,,
2021-08-01,135.22274780273438,136.5500030517578,146.64999389648438,129.14999389648438,142.0,39300045.0,,,,,,,,,,,,
2021-09-01,187.4600067138672,189.3000030517578,194.6999969482422,135.5,136.5500030517578,145555558.0,,,,,,,,,,,,
2021-10-01,243.60888671875,246.0,283.8999938964844,178.10000610351562,189.3000030517578,232755601.0,,,,,,,,,,,,
2021-11-01,254.4524688720703,256.95001220703125,298.6499938964844,240.0,249.75,126973134.0,,,,,,,,,,,,
2021-12-01,237.0235290527344,239.3500061035156,269.6499938964844,211.0,260.0,67210302.0,,,,,,,,,,,,
2022-01-01,258.166015625,260.70001220703125,268.0,230.6000061035156,245.1000061035156,58547785.0,,,,,,,,,,,,
2022-02-01,214.6927032470703,216.8000030517578,264.79998779296875,203.1499938964844,256.79998779296875,51950102.0,,,,,,,,,,,,
2022-03-01,204.49282836914065,206.5,219.6999969482422,180.0,216.8000030517578,80101005.0,,,,,,,,,,,,
2022-04-01,215.13833618164065,217.25,237.1999969482422,205.3500061035156,205.3500061035156,49449339.0,,,,,,,,,,,,
2022-05-01,210.97915649414065,213.0500030517578,222.25,180.4499969482422,217.5,59848613.0,,,,,,,,,,,,
2022-06-01,195.8773956298828,197.8000030517578,214.8999938964844,179.85000610351562,214.8999938964844,39716910.0,,,,,,,,,,,,
2022-07-01,219.0499420166016,221.1999969482422,235.5500030517578,192.0,197.6999969482422,55283941.0,,,,,,,,,,,,
2022-08-01,231.8740692138672,234.1499938964844,243.6499938964844,221.3000030517578,222.25,52850038.0,,,,,,,,,,,,
2022-09-01,193.748291015625,195.6499938964844,236.0,191.0500030517578,231.6000061035156,64798095.0,,,,,,,,,,,,
2022-10-01,232.9138641357422,235.1999969482422,240.8999938964844,189.5,196.6999969482422,70681142.0,,,,,,,,,,,,
2022-11-01,232.8643493652344,235.1499938964844,260.3999938964844,214.1999969482422,236.6000061035156,137976077.0,,,,,,,,,,,,
2022-12-01,203.6510772705078,205.6499938964844,239.8000030517578,190.0,237.0,36923832.0,,,,,,,,,,,,
2023-01-01,228.50711059570312,230.75,232.5,204.0500030517578,207.5,49189313.0,,,,,,,,,,,,
2023-02-01,217.71307373046875,219.8500061035156,233.6000061035156,213.1999969482422,232.5,33375789.0,,,,,,,,,,,,
2023-03-01,206.720947265625,208.75,224.5500030517578,202.0,219.8000030517578,30726112.0,,,,,,,,,,,,
2023-04-01,246.0350646972656,248.4499969482422,250.5500030517578,209.6000061035156,210.6000061035156,49512307.0,,,,,,,,,,,,
2023-05-01,269.1580810546875,271.79998779296875,278.0,241.1000061035156,248.4499969482422,66697858.0,,,,,,,,,,,,
2023-06-01,309.0168762207031,312.04998779296875,325.0,271.54998779296875,273.0,63776865.0,,,,,,,,,,,,
2023-07-01,410.2730102539063,414.2999877929688,437.0,306.04998779296875,314.0,97765198.0,,,,,,,,,,,,
2023-08-01,397.6082153320313,399.5,423.2999877929688,392.9500122070313,415.5,59259665.0,,,,,,,,,,,,
2023-09-01,426.0230102539063,428.0499877929688,444.0,400.2000122070313,400.2000122070313,47989983.0,,,,,,,,,,,,
2023-10-01,418.1106872558594,420.1000061035156,449.0,408.2000122070313,428.0499877929688,41390479.0,,,,,,,,,,,,
2023-11-01,475.5374450683594,477.7999877929688,489.5499877929688,418.3500061035156,420.5,132775636.0,,,,,,,,,,,,
2023-12-01,516.8409423828125,519.2999877929688,537.2999877929688,463.5,479.8500061035156,48842988.0,,,,,,,,,,,,
2024-01-01,581.2345581054688,584.0,593.9500122070312,515.0499877929688,521.7999877929688,36656631.0,,,,,,,,,,,,
2024-02-01,629.256103515625,632.25,643.0,580.0999755859375,591.2999877929688,40124967.0,,,,,,,,,,,,
2024-03-01,654.0879516601562,657.2000122070312,712.5999755859375,605.75,635.4500122070312,48933021.0,,,,,,,,,,,,
2024-04-01,679.019287109375,682.25,689.7999877929688,623.0,660.0,26721340.0,,,,,,,,,,,,
2024-05-01,615.5214233398438,618.4500122070312,709.7999877929688,615.8499755859375,682.25,39470205.0,,,,,,,,,,,,
2024-06-01,662.4481201171875,665.5999755859375,682.0999755859375,560.3499755859375,641.0,36993825.0,,,,,,,,,,,,
2024-07-01,793.0,793.0,804.2999877929688,652.0,667.7999877929688,40692388.0,,,,,,,,,,,,
2024-08-01,768.6500244140625,768.6500244140625,802.7999877929688,695.5,796.0,115284587.0,,,,,,,,,,,,
2024-09-01,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,0.0,,,,,,,,,,,,
2024-10-01,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,0.0,,,,,,,,,,,,
2024-11-01,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,0.0,,,,,,,,,,,,
2024-12-01,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,0.0,,,,,,,,,,,,
2025-01-01,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,768.6500244140625,0.0,,,,,,,,,,,,
