Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')","('Date', '')","('Close', 'IPCALAB.NS')","('High', 'IPCALAB.NS')","('Low', 'IPCALAB.NS')","('Open', 'IPCALAB.NS')","('Volume', 'IPCALAB.NS')"
2020-01-01,615.3605346679688,628.2249755859375,646.4000244140625,555.5,568.4500122070312,6438588.0,,,,,,,,,,,,
2020-02-01,666.7364501953125,680.6749877929688,754.1500244140625,581.9500122070312,617.5,12460996.0,,,,,,,,,,,,
2020-03-01,684.3863525390625,696.125,811.0,600.0,683.0,23531326.0,,,,,,,,,,,,
2020-04-01,795.7019653320312,809.3499755859375,912.5,683.5,690.0,37667278.0,,,,,,,,,,,,
2020-05-01,734.6983642578125,747.2999877929688,828.8499755859375,735.8499755859375,809.3499755859375,14648732.0,,,,,,,,,,,,
2020-06-01,823.0824584960938,837.2000122070312,859.4749755859375,733.0,748.0,16662996.0,,,,,,,,,,,,
2020-07-01,921.4944458007812,937.2999877929688,951.0,807.5,837.0,11805098.0,,,,,,,,,,,,
2020-08-01,927.8848876953124,943.7999877929688,1087.449951171875,927.5250244140624,949.5,19461248.0,,,,,,,,,,,,
2020-09-01,1064.958740234375,1083.2249755859375,1118.050048828125,930.1749877929688,943.7750244140624,13383298.0,,,,,,,,,,,,
2020-10-01,1137.0472412109375,1156.550048828125,1230.0,1016.5,1094.949951171875,13672182.0,,,,,,,,,,,,
2020-11-01,1065.1060791015625,1083.375,1225.0,981.0499877929688,1136.0250244140625,46618058.0,,,,,,,,,,,,
2020-12-01,1080.076171875,1094.4000244140625,1149.5,1051.5250244140625,1110.25,15443196.0,,,,,,,,,,,,
2021-01-01,913.9048461914062,926.0250244140624,1099.5,916.4749755859376,1098.0,10408808.0,,,,,,,,,,,,
2021-02-01,912.6712036132812,924.7750244140624,1027.75,892.7000122070312,932.5,11308360.0,,,,,,,,,,,,
2021-03-01,939.41650390625,951.875,986.375,900.1500244140625,920.2750244140624,9831476.0,,,,,,,,,,,,
2021-04-01,1038.87255859375,1052.6500244140625,1110.0,916.6749877929688,954.9000244140624,10756458.0,,,,,,,,,,,,
2021-05-01,1021.7495727539062,1035.300048828125,1154.5,998.0499877929688,1050.0,13583326.0,,,,,,,,,,,,
2021-06-01,999.9388427734376,1013.2000122070312,1067.5,982.0499877929688,1036.9749755859375,10036124.0,,,,,,,,,,,,
2021-07-01,1038.4283447265625,1052.199951171875,1122.5,1000.0,1013.25,6275366.0,,,,,,,,,,,,
2021-08-01,1270.7967529296875,1287.6500244140625,1332.1500244140625,1025.5,1046.625,14110244.0,,,,,,,,,,,,
2021-09-01,1189.8946533203125,1205.675048828125,1383.0999755859375,1158.625,1299.199951171875,9797308.0,,,,,,,,,,,,
2021-10-01,1057.1796875,1071.199951171875,1228.3499755859375,1041.0,1209.050048828125,9185548.0,,,,,,,,,,,,
2021-11-01,1036.3558349609375,1050.0999755859375,1128.5,982.5,1087.0999755859375,41260472.0,,,,,,,,,,,,
2021-12-01,1073.35400390625,1083.4000244140625,1099.7249755859375,962.5250244140624,1064.4000244140625,20872872.0,,,,,,,,,,,,
2022-01-01,1025.0560302734375,1034.6500244140625,1128.5,990.0,1085.0,9500216.0,,,,,,,,,,,,
2022-02-01,972.250244140625,981.3499755859376,1067.6500244140625,925.2000122070312,1045.0,7880081.0,,,,,,,,,,,,
2022-03-01,1055.86767578125,1065.75,1095.0,929.25,981.3499755859376,9449636.0,,,,,,,,,,,,
2022-04-01,1002.3683471679688,1011.75,1065.0,981.0,1065.0,6612180.0,,,,,,,,,,,,
2022-05-01,894.23046875,902.5999755859376,1037.449951171875,884.2999877929688,1007.0,8254139.0,,,,,,,,,,,,
2022-06-01,889.1777954101562,897.5,918.0,831.0499877929688,902.7000122070312,5956238.0,,,,,,,,,,,,
2022-07-01,990.9749755859376,1000.25,1024.5,890.25,890.25,5570805.0,,,,,,,,,,,,
2022-08-01,896.806396484375,905.2000122070312,1034.300048828125,894.4000244140625,1004.9000244140624,10009579.0,,,,,,,,,,,,
2022-09-01,906.5155029296876,915.0,917.7000122070312,852.75,900.0,6363247.0,,,,,,,,,,,,
2022-10-01,896.707275390625,905.0999755859376,945.0,881.0,915.75,3380124.0,,,,,,,,,,,,
2022-11-01,859.9513549804688,868.0,951.2999877929688,835.2999877929688,901.0,6895014.0,,,,,,,,,,,,
2022-12-01,839.14697265625,843.0999755859375,904.3499755859376,840.0499877929688,869.9500122070312,5809206.0,,,,,,,,,,,,
2023-01-01,845.8652954101562,849.8499755859375,883.6500244140625,830.0,841.0,3912211.0,,,,,,,,,,,,
2023-02-01,804.161865234375,807.9500122070312,889.9500122070312,800.0,848.9500122070312,7512084.0,,,,,,,,,,,,
2023-03-01,806.550537109375,810.3499755859375,817.0,767.5,810.3499755859375,5577288.0,,,,,,,,,,,,
2023-04-01,706.8203735351562,710.1500244140625,854.5499877929688,686.7999877929688,810.3499755859375,24491398.0,,,,,,,,,,,,
2023-05-01,697.6635131835938,700.9500122070312,717.1500244140625,669.7999877929688,710.1500244140625,10683530.0,,,,,,,,,,,,
2023-06-01,739.3670654296875,742.8499755859375,760.9500122070312,691.2000122070312,705.0,17802669.0,,,,,,,,,,,,
2023-07-01,869.4044189453125,873.5,893.25,737.5,741.0,9193197.0,,,,,,,,,,,,
2023-08-01,869.354736328125,873.4500122070312,943.0499877929688,847.2999877929688,873.5,19010714.0,,,,,,,,,,,,
2023-09-01,931.2631225585938,935.6500244140624,955.0,856.7999877929688,875.0,9918649.0,,,,,,,,,,,,
2023-10-01,979.1375732421876,983.75,1009.0,917.0,935.6500244140624,14153201.0,,,,,,,,,,,,
2023-11-01,1127.637939453125,1132.949951171875,1138.0,966.4000244140624,991.9500122070312,7587526.0,,,,,,,,,,,,
2023-12-01,1109.99609375,1113.1500244140625,1161.8499755859375,1041.0,1133.0,7163319.0,,,,,,,,,,,,
2024-01-01,1117.0760498046875,1120.25,1156.0,1061.050048828125,1104.300048828125,6970522.0,,,,,,,,,,,,
2024-02-01,1189.869140625,1193.25,1263.949951171875,1097.4000244140625,1124.699951171875,12061223.0,,,,,,,,,,,,
2024-03-01,1233.89404296875,1237.4000244140625,1245.0,1122.25,1199.5,6396394.0,,,,,,,,,,,,
2024-04-01,1335.704833984375,1339.5,1374.5999755859375,1215.8499755859375,1241.0,15157187.0,,,,,,,,,,,,
2024-05-01,1148.8857421875,1152.1500244140625,1359.050048828125,1146.5999755859375,1339.5,9838181.0,,,,,,,,,,,,
2024-06-01,1126.4991455078125,1129.699951171875,1213.699951171875,1052.0,1174.4000244140625,12916703.0,,,,,,,,,,,,
2024-07-01,1304.244140625,1307.949951171875,1322.8499755859375,1113.300048828125,1137.9000244140625,9762907.0,,,,,,,,,,,,
2024-08-01,1380.7269287109375,1384.6500244140625,1430.050048828125,1276.050048828125,1307.949951171875,12154530.0,,,,,,,,,,,,
2024-09-01,1496.1868896484375,1498.0999755859375,1519.8499755859375,1375.0,1394.0,8968620.0,,,,,,,,,,,,
2024-10-01,1586.7711181640625,1588.800048828125,1708.6500244140625,1453.0999755859375,1498.050048828125,10433469.0,,,,,,,,,,,,
2024-11-01,1540.5802001953125,1542.550048828125,1621.800048828125,1489.25,1600.0,6874934.0,,,,,,,,,,,,
2024-12-01,1695.199951171875,1695.199951171875,1699.1500244140625,1470.5,1543.0,13734149.0,,,,,,,,,,,,
2025-01-01,1559.25,1559.25,1755.9000244140625,1501.0,1704.0,6214908.0,,,,,,,,,,,,
