Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'WIPRO.NS')","('High', 'WIPRO.NS')","('Low', 'WIPRO.NS')","('Open', 'WIPRO.NS')","('Volume', 'WIPRO.NS')","('Date', '')","('Close', 'WIPRO.NS')","('High', 'WIPRO.NS')","('Low', 'WIPRO.NS')","('Open', 'WIPRO.NS')","('Volume', 'WIPRO.NS')"
2020-01-01,115.06262969970705,118.4000015258789,129.1750030517578,117.5,123.25,167255898.0,,,,,,,,,,,,
2020-02-01,108.47630310058594,110.7249984741211,124.2750015258789,109.8499984741211,118.25,117097200.0,,,,,,,,,,,,
2020-03-01,96.3526382446289,98.3499984741211,116.9499969482422,79.69999694824219,112.9000015258789,242645708.0,,,,,,,,,,,,
2020-04-01,93.5360107421875,95.4749984741211,101.4749984741211,86.9000015258789,97.8499984741211,266061580.0,,,,,,,,,,,,
2020-05-01,104.23915100097656,106.4000015258789,107.4499969482422,89.0,95.4749984741211,303810070.0,,,,,,,,,,,,
2020-06-01,107.5945816040039,109.8249969482422,115.0,103.1500015258789,107.75,390003838.0,,,,,,,,,,,,
2020-07-01,137.6221160888672,140.47500610351562,145.39999389648438,109.1750030517578,110.5,920426470.0,,,,,,,,,,,,
2020-08-01,132.89512634277344,135.64999389648438,143.6999969482422,134.0,141.5,390312402.0,,,,,,,,,,,,
2020-09-01,153.59107971191406,156.77499389648438,162.25,134.5,135.5,871468974.0,,,,,,,,,,,,
2020-10-01,166.89039611816406,170.35000610351562,190.8500061035156,156.02499389648438,158.1999969482422,1175853034.0,,,,,,,,,,,,
2020-11-01,171.69088745117188,175.25,180.6999969482422,166.3249969482422,170.875,297447728.0,,,,,,,,,,,,
2020-12-01,189.20285034179688,193.125,195.25,173.125,176.35000610351562,482107126.0,,,,,,,,,,,,
2021-01-01,204.7064819335937,208.9499969482422,233.7250061035156,192.5249938964844,192.5249938964844,935261662.0,,,,,,,,,,,,
2021-02-01,201.4355010986328,205.1499938964844,225.875,204.0,208.0500030517578,450786890.0,,,,,,,,,,,,
2021-03-01,203.32565307617188,207.0749969482422,222.1499938964844,198.875,205.5,520987852.0,,,,,,,,,,,,
2021-04-01,241.91407775878903,246.375,255.8999938964844,206.3000030517578,209.4250030517578,855796896.0,,,,,,,,,,,,
2021-05-01,264.6449279785156,269.5249938964844,272.5,238.8999938964844,243.9750061035156,403015910.0,,,,,,,,,,,,
2021-06-01,267.8851623535156,272.82501220703125,282.0,266.5,270.95001220703125,259351206.0,,,,,,,,,,,,
2021-07-01,288.25946044921875,293.57501220703125,300.8999938964844,261.29998779296875,272.5,416597970.0,,,,,,,,,,,,
2021-08-01,314.6723937988281,320.4750061035156,321.3999938964844,291.125,294.1000061035156,252605220.0,,,,,,,,,,,,
2021-09-01,311.3094177246094,317.04998779296875,349.57501220703125,313.67498779296875,321.8999938964844,255022418.0,,,,,,,,,,,,
2021-10-01,317.5199279785156,323.375,369.9249877929688,315.1000061035156,317.3999938964844,397620074.0,,,,,,,,,,,,
2021-11-01,312.8559265136719,318.625,334.375,301.9750061035156,325.54998779296875,193721306.0,,,,,,,,,,,,
2021-12-01,351.1988525390625,357.67498779296875,359.95001220703125,311.5,321.29998779296875,374678884.0,,,,,,,,,,,,
2022-01-01,281.1161499023437,286.29998779296875,363.3999938964844,268.6000061035156,359.0,451742086.0,,,,,,,,,,,,
2022-02-01,273.7582397460937,277.8999938964844,295.0,265.57501220703125,289.95001220703125,318097358.0,,,,,,,,,,,,
2022-03-01,291.5392761230469,295.95001220703125,308.0,275.20001220703125,277.8999938964844,332022528.0,,,,,,,,,,,,
2022-04-01,250.6084899902344,254.3999938964844,304.75,253.5,295.8500061035156,243496254.0,,,,,,,,,,,,
2022-05-01,237.4228515625,239.0249938964844,259.5,221.6000061035156,257.75,354377080.0,,,,,,,,,,,,
2022-06-01,206.63064575195312,208.0249938964844,244.0,201.0249938964844,239.4750061035156,328874678.0,,,,,,,,,,,,
2022-07-01,210.4300079345703,211.8500061035156,212.3500061035156,195.5,207.5,317713196.0,,,,,,,,,,,,
2022-08-01,205.38900756835932,206.7749938964844,222.4499969482422,199.5,213.1000061035156,253809092.0,,,,,,,,,,,,
2022-09-01,195.8037109375,197.125,213.0,192.3000030517578,204.9499969482422,306481982.0,,,,,,,,,,,,
2022-10-01,191.97950744628903,193.2749938964844,208.9499969482422,186.1999969482422,196.9499969482422,311789488.0,,,,,,,,,,,,
2022-11-01,202.08631896972656,203.4499969482422,204.7250061035156,192.25,194.0,230075664.0,,,,,,,,,,,,
2022-12-01,195.0587310791016,196.375,208.1750030517578,188.1499938964844,206.4250030517578,219657556.0,,,,,,,,,,,,
2023-01-01,198.0883026123047,199.4250030517578,205.1000061035156,190.6999969482422,196.5,206482770.0,,,,,,,,,,,,
2023-02-01,192.7013092041016,193.5249938964844,206.625,192.7250061035156,200.75,135536140.0,,,,,,,,,,,,
2023-03-01,181.8477020263672,182.625,198.3249969482422,177.5,194.0500030517578,141174236.0,,,,,,,,,,,,
2023-04-01,191.68067932128903,192.5,194.0,176.0,183.9750061035156,148982596.0,,,,,,,,,,,,
2023-05-01,200.96597290039065,201.8249969482422,203.0,189.5,192.5,164238454.0,,,,,,,,,,,,
2023-06-01,193.7468414306641,194.5749969482422,204.8999938964844,188.5500030517578,202.5,251790996.0,,,,,,,,,,,,
2023-07-01,201.6629943847656,202.5249938964844,212.4750061035156,193.9250030517578,196.9499969482422,266396264.0,,,,,,,,,,,,
2023-08-01,203.33087158203125,204.1999969482422,211.0749969482422,198.5249938964844,202.75,179756492.0,,,,,,,,,,,,
2023-09-01,202.160873413086,203.0249938964844,221.875,200.75,203.9750061035156,244713680.0,,,,,,,,,,,,
2023-10-01,190.0874786376953,190.8999938964844,211.9750061035156,187.5249938964844,203.0249938964844,172276764.0,,,,,,,,,,,,
2023-11-01,205.64596557617188,206.5249938964844,207.25,188.5,191.9250030517578,166873736.0,,,,,,,,,,,,
2023-12-01,234.64700317382807,235.6499938964844,238.6999969482422,201.0500030517578,206.875,410536304.0,,,,,,,,,,,,
2024-01-01,238.05743408203125,239.0749969482422,264.5,223.3500061035156,236.5,465438876.0,,,,,,,,,,,,
2024-02-01,259.29998779296875,259.29998779296875,272.95001220703125,235.3000030517578,238.7749938964844,359392948.0,,,,,,,,,,,,
2024-03-01,240.0500030517578,240.0500030517578,263.20001220703125,235.625,261.20001220703125,221980698.0,,,,,,,,,,,,
2024-04-01,231.1999969482422,231.1999969482422,245.9750061035156,218.5,241.8500061035156,276198328.0,,,,,,,,,,,,
2024-05-01,219.1000061035156,219.1000061035156,235.25,217.5500030517578,231.1999969482422,250441472.0,,,,,,,,,,,,
2024-06-01,257.42498779296875,257.42498779296875,258.1499938964844,208.5,225.1000061035156,443979060.0,,,,,,,,,,,,
2024-07-01,261.0,261.0,289.95001220703125,243.1750030517578,258.95001220703125,477682550.0,,,,,,,,,,,,
2024-08-01,269.20001220703125,269.20001220703125,271.0,240.125,261.5,291660622.0,,,,,,,,,,,,
2024-09-01,270.7250061035156,270.7250061035156,279.45001220703125,256.625,269.20001220703125,309157544.0,,,,,,,,,,,,
2024-10-01,275.8999938964844,275.8999938964844,289.375,260.1499938964844,270.1000061035156,386870718.0,,,,,,,,,,,,
2024-11-01,288.92498779296875,288.92498779296875,298.0,267.1000061035156,275.8500061035156,247440908.0,,,,,,,,,,,,
2024-12-01,301.8500061035156,301.8500061035156,320.0,289.1000061035156,291.2250061035156,233853929.0,,,,,,,,,,,,
2025-01-01,309.1000061035156,309.1000061035156,310.0,280.5,300.0,208615618.0,,,,,,,,,,,,
