Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HINDCOPPER.NS')","('High', 'HINDCOPPER.NS')","('Low', 'HINDCOPPER.NS')","('Open', 'HINDCOPPER.NS')","('Volume', 'HINDCOPPER.NS')","('Date', '')","('Close', 'HINDCOPPER.NS')","('High', 'HINDCOPPER.NS')","('Low', 'HINDCOPPER.NS')","('Open', 'HINDCOPPER.NS')","('Volume', 'HINDCOPPER.NS')"
2021-08-01,116.38375854492188,118.9499969482422,157.35000610351562,109.25,155.64999389648438,80147597.0,,,,,,,,,,,,
2021-09-01,107.5779266357422,109.9499969482422,129.75,108.1999969482422,119.1999969482422,84216871.0,,,,,,,,,,,,
2021-10-01,124.5610580444336,126.9499969482422,159.39999389648438,109.1999969482422,109.9000015258789,237146539.0,,,,,,,,,,,,
2021-11-01,109.2546157836914,111.3499984741211,135.9499969482422,108.3000030517578,128.0,54198005.0,,,,,,,,,,,,
2021-12-01,122.35340118408205,124.6999969482422,133.0,110.25,116.5,92344427.0,,,,,,,,,,,,
2022-01-01,121.22504425048828,123.5500030517578,141.60000610351562,116.8000030517578,124.6999969482422,132224987.0,,,,,,,,,,,,
2022-02-01,115.43606567382812,117.6500015258789,146.35000610351562,105.0,124.5,171228449.0,,,,,,,,,,,,
2022-03-01,111.60945892333984,113.75,133.9499969482422,110.8499984741211,117.6500015258789,143010981.0,,,,,,,,,,,,
2022-04-01,111.16793060302734,113.3000030517578,129.5,111.5999984741211,114.0,99516704.0,,,,,,,,,,,,
2022-05-01,103.12223052978516,105.0999984741211,113.9499969482422,88.69999694824219,111.9000015258789,124231616.0,,,,,,,,,,,,
2022-06-01,85.46095275878906,87.0999984741211,108.9499969482422,81.19999694824219,106.4000015258789,94724956.0,,,,,,,,,,,,
2022-07-01,101.11080932617188,103.0500030517578,103.5,83.30000305175781,86.0999984741211,86728933.0,,,,,,,,,,,,
2022-08-01,116.51536560058594,118.75,121.6999969482422,102.0,103.5500030517578,86222270.0,,,,,,,,,,,,
2022-09-01,104.93741607666016,106.9499969482422,123.6500015258789,100.1999969482422,118.6500015258789,71492350.0,,,,,,,,,,,,
2022-10-01,102.09154510498048,103.0,111.75,102.5500030517578,107.0999984741211,35477459.0,,,,,,,,,,,,
2022-11-01,116.26541900634766,117.3000030517578,120.1999969482422,102.25,103.0500030517578,75160949.0,,,,,,,,,,,,
2022-12-01,108.6333236694336,109.5999984741211,122.5,99.3000030517578,118.9000015258789,69011999.0,,,,,,,,,,,,
2023-01-01,122.2125015258789,123.3000030517578,132.35000610351562,109.5500030517578,109.5999984741211,131468193.0,,,,,,,,,,,,
2023-02-01,96.39225769042967,97.25,124.3000030517578,95.5500030517578,123.9000015258789,64916293.0,,,,,,,,,,,,
2023-03-01,97.48255157470705,98.3499984741211,104.3000030517578,93.8499984741211,97.9499969482422,58635129.0,,,,,,,,,,,,
2023-04-01,100.5056610107422,101.4000015258789,103.8000030517578,96.9000015258789,99.6999969482422,36875130.0,,,,,,,,,,,,
2023-05-01,112.25113677978516,113.25,113.5,100.5,101.4000015258789,91928780.0,,,,,,,,,,,,
2023-06-01,115.02644348144533,116.0500030517578,119.3000030517578,111.1999969482422,114.75,89018162.0,,,,,,,,,,,,
2023-07-01,139.8555145263672,141.10000610351562,144.39999389648438,115.75,117.5,170765839.0,,,,,,,,,,,,
2023-08-01,157.05247497558594,158.4499969482422,163.3000030517578,135.10000610351562,143.6999969482422,324488374.0,,,,,,,,,,,,
2023-09-01,160.96762084960938,162.39999389648438,174.75,150.10000610351562,159.4499969482422,174131936.0,,,,,,,,,,,,
2023-10-01,142.7886199951172,143.1999969482422,162.4499969482422,135.64999389648438,162.39999389648438,108286934.0,,,,,,,,,,,,
2023-11-01,172.55287170410156,173.0500030517578,178.0,140.14999389648438,143.1999969482422,159562748.0,,,,,,,,,,,,
2023-12-01,272.8638610839844,273.6499938964844,278.79998779296875,173.1999969482422,175.3000030517578,524377886.0,,,,,,,,,,,,
2024-01-01,288.2196044921875,289.04998779296875,295.5,245.0,275.79998779296875,269683093.0,,,,,,,,,,,,
2024-02-01,269.02490234375,269.79998779296875,306.8500061035156,234.0,290.6499938964844,208347845.0,,,,,,,,,,,,
2024-03-01,277.251220703125,278.04998779296875,291.70001220703125,231.0,271.8999938964844,226269415.0,,,,,,,,,,,,
2024-04-01,384.89111328125,386.0,401.6499938964844,280.1499938964844,280.1499938964844,401037067.0,,,,,,,,,,,,
2024-05-01,354.8775634765625,355.8999938964844,415.7999877929688,351.6000061035156,386.0,279653334.0,,,,,,,,,,,,
2024-06-01,317.7844543457031,318.70001220703125,377.0,277.8999938964844,374.0,180520901.0,,,,,,,,,,,,
2024-07-01,320.6761169433594,321.6000061035156,348.79998779296875,301.6000061035156,320.0,144778570.0,,,,,,,,,,,,
2024-08-01,331.5946350097656,332.54998779296875,336.79998779296875,282.1000061035156,326.0,196083610.0,,,,,,,,,,,,
2024-09-01,342.9120483398437,343.8999938964844,352.79998779296875,301.04998779296875,330.0,141689688.0,,,,,,,,,,,,
2024-10-01,294.20001220703125,294.20001220703125,353.0,269.0,343.70001220703125,111251897.0,,,,,,,,,,,,
2024-11-01,276.0,276.0,302.3500061035156,259.04998779296875,295.0,75517269.0,,,,,,,,,,,,
2024-12-01,247.9499969482422,247.9499969482422,295.3999938964844,243.8000030517578,274.0,91157127.0,,,,,,,,,,,,
2025-01-01,242.0599975585937,242.0599975585937,256.67999267578125,216.759994506836,247.8999938964844,76884889.0,,,,,,,,,,,,
