Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SUNTECK.NS')","('High', 'SUNTECK.NS')","('Low', 'SUNTECK.NS')","('Open', 'SUNTECK.NS')","('Volume', 'SUNTECK.NS')","('Date', '')","('Close', 'SUNTECK.NS')","('High', 'SUNTECK.NS')","('Low', 'SUNTECK.NS')","('Open', 'SUNTECK.NS')","('Volume', 'SUNTECK.NS')"
2020-01-01,389.1817626953125,396.2000122070313,457.7999877929688,377.7000122070313,416.2000122070313,3793058.0,,,,,,,,,,,,
2020-02-01,340.1165466308594,346.25,409.9500122070313,313.0,400.0,3549657.0,,,,,,,,,,,,
2020-03-01,206.3291778564453,210.0500030517578,361.0,163.9499969482422,361.0,3574393.0,,,,,,,,,,,,
2020-04-01,194.1488342285156,197.6499938964844,220.0,180.8500061035156,214.9499969482422,3182807.0,,,,,,,,,,,,
2020-05-01,154.85739135742188,157.64999389648438,203.8000030517578,145.0,197.6499938964844,4970501.0,,,,,,,,,,,,
2020-06-01,185.70118713378903,189.0500030517578,202.8999938964844,156.25,159.39999389648438,22937672.0,,,,,,,,,,,,
2020-07-01,183.7365875244141,187.0500030517578,201.0,164.39999389648438,191.0,18823666.0,,,,,,,,,,,,
2020-08-01,258.1938781738281,262.8500061035156,307.70001220703125,180.0500030517578,186.6999969482422,19036367.0,,,,,,,,,,,,
2020-09-01,269.3919372558594,274.25,307.45001220703125,244.3500061035156,254.8999938964844,10050347.0,,,,,,,,,,,,
2020-10-01,264.4971923828125,267.8500061035156,293.0,248.0,278.79998779296875,7816274.0,,,,,,,,,,,,
2020-11-01,311.0075988769531,314.95001220703125,376.0,259.04998779296875,267.5,17892684.0,,,,,,,,,,,,
2020-12-01,343.594482421875,347.95001220703125,364.8999938964844,301.0,315.1499938964844,13704301.0,,,,,,,,,,,,
2021-01-01,317.5743713378906,321.6000061035156,394.0,318.04998779296875,346.04998779296875,6244831.0,,,,,,,,,,,,
2021-02-01,343.3970031738281,347.75,389.0,319.3999938964844,323.25,4451696.0,,,,,,,,,,,,
2021-03-01,276.8900451660156,280.3999938964844,365.0,274.25,360.0,4350686.0,,,,,,,,,,,,
2021-04-01,263.5096435546875,266.8500061035156,298.75,251.6499938964844,289.8999938964844,6145014.0,,,,,,,,,,,,
2021-05-01,283.25933837890625,286.8500061035156,297.25,250.0,267.6499938964844,16375695.0,,,,,,,,,,,,
2021-06-01,290.36920166015625,294.04998779296875,324.95001220703125,276.8999938964844,288.70001220703125,15025644.0,,,,,,,,,,,,
2021-07-01,375.9345703125,380.7000122070313,407.0,295.95001220703125,302.0,37503652.0,,,,,,,,,,,,
2021-08-01,360.6286010742188,365.2000122070313,414.9500122070313,336.75,373.1499938964844,18339343.0,,,,,,,,,,,,
2021-09-01,475.6209106445313,481.6499938964844,507.0,362.75,366.8999938964844,64718072.0,,,,,,,,,,,,
2021-10-01,456.2122497558594,460.4500122070313,524.4000244140625,427.25,479.0,19726587.0,,,,,,,,,,,,
2021-11-01,429.1139831542969,433.1000061035156,504.0,410.5499877929688,465.0,11670444.0,,,,,,,,,,,,
2021-12-01,486.9269714355469,491.4500122070313,509.9500122070313,410.0,435.1499938964844,14676092.0,,,,,,,,,,,,
2022-01-01,505.6529846191406,510.3500061035156,589.9000244140625,484.8500061035156,492.0,20655755.0,,,,,,,,,,,,
2022-02-01,481.5766296386719,486.0499877929688,545.0,412.0,513.9000244140625,15425932.0,,,,,,,,,,,,
2022-03-01,432.7303771972656,436.75,501.8500061035156,413.0,486.0499877929688,11276761.0,,,,,,,,,,,,
2022-04-01,476.8208312988281,481.25,508.0,430.0,430.0,17856306.0,,,,,,,,,,,,
2022-05-01,448.3354187011719,452.5,485.7999877929688,378.0,473.1499938964844,12351013.0,,,,,,,,,,,,
2022-06-01,491.9799499511719,496.5499877929688,508.3999938964844,422.0,456.8500061035156,15570549.0,,,,,,,,,,,,
2022-07-01,513.4802856445312,518.25,539.0,490.7999877929688,498.2999877929688,13251889.0,,,,,,,,,,,,
2022-08-01,472.8080749511719,477.2000122070313,532.5999755859375,450.0,519.0,5177442.0,,,,,,,,,,,,
2022-09-01,415.4409484863281,419.2999877929688,483.2000122070313,406.7000122070313,478.8999938964844,5450373.0,,,,,,,,,,,,
2022-10-01,387.00677490234375,389.3500061035156,427.6499938964844,360.3999938964844,419.2999877929688,4430324.0,,,,,,,,,,,,
2022-11-01,402.0158996582031,404.4500122070313,407.5,381.75,391.0,4671522.0,,,,,,,,,,,,
2022-12-01,327.8151550292969,329.79998779296875,412.75,315.0,406.6499938964844,4731391.0,,,,,,,,,,,,
2023-01-01,363.5487976074219,365.75,379.2000122070313,326.70001220703125,330.79998779296875,7405253.0,,,,,,,,,,,,
2023-02-01,299.1884765625,301.0,369.75,297.79998779296875,359.8999938964844,3157983.0,,,,,,,,,,,,
2023-03-01,282.986572265625,284.70001220703125,320.6000061035156,271.1000061035156,301.0,3442310.0,,,,,,,,,,,,
2023-04-01,301.17645263671875,303.0,308.0,286.04998779296875,287.0,2504779.0,,,,,,,,,,,,
2023-05-01,279.50762939453125,281.20001220703125,320.0,279.79998779296875,303.0,3262269.0,,,,,,,,,,,,
2023-06-01,280.10400390625,281.79998779296875,289.95001220703125,271.3999938964844,281.04998779296875,6104821.0,,,,,,,,,,,,
2023-07-01,360.9147338867188,363.1000061035156,386.8999938964844,276.79998779296875,285.0,45629306.0,,,,,,,,,,,,
