Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BIOCON.NS')","('High', 'BIOCON.NS')","('Low', 'BIOCON.NS')","('Open', 'BIOCON.NS')","('Volume', 'BIOCON.NS')","('Date', '')","('Close', 'BIOCON.NS')","('High', 'BIOCON.NS')","('Low', 'BIOCON.NS')","('Open', 'BIOCON.NS')","('Volume', 'BIOCON.NS')"
2020-01-01,290.0738830566406,294.3500061035156,304.29998779296875,275.20001220703125,294.0,85628183.0,,,,,,,,,,,,
2020-02-01,282.7320556640625,286.8999938964844,323.5,279.0,293.6000061035156,103858734.0,,,,,,,,,,,,
2020-03-01,266.6195983886719,270.54998779296875,314.0,235.5500030517578,290.1000061035156,99128068.0,,,,,,,,,,,,
2020-04-01,348.8080139160156,353.95001220703125,367.7999877929688,274.3999938964844,277.95001220703125,154765258.0,,,,,,,,,,,,
2020-05-01,349.5471496582031,354.70001220703125,366.8999938964844,320.70001220703125,353.95001220703125,208064555.0,,,,,,,,,,,,
2020-06-01,384.432861328125,390.1000061035156,410.4500122070313,357.45001220703125,360.0,143090478.0,,,,,,,,,,,,
2020-07-01,403.6495971679688,409.6000061035156,446.9500122070313,384.5,390.3999938964844,158075865.0,,,,,,,,,,,,
2020-08-01,370.68548583984375,376.1499938964844,418.7999877929688,372.25,411.7999877929688,87802944.0,,,,,,,,,,,,
2020-09-01,441.1960754394531,447.7000122070313,463.8999938964844,379.0,382.4500122070313,149671257.0,,,,,,,,,,,,
2020-10-01,397.73675537109375,403.6000061035156,478.0,389.75,450.5499877929688,88384575.0,,,,,,,,,,,,
2020-11-01,423.1126708984375,429.3500061035156,444.0,395.6000061035156,403.6000061035156,95174300.0,,,,,,,,,,,,
2020-12-01,458.638916015625,465.3999938964844,487.75,427.2999877929688,436.9500122070313,87534609.0,,,,,,,,,,,,
2021-01-01,366.3987121582031,371.7999877929688,474.3500061035156,368.5499877929688,466.0,114804521.0,,,,,,,,,,,,
2021-02-01,384.5313720703125,390.2000122070313,424.75,363.25,373.5,94894402.0,,,,,,,,,,,,
2021-03-01,402.9596862792969,408.8999938964844,413.3999938964844,383.25,395.0,69772438.0,,,,,,,,,,,,
2021-04-01,374.1346130371094,379.6499938964844,424.3999938964844,378.2000122070313,409.2000122070313,84840355.0,,,,,,,,,,,,
2021-05-01,382.5604553222656,388.2000122070313,393.6499938964844,370.1499938964844,380.9500122070313,55544400.0,,,,,,,,,,,,
2021-06-01,398.5744018554688,404.4500122070313,420.25,382.8500061035156,390.7000122070313,60320960.0,,,,,,,,,,,,
2021-07-01,380.7373352050781,386.3500061035156,414.3999938964844,376.7000122070313,404.5,59979772.0,,,,,,,,,,,,
2021-08-01,353.6368408203125,358.8500061035156,392.4500122070313,327.54998779296875,387.2999877929688,42858605.0,,,,,,,,,,,,
2021-09-01,357.4309387207031,362.7000122070313,394.1499938964844,350.04998779296875,360.0,58722361.0,,,,,,,,,,,,
2021-10-01,345.9994201660156,351.1000061035156,370.6000061035156,314.79998779296875,362.0,55033772.0,,,,,,,,,,,,
2021-11-01,355.164306640625,360.3999938964844,377.6000061035156,342.5,351.5,53408750.0,,,,,,,,,,,,
2021-12-01,359.3525695800781,364.6499938964844,387.8999938964844,343.04998779296875,362.2000122070313,71401931.0,,,,,,,,,,,,
2022-01-01,361.7669982910156,367.1000061035156,382.5,347.0,364.6499938964844,58285375.0,,,,,,,,,,,,
2022-02-01,343.7821044921875,348.8500061035156,410.7000122070313,347.0,369.1000061035156,66067524.0,,,,,,,,,,,,
2022-03-01,330.724609375,335.6000061035156,353.45001220703125,319.1000061035156,348.8500061035156,79269906.0,,,,,,,,,,,,
2022-04-01,363.097412109375,368.4500122070313,388.0,333.0,339.0,62200588.0,,,,,,,,,,,,
2022-05-01,329.2463684082031,334.1000061035156,377.5499877929688,317.04998779296875,364.9500122070313,36656750.0,,,,,,,,,,,,
2022-06-01,303.91973876953125,308.3999938964844,344.0,307.0,334.0,56698480.0,,,,,,,,,,,,
2022-07-01,303.2259216308594,307.20001220703125,341.6499938964844,305.0,308.75,39228227.0,,,,,,,,,,,,
2022-08-01,305.8909912109375,309.8999938964844,319.5,298.54998779296875,309.95001220703125,30059755.0,,,,,,,,,,,,
2022-09-01,287.1861572265625,290.95001220703125,307.3500061035156,273.5,301.0,43869056.0,,,,,,,,,,,,
