Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'IDFCFIRSTB.NS')","('High', 'IDFCFIRSTB.NS')","('Low', 'IDFCFIRSTB.NS')","('Open', 'IDFCFIRSTB.NS')","('Volume', 'IDFCFIRSTB.NS')","('Date', '')","('Close', 'IDFCFIRSTB.NS')","('High', 'IDFCFIRSTB.NS')","('Low', 'IDFCFIRSTB.NS')","('Open', 'IDFCFIRSTB.NS')","('Volume', 'IDFCFIRSTB.NS')"
2020-01-01,40.70000076293945,40.70000076293945,46.54999923706055,40.20000076293945,45.34999847412109,413769767.0,,,,,,,,,,,,
2020-02-01,36.79999923706055,36.79999923706055,42.70000076293945,36.59999847412109,40.900001525878906,270789087.0,,,,,,,,,,,,
2020-03-01,21.100000381469727,21.100000381469727,39.25,17.649999618530273,37.29999923706055,834503221.0,,,,,,,,,,,,
2020-04-01,21.89999961853028,21.89999961853028,26.89999961853028,19.5,21.0,528014104.0,,,,,,,,,,,,
2020-05-01,22.100000381469727,22.100000381469727,23.25,18.450000762939453,21.89999961853028,770280360.0,,,,,,,,,,,,
2020-06-01,25.700000762939453,25.700000762939453,29.25,22.39999961853028,23.0,1364279287.0,,,,,,,,,,,,
2020-07-01,26.600000381469727,26.600000381469727,29.200000762939453,24.100000381469727,25.950000762939453,893852554.0,,,,,,,,,,,,
2020-08-01,32.0,32.0,34.5,26.0,26.600000381469727,1011702892.0,,,,,,,,,,,,
2020-09-01,29.950000762939453,29.950000762939453,32.75,26.850000381469727,32.25,870442894.0,,,,,,,,,,,,
2020-10-01,30.600000381469727,30.600000381469727,32.25,29.75,30.049999237060547,552830104.0,,,,,,,,,,,,
2020-11-01,36.75,36.75,38.5,29.89999961853028,31.100000381469727,713386893.0,,,,,,,,,,,,
2020-12-01,37.04999923706055,37.04999923706055,39.04999923706055,32.900001525878906,37.09999847412109,585593457.0,,,,,,,,,,,,
2021-01-01,47.20000076293945,47.20000076293945,52.45000076293945,36.84999847412109,37.04999923706055,1288323462.0,,,,,,,,,,,,
2021-02-01,63.45000076293945,63.45000076293945,66.80000305175781,43.75,45.79999923706055,1387840786.0,,,,,,,,,,,,
2021-03-01,55.70000076293945,55.70000076293945,69.30000305175781,55.29999923706055,64.3499984741211,873837857.0,,,,,,,,,,,,
2021-04-01,54.70000076293945,54.70000076293945,58.34999847412109,47.5,56.20000076293945,930724254.0,,,,,,,,,,,,
2021-05-01,58.5,58.5,60.150001525878906,53.0,54.20000076293945,769278994.0,,,,,,,,,,,,
2021-06-01,54.20000076293945,54.20000076293945,62.0,53.45000076293945,58.54999923706055,774006636.0,,,,,,,,,,,,
2021-07-01,52.0,52.0,55.0,50.0,54.34999847412109,588231657.0,,,,,,,,,,,,
2021-08-01,42.95000076293945,42.95000076293945,52.09999847412109,40.75,48.650001525878906,856615277.0,,,,,,,,,,,,
2021-09-01,47.650001525878906,47.650001525878906,51.59999847412109,42.70000076293945,42.95000076293945,672099710.0,,,,,,,,,,,,
2021-10-01,49.5,49.5,53.5,46.54999923706055,47.20000076293945,717672398.0,,,,,,,,,,,,
2021-11-01,44.59999847412109,44.59999847412109,52.95000076293945,44.29999923706055,50.400001525878906,507052596.0,,,,,,,,,,,,
2021-12-01,48.34999847412109,48.34999847412109,52.70000076293945,43.54999923706055,45.0,600183491.0,,,,,,,,,,,,
2022-01-01,46.75,46.75,50.59999847412109,43.95000076293945,48.79999923706055,532419002.0,,,,,,,,,,,,
2022-02-01,42.09999847412109,42.09999847412109,49.45000076293945,37.59999847412109,47.400001525878906,488050061.0,,,,,,,,,,,,
2022-03-01,39.70000076293945,39.70000076293945,43.54999923706055,37.70000076293945,42.09999847412109,878508978.0,,,,,,,,,,,,
2022-04-01,39.5,39.5,44.20000076293945,39.150001525878906,39.650001525878906,562044597.0,,,,,,,,,,,,
2022-05-01,36.29999923706055,36.29999923706055,40.79999923706055,33.04999923706055,39.70000076293945,617796305.0,,,,,,,,,,,,
2022-06-01,31.450000762939453,31.450000762939453,36.79999923706055,28.950000762939453,36.20000076293945,671480495.0,,,,,,,,,,,,
2022-07-01,37.54999923706055,37.54999923706055,37.79999923706055,30.600000381469727,31.350000381469727,441125940.0,,,,,,,,,,,,
2022-08-01,49.150001525878906,49.150001525878906,50.400001525878906,38.5,39.0,1140595220.0,,,,,,,,,,,,
2022-09-01,49.84999847412109,49.84999847412109,53.75,46.20000076293945,48.900001525878906,754700724.0,,,,,,,,,,,,
2022-10-01,56.09999847412109,56.09999847412109,58.400001525878906,49.04999923706055,49.84999847412109,887541778.0,,,,,,,,,,,,
2022-11-01,58.59999847412109,58.59999847412109,59.70000076293945,54.79999923706055,56.400001525878906,617046288.0,,,,,,,,,,,,
2022-12-01,58.79999923706055,58.79999923706055,64.30000305175781,52.29999923706055,58.75,927279353.0,,,,,,,,,,,,
2023-01-01,58.20000076293945,58.20000076293945,61.84999847412109,54.20000076293945,58.5,585544868.0,,,,,,,,,,,,
2023-02-01,55.150001525878906,55.150001525878906,60.34999847412109,53.0,58.95000076293945,520875966.0,,,,,,,,,,,,
2023-03-01,55.04999923706055,55.04999923706055,58.09999847412109,52.09999847412109,55.25,457938969.0,,,,,,,,,,,,
2023-04-01,61.45000076293945,61.45000076293945,62.0,53.34999847412109,55.20000076293945,433042050.0,,,,,,,,,,,,
