Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PRESTIGE.NS')","('High', 'PRESTIGE.NS')","('Low', 'PRESTIGE.NS')","('Open', 'PRESTIGE.NS')","('Volume', 'PRESTIGE.NS')","('Date', '')","('Close', 'PRESTIGE.NS')","('High', 'PRESTIGE.NS')","('Low', 'PRESTIGE.NS')","('Open', 'PRESTIGE.NS')","('Volume', 'PRESTIGE.NS')"
2020-01-01,376.0671081542969,383.2999877929688,426.0,311.1000061035156,338.6000061035156,16631708.0,,,,,,,,,,,,
2020-02-01,284.87109375,290.3500061035156,394.8500061035156,286.20001220703125,383.6499938964844,5304468.0,,,,,,,,,,,,
2020-03-01,165.0260467529297,168.1999969482422,332.0,141.89999389648438,296.54998779296875,9852005.0,,,,,,,,,,,,
2020-04-01,172.18594360351562,173.9499969482422,198.4499969482422,160.64999389648438,170.0,12796911.0,,,,,,,,,,,,
2020-05-01,154.86341857910156,156.4499969482422,173.9499969482422,133.64999389648438,173.9499969482422,14486151.0,,,,,,,,,,,,
2020-06-01,207.4744110107422,209.6000061035156,244.6999969482422,152.14999389648438,157.89999389648438,22542919.0,,,,,,,,,,,,
2020-07-01,194.9031982421875,196.8999938964844,225.8000030517578,167.0,210.8999938964844,20138269.0,,,,,,,,,,,,
2020-08-01,245.38601684570312,247.8999938964844,283.70001220703125,194.25,195.6999969482422,22907700.0,,,,,,,,,,,,
2020-09-01,249.29595947265625,251.8500061035156,267.70001220703125,222.0,248.8000030517578,11674526.0,,,,,,,,,,,,
2020-10-01,248.0586395263672,250.6000061035156,271.0,241.0500030517578,254.3999938964844,10830727.0,,,,,,,,,,,,
2020-11-01,264.5892639160156,267.29998779296875,289.0,241.1999969482422,252.8999938964844,12355976.0,,,,,,,,,,,,
2020-12-01,263.40142822265625,266.1000061035156,300.0,247.8500061035156,270.1000061035156,11848471.0,,,,,,,,,,,,
2021-01-01,264.7872314453125,267.5,305.1000061035156,265.6499938964844,267.45001220703125,13063019.0,,,,,,,,,,,,
2021-02-01,295.0769348144531,298.1000061035156,315.0,268.95001220703125,269.0,14466754.0,,,,,,,,,,,,
2021-03-01,302.5008544921875,305.6000061035156,314.8999938964844,269.1499938964844,300.5,15251190.0,,,,,,,,,,,,
2021-04-01,269.0931396484375,271.8500061035156,325.0,271.0,306.3999938964844,7190798.0,,,,,,,,,,,,
2021-05-01,270.429443359375,273.20001220703125,279.0,263.0,270.3999938964844,10089167.0,,,,,,,,,,,,
2021-06-01,286.6136169433594,289.54998779296875,317.0,270.0,275.45001220703125,18957448.0,,,,,,,,,,,,
2021-07-01,337.1954345703125,340.6499938964844,357.0,284.0,290.0,29056631.0,,,,,,,,,,,,
2021-08-01,349.07373046875,352.6499938964844,377.7999877929688,315.5,343.70001220703125,25442917.0,,,,,,,,,,,,
2021-09-01,485.8722229003906,490.8500061035156,507.2999877929688,350.0,350.0,73268279.0,,,,,,,,,,,,
2021-10-01,423.2699279785156,426.1000061035156,502.0,406.1000061035156,487.8999938964844,22997138.0,,,,,,,,,,,,
2021-11-01,418.9488220214844,421.75,522.0,412.2999877929688,430.8500061035156,27458782.0,,,,,,,,,,,,
2021-12-01,471.5968017578125,474.75,487.0,417.5499877929688,425.0,17257751.0,,,,,,,,,,,,
2022-01-01,485.0567932128906,488.2999877929688,554.9000244140625,451.4500122070313,475.0,32354059.0,,,,,,,,,,,,
2022-02-01,450.6866455078125,453.7000122070313,501.75,425.75,492.0,13429012.0,,,,,,,,,,,,
2022-03-01,490.5202941894531,493.7999877929688,504.9500122070313,389.0,453.7000122070313,13312614.0,,,,,,,,,,,,
2022-04-01,471.4974670410156,474.6499938964844,526.4500122070312,465.5,492.0,16513726.0,,,,,,,,,,,,
2022-05-01,426.2996520996094,429.1499938964844,483.0,398.0499877929688,473.7999877929688,11340784.0,,,,,,,,,,,,
2022-06-01,384.5786437988281,387.1499938964844,454.1000061035156,379.0,431.25,10456577.0,,,,,,,,,,,,
2022-07-01,410.9026184082031,413.6499938964844,478.0,381.1000061035156,385.0,8369269.0,,,,,,,,,,,,
2022-08-01,454.362060546875,457.3999938964844,475.3500061035156,413.0499877929688,415.0,9340410.0,,,,,,,,,,,,
2022-09-01,446.8125305175781,449.7999877929688,498.4500122070313,417.6000061035156,455.1000061035156,12233562.0,,,,,,,,,,,,
2022-10-01,440.5073547363281,442.0,475.7999877929688,425.1499938964844,453.8999938964844,7152296.0,,,,,,,,,,,,
2022-11-01,473.096923828125,474.7000122070313,485.0,434.0499877929688,443.7999877929688,5701704.0,,,,,,,,,,,,
2022-12-01,461.9845581054688,463.5499877929688,511.3999938964844,431.8999938964844,474.6499938964844,8536968.0,,,,,,,,,,,,
2023-01-01,417.6846923828125,419.1000061035156,474.9500122070313,410.0,465.8999938964844,5388850.0,,,,,,,,,,,,
2023-02-01,404.5791015625,405.9500122070313,439.3999938964844,391.0,423.0,14332578.0,,,,,,,,,,,,
2023-03-01,401.83837890625,403.2000122070313,430.8999938964844,392.0,406.3999938964844,8439481.0,,,,,,,,,,,,
2023-04-01,489.04290771484375,490.7000122070313,495.4500122070313,407.5499877929688,415.0,12227036.0,,,,,,,,,,,,
2023-05-01,481.6180419921875,483.25,520.0,471.2999877929688,490.7000122070313,10666045.0,,,,,,,,,,,,
2023-06-01,572.90869140625,574.8499755859375,602.2999877929688,481.2999877929688,483.0,16449543.0,,,,,,,,,,,,
2023-07-01,586.6123046875,588.5999755859375,616.2000122070312,521.2000122070312,574.9000244140625,30115439.0,,,,,,,,,,,,
2023-08-01,641.9747314453125,644.1500244140625,679.7999877929688,543.0,591.9000244140625,11351695.0,,,,,,,,,,,,
2023-09-01,600.56494140625,602.5999755859375,691.9500122070312,591.25,639.9000244140625,7584262.0,,,,,,,,,,,,
2023-10-01,764.9664306640625,765.7000122070312,819.5999755859375,592.0999755859375,602.5999755859375,36812301.0,,,,,,,,,,,,
2023-11-01,1001.939208984375,1002.9000244140624,1050.0,738.0,756.0,27768424.0,,,,,,,,,,,,
2023-12-01,1177.7706298828125,1178.9000244140625,1231.300048828125,1016.7999877929688,1018.5499877929688,29705969.0,,,,,,,,,,,,
2024-01-01,1264.187744140625,1265.4000244140625,1440.0,1065.199951171875,1162.9000244140625,24143984.0,,,,,,,,,,,,
2024-02-01,1165.6322021484375,1166.75,1272.949951171875,1043.300048828125,1265.4000244140625,19196572.0,,,,,,,,,,,,
2024-03-01,1168.879150390625,1170.0,1246.75,967.2999877929688,1154.300048828125,18817910.0,,,,,,,,,,,,
2024-04-01,1378.927734375,1380.25,1390.0,1160.050048828125,1188.0,15880784.0,,,,,,,,,,,,
2024-05-01,1596.01953125,1597.550048828125,1676.0,1354.3499755859375,1380.25,25374641.0,,,,,,,,,,,,
2024-06-01,1890.786865234375,1892.5999755859373,2074.800048828125,1386.050048828125,1675.0,30747597.0,,,,,,,,,,,,
2024-07-01,1814.160400390625,1815.9000244140625,1917.0,1669.199951171875,1892.949951171875,24746288.0,,,,,,,,,,,,
2024-08-01,1811.4129638671875,1813.1500244140625,1878.5,1592.3499755859375,1817.8499755859373,46801715.0,,,,,,,,,,,,
2024-09-01,1843.482177734375,1845.25,1972.0,1740.050048828125,1789.699951171875,31506395.0,,,,,,,,,,,,
