Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')","('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')"
2023-04-01,50.98187255859375,52.25,52.5,46.45000076293945,46.84999847412109,527299754.0,,,,,,,,,,,,
2023-05-01,50.591583251953125,51.84999847412109,53.84999847412109,47.900001525878906,52.25,846358317.0,,,,,,,,,,,,
2023-06-01,50.39643859863281,51.650001525878906,53.25,49.70000076293945,51.84999847412109,645115297.0,,,,,,,,,,,,
2023-07-01,61.127960205078125,61.84999847412109,65.1500015258789,52.0,52.0,1793202010.0,,,,,,,,,,,,
2023-08-01,62.26453399658203,63.0,64.19999694824219,58.54999923706055,62.0,988073844.0,,,,,,,,,,,,
2023-09-01,79.26374053955078,80.19999694824219,82.6500015258789,62.5,63.04999923706055,1967831474.0,,,,,,,,,,,,
2023-10-01,72.14779663085938,73.0,83.5,67.3499984741211,80.19999694824219,1242014615.0,,,,,,,,,,,,
2023-11-01,76.694091796875,77.5999984741211,80.80000305175781,72.6500015258789,73.0999984741211,727245931.0,,,,,,,,,,,,
2023-12-01,94.63220977783205,95.75,97.6999969482422,78.05000305175781,78.0999984741211,1306358969.0,,,,,,,,,,,,
2024-01-01,113.06449127197266,114.4000015258789,114.9499969482422,93.3499984741211,96.25,1431076279.0,,,,,,,,,,,,
2024-02-01,120.4275131225586,121.8499984741211,132.60000610351562,113.6999969482422,115.0,1788414453.0,,,,,,,,,,,,
2024-03-01,122.94775390625,124.4000015258789,132.9499969482422,114.1500015258789,123.0500030517578,847382890.0,,,,,,,,,,,,
2024-04-01,139.40338134765625,141.0500030517578,142.89999389648438,124.9000015258789,125.4499969482422,924261448.0,,,,,,,,,,,,
2024-05-01,127.93878936767578,129.4499969482422,142.5,119.0,141.0500030517578,1087128197.0,,,,,,,,,,,,
2024-06-01,121.82106018066406,123.26000213623048,138.60000610351562,104.1999969482422,135.0,1080798902.0,,,,,,,,,,,,
2024-07-01,123.9499969482422,123.9499969482422,128.8000030517578,112.5199966430664,123.1500015258789,809974836.0,,,,,,,,,,,,
2024-08-01,116.56999969482422,116.56999969482422,125.6999969482422,111.9000015258789,124.5,469107715.0,,,,,,,,,,,,
2024-09-01,107.20999908447266,107.20999908447266,117.48999786376952,103.62000274658205,116.94000244140624,602837843.0,,,,,,,,,,,,
2024-10-01,97.9000015258789,97.9000015258789,107.4000015258789,92.4000015258789,104.0,1079432637.0,,,,,,,,,,,,
2024-11-01,104.9000015258789,104.9000015258789,107.9000015258789,94.80999755859376,98.69000244140624,813244854.0,,,,,,,,,,,,
2024-12-01,102.77999877929688,102.77999877929688,111.12999725341795,99.55999755859376,104.73999786376952,581464605.0,,,,,,,,,,,,
2025-01-01,98.1999969482422,98.1999969482422,107.25,94.6500015258789,102.3499984741211,426447330.0,,,,,,,,,,,,
