Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')","('Date', '')","('Close', 'PNB.NS')","('High', 'PNB.NS')","('Low', 'PNB.NS')","('Open', 'PNB.NS')","('Volume', 'PNB.NS')"
2020-01-01,57.713985443115234,60.45000076293945,67.0,59.650001525878906,64.5,358409732.0,,,,,,,,,,,,
2020-02-01,43.0109977722168,45.04999923706055,61.0,44.29999923706055,60.45000076293945,392512096.0,,,,,,,,,,,,
2020-03-01,30.88581085205078,32.349998474121094,46.59999847412109,28.049999237060547,46.29999923706055,611977254.0,,,,,,,,,,,,
2020-04-01,30.83807182312012,32.29999923706055,33.900001525878906,29.25,32.5,398361006.0,,,,,,,,,,,,
2020-05-01,25.53927230834961,26.75,32.29999923706055,26.299999237060547,32.29999923706055,453265220.0,,,,,,,,,,,,
2020-06-01,33.17718505859375,34.75,38.400001525878906,27.0,27.39999961853028,1464639733.0,,,,,,,,,,,,
2020-07-01,30.5039176940918,31.950000762939453,38.75,31.25,35.0,727934646.0,,,,,,,,,,,,
2020-08-01,33.46360778808594,35.04999923706055,38.59999847412109,31.850000381469727,32.0,774502465.0,,,,,,,,,,,,
2020-09-01,27.257801055908203,28.549999237060547,35.75,27.64999961853028,35.20000076293945,512066531.0,,,,,,,,,,,,
2020-10-01,25.53927230834961,26.75,29.75,26.299999237060547,27.799999237060547,602178359.0,,,,,,,,,,,,
2020-11-01,31.93602561950684,33.45000076293945,34.150001525878906,26.75,27.100000381469727,884102590.0,,,,,,,,,,,,
2020-12-01,31.55413055419922,33.04999923706055,42.650001525878906,31.39999961853028,33.900001525878906,2577276985.0,,,,,,,,,,,,
2021-01-01,31.84054946899414,33.349998474121094,37.79999923706055,31.89999961853028,33.29999923706055,2799277203.0,,,,,,,,,,,,
2021-02-01,39.00109100341797,40.84999847412109,46.34999847412109,33.099998474121094,33.75,4887302371.0,,,,,,,,,,,,
2021-03-01,34.99119186401367,36.650001525878906,44.29999923706055,34.79999923706055,41.400001525878906,2454130760.0,,,,,,,,,,,,
2021-04-01,33.27265930175781,34.849998474121094,39.0,32.5,37.0,2090950612.0,,,,,,,,,,,,
2021-05-01,40.48094177246094,42.400001525878906,43.20000076293945,33.75,34.5,4429547231.0,,,,,,,,,,,,
2021-06-01,40.38546371459961,42.29999923706055,45.0,38.900001525878906,42.54999923706055,3292673422.0,,,,,,,,,,,,
2021-07-01,37.712196350097656,39.5,42.84999847412109,38.09999847412109,42.400001525878906,1018875674.0,,,,,,,,,,,,
2021-08-01,34.99119186401367,36.650001525878906,41.5,35.29999923706055,39.75,1040912924.0,,,,,,,,,,,,
2021-09-01,38.285037994384766,40.09999847412109,42.75,36.54999923706055,36.59999847412109,1190808257.0,,,,,,,,,,,,
2021-10-01,40.19451904296875,42.09999847412109,48.20000076293945,39.34999847412109,39.95000076293945,2564502364.0,,,,,,,,,,,,
2021-11-01,35.61177062988281,37.29999923706055,43.25,37.04999923706055,42.54999923706055,978679992.0,,,,,,,,,,,,
2021-12-01,35.61177062988281,37.29999923706055,41.400001525878906,35.95000076293945,37.400001525878906,959913276.0,,,,,,,,,,,,
2022-01-01,39.669410705566406,41.54999923706055,42.400001525878906,37.25,37.29999923706055,1037899103.0,,,,,,,,,,,,
2022-02-01,33.32040023803711,34.900001525878906,43.34999847412109,31.75,41.79999923706055,1465190471.0,,,,,,,,,,,,
2022-03-01,33.46360778808594,35.04999923706055,37.20000076293945,33.349998474121094,34.900001525878906,1036165998.0,,,,,,,,,,,,
2022-04-01,33.51134490966797,35.099998474121094,38.5,34.79999923706055,35.099998474121094,646962401.0,,,,,,,,,,,,
2022-05-01,29.931072235107425,31.350000381469727,35.45000076293945,28.450000762939453,34.900001525878906,909076394.0,,,,,,,,,,,,
2022-06-01,27.687435150146484,29.0,32.25,28.049999237060547,31.350000381469727,440130993.0,,,,,,,,,,,,
2022-07-01,30.58912467956543,31.350000381469727,33.45000076293945,28.75,29.049999237060547,474425267.0,,,,,,,,,,,,
2022-08-01,34.97990417480469,35.849998474121094,36.5,31.350000381469727,31.549999237060547,738400844.0,,,,,,,,,,,,
2022-09-01,35.66291809082031,36.54999923706055,41.650001525878906,34.25,35.45000076293945,1421313309.0,,,,,,,,,,,,
2022-10-01,41.614871978759766,42.650001525878906,44.79999923706055,35.349998474121094,36.59999847412109,1262485458.0,,,,,,,,,,,,
2022-11-01,50.05492782592773,51.29999923706055,55.650001525878906,38.900001525878906,43.20000076293945,2676861899.0,,,,,,,,,,,,
2022-12-01,55.07994079589844,56.45000076293945,62.0,49.150001525878906,51.75,3229375945.0,,,,,,,,,,,,
2023-01-01,52.25032424926758,53.54999923706055,59.45000076293945,49.09999847412109,56.79999923706055,1818718513.0,,,,,,,,,,,,
2023-02-01,47.1765251159668,48.34999847412109,54.400001525878906,47.20000076293945,54.25,1207501921.0,,,,,,,,,,,,
2023-03-01,45.468997955322266,46.59999847412109,52.45000076293945,44.400001525878906,48.34999847412109,910030287.0,,,,,,,,,,,,
