Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'GLENMARK.NS')","('High', 'GLENMARK.NS')","('Low', 'GLENMARK.NS')","('Open', 'GLENMARK.NS')","('Volume', 'GLENMARK.NS')","('Date', '')","('Close', 'GLENMARK.NS')","('High', 'GLENMARK.NS')","('Low', 'GLENMARK.NS')","('Open', 'GLENMARK.NS')","('Volume', 'GLENMARK.NS')"
2021-08-01,522.1298828125,530.2999877929688,616.0,511.0499877929688,614.9000244140625,36495642.0,,,,,,,,,,,,
2021-09-01,502.5857849121094,510.4500122070313,544.0,489.1499938964844,531.0,25407767.0,,,,,,,,,,,,
2021-10-01,498.4858093261719,503.8999938964844,539.0,477.1000061035156,508.8999938964844,24301596.0,,,,,,,,,,,,
2021-11-01,518.1719970703125,523.7999877929688,551.7999877929688,457.0,503.9500122070313,37949910.0,,,,,,,,,,,,
2021-12-01,522.8709106445312,528.5499877929688,542.7000122070312,472.5,522.0,29861533.0,,,,,,,,,,,,
2022-01-01,481.3222351074219,486.5499877929688,531.2000122070312,465.3999938964844,530.0,18483339.0,,,,,,,,,,,,
2022-02-01,443.6810607910156,448.5,505.5,423.0,488.2000122070313,14974242.0,,,,,,,,,,,,
2022-03-01,437.25091552734375,442.0,469.7000122070313,414.1000061035156,448.5,20320140.0,,,,,,,,,,,,
2022-04-01,434.8272399902344,439.5499877929688,487.5499877929688,425.5,444.25,13559124.0,,,,,,,,,,,,
2022-05-01,389.3214416503906,393.5499877929688,440.8999938964844,378.0499877929688,439.0,15193535.0,,,,,,,,,,,,
2022-06-01,382.1988525390625,386.3500061035156,401.8999938964844,348.5,394.1000061035156,18672680.0,,,,,,,,,,,,
2022-07-01,376.7579345703125,380.8500061035156,401.0,360.4500122070313,385.2000122070313,17722211.0,,,,,,,,,,,,
2022-08-01,367.162109375,371.1499938964844,408.0,361.3999938964844,383.0,26039594.0,,,,,,,,,,,,
2022-09-01,384.47412109375,388.6499938964844,396.6000061035156,363.6499938964844,372.2000122070313,21330398.0,,,,,,,,,,,,
2022-10-01,402.792236328125,404.5499877929688,409.4500122070313,376.8999938964844,389.5499877929688,18345420.0,,,,,,,,,,,,
2022-11-01,428.8286437988281,430.7000122070313,444.0,401.1499938964844,409.7999877929688,25866505.0,,,,,,,,,,,,
2022-12-01,422.30706787109375,424.1499938964844,451.0,406.8999938964844,436.0,29115956.0,,,,,,,,,,,,
2023-01-01,382.33154296875,384.0,440.1499938964844,369.0499877929688,423.2999877929688,11649051.0,,,,,,,,,,,,
2023-02-01,426.8871154785156,428.75,453.7999877929688,378.7999877929688,386.7000122070313,25761184.0,,,,,,,,,,,,
2023-03-01,462.6809387207031,464.7000122070313,468.0,414.25,430.8999938964844,22011244.0,,,,,,,,,,,,
2023-04-01,561.0018310546875,563.4500122070312,568.75,464.7000122070313,467.4500122070313,27229377.0,,,,,,,,,,,,
2023-05-01,595.15283203125,597.75,629.8499755859375,536.25,563.4500122070312,39552457.0,,,,,,,,,,,,
2023-06-01,673.0628051757812,676.0,684.8499755859375,596.0,597.6500244140625,25834577.0,,,,,,,,,,,,
2023-07-01,784.4268188476562,787.8499755859375,832.9000244140625,647.6500244140625,676.0,28814031.0,,,,,,,,,,,,
2023-08-01,763.51806640625,766.8499755859375,836.9000244140625,737.3499755859375,796.0,19273275.0,,,,,,,,,,,,
2023-09-01,851.782958984375,855.5,880.0,754.0,772.0,44388465.0,,,,,,,,,,,,
2023-10-01,746.6805419921875,747.75,859.9000244140625,731.5,855.5,14817026.0,,,,,,,,,,,,
2023-11-01,778.83447265625,779.9500122070312,799.7999877929688,722.0999755859375,750.0,23357535.0,,,,,,,,,,,,
2023-12-01,852.7286376953125,853.9500122070312,859.0,772.4000244140625,781.7999877929688,27307755.0,,,,,,,,,,,,
2024-01-01,908.898193359375,910.2000122070312,922.7000122070312,847.5499877929688,854.0,23589505.0,,,,,,,,,,,,
2024-02-01,923.77685546875,925.0999755859376,942.0,771.0,920.0999755859376,38105196.0,,,,,,,,,,,,
2024-03-01,957.0791625976562,958.4500122070312,974.0,883.0,925.0999755859376,19010712.0,,,,,,,,,,,,
2024-04-01,1055.6878662109375,1057.199951171875,1098.0,959.0499877929688,959.0499877929688,15483580.0,,,,,,,,,,,,
2024-05-01,1158.6903076171875,1160.3499755859375,1183.9000244140625,985.2000122070312,1057.199951171875,23346781.0,,,,,,,,,,,,
2024-06-01,1228.739990234375,1230.5,1264.0,1037.1500244140625,1174.949951171875,14023698.0,,,,,,,,,,,,
2024-07-01,1466.6492919921875,1468.75,1474.0,1232.0999755859375,1233.0,20391911.0,,,,,,,,,,,,
2024-08-01,1729.2730712890625,1731.75,1750.0,1406.4000244140625,1472.800048828125,24862179.0,,,,,,,,,,,,
2024-09-01,1671.1064453125,1673.5,1769.5999755859375,1610.0,1737.9000244140625,25653840.0,,,,,,,,,,,,
2024-10-01,1694.550048828125,1694.550048828125,1830.949951171875,1628.0999755859375,1673.0,15073465.0,,,,,,,,,,,,
2024-11-01,1528.6500244140625,1528.6500244140625,1776.75,1451.0,1694.550048828125,12640114.0,,,,,,,,,,,,
2024-12-01,1609.0999755859375,1609.0999755859375,1621.5999755859375,1446.5,1528.0999755859375,16022693.0,,,,,,,,,,,,
2025-01-01,1501.3499755859375,1501.3499755859375,1658.0,1437.949951171875,1609.0999755859375,5798735.0,,,,,,,,,,,,
