Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HATHWAY.NS')","('High', 'HATHWAY.NS')","('Low', 'HATHWAY.NS')","('Open', 'HATHWAY.NS')","('Volume', 'HATHWAY.NS')","('Date', '')","('Close', 'HATHWAY.NS')","('High', 'HATHWAY.NS')","('Low', 'HATHWAY.NS')","('Open', 'HATHWAY.NS')","('Volume', 'HATHWAY.NS')"
2020-01-01,19.25,19.25,23.89999961853028,18.64999961853028,20.14999961853028,32354924.0,,,,,,,,,,,,
2020-02-01,19.299999237060547,19.299999237060547,26.350000381469727,17.549999237060547,19.100000381469727,20062811.0,,,,,,,,,,,,
2020-03-01,13.449999809265137,13.449999809265137,20.89999961853028,10.5,19.0,7189622.0,,,,,,,,,,,,
2020-04-01,19.0,19.0,22.799999237060547,12.0,13.449999809265137,20655133.0,,,,,,,,,,,,
2020-05-01,23.549999237060547,23.549999237060547,29.850000381469727,17.200000762939453,19.0,58038896.0,,,,,,,,,,,,
2020-06-01,31.700000762939453,31.700000762939453,36.84999847412109,22.600000381469727,23.950000762939453,124418273.0,,,,,,,,,,,,
2020-07-01,38.0,38.0,57.29999923706055,30.299999237060547,31.850000381469727,126225746.0,,,,,,,,,,,,
2020-08-01,33.79999923706055,33.79999923706055,41.70000076293945,33.75,36.09999847412109,14642349.0,,,,,,,,,,,,
2020-09-01,29.850000381469727,29.850000381469727,36.54999923706055,28.0,33.75,4845168.0,,,,,,,,,,,,
2020-10-01,28.39999961853028,28.39999961853028,35.29999923706055,27.950000762939453,29.200000762939453,5322599.0,,,,,,,,,,,,
2020-11-01,30.700000762939453,30.700000762939453,34.45000076293945,27.049999237060547,28.39999961853028,7435647.0,,,,,,,,,,,,
2020-12-01,33.150001525878906,33.150001525878906,36.70000076293945,28.75,30.950000762939453,20155506.0,,,,,,,,,,,,
2021-01-01,30.25,30.25,35.29999923706055,28.600000381469727,33.349998474121094,14692405.0,,,,,,,,,,,,
2021-02-01,29.75,29.75,33.0,27.600000381469727,30.25,8455886.0,,,,,,,,,,,,
2021-03-01,25.700000762939453,25.700000762939453,34.79999923706055,24.89999961853028,30.25,37111949.0,,,,,,,,,,,,
2021-04-01,23.450000762939453,23.450000762939453,26.14999961853028,20.549999237060547,26.100000381469727,164522288.0,,,,,,,,,,,,
2021-05-01,25.64999961853028,25.64999961853028,26.89999961853028,22.450000762939453,23.100000381469727,130673776.0,,,,,,,,,,,,
2021-06-01,25.89999961853028,25.89999961853028,29.25,24.39999961853028,25.89999961853028,318884209.0,,,,,,,,,,,,
2021-07-01,26.049999237060547,26.049999237060547,28.700000762939453,25.0,26.200000762939453,196042767.0,,,,,,,,,,,,
2021-08-01,23.14999961853028,23.14999961853028,27.850000381469727,21.89999961853028,26.100000381469727,96074342.0,,,,,,,,,,,,
2021-09-01,24.0,24.0,25.75,22.950000762939453,23.299999237060547,104396859.0,,,,,,,,,,,,
2021-10-01,21.799999237060547,21.799999237060547,27.600000381469727,21.75,23.950000762939453,122408865.0,,,,,,,,,,,,
2021-11-01,20.0,20.0,22.450000762939453,19.600000381469727,22.450000762939453,95222452.0,,,,,,,,,,,,
2021-12-01,21.89999961853028,21.89999961853028,23.700000762939453,20.0,20.450000762939453,102960817.0,,,,,,,,,,,,
2022-01-01,21.89999961853028,21.89999961853028,24.049999237060547,20.450000762939453,22.049999237060547,134731447.0,,,,,,,,,,,,
2022-02-01,18.600000381469727,18.600000381469727,23.14999961853028,16.799999237060547,22.14999961853028,137743771.0,,,,,,,,,,,,
2022-03-01,17.25,17.25,19.299999237060547,17.049999237060547,18.600000381469727,62827843.0,,,,,,,,,,,,
2022-04-01,20.100000381469727,20.100000381469727,21.799999237060547,17.350000381469727,17.399999618530273,199642861.0,,,,,,,,,,,,
2022-05-01,18.100000381469727,18.100000381469727,20.350000381469727,16.549999237060547,19.89999961853028,54846588.0,,,,,,,,,,,,
2022-06-01,16.25,16.25,18.39999961853028,14.350000381469728,18.25,24500211.0,,,,,,,,,,,,
2022-07-01,16.75,16.75,17.649999618530273,16.0,16.299999237060547,23172371.0,,,,,,,,,,,,
2022-08-01,17.950000762939453,17.950000762939453,18.600000381469727,16.600000381469727,16.899999618530273,61994839.0,,,,,,,,,,,,
2022-09-01,16.149999618530273,16.149999618530273,19.64999961853028,15.600000381469728,17.899999618530273,72302140.0,,,,,,,,,,,,
2022-10-01,15.949999809265137,15.949999809265137,16.700000762939453,15.600000381469728,16.149999618530273,28185490.0,,,,,,,,,,,,
2022-11-01,17.149999618530273,17.149999618530273,17.600000381469727,15.600000381469728,16.0,46895462.0,,,,,,,,,,,,
2022-12-01,17.299999237060547,17.299999237060547,19.600000381469727,15.850000381469728,17.299999237060547,125736772.0,,,,,,,,,,,,
2023-01-01,16.299999237060547,16.299999237060547,17.899999618530273,14.550000190734863,17.299999237060547,31554182.0,,,,,,,,,,,,
2023-02-01,15.149999618530272,15.149999618530272,16.5,14.850000381469728,16.299999237060547,29609517.0,,,,,,,,,,,,
2023-03-01,12.949999809265137,12.949999809265137,15.550000190734863,12.25,15.100000381469728,54311202.0,,,,,,,,,,,,
2023-04-01,13.399999618530272,13.399999618530272,14.800000190734863,12.550000190734863,13.149999618530272,48499188.0,,,,,,,,,,,,
2023-05-01,13.699999809265137,13.699999809265137,14.300000190734863,13.100000381469728,13.399999618530272,46732605.0,,,,,,,,,,,,
2023-06-01,14.699999809265137,14.699999809265137,16.049999237060547,13.699999809265137,13.800000190734863,101761861.0,,,,,,,,,,,,
2023-07-01,15.899999618530272,15.899999618530272,16.549999237060547,14.600000381469728,14.699999809265137,101914696.0,,,,,,,,,,,,
2023-08-01,16.5,16.5,17.450000762939453,15.550000190734863,15.949999809265137,138308285.0,,,,,,,,,,,,
2023-09-01,20.0,20.0,21.700000762939453,16.5,16.5,389907380.0,,,,,,,,,,,,
2023-10-01,18.100000381469727,18.100000381469727,22.299999237060547,17.0,20.0,298162150.0,,,,,,,,,,,,
2023-11-01,20.049999237060547,20.049999237060547,21.0,17.850000381469727,18.200000762939453,212636098.0,,,,,,,,,,,,
2023-12-01,21.200000762939453,21.200000762939453,23.700000762939453,19.39999961853028,20.200000762939453,432292243.0,,,,,,,,,,,,
2024-01-01,23.950000762939453,23.950000762939453,26.100000381469727,21.14999961853028,21.299999237060547,527480363.0,,,,,,,,,,,,
2024-02-01,22.75,22.75,27.950000762939453,22.0,24.100000381469727,391067443.0,,,,,,,,,,,,
2024-03-01,19.600000381469727,19.600000381469727,23.100000381469727,18.299999237060547,22.89999961853028,151686082.0,,,,,,,,,,,,
2024-04-01,22.049999237060547,22.049999237060547,23.5,19.75,19.75,182842859.0,,,,,,,,,,,,
2024-05-01,20.450000762939453,20.450000762939453,22.200000762939453,20.0,22.049999237060547,114484027.0,,,,,,,,,,,,
2024-06-01,21.780000686645508,21.780000686645508,23.299999237060547,18.64999961853028,21.25,133555933.0,,,,,,,,,,,,
2024-07-01,24.09000015258789,24.09000015258789,25.65999984741211,21.3799991607666,21.81999969482422,297642785.0,,,,,,,,,,,,
2024-08-01,21.11000061035156,21.11000061035156,24.280000686645508,20.6200008392334,24.100000381469727,146713756.0,,,,,,,,,,,,
