Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VEDL.NS')","('High', 'VEDL.NS')","('Low', 'VEDL.NS')","('Open', 'VEDL.NS')","('Volume', 'VEDL.NS')","('Date', '')","('Close', 'VEDL.NS')","('High', 'VEDL.NS')","('Low', 'VEDL.NS')","('Open', 'VEDL.NS')","('Volume', 'VEDL.NS')"
2022-05-01,188.4344482421875,320.8999938964844,412.0,279.54998779296875,408.0,330799198.0,,,,,,,,,,,,
2022-06-01,141.9847412109375,223.0,325.20001220703125,216.1000061035156,320.5,354118993.0,,,,,,,,,,,,
2022-07-01,161.91355895996094,254.3000030517578,261.45001220703125,206.0,221.1000061035156,401267451.0,,,,,,,,,,,,
2022-08-01,186.1374969482422,270.25,275.0,245.75,256.75,202942770.0,,,,,,,,,,,,
2022-09-01,185.99972534179688,270.04998779296875,320.8999938964844,255.1999969482422,263.5,362026625.0,,,,,,,,,,,,
2022-10-01,193.4039001464844,280.79998779296875,305.5,265.6000061035156,271.0,181787644.0,,,,,,,,,,,,
2022-11-01,209.62423706054688,304.3500061035156,324.6000061035156,281.0,281.54998779296875,357183101.0,,,,,,,,,,,,
2022-12-01,225.09832763671875,308.3999938964844,322.20001220703125,281.79998779296875,306.0,192361683.0,,,,,,,,,,,,
2023-01-01,242.61575317382807,332.3999938964844,340.75,306.20001220703125,309.95001220703125,190608451.0,,,,,,,,,,,,
2023-02-01,195.86622619628903,268.3500061035156,338.25,261.95001220703125,337.0,190069817.0,,,,,,,,,,,,
2023-03-01,208.27911376953125,274.45001220703125,294.6000061035156,266.1499938964844,267.04998779296875,297621095.0,,,,,,,,,,,,
2023-04-01,211.9976959228516,279.3500061035156,287.25,266.0,277.95001220703125,138870263.0,,,,,,,,,,,,
2023-05-01,227.49288940429688,278.29998779296875,300.95001220703125,268.5,279.3500061035156,203330040.0,,,,,,,,,,,,
2023-06-01,242.1201629638672,277.95001220703125,284.3500061035156,274.29998779296875,278.0,99941041.0,,,,,,,,,,,,
2023-07-01,240.4215087890625,276.0,286.3999938964844,270.29998779296875,279.29998779296875,141297466.0,,,,,,,,,,,,
2023-08-01,202.3547821044922,232.3000030517578,279.0,231.6000061035156,279.0,446542912.0,,,,,,,,,,,,
2023-09-01,193.86160278320312,222.5500030517578,246.5500030517578,208.0,232.3000030517578,225098563.0,,,,,,,,,,,,
2023-10-01,188.6786346435547,216.6000061035156,233.75,211.1999969482422,222.5500030517578,179007953.0,,,,,,,,,,,,
2023-11-01,203.26942443847656,233.3500061035156,246.0,216.3000030517578,217.0,154724421.0,,,,,,,,,,,,
2023-12-01,225.22091674804688,258.54998779296875,266.3999938964844,233.5500030517578,234.8000030517578,245580071.0,,,,,,,,,,,,
2024-01-01,249.01548767089844,273.8500061035156,278.04998779296875,250.6499938964844,258.54998779296875,225507687.0,,,,,,,,,,,,
2024-02-01,243.741455078125,268.04998779296875,285.8500061035156,260.70001220703125,275.45001220703125,287950165.0,,,,,,,,,,,,
2024-03-01,247.01499938964844,271.6499938964844,289.25,249.5,265.1000061035156,177877965.0,,,,,,,,,,,,
2024-04-01,361.7703857421875,397.8500061035156,409.9500122070313,273.3500061035156,273.5,522557171.0,,,,,,,,,,,,
2024-05-01,409.1910400390625,450.0,506.75,392.0,397.8500061035156,354857311.0,,,,,,,,,,,,
2024-06-01,422.6639099121094,454.0,479.0,366.2999877929688,472.0,419437583.0,,,,,,,,,,,,
2024-07-01,419.6382446289063,450.75,479.6000061035156,410.5499877929688,457.0,386462984.0,,,,,,,,,,,,
2024-08-01,436.1165771484375,468.4500122070313,473.2000122070313,404.25,458.0,257156056.0,,,,,,,,,,,,
2024-09-01,481.56451416015625,512.6500244140625,523.6500244140625,424.5499877929688,472.7000122070313,371416303.0,,,,,,,,,,,,
2024-10-01,455.71435546875,464.0499877929688,521.3499755859375,449.0499877929688,510.2999877929688,210342525.0,,,,,,,,,,,,
2024-11-01,445.3538513183594,453.5,476.4500122070313,430.25,465.0,155886434.0,,,,,,,,,,,,
2024-12-01,436.4664306640625,444.4500122070313,526.9500122070312,437.25,453.5,244486563.0,,,,,,,,,,,,
2025-01-01,451.5,451.5,467.7999877929688,412.0,444.75,104276693.0,,,,,,,,,,,,
