Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SUNTV.NS')","('High', 'SUNTV.NS')","('Low', 'SUNTV.NS')","('Open', 'SUNTV.NS')","('Volume', 'SUNTV.NS')","('Date', '')","('Close', 'SUNTV.NS')","('High', 'SUNTV.NS')","('Low', 'SUNTV.NS')","('Open', 'SUNTV.NS')","('Volume', 'SUNTV.NS')"
2020-01-01,401.4824523925781,474.5499877929688,510.7000122070313,410.0,442.7000122070313,71114518.0,,,,,,,,,,,,
2020-02-01,351.52447509765625,415.5,513.0,412.3999938964844,471.9500122070313,52049740.0,,,,,,,,,,,,
2020-03-01,245.67584228515625,285.95001220703125,437.0,267.0,425.0,46275753.0,,,,,,,,,,,,
2020-04-01,344.0806579589844,384.1000061035156,401.8500061035156,259.54998779296875,283.1000061035156,48358645.0,,,,,,,,,,,,
2020-05-01,344.8421325683594,384.9500122070313,415.0,355.5,384.1000061035156,51869981.0,,,,,,,,,,,,
2020-06-01,361.3249816894531,403.3500061035156,427.0,368.0,385.0499877929688,78340207.0,,,,,,,,,,,,
2020-07-01,346.58892822265625,386.8999938964844,413.7999877929688,372.0,406.0,40506823.0,,,,,,,,,,,,
2020-08-01,405.4436340332031,452.6000061035156,494.5,383.3999938964844,386.0,70678700.0,,,,,,,,,,,,
2020-09-01,417.1339721679688,465.6499938964844,508.25,439.2999877929688,453.2999877929688,60254762.0,,,,,,,,,,,,
2020-10-01,378.0318908691406,422.0,479.2999877929688,412.0,471.5,30794320.0,,,,,,,,,,,,
2020-11-01,394.1116943359375,439.9500122070313,457.2999877929688,407.7999877929688,422.0,46001007.0,,,,,,,,,,,,
2020-12-01,430.6607360839844,480.75,517.5,429.2000122070313,442.1000061035156,98895184.0,,,,,,,,,,,,
2021-01-01,427.9732666015625,477.75,550.6500244140625,474.2999877929688,481.0,67268146.0,,,,,,,,,,,,
2021-02-01,441.8135070800781,493.2000122070313,570.4000244140625,473.0499877929688,484.25,71941427.0,,,,,,,,,,,,
2021-03-01,425.4194030761719,470.2999877929688,530.7000122070312,450.0,498.7000122070313,45648139.0,,,,,,,,,,,,
2021-04-01,491.4982299804688,543.3499755859375,549.9500122070312,450.0,474.5,53432642.0,,,,,,,,,,,,
2021-05-01,489.9605102539063,541.6500244140625,560.0,487.0,554.0,73241910.0,,,,,,,,,,,,
2021-06-01,479.1961059570313,529.75,571.0,511.0,543.0,64609329.0,,,,,,,,,,,,
2021-07-01,524.2888793945312,579.5999755859375,583.7000122070312,517.0999755859375,530.0,46822607.0,,,,,,,,,,,,
2021-08-01,436.5003356933594,482.5499877929688,586.5499877929688,471.0,580.0,30128209.0,,,,,,,,,,,,
2021-09-01,460.7021789550781,505.3500061035156,534.0,478.6000061035156,485.6000061035156,42428998.0,,,,,,,,,,,,
2021-10-01,511.435546875,561.0,576.5,498.0,502.0,54532881.0,,,,,,,,,,,,
2021-11-01,474.9239196777344,520.9500122070312,612.0,506.0,565.0,38751321.0,,,,,,,,,,,,
2021-12-01,457.93402099609375,500.1000061035156,555.0,483.2999877929688,522.0999755859375,20810493.0,,,,,,,,,,,,
2022-01-01,455.8279724121094,497.7999877929688,524.75,465.5499877929688,500.0,14523584.0,,,,,,,,,,,,
2022-02-01,409.8148193359375,447.5499877929688,539.7999877929688,425.2999877929688,502.0,28210815.0,,,,,,,,,,,,
2022-03-01,450.791259765625,489.8500061035156,496.9500122070313,425.0,447.5499877929688,29317827.0,,,,,,,,,,,,
2022-04-01,448.8816833496094,482.4500122070313,540.0,481.0,489.3999938964844,18664268.0,,,,,,,,,,,,
2022-05-01,414.502685546875,445.5,487.1000061035156,402.9500122070313,479.9500122070313,14974287.0,,,,,,,,,,,,
2022-06-01,383.8452758789063,412.5499877929688,453.0,402.5499877929688,441.6499938964844,32477340.0,,,,,,,,,,,,
2022-07-01,439.3449401855469,472.2000122070313,482.0,411.8500061035156,413.7999877929688,23081909.0,,,,,,,,,,,,
2022-08-01,467.0715026855469,502.0,523.4500122070312,458.1000061035156,472.2000122070313,30589803.0,,,,,,,,,,,,
2022-09-01,478.2270812988281,508.8500061035156,538.0,486.0,498.0,23677217.0,,,,,,,,,,,,
2022-10-01,491.3845825195313,522.8499755859375,551.0,502.0,511.3999938964844,17687028.0,,,,,,,,,,,,
2022-11-01,462.2032165527344,491.7999877929688,568.5,473.2000122070313,525.5,28301520.0,,,,,,,,,,,,
2022-12-01,460.9441223144531,486.6499938964844,520.5,478.0,496.0,19427449.0,,,,,,,,,,,,
2023-01-01,437.5961608886719,462.0,491.5,443.9500122070313,488.9500122070313,11559300.0,,,,,,,,,,,,
2023-02-01,406.0552062988281,428.7000122070313,471.0,424.3500061035156,465.0,8225376.0,,,,,,,,,,,,
2023-03-01,397.11175537109375,415.8500061035156,447.6000061035156,393.7999877929688,429.3999938964844,11607833.0,,,,,,,,,,,,
2023-04-01,414.7290649414063,431.7999877929688,435.6000061035156,414.0,420.0,6559463.0,,,,,,,,,,,,
2023-05-01,426.6388244628906,444.2000122070313,457.8999938964844,423.1000061035156,431.7999877929688,11336529.0,,,,,,,,,,,,
2023-06-01,421.884521484375,439.25,467.3999938964844,423.0,447.7999877929688,12390052.0,,,,,,,,,,,,
2023-07-01,520.1881103515625,541.5999755859375,554.7000122070312,436.4500122070313,442.0,32691788.0,,,,,,,,,,,,
2023-08-01,592.6072998046875,617.0,628.5,519.0499877929688,544.0,44550322.0,,,,,,,,,,,,
2023-09-01,594.6632690429688,612.1500244140625,627.0999755859375,577.4500122070312,618.0,19095907.0,,,,,,,,,,,,
2023-10-01,615.8404541015625,633.9500122070312,666.5,592.75,612.1500244140625,30396096.0,,,,,,,,,,,,
2023-11-01,655.135009765625,674.4000244140625,688.0,630.0,636.9500122070312,16116079.0,,,,,,,,,,,,
