Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'POWERGRID.NS')","('High', 'POWERGRID.NS')","('Low', 'POWERGRID.NS')","('Open', 'POWERGRID.NS')","('Volume', 'POWERGRID.NS')","('Date', '')","('Close', 'POWERGRID.NS')","('High', 'POWERGRID.NS')","('Low', 'POWERGRID.NS')","('Open', 'POWERGRID.NS')","('Volume', 'POWERGRID.NS')"
2020-01-01,77.72271728515625,105.1031494140625,118.68753051757812,104.1187744140625,107.18440246582033,614339567.0,,,,,,,,,,,,
2020-02-01,75.497314453125,102.0937728881836,110.0812759399414,99.5344009399414,105.07502746582033,438316209.0,,,,,,,,,,,,
2020-03-01,66.17972564697266,89.4937744140625,112.24690246582033,68.70938873291016,103.3593978881836,869113755.0,,,,,,,,,,,,
2020-04-01,69.88763427734375,91.15314483642578,97.4531478881836,85.3593978881836,89.4375228881836,379084954.0,,,,,,,,,,,,
2020-05-01,67.9469223022461,88.62189483642578,96.69377136230467,86.23126983642578,91.15314483642578,429215410.0,,,,,,,,,,,,
2020-06-01,75.40794372558594,98.3531494140625,106.3125228881836,88.70626831054688,89.18439483642578,492299561.0,,,,,,,,,,,,
2020-07-01,76.89582824707031,100.29377746582033,103.7812728881836,89.7187728881836,98.4375228881836,410933818.0,,,,,,,,,,,,
2020-08-01,77.1761474609375,100.6594009399414,107.24065399169922,97.4250259399414,100.6875228881836,358348342.0,,,,,,,,,,,,
2020-09-01,70.06015014648438,91.37814331054688,102.9937744140625,89.1562728881836,100.71565246582033,345128562.0,,,,,,,,,,,,
2020-10-01,75.43692016601562,96.1875228881836,98.6343994140625,86.9625244140625,92.6718978881836,408441005.0,,,,,,,,,,,,
2020-11-01,84.87755584716797,108.22502899169922,112.02190399169922,96.7219009399414,97.05940246582033,416765285.0,,,,,,,,,,,,
2020-12-01,83.75262451171875,106.7906494140625,110.95315551757812,103.7531509399414,109.6031494140625,396297179.0,,,,,,,,,,,,
2021-01-01,83.49829864501953,103.7531509399414,116.71878051757812,102.9375228881836,106.3125228881836,391742609.0,,,,,,,,,,,,
2021-02-01,97.01102447509766,120.54377746582033,134.0437774658203,102.6562728881836,103.7531509399414,614659737.0,,,,,,,,,,,,
2021-03-01,97.62215423583984,121.30315399169922,131.85003662109375,119.33440399169922,122.34378051757812,519907067.0,,,,,,,,,,,,
2021-04-01,101.45655059814452,123.77815246582033,125.80315399169922,111.65628051757812,121.86565399169922,341924958.0,,,,,,,,,,,,
2021-05-01,104.03850555419922,126.92815399169922,134.91566467285156,120.09378051757812,122.34378051757812,459697276.0,,,,,,,,,,,,
2021-06-01,107.1506576538086,130.72503662109375,141.46878051757812,125.94377899169922,127.29377746582033,461057736.0,,,,,,,,,,,,
2021-07-01,105.21418762207033,128.3625030517578,133.03128051757812,125.3625030517578,130.8094024658203,246298864.0,,,,,,,,,,,,
2021-08-01,107.7961196899414,131.5124969482422,140.77499389648438,126.9749984741211,128.625,405615337.0,,,,,,,,,,,,
2021-09-01,116.74073791503906,142.4250030517578,148.5,127.6500015258789,133.35000610351562,333241677.0,,,,,,,,,,,,
2021-10-01,115.76669311523438,138.78750610351562,157.46249389648438,135.97500610351562,143.10000610351562,294181619.0,,,,,,,,,,,,
